,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,10:26:23.414035,10:26:23.616708,0 days 00:00:00.202673
1,2,200,0,10:26:26.651513,10:26:26.862741,0 days 00:00:00.211228
2,3,200,0,10:26:29.895066,10:26:30.099369,0 days 00:00:00.204303
3,4,200,0,10:26:33.122624,10:26:33.330017,0 days 00:00:00.207393
4,5,200,0,10:26:36.363778,10:26:36.572436,0 days 00:00:00.208658
5,6,200,0,10:26:39.595669,10:26:39.796558,0 days 00:00:00.200889
6,7,200,0,10:26:42.828852,10:26:43.043182,0 days 00:00:00.214330
7,8,200,0,10:26:46.068617,10:26:46.298276,0 days 00:00:00.229659
8,9,200,0,10:26:49.329097,10:26:49.533230,0 days 00:00:00.204133
9,10,200,0,10:26:52.561834,10:26:52.775144,0 days 00:00:00.213310
10,1,200,20,10:26:55.811532,10:26:56.012227,0 days 00:00:00.200695
11,2,200,20,10:26:59.048066,10:26:59.258707,0 days 00:00:00.210641
12,3,200,20,10:27:02.297238,10:27:02.498248,0 days 00:00:00.201010
13,4,200,20,10:27:05.527549,10:27:05.737609,0 days 00:00:00.210060
14,5,200,20,10:27:08.761116,10:27:08.975480,0 days 00:00:00.214364
15,6,200,20,10:27:12.010948,10:27:12.219415,0 days 00:00:00.208467
16,7,200,20,10:27:15.254560,10:27:15.460826,0 days 00:00:00.206266
17,8,200,20,10:27:18.494029,10:27:18.707098,0 days 00:00:00.213069
18,9,200,20,10:27:21.743471,10:27:21.953542,0 days 00:00:00.210071
19,10,200,20,10:27:24.976814,10:27:25.187635,0 days 00:00:00.210821
20,1,200,40,10:27:28.209817,10:27:28.419437,0 days 00:00:00.209620
21,2,200,40,10:27:31.443028,10:27:31.653152,0 days 00:00:00.210124
22,3,200,40,10:27:34.692815,10:27:34.903960,0 days 00:00:00.211145
23,4,200,40,10:27:37.942809,10:27:38.152412,0 days 00:00:00.209603
24,5,200,40,10:27:41.179910,10:27:41.392711,0 days 00:00:00.212801
25,6,200,40,10:27:44.425625,10:27:44.635181,0 days 00:00:00.209556
26,7,200,40,10:27:47.658733,10:27:47.869140,0 days 00:00:00.210407
27,8,200,40,10:27:50.901885,10:27:51.122829,0 days 00:00:00.220944
28,9,200,40,10:27:54.151464,10:27:54.358701,0 days 00:00:00.207237
29,10,200,40,10:27:57.392769,10:27:57.601603,0 days 00:00:00.208834
30,1,200,60,10:28:00.641521,10:28:00.851504,0 days 00:00:00.209983
31,2,200,60,10:28:03.891392,10:28:04.123378,0 days 00:00:00.231986
32,3,200,60,10:28:07.160332,10:28:07.367636,0 days 00:00:00.207304
33,4,200,60,10:28:10.400940,10:28:10.609399,0 days 00:00:00.208459
34,5,200,60,10:28:13.641887,10:28:13.854291,0 days 00:00:00.212404
35,6,200,60,10:28:16.900378,10:28:17.120851,0 days 00:00:00.220473
36,7,200,60,10:28:20.159710,10:28:20.374076,0 days 00:00:00.214366
37,8,200,60,10:28:23.400195,10:28:23.606836,0 days 00:00:00.206641
38,9,200,60,10:28:26.639986,10:28:26.853246,0 days 00:00:00.213260
39,10,200,60,10:28:29.889807,10:28:30.103765,0 days 00:00:00.213958
40,1,200,80,10:28:33.140872,10:28:33.349662,0 days 00:00:00.208790
41,2,200,80,10:28:36.373148,10:28:36.582264,0 days 00:00:00.209116
42,3,200,80,10:28:39.606596,10:28:39.820675,0 days 00:00:00.214079
43,4,200,80,10:28:42.858411,10:28:43.072642,0 days 00:00:00.214231
44,5,200,80,10:28:46.107008,10:28:46.315851,0 days 00:00:00.208843
45,6,200,80,10:28:49.358971,10:28:49.569152,0 days 00:00:00.210181
46,7,200,80,10:28:52.598377,10:28:52.819258,0 days 00:00:00.220881
47,8,200,80,10:28:55.858142,10:28:56.058557,0 days 00:00:00.200415
48,9,200,80,10:28:59.089659,10:28:59.297285,0 days 00:00:00.207626
49,10,200,80,10:29:02.338405,10:29:02.548503,0 days 00:00:00.210098
50,1,200,100,10:29:05.571269,10:29:05.788189,0 days 00:00:00.216920
51,2,200,100,10:29:08.821286,10:29:09.031651,0 days 00:00:00.210365
52,3,200,100,10:29:12.067491,10:29:12.287568,0 days 00:00:00.220077
53,4,200,100,10:29:15.311459,10:29:15.525555,0 days 00:00:00.214096
54,5,200,100,10:29:18.561056,10:29:18.762924,0 days 00:00:00.201868
55,6,200,100,10:29:21.792561,10:29:22.009276,0 days 00:00:00.216715
56,7,200,100,10:29:25.033524,10:29:25.234840,0 days 00:00:00.201316
57,8,200,100,10:29:28.266216,10:29:28.478826,0 days 00:00:00.212610
58,9,200,100,10:29:31.505404,10:29:31.709880,0 days 00:00:00.204476
59,10,200,100,10:29:34.737014,10:29:34.945014,0 days 00:00:00.208000
