,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,11:59:36.628522,11:59:36.842298,0 days 00:00:00.213776
1,2,200,0,11:59:39.880756,11:59:40.099154,0 days 00:00:00.218398
2,3,200,0,11:59:43.134522,11:59:43.346094,0 days 00:00:00.211572
3,4,200,0,11:59:46.379584,11:59:46.582645,0 days 00:00:00.203061
4,5,200,0,11:59:49.608800,11:59:49.815051,0 days 00:00:00.206251
5,6,200,0,11:59:52.835364,11:59:53.041685,0 days 00:00:00.206321
6,7,200,0,11:59:56.078382,11:59:56.280871,0 days 00:00:00.202489
7,8,200,0,11:59:59.304957,11:59:59.511156,0 days 00:00:00.206199
8,9,200,0,12:00:02.546713,12:00:02.752410,0 days 00:00:00.205697
9,10,200,0,12:00:05.781796,12:00:05.986066,0 days 00:00:00.204270
10,1,200,20,12:00:09.014717,12:00:09.221445,0 days 00:00:00.206728
11,2,200,20,12:00:12.247042,12:00:12.456201,0 days 00:00:00.209159
12,3,200,20,12:00:15.477909,12:00:15.687800,0 days 00:00:00.209891
13,4,200,20,12:00:18.708573,12:00:18.917430,0 days 00:00:00.208857
14,5,200,20,12:00:21.938214,12:00:22.143582,0 days 00:00:00.205368
15,6,200,20,12:00:25.174122,12:00:25.403438,0 days 00:00:00.229316
16,7,200,20,12:00:28.443967,12:00:28.647423,0 days 00:00:00.203456
17,8,200,20,12:00:31.676925,12:00:31.886271,0 days 00:00:00.209346
18,9,200,20,12:00:34.909875,12:00:35.116462,0 days 00:00:00.206587
19,10,200,20,12:00:38.143197,12:00:38.352557,0 days 00:00:00.209360
20,1,200,40,12:00:41.385891,12:00:41.592782,0 days 00:00:00.206891
21,2,200,40,12:00:44.626263,12:00:44.827043,0 days 00:00:00.200780
22,3,200,40,12:00:47.862003,12:00:48.078511,0 days 00:00:00.216508
23,4,200,40,12:00:51.101609,12:00:51.308496,0 days 00:00:00.206887
24,5,200,40,12:00:54.341913,12:00:54.555987,0 days 00:00:00.214074
25,6,200,40,12:00:57.591890,12:00:57.805128,0 days 00:00:00.213238
26,7,200,40,12:01:00.841875,12:01:01.055054,0 days 00:00:00.213179
27,8,200,40,12:01:04.091425,12:01:04.301482,0 days 00:00:00.210057
28,9,200,40,12:01:07.324899,12:01:07.534753,0 days 00:00:00.209854
29,10,200,40,12:01:10.574582,12:01:10.788090,0 days 00:00:00.213508
30,1,200,60,12:01:13.827370,12:01:14.040845,0 days 00:00:00.213475
31,2,200,60,12:01:17.074134,12:01:17.287950,0 days 00:00:00.213816
32,3,200,60,12:01:20.327595,12:01:20.543846,0 days 00:00:00.216251
33,4,200,60,12:01:23.573818,12:01:23.787583,0 days 00:00:00.213765
34,5,200,60,12:01:26.823618,12:01:27.037181,0 days 00:00:00.213563
35,6,200,60,12:01:30.076614,12:01:30.289813,0 days 00:00:00.213199
36,7,200,60,12:01:33.323238,12:01:33.537347,0 days 00:00:00.214109
37,8,200,60,12:01:36.582204,12:01:36.787079,0 days 00:00:00.204875
38,9,200,60,12:01:39.815983,12:01:40.020491,0 days 00:00:00.204508
39,10,200,60,12:01:43.056804,12:01:43.270331,0 days 00:00:00.213527
40,1,200,80,12:01:46.306051,12:01:46.516910,0 days 00:00:00.210859
41,2,200,80,12:01:49.559629,12:01:49.774057,0 days 00:00:00.214428
42,3,200,80,12:01:52.805756,12:01:53.016341,0 days 00:00:00.210585
43,4,200,80,12:01:56.056469,12:01:56.265124,0 days 00:00:00.208655
44,5,200,80,12:01:59.305923,12:01:59.515053,0 days 00:00:00.209130
45,6,200,80,12:02:02.541776,12:02:02.751538,0 days 00:00:00.209762
46,7,200,80,12:02:05.784496,12:02:05.988466,0 days 00:00:00.203970
47,8,200,80,12:02:09.021694,12:02:09.231168,0 days 00:00:00.209474
48,9,200,80,12:02:12.277458,12:02:12.488320,0 days 00:00:00.210862
49,10,200,80,12:02:15.521372,12:02:15.730687,0 days 00:00:00.209315
50,1,200,100,12:02:18.755083,12:02:18.964087,0 days 00:00:00.209004
51,2,200,100,12:02:22.004568,12:02:22.207355,0 days 00:00:00.202787
52,3,200,100,12:02:25.231708,12:02:25.437409,0 days 00:00:00.205701
53,4,200,100,12:02:28.479289,12:02:28.689908,0 days 00:00:00.210619
54,5,200,100,12:02:31.721293,12:02:31.929809,0 days 00:00:00.208516
55,6,200,100,12:02:34.978344,12:02:35.189618,0 days 00:00:00.211274
56,7,200,100,12:02:38.220141,12:02:38.420588,0 days 00:00:00.200447
57,8,200,100,12:02:41.453595,12:02:41.666825,0 days 00:00:00.213230
58,9,200,100,12:02:44.703681,12:02:44.908616,0 days 00:00:00.204935
59,10,200,100,12:02:47.936407,12:02:48.149376,0 days 00:00:00.212969
