,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,12:12:38.906189,12:12:39.122394,0 days 00:00:00.216205
1,2,200,0,12:12:42.154492,12:12:42.365027,0 days 00:00:00.210535
2,3,200,0,12:12:45.397209,12:12:45.600229,0 days 00:00:00.203020
3,4,200,0,12:12:48.626582,12:12:48.833473,0 days 00:00:00.206891
4,5,200,0,12:12:51.863867,12:12:52.069698,0 days 00:00:00.205831
5,6,200,0,12:12:55.093175,12:12:55.293747,0 days 00:00:00.200572
6,7,200,0,12:12:58.323256,12:12:58.533408,0 days 00:00:00.210152
7,8,200,0,12:13:01.563319,12:13:01.769974,0 days 00:00:00.206655
8,9,200,0,12:13:04.796246,12:13:04.996425,0 days 00:00:00.200179
9,10,200,0,12:13:08.035932,12:13:08.245959,0 days 00:00:00.210027
10,1,200,20,12:13:11.287730,12:13:11.495687,0 days 00:00:00.207957
11,2,200,20,12:13:14.536129,12:13:14.736516,0 days 00:00:00.200387
12,3,200,20,12:13:17.769354,12:13:17.978651,0 days 00:00:00.209297
13,4,200,20,12:13:21.002748,12:13:21.211566,0 days 00:00:00.208818
14,5,200,20,12:13:24.251461,12:13:24.461734,0 days 00:00:00.210273
15,6,200,20,12:13:27.484743,12:13:27.694843,0 days 00:00:00.210100
16,7,200,20,12:13:30.718087,12:13:30.927900,0 days 00:00:00.209813
17,8,200,20,12:13:33.961170,12:13:34.161300,0 days 00:00:00.200130
18,9,200,20,12:13:37.201242,12:13:37.415448,0 days 00:00:00.214206
19,10,200,20,12:13:40.445100,12:13:40.660907,0 days 00:00:00.215807
20,1,200,40,12:13:43.700943,12:13:43.909874,0 days 00:00:00.208931
21,2,200,40,12:13:46.934198,12:13:47.147315,0 days 00:00:00.213117
22,3,200,40,12:13:50.187353,12:13:50.401100,0 days 00:00:00.213747
23,4,200,40,12:13:53.426621,12:13:53.634855,0 days 00:00:00.208234
24,5,200,40,12:13:56.666850,12:13:56.880196,0 days 00:00:00.213346
25,6,200,40,12:13:59.916821,12:14:00.130384,0 days 00:00:00.213563
26,7,200,40,12:14:03.166704,12:14:03.367679,0 days 00:00:00.200975
27,8,200,40,12:14:06.399938,12:14:06.609407,0 days 00:00:00.209469
28,9,200,40,12:14:09.632982,12:14:09.835999,0 days 00:00:00.203017
29,10,200,40,12:14:12.885564,12:14:13.094854,0 days 00:00:00.209290
30,1,200,60,12:14:16.119107,12:14:16.325385,0 days 00:00:00.206278
31,2,200,60,12:14:19.360698,12:14:19.567936,0 days 00:00:00.207238
32,3,200,60,12:14:22.600580,12:14:22.808454,0 days 00:00:00.207874
33,4,200,60,12:14:25.841474,12:14:26.062204,0 days 00:00:00.220730
34,5,200,60,12:14:29.098479,12:14:29.307892,0 days 00:00:00.209413
35,6,200,60,12:14:32.358211,12:14:32.578270,0 days 00:00:00.220059
36,7,200,60,12:14:35.615028,12:14:35.824531,0 days 00:00:00.209503
37,8,200,60,12:14:38.847922,12:14:39.057517,0 days 00:00:00.209595
38,9,200,60,12:14:42.099635,12:14:42.307330,0 days 00:00:00.207695
39,10,200,60,12:14:45.330912,12:14:45.547637,0 days 00:00:00.216725
40,1,200,80,12:14:48.580686,12:14:48.790237,0 days 00:00:00.209551
41,2,200,80,12:14:51.832999,12:14:52.033634,0 days 00:00:00.200635
42,3,200,80,12:14:55.063626,12:14:55.273585,0 days 00:00:00.209959
43,4,200,80,12:14:58.313399,12:14:58.523444,0 days 00:00:00.210045
44,5,200,80,12:15:01.566775,12:15:01.779433,0 days 00:00:00.212658
45,6,200,80,12:15:04.813181,12:15:05.026862,0 days 00:00:00.213681
46,7,200,80,12:15:08.063130,12:15:08.276304,0 days 00:00:00.213174
47,8,200,80,12:15:11.299298,12:15:11.505840,0 days 00:00:00.206542
48,9,200,80,12:15:14.546238,12:15:14.759676,0 days 00:00:00.213438
49,10,200,80,12:15:17.795904,12:15:18.010337,0 days 00:00:00.214433
50,1,200,100,12:15:21.038716,12:15:21.245161,0 days 00:00:00.206445
51,2,200,100,12:15:24.278776,12:15:24.492337,0 days 00:00:00.213561
52,3,200,100,12:15:27.528833,12:15:27.731916,0 days 00:00:00.203083
53,4,200,100,12:15:30.762290,12:15:30.970150,0 days 00:00:00.207860
54,5,200,100,12:15:33.995110,12:15:34.205475,0 days 00:00:00.210365
55,6,200,100,12:15:37.245535,12:15:37.458581,0 days 00:00:00.213046
56,7,200,100,12:15:40.498078,12:15:40.716948,0 days 00:00:00.218870
57,8,200,100,12:15:43.753952,12:15:43.954017,0 days 00:00:00.200065
58,9,200,100,12:15:46.979151,12:15:47.190914,0 days 00:00:00.211763
59,10,200,100,12:15:50.227959,12:15:50.437494,0 days 00:00:00.209535
