,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,11:47:02.203377,11:47:02.408757,0 days 00:00:00.205380
1,2,200,0,11:47:05.435684,11:47:05.645525,0 days 00:00:00.209841
2,3,200,0,11:47:08.667006,11:47:08.875866,0 days 00:00:00.208860
3,4,200,0,11:47:11.896259,11:47:12.106153,0 days 00:00:00.209894
4,5,200,0,11:47:15.128538,11:47:15.332195,0 days 00:00:00.203657
5,6,200,0,11:47:18.362058,11:47:18.562063,0 days 00:00:00.200005
6,7,200,0,11:47:21.604149,11:47:21.819778,0 days 00:00:00.215629
7,8,200,0,11:47:24.852949,11:47:25.062471,0 days 00:00:00.209522
8,9,200,0,11:47:28.084842,11:47:28.291423,0 days 00:00:00.206581
9,10,200,0,11:47:31.318646,11:47:31.528262,0 days 00:00:00.209616
10,1,200,20,11:47:34.554519,11:47:34.761369,0 days 00:00:00.206850
11,2,200,20,11:47:37.791423,11:47:38.001388,0 days 00:00:00.209965
12,3,200,20,11:47:41.027506,11:47:41.237428,0 days 00:00:00.209922
13,4,200,20,11:47:44.264706,11:47:44.474377,0 days 00:00:00.209671
14,5,200,20,11:47:47.503284,11:47:47.704114,0 days 00:00:00.200830
15,6,200,20,11:47:50.733797,11:47:50.940279,0 days 00:00:00.206482
16,7,200,20,11:47:53.963419,11:47:54.172318,0 days 00:00:00.208899
17,8,200,20,11:47:57.199926,11:47:57.406840,0 days 00:00:00.206914
18,9,200,20,11:48:00.434417,11:48:00.637676,0 days 00:00:00.203259
19,10,200,20,11:48:03.666819,11:48:03.876567,0 days 00:00:00.209748
20,1,200,40,11:48:06.906263,11:48:07.113202,0 days 00:00:00.206939
21,2,200,40,11:48:10.138297,11:48:10.342558,0 days 00:00:00.204261
22,3,200,40,11:48:13.366140,11:48:13.575861,0 days 00:00:00.209721
23,4,200,40,11:48:16.604666,11:48:16.812258,0 days 00:00:00.207592
24,5,200,40,11:48:19.838660,11:48:20.049520,0 days 00:00:00.210860
25,6,200,40,11:48:23.086711,11:48:23.298841,0 days 00:00:00.212130
26,7,200,40,11:48:26.321946,11:48:26.528699,0 days 00:00:00.206753
27,8,200,40,11:48:29.555780,11:48:29.765723,0 days 00:00:00.209943
28,9,200,40,11:48:32.798849,11:48:33.008529,0 days 00:00:00.209680
29,10,200,40,11:48:36.035570,11:48:36.241308,0 days 00:00:00.205738
30,1,200,60,11:48:39.265540,11:48:39.470747,0 days 00:00:00.205207
31,2,200,60,11:48:42.497802,11:48:42.707977,0 days 00:00:00.210175
32,3,200,60,11:48:45.750980,11:48:45.964222,0 days 00:00:00.213242
33,4,200,60,11:48:48.997707,11:48:49.207821,0 days 00:00:00.210114
34,5,200,60,11:48:52.247356,11:48:52.460955,0 days 00:00:00.213599
35,6,200,60,11:48:55.498032,11:48:55.700090,0 days 00:00:00.202058
36,7,200,60,11:48:58.730427,11:48:58.943870,0 days 00:00:00.213443
37,8,200,60,11:49:01.989937,11:49:02.190449,0 days 00:00:00.200512
38,9,200,60,11:49:05.230167,11:49:05.443376,0 days 00:00:00.213209
39,10,200,60,11:49:08.463611,11:49:08.679582,0 days 00:00:00.215971
40,1,200,80,11:49:11.715663,11:49:11.927597,0 days 00:00:00.211934
41,2,200,80,11:49:14.963146,11:49:15.179648,0 days 00:00:00.216502
42,3,200,80,11:49:18.203569,11:49:18.405848,0 days 00:00:00.202279
43,4,200,80,11:49:21.435156,11:49:21.646661,0 days 00:00:00.211505
44,5,200,80,11:49:24.679597,11:49:24.889124,0 days 00:00:00.209527
45,6,200,80,11:49:27.915968,11:49:28.125975,0 days 00:00:00.210007
46,7,200,80,11:49:31.162353,11:49:31.379388,0 days 00:00:00.217035
47,8,200,80,11:49:34.412303,11:49:34.621539,0 days 00:00:00.209236
48,9,200,80,11:49:37.662641,11:49:37.878701,0 days 00:00:00.216060
49,10,200,80,11:49:40.911795,11:49:41.121238,0 days 00:00:00.209443
50,1,200,100,11:49:44.145039,11:49:44.354485,0 days 00:00:00.209446
51,2,200,100,11:49:47.399823,11:49:47.604276,0 days 00:00:00.204453
52,3,200,100,11:49:50.647109,11:49:50.854491,0 days 00:00:00.207382
53,4,200,100,11:49:53.877857,11:49:54.087554,0 days 00:00:00.209697
54,5,200,100,11:49:57.130601,11:49:57.341115,0 days 00:00:00.210514
55,6,200,100,11:50:00.365067,11:50:00.577728,0 days 00:00:00.212661
56,7,200,100,11:50:03.603550,11:50:03.813082,0 days 00:00:00.209532
57,8,200,100,11:50:06.843632,11:50:07.053107,0 days 00:00:00.209475
58,9,200,100,11:50:10.093704,11:50:10.297505,0 days 00:00:00.203801
59,10,200,100,11:50:13.326637,11:50:13.540232,0 days 00:00:00.213595
