,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,500,0,10:59:57.237484,10:59:57.743185,0 days 00:00:00.505701
1,2,500,0,11:00:00.772515,11:00:01.275625,0 days 00:00:00.503110
2,3,500,0,11:00:04.303396,11:00:04.814570,0 days 00:00:00.511174
3,4,500,0,11:00:07.843457,11:00:08.347105,0 days 00:00:00.503648
4,5,500,0,11:00:11.372886,11:00:11.876117,0 days 00:00:00.503231
5,6,500,0,11:00:14.904826,11:00:15.413475,0 days 00:00:00.508649
6,7,500,0,11:00:18.436809,11:00:18.942055,0 days 00:00:00.505246
7,8,500,0,11:00:21.969384,11:00:22.475734,0 days 00:00:00.506350
8,9,500,0,11:00:25.515245,11:00:26.018805,0 days 00:00:00.503560
9,10,500,0,11:00:29.044518,11:00:29.548089,0 days 00:00:00.503571
10,1,500,20,11:00:32.568547,11:00:33.075043,0 days 00:00:00.506496
11,2,500,20,11:00:36.101827,11:00:36.608540,0 days 00:00:00.506713
12,3,500,20,11:00:39.644857,11:00:40.155907,0 days 00:00:00.511050
13,4,500,20,11:00:43.204956,11:00:43.711648,0 days 00:00:00.506692
14,5,500,20,11:00:46.737038,11:00:47.241111,0 days 00:00:00.504073
15,6,500,20,11:00:50.263704,11:00:50.770331,0 days 00:00:00.506627
16,7,500,20,11:00:53.804550,11:00:54.307033,0 days 00:00:00.502483
17,8,500,20,11:00:57.336446,11:00:57.841476,0 days 00:00:00.505030
18,9,500,20,11:01:00.861495,11:01:01.370298,0 days 00:00:00.508803
19,10,500,20,11:01:04.414864,11:01:04.920331,0 days 00:00:00.505467
20,1,500,40,11:01:07.960345,11:01:08.470234,0 days 00:00:00.509889
21,2,500,40,11:01:11.493356,11:01:12.003092,0 days 00:00:00.509736
22,3,500,40,11:01:15.026781,11:01:15.529194,0 days 00:00:00.502413
23,4,500,40,11:01:18.559834,11:01:19.062900,0 days 00:00:00.503066
24,5,500,40,11:01:22.092885,11:01:22.602141,0 days 00:00:00.509256
25,6,500,40,11:01:25.627021,11:01:26.136110,0 days 00:00:00.509089
26,7,500,40,11:01:29.162651,11:01:29.675151,0 days 00:00:00.512500
27,8,500,40,11:01:32.710201,11:01:33.212010,0 days 00:00:00.501809
28,9,500,40,11:01:36.241859,11:01:36.752908,0 days 00:00:00.511049
29,10,500,40,11:01:39.781671,11:01:40.291905,0 days 00:00:00.510234
30,1,500,60,11:01:43.311888,11:01:43.818224,0 days 00:00:00.506336
31,2,500,60,11:01:46.844337,11:01:47.351459,0 days 00:00:00.507122
32,3,500,60,11:01:50.388286,11:01:50.901046,0 days 00:00:00.512760
33,4,500,60,11:01:53.924450,11:01:54.434089,0 days 00:00:00.509639
34,5,500,60,11:01:57.479514,11:01:57.986366,0 days 00:00:00.506852
35,6,500,60,11:02:01.027403,11:02:01.534885,0 days 00:00:00.507482
36,7,500,60,11:02:04.574055,11:02:05.083299,0 days 00:00:00.509244
37,8,500,60,11:02:08.111309,11:02:08.616714,0 days 00:00:00.505405
38,9,500,60,11:02:11.646155,11:02:12.150044,0 days 00:00:00.503889
39,10,500,60,11:02:15.173092,11:02:15.682198,0 days 00:00:00.509106
40,1,500,80,11:02:18.706404,11:02:19.216203,0 days 00:00:00.509799
41,2,500,80,11:02:22.239701,11:02:22.749439,0 days 00:00:00.509738
42,3,500,80,11:02:25.772840,11:02:26.288860,0 days 00:00:00.516020
43,4,500,80,11:02:29.324824,11:02:29.832069,0 days 00:00:00.507245
44,5,500,80,11:02:32.858385,11:02:33.368582,0 days 00:00:00.510197
45,6,500,80,11:02:36.405154,11:02:36.915166,0 days 00:00:00.510012
46,7,500,80,11:02:39.942210,11:02:40.447930,0 days 00:00:00.505720
47,8,500,80,11:02:43.474334,11:02:43.982710,0 days 00:00:00.508376
48,9,500,80,11:02:47.021400,11:02:47.521446,0 days 00:00:00.500046
49,10,500,80,11:02:50.557783,11:02:51.069683,0 days 00:00:00.511900
50,1,500,100,11:02:54.104941,11:02:54.613985,0 days 00:00:00.509044
51,2,500,100,11:02:57.656926,11:02:58.171482,0 days 00:00:00.514556
52,3,500,100,11:03:01.204189,11:03:01.713505,0 days 00:00:00.509316
53,4,500,100,11:03:04.739633,11:03:05.248192,0 days 00:00:00.508559
54,5,500,100,11:03:08.286875,11:03:08.798115,0 days 00:00:00.511240
55,6,500,100,11:03:11.830192,11:03:12.330651,0 days 00:00:00.500459
56,7,500,100,11:03:15.363160,11:03:15.870632,0 days 00:00:00.507472
57,8,500,100,11:03:18.903090,11:03:19.416087,0 days 00:00:00.512997
58,9,500,100,11:03:22.447035,11:03:22.955963,0 days 00:00:00.508928
59,10,500,100,11:03:25.988941,11:03:26.495889,0 days 00:00:00.506948
