,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,500,0,11:39:09.178127,11:39:09.687836,0 days 00:00:00.509709
1,2,500,0,11:39:12.714908,11:39:13.222228,0 days 00:00:00.507320
2,3,500,0,11:39:16.249477,11:39:16.754705,0 days 00:00:00.505228
3,4,500,0,11:39:19.777298,11:39:20.285865,0 days 00:00:00.508567
4,5,500,0,11:39:23.314140,11:39:23.823919,0 days 00:00:00.509779
5,6,500,0,11:39:26.863982,11:39:27.373548,0 days 00:00:00.509566
6,7,500,0,11:39:30.414000,11:39:30.923195,0 days 00:00:00.509195
7,8,500,0,11:39:33.949481,11:39:34.459651,0 days 00:00:00.510170
8,9,500,0,11:39:37.489657,11:39:37.989841,0 days 00:00:00.500184
9,10,500,0,11:39:41.029861,11:39:41.539523,0 days 00:00:00.509662
10,1,500,20,11:39:44.567458,11:39:45.073807,0 days 00:00:00.506349
11,2,500,20,11:39:48.112730,11:39:48.622296,0 days 00:00:00.509566
12,3,500,20,11:39:51.649329,11:39:52.158396,0 days 00:00:00.509067
13,4,500,20,11:39:55.195742,11:39:55.706280,0 days 00:00:00.510538
14,5,500,20,11:39:58.749939,11:39:59.259280,0 days 00:00:00.509341
15,6,500,20,11:40:02.289175,11:40:02.805195,0 days 00:00:00.516020
16,7,500,20,11:40:05.836121,11:40:06.338334,0 days 00:00:00.502213
17,8,500,20,11:40:09.378313,11:40:09.887990,0 days 00:00:00.509677
18,9,500,20,11:40:12.917190,11:40:13.425719,0 days 00:00:00.508529
19,10,500,20,11:40:16.452757,11:40:16.956350,0 days 00:00:00.503593
20,1,500,40,11:40:19.987708,11:40:20.494278,0 days 00:00:00.506570
21,2,500,40,11:40:23.518463,11:40:24.025655,0 days 00:00:00.507192
22,3,500,40,11:40:27.052070,11:40:27.554665,0 days 00:00:00.502595
23,4,500,40,11:40:30.590935,11:40:31.095530,0 days 00:00:00.504595
24,5,500,40,11:40:34.119550,11:40:34.627897,0 days 00:00:00.508347
25,6,500,40,11:40:37.654863,11:40:38.164591,0 days 00:00:00.509728
26,7,500,40,11:40:41.198141,11:40:41.707872,0 days 00:00:00.509731
27,8,500,40,11:40:44.730257,11:40:45.234124,0 days 00:00:00.503867
28,9,500,40,11:40:48.257116,11:40:48.766843,0 days 00:00:00.509727
29,10,500,40,11:40:51.804810,11:40:52.314539,0 days 00:00:00.509729
30,1,500,60,11:40:55.338867,11:40:55.848596,0 days 00:00:00.509729
31,2,500,60,11:40:58.878066,11:40:59.387749,0 days 00:00:00.509683
32,3,500,60,11:41:02.417339,11:41:02.927063,0 days 00:00:00.509724
33,4,500,60,11:41:05.956472,11:41:06.457437,0 days 00:00:00.500965
34,5,500,60,11:41:09.492307,11:41:10.002031,0 days 00:00:00.509724
35,6,500,60,11:41:13.030592,11:41:13.540320,0 days 00:00:00.509728
36,7,500,60,11:41:16.568701,11:41:17.078429,0 days 00:00:00.509728
37,8,500,60,11:41:20.102549,11:41:20.612313,0 days 00:00:00.509764
38,9,500,60,11:41:23.634457,11:41:24.144183,0 days 00:00:00.509726
39,10,500,60,11:41:27.172574,11:41:27.682303,0 days 00:00:00.509729
40,1,500,80,11:41:30.704281,11:41:31.214026,0 days 00:00:00.509745
41,2,500,80,11:41:34.242395,11:41:34.746938,0 days 00:00:00.504543
42,3,500,80,11:41:37.767015,11:41:38.268866,0 days 00:00:00.501851
43,4,500,80,11:41:41.308339,11:41:41.818068,0 days 00:00:00.509729
44,5,500,80,11:41:44.843167,11:41:45.343458,0 days 00:00:00.500291
45,6,500,80,11:41:48.386191,11:41:48.895872,0 days 00:00:00.509681
46,7,500,80,11:41:51.917981,11:41:52.427708,0 days 00:00:00.509727
47,8,500,80,11:41:55.457267,11:41:55.966995,0 days 00:00:00.509728
48,9,500,80,11:41:58.997494,11:41:59.507220,0 days 00:00:00.509726
49,10,500,80,11:42:02.529521,11:42:03.039249,0 days 00:00:00.509728
50,1,500,100,11:42:06.067654,11:42:06.577358,0 days 00:00:00.509704
51,2,500,100,11:42:09.599771,11:42:10.109485,0 days 00:00:00.509714
52,3,500,100,11:42:13.132306,11:42:13.652028,0 days 00:00:00.519722
53,4,500,100,11:42:16.690410,11:42:17.200136,0 days 00:00:00.509726
54,5,500,100,11:42:20.220348,11:42:20.730077,0 days 00:00:00.509729
55,6,500,100,11:42:23.751762,11:42:24.255885,0 days 00:00:00.504123
56,7,500,100,11:42:27.279001,11:42:27.788713,0 days 00:00:00.509712
57,8,500,100,11:42:30.817065,11:42:31.326792,0 days 00:00:00.509727
58,9,500,100,11:42:34.348444,11:42:34.850647,0 days 00:00:00.502203
59,10,500,100,11:42:37.871946,11:42:38.373909,0 days 00:00:00.501963
