,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,500,0,11:53:28.661685,11:53:29.179497,0 days 00:00:00.517812
1,2,500,0,11:53:32.207737,11:53:32.717855,0 days 00:00:00.510118
2,3,500,0,11:53:35.750200,11:53:36.250528,0 days 00:00:00.500328
3,4,500,0,11:53:39.283731,11:53:39.794127,0 days 00:00:00.510396
4,5,500,0,11:53:42.816817,11:53:43.326299,0 days 00:00:00.509482
5,6,500,0,11:53:46.353903,11:53:46.859581,0 days 00:00:00.505678
6,7,500,0,11:53:49.881560,11:53:50.383564,0 days 00:00:00.502004
7,8,500,0,11:53:53.407819,11:53:53.917526,0 days 00:00:00.509707
8,9,500,0,11:53:56.942993,11:53:57.452720,0 days 00:00:00.509727
9,10,500,0,11:54:00.487405,11:54:00.988909,0 days 00:00:00.501504
10,1,500,20,11:54:04.010747,11:54:04.512023,0 days 00:00:00.501276
11,2,500,20,11:54:07.540021,11:54:08.049741,0 days 00:00:00.509720
12,3,500,20,11:54:11.078890,11:54:11.588614,0 days 00:00:00.509724
13,4,500,20,11:54:14.614100,11:54:15.114193,0 days 00:00:00.500093
14,5,500,20,11:54:18.143267,11:54:18.652997,0 days 00:00:00.509730
15,6,500,20,11:54:21.676006,11:54:22.177118,0 days 00:00:00.501112
16,7,500,20,11:54:25.197494,11:54:25.698381,0 days 00:00:00.500887
17,8,500,20,11:54:28.720367,11:54:29.221667,0 days 00:00:00.501300
18,9,500,20,11:54:32.246564,11:54:32.747939,0 days 00:00:00.501375
19,10,500,20,11:54:35.786688,11:54:36.296416,0 days 00:00:00.509728
20,1,500,40,11:54:39.318839,11:54:39.828564,0 days 00:00:00.509725
21,2,500,40,11:54:42.851742,11:54:43.369055,0 days 00:00:00.517313
22,3,500,40,11:54:46.393350,11:54:46.903319,0 days 00:00:00.509969
23,4,500,40,11:54:49.924752,11:54:50.434477,0 days 00:00:00.509725
24,5,500,40,11:54:53.456282,11:54:53.966009,0 days 00:00:00.509727
25,6,500,40,11:54:56.986775,11:54:57.496504,0 days 00:00:00.509729
26,7,500,40,11:55:00.517318,11:55:01.018152,0 days 00:00:00.500834
27,8,500,40,11:55:04.047952,11:55:04.552236,0 days 00:00:00.504284
28,9,500,40,11:55:07.582965,11:55:08.092694,0 days 00:00:00.509729
29,10,500,40,11:55:11.113460,11:55:11.623187,0 days 00:00:00.509727
30,1,500,60,11:55:14.651554,11:55:15.171688,0 days 00:00:00.520134
31,2,500,60,11:55:18.198228,11:55:18.698507,0 days 00:00:00.500279
32,3,500,60,11:55:21.724488,11:55:22.234215,0 days 00:00:00.509727
33,4,500,60,11:55:25.260298,11:55:25.770026,0 days 00:00:00.509728
34,5,500,60,11:55:28.799813,11:55:29.309538,0 days 00:00:00.509725
35,6,500,60,11:55:32.332686,11:55:32.842413,0 days 00:00:00.509727
36,7,500,60,11:55:35.880791,11:55:36.381084,0 days 00:00:00.500293
37,8,500,60,11:55:39.402648,11:55:39.912377,0 days 00:00:00.509729
38,9,500,60,11:55:42.940758,11:55:43.450487,0 days 00:00:00.509729
39,10,500,60,11:55:46.478904,11:55:46.988593,0 days 00:00:00.509689
40,1,500,80,11:55:50.013317,11:55:50.523046,0 days 00:00:00.509729
41,2,500,80,11:55:53.551425,11:55:54.057330,0 days 00:00:00.505905
42,3,500,80,11:55:57.079214,11:55:57.588978,0 days 00:00:00.509764
43,4,500,80,11:56:00.609704,11:56:01.119457,0 days 00:00:00.509753
44,5,500,80,11:56:04.147839,11:56:04.657731,0 days 00:00:00.509892
45,6,500,80,11:56:07.682713,11:56:08.192443,0 days 00:00:00.509730
46,7,500,80,11:56:11.216151,11:56:11.725894,0 days 00:00:00.509743
47,8,500,80,11:56:14.765797,11:56:15.275530,0 days 00:00:00.509733
48,9,500,80,11:56:18.296130,11:56:18.805859,0 days 00:00:00.509729
49,10,500,80,11:56:21.826085,11:56:22.335824,0 days 00:00:00.509739
50,1,500,100,11:56:25.374180,11:56:25.883904,0 days 00:00:00.509724
51,2,500,100,11:56:28.913618,11:56:29.413669,0 days 00:00:00.500051
52,3,500,100,11:56:32.442049,11:56:32.950845,0 days 00:00:00.508796
53,4,500,100,11:56:35.979876,11:56:36.484914,0 days 00:00:00.505038
54,5,500,100,11:56:39.506693,11:56:40.012550,0 days 00:00:00.505857
55,6,500,100,11:56:43.034369,11:56:43.541005,0 days 00:00:00.506636
56,7,500,100,11:56:46.580435,11:56:47.084356,0 days 00:00:00.503921
57,8,500,100,11:56:50.113866,11:56:50.617360,0 days 00:00:00.503494
58,9,500,100,11:56:53.639647,11:56:54.144989,0 days 00:00:00.505342
59,10,500,100,11:56:57.178750,11:56:57.682022,0 days 00:00:00.503272
