,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,11:11:38.736220,11:11:38.938866,0 days 00:00:00.202646
1,2,200,0,11:11:41.963353,11:11:42.171291,0 days 00:00:00.207938
2,3,200,0,11:11:45.195103,11:11:45.412965,0 days 00:00:00.217862
3,4,200,0,11:11:48.435766,11:11:48.636991,0 days 00:00:00.201225
4,5,200,0,11:11:51.671774,11:11:51.884461,0 days 00:00:00.212687
5,6,200,0,11:11:54.922055,11:11:55.131400,0 days 00:00:00.209345
6,7,200,0,11:11:58.171348,11:11:58.388287,0 days 00:00:00.216939
7,8,200,0,11:12:01.421366,11:12:01.635292,0 days 00:00:00.213926
8,9,200,0,11:12:04.671271,11:12:04.880622,0 days 00:00:00.209351
9,10,200,0,11:12:07.924267,11:12:08.134353,0 days 00:00:00.210086
10,1,200,20,11:12:11.170894,11:12:11.387872,0 days 00:00:00.216978
11,2,200,20,11:12:14.431186,11:12:14.650561,0 days 00:00:00.219375
12,3,200,20,11:12:17.680114,11:12:17.896619,0 days 00:00:00.216505
13,4,200,20,11:12:20.922594,11:12:21.133973,0 days 00:00:00.211379
14,5,200,20,11:12:24.170173,11:12:24.383513,0 days 00:00:00.213340
15,6,200,20,11:12:27.424064,11:12:27.638314,0 days 00:00:00.214250
16,7,200,20,11:12:30.669827,11:12:30.883869,0 days 00:00:00.214042
17,8,200,20,11:12:33.919683,11:12:34.133634,0 days 00:00:00.213951
18,9,200,20,11:12:37.171744,11:12:37.383353,0 days 00:00:00.211609
19,10,200,20,11:12:40.425596,11:12:40.632437,0 days 00:00:00.206841
20,1,200,40,11:12:43.668994,11:12:43.883276,0 days 00:00:00.214282
21,2,200,40,11:12:46.912021,11:12:47.118657,0 days 00:00:00.206636
22,3,200,40,11:12:50.152346,11:12:50.361977,0 days 00:00:00.209631
23,4,200,40,11:12:53.407764,11:12:53.611749,0 days 00:00:00.203985
24,5,200,40,11:12:56.644544,11:12:56.851455,0 days 00:00:00.206911
25,6,200,40,11:12:59.885228,11:13:00.094560,0 days 00:00:00.209332
26,7,200,40,11:13:03.118076,11:13:03.327956,0 days 00:00:00.209880
27,8,200,40,11:13:06.368185,11:13:06.572864,0 days 00:00:00.204679
28,9,200,40,11:13:09.610795,11:13:09.832007,0 days 00:00:00.221212
29,10,200,40,11:13:12.867539,11:13:13.077360,0 days 00:00:00.209821
30,1,200,60,11:13:16.110495,11:13:16.310543,0 days 00:00:00.200048
31,2,200,60,11:13:19.352793,11:13:19.559925,0 days 00:00:00.207132
32,3,200,60,11:13:22.580488,11:13:22.783595,0 days 00:00:00.203107
33,4,200,60,11:13:25.832884,11:13:26.047356,0 days 00:00:00.214472
34,5,200,60,11:13:29.086635,11:13:29.293113,0 days 00:00:00.206478
35,6,200,60,11:13:32.316694,11:13:32.527139,0 days 00:00:00.210445
36,7,200,60,11:13:35.566485,11:13:35.776296,0 days 00:00:00.209811
37,8,200,60,11:13:38.816033,11:13:39.029074,0 days 00:00:00.213041
38,9,200,60,11:13:42.066034,11:13:42.279311,0 days 00:00:00.213277
39,10,200,60,11:13:45.316627,11:13:45.528954,0 days 00:00:00.212327
40,1,200,80,11:13:48.565767,11:13:48.780119,0 days 00:00:00.214352
41,2,200,80,11:13:51.824966,11:13:52.031946,0 days 00:00:00.206980
42,3,200,80,11:13:55.066005,11:13:55.274766,0 days 00:00:00.208761
43,4,200,80,11:13:58.298317,11:13:58.508174,0 days 00:00:00.209857
44,5,200,80,11:14:01.548828,11:14:01.762467,0 days 00:00:00.213639
45,6,200,80,11:14:04.814235,11:14:05.020051,0 days 00:00:00.205816
46,7,200,80,11:14:08.047666,11:14:08.261157,0 days 00:00:00.213491
47,8,200,80,11:14:11.297476,11:14:11.510885,0 days 00:00:00.213409
48,9,200,80,11:14:14.540070,11:14:14.740472,0 days 00:00:00.200402
49,10,200,80,11:14:17.764250,11:14:17.978498,0 days 00:00:00.214248
50,1,200,100,11:14:21.026436,11:14:21.247645,0 days 00:00:00.221209
51,2,200,100,11:14:24.280322,11:14:24.494427,0 days 00:00:00.214105
52,3,200,100,11:14:27.530838,11:14:27.739692,0 days 00:00:00.208854
53,4,200,100,11:14:30.782484,11:14:30.990451,0 days 00:00:00.207967
54,5,200,100,11:14:34.046537,11:14:34.260260,0 days 00:00:00.213723
55,6,200,100,11:14:37.296622,11:14:37.510611,0 days 00:00:00.213989
56,7,200,100,11:14:40.546059,11:14:40.748746,0 days 00:00:00.202687
57,8,200,100,11:14:43.772550,11:14:43.986764,0 days 00:00:00.214214
58,9,200,100,11:14:47.020665,11:14:47.226273,0 days 00:00:00.205608
59,10,200,100,11:14:50.264052,11:14:50.472028,0 days 00:00:00.207976
