,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,11:20:07.370498,11:20:07.575543,0 days 00:00:00.205045
1,2,200,0,11:20:10.611525,11:20:10.822354,0 days 00:00:00.210829
2,3,200,0,11:20:13.844564,11:20:14.051529,0 days 00:00:00.206965
3,4,200,0,11:20:17.074898,11:20:17.276653,0 days 00:00:00.201755
4,5,200,0,11:20:20.299621,11:20:20.507673,0 days 00:00:00.208052
5,6,200,0,11:20:23.537155,11:20:23.744641,0 days 00:00:00.207486
6,7,200,0,11:20:26.772064,11:20:26.978219,0 days 00:00:00.206155
7,8,200,0,11:20:30.015187,11:20:30.226356,0 days 00:00:00.211169
8,9,200,0,11:20:33.251886,11:20:33.461081,0 days 00:00:00.209195
9,10,200,0,11:20:36.486768,11:20:36.687761,0 days 00:00:00.200993
10,1,200,20,11:20:39.712696,11:20:39.917150,0 days 00:00:00.204454
11,2,200,20,11:20:42.943188,11:20:43.151728,0 days 00:00:00.208540
12,3,200,20,11:20:46.177538,11:20:46.383551,0 days 00:00:00.206013
13,4,200,20,11:20:49.416389,11:20:49.623208,0 days 00:00:00.206819
14,5,200,20,11:20:52.655715,11:20:52.865410,0 days 00:00:00.209695
15,6,200,20,11:20:55.889160,11:20:56.096658,0 days 00:00:00.207498
16,7,200,20,11:20:59.127144,11:20:59.339281,0 days 00:00:00.212137
17,8,200,20,11:21:02.366331,11:21:02.580502,0 days 00:00:00.214171
18,9,200,20,11:21:05.612748,11:21:05.822503,0 days 00:00:00.209755
19,10,200,20,11:21:08.851781,11:21:09.061560,0 days 00:00:00.209779
20,1,200,40,11:21:12.091941,11:21:12.308951,0 days 00:00:00.217010
21,2,200,40,11:21:15.334901,11:21:15.541728,0 days 00:00:00.206827
22,3,200,40,11:21:18.575060,11:21:18.791765,0 days 00:00:00.216705
23,4,200,40,11:21:21.824803,11:21:22.035001,0 days 00:00:00.210198
24,5,200,40,11:21:25.074434,11:21:25.291293,0 days 00:00:00.216859
25,6,200,40,11:21:28.317199,11:21:28.524693,0 days 00:00:00.207494
26,7,200,40,11:21:31.557823,11:21:31.767454,0 days 00:00:00.209631
27,8,200,40,11:21:34.807491,11:21:35.021568,0 days 00:00:00.214077
28,9,200,40,11:21:38.057529,11:21:38.267437,0 days 00:00:00.209908
29,10,200,40,11:21:41.290589,11:21:41.501271,0 days 00:00:00.210682
30,1,200,60,11:21:44.542941,11:21:44.753329,0 days 00:00:00.210388
31,2,200,60,11:21:47.773577,11:21:47.976339,0 days 00:00:00.202762
32,3,200,60,11:21:51.016923,11:21:51.237029,0 days 00:00:00.220106
33,4,200,60,11:21:54.272860,11:21:54.475802,0 days 00:00:00.202942
34,5,200,60,11:21:57.509295,11:21:57.715789,0 days 00:00:00.206494
35,6,200,60,11:22:00.741941,11:22:00.942470,0 days 00:00:00.200529
36,7,200,60,11:22:03.972539,11:22:04.185849,0 days 00:00:00.213310
37,8,200,60,11:22:07.225011,11:22:07.436360,0 days 00:00:00.211349
38,9,200,60,11:22:10.465346,11:22:10.671991,0 days 00:00:00.206645
39,10,200,60,11:22:13.705185,11:22:13.919230,0 days 00:00:00.214045
40,1,200,80,11:22:16.956728,11:22:17.158106,0 days 00:00:00.201378
41,2,200,80,11:22:20.188610,11:22:20.402457,0 days 00:00:00.213847
42,3,200,80,11:22:23.438121,11:22:23.647391,0 days 00:00:00.209270
43,4,200,80,11:22:26.672191,11:22:26.884091,0 days 00:00:00.211900
44,5,200,80,11:22:29.915076,11:22:30.117655,0 days 00:00:00.202579
45,6,200,80,11:22:33.154241,11:22:33.367203,0 days 00:00:00.212962
46,7,200,80,11:22:36.413765,11:22:36.613906,0 days 00:00:00.200141
47,8,200,80,11:22:39.653849,11:22:39.853967,0 days 00:00:00.200118
48,9,200,80,11:22:42.896629,11:22:43.104149,0 days 00:00:00.207520
49,10,200,80,11:22:46.133429,11:22:46.346857,0 days 00:00:00.213428
50,1,200,100,11:22:49.370118,11:22:49.586466,0 days 00:00:00.216348
51,2,200,100,11:22:52.622919,11:22:52.831960,0 days 00:00:00.209041
52,3,200,100,11:22:55.856070,11:22:56.062641,0 days 00:00:00.206571
53,4,200,100,11:22:59.095942,11:22:59.309367,0 days 00:00:00.213425
54,5,200,100,11:23:02.336968,11:23:02.545235,0 days 00:00:00.208267
55,6,200,100,11:23:05.569211,11:23:05.778785,0 days 00:00:00.209574
56,7,200,100,11:23:08.812150,11:23:09.012722,0 days 00:00:00.200572
57,8,200,100,11:23:12.045250,11:23:12.265943,0 days 00:00:00.220693
58,9,200,100,11:23:15.305895,11:23:15.511664,0 days 00:00:00.205769
59,10,200,100,11:23:18.535369,11:23:18.745799,0 days 00:00:00.210430
