,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,500,0,11:24:34.559175,11:24:35.070656,0 days 00:00:00.511481
1,2,500,0,11:24:38.104715,11:24:38.613389,0 days 00:00:00.508674
2,3,500,0,11:24:41.635510,11:24:42.142204,0 days 00:00:00.506694
3,4,500,0,11:24:45.164073,11:24:45.670397,0 days 00:00:00.506324
4,5,500,0,11:24:48.697176,11:24:49.206824,0 days 00:00:00.509648
5,6,500,0,11:24:52.230313,11:24:52.733831,0 days 00:00:00.503518
6,7,500,0,11:24:55.764337,11:24:56.280477,0 days 00:00:00.516140
7,8,500,0,11:24:59.313369,11:24:59.823089,0 days 00:00:00.509720
8,9,500,0,11:25:02.849763,11:25:03.359738,0 days 00:00:00.509975
9,10,500,0,11:25:06.392603,11:25:06.905957,0 days 00:00:00.513354
10,1,500,20,11:25:09.948733,11:25:10.461761,0 days 00:00:00.513028
11,2,500,20,11:25:13.505285,11:25:14.005614,0 days 00:00:00.500329
12,3,500,20,11:25:17.048112,11:25:17.558145,0 days 00:00:00.510033
13,4,500,20,11:25:20.591000,11:25:21.104930,0 days 00:00:00.513930
14,5,500,20,11:25:24.128525,11:25:24.629529,0 days 00:00:00.501004
15,6,500,20,11:25:27.662416,11:25:28.171450,0 days 00:00:00.509034
16,7,500,20,11:25:31.211525,11:25:31.721402,0 days 00:00:00.509877
17,8,500,20,11:25:34.761353,11:25:35.270832,0 days 00:00:00.509479
18,9,500,20,11:25:38.294380,11:25:38.804776,0 days 00:00:00.510396
19,10,500,20,11:25:41.844356,11:25:42.353960,0 days 00:00:00.509604
20,1,500,40,11:25:45.404135,11:25:45.913938,0 days 00:00:00.509803
21,2,500,40,11:25:48.943892,11:25:49.453452,0 days 00:00:00.509560
22,3,500,40,11:25:52.477151,11:25:52.986846,0 days 00:00:00.509695
23,4,500,40,11:25:56.010115,11:25:56.520072,0 days 00:00:00.509957
24,5,500,40,11:25:59.543502,11:26:00.046553,0 days 00:00:00.503051
25,6,500,40,11:26:03.076569,11:26:03.593171,0 days 00:00:00.516602
26,7,500,40,11:26:06.626669,11:26:07.136786,0 days 00:00:00.510117
27,8,500,40,11:26:10.176288,11:26:10.685915,0 days 00:00:00.509627
28,9,500,40,11:26:13.718770,11:26:14.227003,0 days 00:00:00.508233
29,10,500,40,11:26:17.259229,11:26:17.768760,0 days 00:00:00.509531
30,1,500,60,11:26:20.802087,11:26:21.302709,0 days 00:00:00.500622
31,2,500,60,11:26:24.342156,11:26:24.851572,0 days 00:00:00.509416
32,3,500,60,11:26:27.891772,11:26:28.401518,0 days 00:00:00.509746
33,4,500,60,11:26:31.424645,11:26:31.932252,0 days 00:00:00.507607
34,5,500,60,11:26:34.971878,11:26:35.478742,0 days 00:00:00.506864
35,6,500,60,11:26:38.501601,11:26:39.008001,0 days 00:00:00.506400
36,7,500,60,11:26:42.033887,11:26:42.534319,0 days 00:00:00.500432
37,8,500,60,11:26:45.557784,11:26:46.067648,0 days 00:00:00.509864
38,9,500,60,11:26:49.111467,11:26:49.623809,0 days 00:00:00.512342
39,10,500,60,11:26:52.657605,11:26:53.166976,0 days 00:00:00.509371
40,1,500,80,11:26:56.193874,11:26:56.700017,0 days 00:00:00.506143
41,2,500,80,11:26:59.733032,11:27:00.244309,0 days 00:00:00.511277
42,3,500,80,11:27:03.276460,11:27:03.783620,0 days 00:00:00.507160
43,4,500,80,11:27:06.820861,11:27:07.326564,0 days 00:00:00.505703
44,5,500,80,11:27:10.356367,11:27:10.866804,0 days 00:00:00.510437
45,6,500,80,11:27:13.908853,11:27:14.417914,0 days 00:00:00.509061
46,7,500,80,11:27:17.444455,11:27:17.948811,0 days 00:00:00.504356
47,8,500,80,11:27:20.998609,11:27:21.508571,0 days 00:00:00.509962
48,9,500,80,11:27:24.531706,11:27:25.038260,0 days 00:00:00.506554
49,10,500,80,11:27:28.064759,11:27:28.565032,0 days 00:00:00.500273
50,1,500,100,11:27:31.608172,11:27:32.117396,0 days 00:00:00.509224
51,2,500,100,11:27:35.138150,11:27:35.641971,0 days 00:00:00.503821
52,3,500,100,11:27:38.674579,11:27:39.181054,0 days 00:00:00.506475
53,4,500,100,11:27:42.208446,11:27:42.717258,0 days 00:00:00.508812
54,5,500,100,11:27:45.754371,11:27:46.264187,0 days 00:00:00.509816
55,6,500,100,11:27:49.306853,11:27:49.813396,0 days 00:00:00.506543
56,7,500,100,11:27:52.839968,11:27:53.356154,0 days 00:00:00.516186
57,8,500,100,11:27:56.386125,11:27:56.895514,0 days 00:00:00.509389
58,9,500,100,11:27:59.919865,11:28:00.422925,0 days 00:00:00.503060
59,10,500,100,11:28:03.448705,11:28:03.966964,0 days 00:00:00.518259
