,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,500,0,14:19:49.816249,14:19:50.317701,0 days 00:00:00.501452
1,2,500,0,14:19:53.340272,14:19:53.843533,0 days 00:00:00.503261
2,3,500,0,14:19:56.865617,14:19:57.372998,0 days 00:00:00.507381
3,4,500,0,14:20:00.405785,14:20:00.915022,0 days 00:00:00.509237
4,5,500,0,14:20:03.955844,14:20:04.465138,0 days 00:00:00.509294
5,6,500,0,14:20:07.488660,14:20:07.998371,0 days 00:00:00.509711
6,7,500,0,14:20:11.022320,14:20:11.531373,0 days 00:00:00.509053
7,8,500,0,14:20:14.571763,14:20:15.075232,0 days 00:00:00.503469
8,9,500,0,14:20:18.104793,14:20:18.614233,0 days 00:00:00.509440
9,10,500,0,14:20:21.655047,14:20:22.164719,0 days 00:00:00.509672
10,1,500,20,14:20:25.187618,14:20:25.693716,0 days 00:00:00.506098
11,2,500,20,14:20:28.720936,14:20:29.238379,0 days 00:00:00.517443
12,3,500,20,14:20:32.270634,14:20:32.771221,0 days 00:00:00.500587
13,4,500,20,14:20:35.797406,14:20:36.306005,0 days 00:00:00.508599
14,5,500,20,14:20:39.326062,14:20:39.830166,0 days 00:00:00.504104
15,6,500,20,14:20:42.856532,14:20:43.363239,0 days 00:00:00.506707
16,7,500,20,14:20:46.399310,14:20:46.904432,0 days 00:00:00.505122
17,8,500,20,14:20:49.929016,14:20:50.435756,0 days 00:00:00.506740
18,9,500,20,14:20:53.458138,14:20:53.962237,0 days 00:00:00.504099
19,10,500,20,14:20:57.006533,14:20:57.506804,0 days 00:00:00.500271
20,1,500,40,14:21:00.532694,14:21:01.039923,0 days 00:00:00.507229
21,2,500,40,14:21:04.065308,14:21:04.572355,0 days 00:00:00.507047
22,3,500,40,14:21:07.599112,14:21:08.107733,0 days 00:00:00.508621
23,4,500,40,14:21:11.135793,14:21:11.644983,0 days 00:00:00.509190
24,5,500,40,14:21:14.673181,14:21:15.178647,0 days 00:00:00.505466
25,6,500,40,14:21:18.205824,14:21:18.708070,0 days 00:00:00.502246
26,7,500,40,14:21:21.737926,14:21:22.251898,0 days 00:00:00.513972
27,8,500,40,14:21:25.288458,14:21:25.795412,0 days 00:00:00.506954
28,9,500,40,14:21:28.820939,14:21:29.322428,0 days 00:00:00.501489
29,10,500,40,14:21:32.344648,14:21:32.851084,0 days 00:00:00.506436
30,1,500,60,14:21:35.890700,14:21:36.399162,0 days 00:00:00.508462
31,2,500,60,14:21:39.419742,14:21:39.921302,0 days 00:00:00.501560
32,3,500,60,14:21:42.946959,14:21:43.448770,0 days 00:00:00.501811
33,4,500,60,14:21:46.473621,14:21:46.980182,0 days 00:00:00.506561
34,5,500,60,14:21:50.013228,14:21:50.519952,0 days 00:00:00.506724
35,6,500,60,14:21:53.549292,14:21:54.052936,0 days 00:00:00.503644
36,7,500,60,14:21:57.092377,14:21:57.599033,0 days 00:00:00.506656
37,8,500,60,14:22:00.634198,14:22:01.142556,0 days 00:00:00.508358
38,9,500,60,14:22:04.174233,14:22:04.682285,0 days 00:00:00.508052
39,10,500,60,14:22:07.715420,14:22:08.224946,0 days 00:00:00.509526
40,1,500,80,14:22:11.265448,14:22:11.782529,0 days 00:00:00.517081
41,2,500,80,14:22:14.815135,14:22:15.324976,0 days 00:00:00.509841
42,3,500,80,14:22:18.364992,14:22:18.882066,0 days 00:00:00.517074
43,4,500,80,14:22:21.902291,14:22:22.407540,0 days 00:00:00.505249
44,5,500,80,14:22:25.433812,14:22:25.943877,0 days 00:00:00.510065
45,6,500,80,14:22:28.974374,14:22:29.482526,0 days 00:00:00.508152
46,7,500,80,14:22:32.507066,14:22:33.017815,0 days 00:00:00.510749
47,8,500,80,14:22:36.047458,14:22:36.556907,0 days 00:00:00.509449
48,9,500,80,14:22:39.590192,14:22:40.090696,0 days 00:00:00.500504
49,10,500,80,14:22:43.133089,14:22:43.642200,0 days 00:00:00.509111
50,1,500,100,14:22:46.672858,14:22:47.172916,0 days 00:00:00.500058
51,2,500,100,14:22:50.196694,14:22:50.706008,0 days 00:00:00.509314
52,3,500,100,14:22:53.733137,14:22:54.241973,0 days 00:00:00.508836
53,4,500,100,14:22:57.263106,14:22:57.779633,0 days 00:00:00.516527
54,5,500,100,14:23:00.812737,14:23:01.322516,0 days 00:00:00.509779
55,6,500,100,14:23:04.362595,14:23:04.881646,0 days 00:00:00.519051
56,7,500,100,14:23:07.905223,14:23:08.406602,0 days 00:00:00.501379
57,8,500,100,14:23:11.438517,14:23:11.945590,0 days 00:00:00.507073
58,9,500,100,14:23:14.978690,14:23:15.488254,0 days 00:00:00.509564
59,10,500,100,14:23:18.515629,14:23:19.022363,0 days 00:00:00.506734
