,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,14:41:51.170169,14:41:51.379977,0 days 00:00:00.209808
1,2,200,0,14:41:54.405042,14:41:54.609290,0 days 00:00:00.204248
2,3,200,0,14:41:57.632122,14:41:57.832234,0 days 00:00:00.200112
3,4,200,0,14:42:00.863119,14:42:01.074331,0 days 00:00:00.211212
4,5,200,0,14:42:04.105440,14:42:04.306452,0 days 00:00:00.201012
5,6,200,0,14:42:07.334979,14:42:07.551758,0 days 00:00:00.216779
6,7,200,0,14:42:10.577842,14:42:10.788600,0 days 00:00:00.210758
7,8,200,0,14:42:13.820313,14:42:14.032291,0 days 00:00:00.211978
8,9,200,0,14:42:17.060897,14:42:17.281928,0 days 00:00:00.221031
9,10,200,0,14:42:20.310586,14:42:20.517801,0 days 00:00:00.207215
10,1,200,20,14:42:23.558695,14:42:23.761031,0 days 00:00:00.202336
11,2,200,20,14:42:26.800665,14:42:27.007330,0 days 00:00:00.206665
12,3,200,20,14:42:30.033805,14:42:30.250509,0 days 00:00:00.216704
13,4,200,20,14:42:33.276692,14:42:33.476740,0 days 00:00:00.200048
14,5,200,20,14:42:36.500224,14:42:36.714654,0 days 00:00:00.214430
15,6,200,20,14:42:39.753490,14:42:39.958262,0 days 00:00:00.204772
16,7,200,20,14:42:42.983219,14:42:43.197643,0 days 00:00:00.214424
17,8,200,20,14:42:46.233107,14:42:46.446364,0 days 00:00:00.213257
18,9,200,20,14:42:49.483011,14:42:49.692392,0 days 00:00:00.209381
19,10,200,20,14:42:52.733078,14:42:52.945684,0 days 00:00:00.212606
20,1,200,40,14:42:55.976176,14:42:56.184229,0 days 00:00:00.208053
21,2,200,40,14:42:59.215689,14:42:59.425558,0 days 00:00:00.209869
22,3,200,40,14:43:02.465784,14:43:02.676019,0 days 00:00:00.210235
23,4,200,40,14:43:05.717779,14:43:05.929346,0 days 00:00:00.211567
24,5,200,40,14:43:08.948670,14:43:09.158634,0 days 00:00:00.209964
25,6,200,40,14:43:12.181739,14:43:12.391606,0 days 00:00:00.209867
26,7,200,40,14:43:15.415253,14:43:15.625014,0 days 00:00:00.209761
27,8,200,40,14:43:18.648414,14:43:18.858691,0 days 00:00:00.210277
28,9,200,40,14:43:21.898038,14:43:22.107546,0 days 00:00:00.209508
29,10,200,40,14:43:25.130973,14:43:25.344626,0 days 00:00:00.213653
30,1,200,60,14:43:28.380864,14:43:28.590628,0 days 00:00:00.209764
31,2,200,60,14:43:31.623870,14:43:31.844578,0 days 00:00:00.220708
32,3,200,60,14:43:34.880630,14:43:35.090170,0 days 00:00:00.209540
33,4,200,60,14:43:38.131626,14:43:38.340042,0 days 00:00:00.208416
34,5,200,60,14:43:41.364685,14:43:41.573201,0 days 00:00:00.208516
35,6,200,60,14:43:44.615668,14:43:44.827132,0 days 00:00:00.211464
36,7,200,60,14:43:47.873578,14:43:48.077245,0 days 00:00:00.203667
37,8,200,60,14:43:51.113221,14:43:51.314258,0 days 00:00:00.201037
38,9,200,60,14:43:54.346491,14:43:54.560074,0 days 00:00:00.213583
39,10,200,60,14:43:57.588824,14:43:57.788824,0 days 00:00:00.200000
40,1,200,80,14:44:00.815902,14:44:01.028602,0 days 00:00:00.212700
41,2,200,80,14:44:04.063125,14:44:04.270160,0 days 00:00:00.207035
42,3,200,80,14:44:07.295401,14:44:07.495782,0 days 00:00:00.200381
43,4,200,80,14:44:10.528524,14:44:10.730756,0 days 00:00:00.202232
44,5,200,80,14:44:13.756157,14:44:13.966658,0 days 00:00:00.210501
45,6,200,80,14:44:16.990414,14:44:17.198746,0 days 00:00:00.208332
46,7,200,80,14:44:20.223169,14:44:20.431304,0 days 00:00:00.208135
47,8,200,80,14:44:23.464922,14:44:23.669022,0 days 00:00:00.204100
48,9,200,80,14:44:26.692867,14:44:26.898171,0 days 00:00:00.205304
49,10,200,80,14:44:29.923809,14:44:30.133689,0 days 00:00:00.209880
50,1,200,100,14:44:33.167295,14:44:33.379232,0 days 00:00:00.211937
51,2,200,100,14:44:36.407105,14:44:36.607759,0 days 00:00:00.200654
52,3,200,100,14:44:39.637561,14:44:39.844612,0 days 00:00:00.207051
53,4,200,100,14:44:42.879363,14:44:43.090230,0 days 00:00:00.210867
54,5,200,100,14:44:46.113830,14:44:46.323680,0 days 00:00:00.209850
55,6,200,100,14:44:49.357236,14:44:49.557343,0 days 00:00:00.200107
56,7,200,100,14:44:52.597925,14:44:52.800307,0 days 00:00:00.202382
57,8,200,100,14:44:55.834463,14:44:56.048246,0 days 00:00:00.213783
58,9,200,100,14:44:59.071352,14:44:59.276886,0 days 00:00:00.205534
59,10,200,100,14:45:02.303811,14:45:02.522200,0 days 00:00:00.218389
