Investigator;;Time (s);Electrode;Amplitude (mV)
Recording Name;D19_POSTsiembra_C2_(IV);0.00792;C2_21;0.016
Description;;0.23968;C2_21;0.019
Maestro Edge (Maestro-091) Settings;;0.46632;C2_21;0.02
   Original File Time;02/20/2024 14:12:38;0.47912;C2_14;0.02
   Sampling Frequency;12.5 kHz;0.49224;C2_43;0.038
   Voltage Scale;-5.484861781483107E-08 V/sample;0.49744;C2_43;0.032
   Experiment Start Time;02/20/2024 13:19:42;0.53048;C2_43;0.033
   Referencing Method;Median;0.53592;C2_43;0.032
   Analog Mode Setting;Neural Spikes;0.54408;C2_43;0.029
   Plate Type;CytoView MEA 24;0.54784;C2_43;0.031
   Digital Low Pass Filter;3 kHz Kaiser Window;0.68072;C2_24;0.022
   Digital High Pass Filter;200 Hz IIR;0.8036;C2_21;0.026
   Temperature Set Point;37.0 Degrees C;1.00704;C2_11;0.447
   Current Temperature;37.0 Degrees C;1.01264;C2_11;0.036
   Heater Power;On;1.01488;C2_11;0.015
   Legacy Heating Mode;Off;1.0188;C2_11;0.013
   Barcode Plate Type;TwentyFourWell;1.0616;C2_14;0.021
   Plate Serial Number;114-0345;1.26088;C2_24;0.021
   CO2 Conc. Set Point;5.00%;1.28216;C2_14;0.016
   Actual CO2 Conc.;5.00%;1.29608;C2_21;0.015
   Gas Mixer Status;Regulating;1.30952;C2_21;0.021
   AxIS Version;3.10.3.6;1.32872;C2_21;0.017
   Maestro Edge (Maestro-091) Firmware;3.10.3.6;1.46936;C2_21;0.017
   Maestro Edge (Maestro-091) BioCore Version;BioCore 4B;1.48968;C2_24;0.027
;;1.79768;C2_21;0.021
Spike Detector Settings;;1.79888;C2_11;0.019
   Method;Adaptive Threshold Crossing;1.96584;C2_11;0.046
   Threshold;6;1.97768;C2_11;0.116
   Threshold Status;Variable;1.9804;C2_11;0.129
   Threshold Crossing Only;TRUE;1.98296;C2_11;0.034
   Pre-Spike Duration;0.84 ms;1.98784;C2_11;0.504
   Post-Spike Duration;2.16 ms;1.98976;C2_24;0.016
   Coincident Event Filter;Default (Well);1.9916;C2_11;0.687
   Coincidence Occurrence Threshold;4 Electrodes;1.9956;C2_11;0.346
   Coincidence Event Window;80 µs;1.99592;C2_31;0.022
   Allow Sample Overlap;FALSE;1.99736;C2_32;0.024
   Spike Count Interval;1 s;1.99768;C2_23;0.275
;;1.99816;C2_24;0.024
;;1.99824;C2_11;0.071
;;1.99848;C2_31;0.023
;;1.99928;C2_14;0.022
;;1.99968;C2_34;0.014
;;2.0008;C2_11;0.052
;;2.00152;C2_31;0.024
;;2.00192;C2_33;0.027
;;2.00216;C2_12;0.02
;;2.00216;C2_23;0.232
;;2.00224;C2_14;0.023
;;2.00304;C2_32;0.022
;;2.00432;C2_33;0.026
;;2.00456;C2_31;0.022
;;2.00472;C2_14;0.012
;;2.00472;C2_43;0.054
;;2.0048;C2_11;0.083
;;2.00544;C2_23;0.17
;;2.00592;C2_24;0.038
;;2.00672;C2_33;0.026
;;2.0072;C2_14;0.024
;;2.0076;C2_43;0.077
;;2.00792;C2_41;0.009
;;2.008;C2_31;0.03
;;2.00824;C2_23;0.193
;;2.0088;C2_11;0.31
;;2.00904;C2_12;0.016
;;2.00976;C2_33;0.026
;;2.01096;C2_23;0.085
;;2.01136;C2_43;0.031
;;2.01232;C2_11;0.061
;;2.01264;C2_24;0.021
;;2.01288;C2_31;0.022
;;2.01416;C2_23;0.166
;;2.0144;C2_43;0.07
;;2.01456;C2_12;0.016
;;2.01528;C2_14;0.02
;;2.01544;C2_11;0.023
;;2.01552;C2_33;0.023
;;2.01648;C2_24;0.021
;;2.01752;C2_23;0.07
;;2.01776;C2_11;0.098
;;2.01832;C2_33;0.015
;;2.01856;C2_32;0.018
