Investigator;;Time (s);Electrode;Amplitude (mV)
Recording Name;D19_POSTsiembra_B1_(I);0.00056;B1_24;0.105
Description;;0.0036;B1_24;0.016
Maestro Edge (Maestro-091) Settings;;0.00992;B1_13;0.025
   Original File Time;02/20/2024 10:55:39;0.01808;B1_13;0.03
   Sampling Frequency;12.5 kHz;0.0288;B1_13;0.026
   Voltage Scale;-5.484861781483107E-08 V/sample;0.04712;B1_41;0.009
   Experiment Start Time;02/20/2024 10:06:50;0.05272;B1_24;0.02
   Referencing Method;Median;0.06304;B1_24;0.094
   Analog Mode Setting;Neural Spikes;0.066;B1_24;0.028
   Plate Type;CytoView MEA 24;0.07;B1_24;0.077
   Digital Low Pass Filter;3 kHz Kaiser Window;0.07296;B1_24;0.021
   Digital High Pass Filter;200 Hz IIR;0.13824;B1_24;0.09
   Temperature Set Point;37.0 Degrees C;0.14056;B1_24;0.023
   Current Temperature;37.0 Degrees C;0.14424;B1_24;0.063
   Heater Power;On;0.14672;B1_24;0.012
   Legacy Heating Mode;Off;0.15032;B1_24;0.047
   Barcode Plate Type;TwentyFourWell;0.15264;B1_24;0.024
   Plate Serial Number;114-0345;0.17064;B1_24;0.046
   CO2 Conc. Set Point;5.00%;0.17432;B1_24;0.032
   Actual CO2 Conc.;4.90%;0.1756;B1_43;0.019
   Gas Mixer Status;Regulating;0.17584;B1_42;0.019
   AxIS Version;3.10.3.6;0.17608;B1_12;0.038
   Maestro Edge (Maestro-091) Firmware;3.10.3.6;0.18128;B1_24;0.042
   Maestro Edge (Maestro-091) BioCore Version;BioCore 4B;0.18176;B1_41;0.014
;;0.18272;B1_43;0.018
Spike Detector Settings;;0.1836;B1_12;0.033
   Method;Adaptive Threshold Crossing;0.184;B1_33;0.021
   Threshold;6;0.18512;B1_24;0.023
   Threshold Status;Variable;0.18536;B1_22;0.03
   Threshold Crossing Only;TRUE;0.18568;B1_31;0.019
   Pre-Spike Duration;0.84 ms;0.18592;B1_41;0.02
   Post-Spike Duration;2.16 ms;0.18648;B1_12;0.054
   Coincident Event Filter;Default (Well);0.18816;B1_22;0.019
   Coincidence Occurrence Threshold;4 Electrodes;0.18872;B1_12;0.061
   Coincidence Event Window;80 µs;0.18872;B1_24;0.031
   Allow Sample Overlap;FALSE;0.18912;B1_21;0.017
   Spike Count Interval;1 s;0.18976;B1_31;0.029
;;0.19048;B1_22;0.069
;;0.19208;B1_12;0.058
;;0.19368;B1_24;0.051
;;0.19384;B1_22;0.036
;;0.1948;B1_11;0.028
;;0.19544;B1_12;0.044
;;0.19672;B1_24;0.025
;;0.19816;B1_22;0.032
;;0.19864;B1_12;0.049
