Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D24_POSTsiembra_P2_A1 _(I),00000.709280,A1_41,0.015
Description,,00000.712560,A1_41,0.014
Maestro Edge (Maestro-091) Settings,,00000.727120,A1_41,0.015
   Original File Time,04/29/2024 11:19:45,00000.731120,A1_41,0.014
   Sampling Frequency,12.5 kHz,00000.736800,A1_41,0.016
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.740400,A1_41,0.021
   Experiment Start Time,04/29/2024 11:02:45,00000.743360,A1_41,0.018
   Referencing Method,Median,00000.746880,A1_41,0.043
   Analog Mode Setting,Neural Spikes,00000.750160,A1_41,0.013
   Plate Type,CytoView MEA 24,00000.752960,A1_41,0.021
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.755360,A1_41,0.015
   Digital High Pass Filter,200 Hz IIR,00000.758800,A1_41,0.021
   Temperature Set Point,37.0 Degrees C,00000.761680,A1_41,0.02
   Current Temperature,37.1 Degrees C,00000.771120,A1_41,0.016
   Heater Power,On,00000.782640,A1_41,0.01
   Legacy Heating Mode,Off,00000.790960,A1_41,0.017
   Barcode Plate Type,TwentyFourWell,00000.794480,A1_41,0.017
   Plate Serial Number,114-3631,00000.799120,A1_41,0.014
   CO2 Conc. Set Point,5.0 %,00000.809280,A1_41,0.02
   Actual CO2 Conc.,4.9 %,00000.814720,A1_41,0.021
   Gas Mixer Status,Regulating,00000.821920,A1_41,0.016
   AxIS Version,3.10.3.6,00000.825600,A1_41,0.015
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00000.832560,A1_41,0.014
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.841120,A1_41,0.016
,,00000.848640,A1_41,0.014
Spike Detector Settings,,00000.851760,A1_41,0.014
   Method,Adaptive Threshold Crossing,00000.876560,A1_41,0.012
   Threshold,6,00000.888160,A1_41,0.009
   Threshold Status,Variable,00000.907440,A1_41,0.021
   Threshold Crossing Only,True,00000.910160,A1_41,0.016
   Pre-Spike Duration,0.84 ms,00000.920560,A1_41,0.017
   Post-Spike Duration,2.16 ms,00000.927200,A1_41,0.028
   Coincident Event Filter,Default (Well),00000.930960,A1_41,0.012
   Coincidence Occurrence Threshold,4 Electrodes,00000.933840,A1_41,0.016
   Coincidence Event Window,80 µs,00000.937360,A1_41,0.019
   Allow Sample Overlap,false,00000.942240,A1_41,0.012
   Spike Count Interval,1 s,00000.952800,A1_41,0.012
,,00000.959920,A1_41,0.011
,,00004.186880,A1_41,0.02
,,00004.189680,A1_41,0.03
,,00004.192640,A1_41,0.021
,,00004.195120,A1_41,0.029
,,00004.198240,A1_41,0.016
,,00004.201120,A1_41,0.023
,,00004.203920,A1_41,0.009
,,00004.206640,A1_41,0.024
,,00004.230960,A1_41,0.016
,,00004.233840,A1_41,0.016
,,00004.242880,A1_41,0.014
,,00004.247440,A1_41,0.013
,,00004.254560,A1_41,0.025
,,00004.286480,A1_41,0.015
,,00004.289200,A1_41,0.017
,,00004.299280,A1_41,0.013
,,00004.302000,A1_41,0.018
,,00004.308960,A1_41,0.017
,,00004.387440,A1_41,0.01
,,00004.397200,A1_41,0.01
,,00004.402240,A1_41,0.024
,,00004.404880,A1_41,0.02
,,00004.408960,A1_41,0.019
,,00004.412320,A1_41,0.02
,,00004.422160,A1_41,0.015
,,00004.428800,A1_41,0.012
,,00007.170400,A1_41,0.015
,,00007.174400,A1_41,0.014
,,00007.189280,A1_41,0.013
,,00007.367360,A1_41,0.015
,,00007.370240,A1_41,0.018
,,00007.373280,A1_41,0.027
,,00007.375520,A1_41,0.019
,,00007.378400,A1_41,0.024
,,00007.381280,A1_41,0.029
,,00007.384960,A1_41,0.017
,,00007.390320,A1_41,0.015
,,00007.393360,A1_41,0.015
,,00007.396720,A1_41,0.012
,,00007.414320,A1_41,0.019
,,00007.426320,A1_41,0.013
,,00007.434960,A1_41,0.014
,,00007.438800,A1_41,0.017
,,00007.446480,A1_41,0.017
,,00007.450720,A1_41,0.014
,,00007.454160,A1_41,0.016
,,00007.456480,A1_41,0.013
,,00007.458960,A1_41,0.013
,,00007.461680,A1_41,0.018
,,00007.465840,A1_41,0.019
,,00007.517680,A1_41,0.012
,,00007.523600,A1_41,0.007
,,00007.561120,A1_41,0.014
,,00007.563360,A1_41,0.015
,,00007.569040,A1_41,0.011
,,00007.574640,A1_41,0.015
,,00007.580400,A1_41,0.012
,,00007.585120,A1_41,0.009
,,00009.146960,A1_41,0.01
,,00009.149440,A1_41,0.024
,,00009.152640,A1_41,0.023
,,00009.155280,A1_41,0.03
,,00009.158240,A1_41,0.039
,,00009.160560,A1_41,0.02
,,00009.163680,A1_41,0.018
,,00009.166720,A1_41,0.022
,,00009.170000,A1_41,0.012
,,00009.185120,A1_41,0.012
,,00009.187520,A1_41,0.02
,,00009.192240,A1_41,0.027
,,00009.194720,A1_41,0.009
,,00009.200640,A1_41,0.017
,,00009.203600,A1_41,0.021
,,00009.206480,A1_41,0.011
,,00009.210160,A1_41,0.019
,,00009.216640,A1_41,0.012
,,00009.223120,A1_41,0.012
,,00009.227120,A1_41,0.014
,,00009.233120,A1_41,0.014
,,00009.252080,A1_41,0.01
,,00009.259360,A1_41,0.013
,,00009.264320,A1_41,0.023
,,00009.267680,A1_41,0.015
,,00009.285040,A1_41,0.014
,,00009.294000,A1_41,0.014
,,00009.301280,A1_41,0.014
,,00009.333680,A1_41,0.011
,,00009.371040,A1_41,0.011
,,00009.374800,A1_41,0.013
,,00009.378800,A1_41,0.024
,,00009.387040,A1_41,0.015
,,00009.394960,A1_41,0.013
,,00009.397360,A1_41,0.01
,,00012.617440,A1_41,0.026
,,00012.620000,A1_41,0.023
,,00012.622880,A1_41,0.023
,,00012.629280,A1_41,0.031
,,00012.644560,A1_41,0.01
,,00012.650320,A1_41,0.012
,,00012.658160,A1_41,0.018
,,00012.666960,A1_41,0.018
,,00012.670480,A1_41,0.017
,,00012.673360,A1_41,0.016
,,00012.677520,A1_41,0.017
,,00012.680400,A1_41,0.012
,,00012.683760,A1_41,0.017
,,00012.690560,A1_41,0.011
,,00012.698560,A1_41,0.016
,,00012.702960,A1_41,0.012
,,00012.709040,A1_41,0.015
,,00012.719760,A1_41,0.018
,,00012.722240,A1_41,0.011
,,00012.724880,A1_41,0.02
,,00012.733920,A1_41,0.015
,,00012.787440,A1_41,0.018
,,00012.795600,A1_41,0.01
,,00012.798320,A1_41,0.015
,,00012.803040,A1_41,0.012
,,00012.808720,A1_41,0.022
,,00012.828480,A1_41,0.017
,,00015.778320,A1_41,0.012
,,00015.781040,A1_41,0.017
,,00015.796720,A1_41,0.013
,,00015.814160,A1_41,0.017
,,00015.816720,A1_41,0.014
,,00015.819440,A1_41,0.02
,,00015.821840,A1_41,0.018
,,00015.824160,A1_41,0.027
,,00015.826720,A1_41,0.013
,,00015.829440,A1_41,0.023
,,00015.833600,A1_41,0.014
