Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D24_POSTsiembra_P2_D1_(IV),00000.047760,D1_32,0.015
Description,,00000.081600,D1_22,0.026
Maestro Edge (Maestro-091) Settings,,00000.089360,D1_22,0.017
   Original File Time,04/29/2024 15:09:54,00000.173360,D1_34,0.017
   Sampling Frequency,12.5 kHz,00000.235920,D1_32,0.019
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.322800,D1_34,0.015
   Experiment Start Time,04/29/2024 14:38:27,00000.352720,D1_32,0.015
   Referencing Method,Median,00000.364400,D1_22,0.023
   Analog Mode Setting,Neural Spikes,00000.383440,D1_22,0.015
   Plate Type,CytoView MEA 24,00000.397920,D1_32,0.016
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.587120,D1_32,0.015
   Digital High Pass Filter,200 Hz IIR,00000.707840,D1_22,0.028
   Temperature Set Point,37.0 Degrees C,00000.710080,D1_32,0.017
   Current Temperature,37.0 Degrees C,00000.752640,D1_32,0.016
   Heater Power,On,00000.793840,D1_32,0.016
   Legacy Heating Mode,Off,00000.929600,D1_22,0.025
   Barcode Plate Type,TwentyFourWell,00000.940560,D1_22,0.02
   Plate Serial Number,114-3631,00001.044640,D1_32,0.018
   CO2 Conc. Set Point,5.0 %,00001.223440,D1_32,0.016
   Actual CO2 Conc.,5.0 %,00001.271840,D1_34,0.016
   Gas Mixer Status,Regulating,00001.288400,D1_32,0.014
   AxIS Version,3.10.3.6,00001.292480,D1_22,0.023
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00001.302960,D1_22,0.017
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00001.418640,D1_32,0.017
,,00001.456640,D1_32,0.018
Spike Detector Settings,,00001.491920,D1_32,0.023
   Method,Adaptive Threshold Crossing,00001.566960,D1_22,0.024
   Threshold,6,00001.567520,D1_34,0.018
   Threshold Status,Variable,00001.575840,D1_22,0.01
   Threshold Crossing Only,True,00001.589440,D1_32,0.013
   Pre-Spike Duration,0.84 ms,00001.827680,D1_32,0.016
   Post-Spike Duration,2.16 ms,00001.986560,D1_22,0.024
   Coincident Event Filter,Default (Well),00001.989200,D1_32,0.017
   Coincidence Occurrence Threshold,4 Electrodes,00002.000400,D1_22,0.019
   Coincidence Event Window,80 µs,00002.053360,D1_41,0.011
   Allow Sample Overlap,false,00002.065440,D1_32,0.018
   Spike Count Interval,1 s,00002.130080,D1_32,0.016
,,00002.133280,D1_34,0.015
,,00002.138080,D1_34,0.018
,,00002.142320,D1_32,0.018
,,00002.154160,D1_34,0.026
,,00002.279040,D1_32,0.019
,,00002.334880,D1_32,0.017
