Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D25_POSTsiembra_P2_C5_(IV),00000.075840,C5_12,0.02
Description,,00000.146560,C5_32,0.026
Maestro Edge (Maestro-091) Settings,,00001.214240,C5_32,0.034
   Original File Time,04/30/2024 13:58:43,00001.219440,C5_42,0.018
   Sampling Frequency,12.5 kHz,00001.220160,C5_41,0.014
   Voltage Scale,-5.484861781483107E-08 V/sample,00001.222160,C5_43,0.091
   Experiment Start Time,04/30/2024 13:25:47,00001.223600,C5_41,0.02
   Referencing Method,Median,00001.224880,C5_42,0.027
   Analog Mode Setting,Neural Spikes,00001.225680,C5_43,0.022
   Plate Type,CytoView MEA 24,00001.227280,C5_41,0.012
   Digital Low Pass Filter,3 kHz Kaiser Window,00001.227840,C5_31,0.081
   Digital High Pass Filter,200 Hz IIR,00001.228080,C5_42,0.033
   Temperature Set Point,37.0 Degrees C,00001.228160,C5_32,0.026
   Current Temperature,37.0 Degrees C,00001.229520,C5_41,0.016
   Heater Power,On,00001.230560,C5_43,0.087
   Legacy Heating Mode,Off,00001.231120,C5_31,0.017
   Barcode Plate Type,TwentyFourWell,00001.231520,C5_24,0.016
   Plate Serial Number,114-3631,00001.232800,C5_41,0.019
   CO2 Conc. Set Point,5.0 %,00001.234320,C5_31,0.124
   Actual CO2 Conc.,4.9 %,00001.234320,C5_32,0.035
   Gas Mixer Status,Regulating,00001.234400,C5_43,0.037
   AxIS Version,3.10.3.6,00001.236080,C5_42,0.027
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00001.236640,C5_31,0.058
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00001.237440,C5_32,0.027
,,00001.237520,C5_43,0.034
Spike Detector Settings,,00001.238960,C5_31,0.125
   Method,Adaptive Threshold Crossing,00001.239040,C5_41,0.01
   Threshold,6,00001.239520,C5_21,0.092
   Threshold Status,Variable,00001.240000,C5_43,0.067
   Threshold Crossing Only,True,00001.241040,C5_32,0.047
   Pre-Spike Duration,0.84 ms,00001.241840,C5_31,0.069
   Post-Spike Duration,2.16 ms,00001.241920,C5_42,0.02
   Coincident Event Filter,Default (Well),00001.242400,C5_41,0.021
   Coincidence Occurrence Threshold,4 Electrodes,00001.242880,C5_43,0.068
   Coincidence Event Window,80 µs,00001.243760,C5_21,0.018
   Allow Sample Overlap,false,00001.244480,C5_31,0.137
   Spike Count Interval,1 s,00001.244560,C5_32,0.097
,,00001.245200,C5_43,0.065
,,00001.245440,C5_41,0.019
,,00001.246320,C5_33,0.022
,,00001.246480,C5_21,0.034
,,00001.246880,C5_11,0.049
,,00001.246880,C5_32,0.078
,,00001.247120,C5_24,0.036
,,00001.247200,C5_31,0.135
,,00001.247600,C5_43,0.083
,,00001.248000,C5_42,0.043
,,00001.248320,C5_41,0.032
,,00001.248560,C5_34,0.025
