Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D24_POSTsiembra_P2_A4_(IV),00000.037680,A4_22,0.038
Description,,00000.072400,A4_22,0.034
Maestro Edge (Maestro-091) Settings,,00000.083600,A4_44,0.026
   Original File Time,04/29/2024 14:13:54,00000.102560,A4_44,0.025
   Sampling Frequency,12.5 kHz,00000.173520,A4_23,0.045
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.193600,A4_23,0.024
   Experiment Start Time,04/29/2024 14:13:42,00000.246960,A4_44,0.029
   Referencing Method,Median,00000.305840,A4_22,0.04
   Analog Mode Setting,Neural Spikes,00000.389760,A4_23,0.026
   Plate Type,CytoView MEA 24,00000.398240,A4_22,0.037
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.414960,A4_44,0.029
   Digital High Pass Filter,200 Hz IIR,00000.434480,A4_23,0.047
   Temperature Set Point,37.0 Degrees C,00000.434720,A4_44,0.028
   Current Temperature,37.1 Degrees C,00000.462080,A4_22,0.033
   Heater Power,On,00000.464320,A4_22,0.013
   Legacy Heating Mode,Off,00000.466800,A4_44,0.017
   Barcode Plate Type,TwentyFourWell,00000.473280,A4_23,0.036
   Plate Serial Number,114-3631,00000.479760,A4_24,0.21
   CO2 Conc. Set Point,5.0 %,00000.489520,A4_23,0.044
   Actual CO2 Conc.,4.9 %,00000.492480,A4_41,0.014
   Gas Mixer Status,Regulating,00000.492720,A4_33,0.021
   AxIS Version,3.10.3.6,00000.494880,A4_24,0.081
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00000.495520,A4_33,0.05
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.497200,A4_23,0.081
,,00000.498000,A4_24,0.015
Spike Detector Settings,,00000.499360,A4_33,0.049
   Method,Adaptive Threshold Crossing,00000.500080,A4_23,0.035
   Threshold,6,00000.500240,A4_24,0.205
   Threshold Status,Variable,00000.500320,A4_22,0.034
   Threshold Crossing Only,True,00000.500560,A4_41,0.015
   Pre-Spike Duration,0.84 ms,00000.502640,A4_23,0.025
   Post-Spike Duration,2.16 ms,00000.514640,A4_22,0.031
   Coincident Event Filter,Default (Well),00000.517600,A4_23,0.033
   Coincidence Occurrence Threshold,4 Electrodes,00000.521600,A4_23,0.022
   Coincidence Event Window,80 µs,00000.524560,A4_23,0.075
   Allow Sample Overlap,false,00000.531840,A4_22,0.039
   Spike Count Interval,1 s,00000.537120,A4_23,0.02
,,00000.561760,A4_44,0.024
,,00000.561920,A4_24,0.021
,,00000.569920,A4_22,0.034
,,00000.811120,A4_23,0.028
,,00000.907840,A4_22,0.038
,,00000.990320,A4_22,0.037
,,00001.007520,A4_23,0.026
,,00001.046160,A4_44,0.029
,,00001.072640,A4_22,0.036
,,00001.273760,A4_44,0.025
,,00001.280720,A4_44,0.022
,,00001.351440,A4_22,0.04
,,00001.367840,A4_23,0.041
,,00001.380160,A4_23,0.028
,,00001.382000,A4_44,0.018
,,00001.382720,A4_23,0.028
,,00001.389600,A4_23,0.029
,,00001.394320,A4_23,0.08
,,00001.396800,A4_44,0.02
,,00001.397040,A4_23,0.031
,,00001.397520,A4_33,0.053
,,00001.398960,A4_24,0.23
,,00001.400000,A4_33,0.017
,,00001.400080,A4_23,0.033
,,00001.401360,A4_24,0.018
,,00001.402560,A4_22,0.037
,,00001.403040,A4_33,0.06
,,00001.403840,A4_23,0.041
,,00001.406560,A4_23,0.037
,,00001.409600,A4_23,0.017
,,00001.409760,A4_33,0.054
,,00001.412960,A4_24,0.09
,,00001.412960,A4_41,0.015
,,00001.414000,A4_22,0.037
,,00001.420240,A4_23,0.034
,,00001.421440,A4_41,0.015
,,00001.424240,A4_22,0.041
,,00001.426160,A4_44,0.026
,,00001.429680,A4_23,0.024
,,00001.433200,A4_23,0.026
,,00001.438160,A4_22,0.035
,,00001.443440,A4_44,0.032
,,00001.445760,A4_33,0.059
,,00001.446000,A4_22,0.034
,,00001.446080,A4_24,0.219
