Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D25_POSTsiembra_P2_B4_(I),00000.793200,B4_24,0.024
Description,,00002.004560,B4_11,0.042
Maestro Edge (Maestro-091) Settings,,00002.011600,B4_11,0.037
   Original File Time,04/30/2024 10:55:27,00002.016080,B4_11,0.099
   Sampling Frequency,12.5 kHz,00002.023360,B4_11,0.033
   Voltage Scale,-5.484861781483107E-08 V/sample,00002.026000,B4_11,0.099
   Experiment Start Time,04/30/2024 10:43:40,00002.034320,B4_23,0.025
   Referencing Method,Median,00002.035440,B4_11,0.073
   Analog Mode Setting,Neural Spikes,00002.037040,B4_23,0.033
   Plate Type,CytoView MEA 24,00002.037120,B4_13,0.036
   Digital Low Pass Filter,3 kHz Kaiser Window,00002.037680,B4_11,0.034
   Digital High Pass Filter,200 Hz IIR,00002.040640,B4_23,0.03
   Temperature Set Point,37.0 Degrees C,00002.040720,B4_11,0.021
   Current Temperature,37.1 Degrees C,00002.042240,B4_13,0.044
   Heater Power,On,00002.042960,B4_23,0.244
   Legacy Heating Mode,Off,00002.043120,B4_11,0.035
   Barcode Plate Type,TwentyFourWell,00002.043760,B4_33,0.019
   Plate Serial Number,114-3631,00002.045200,B4_23,0.023
   CO2 Conc. Set Point,5.0 %,00002.046000,B4_34,0.192
   Actual CO2 Conc.,5.0 %,00002.046640,B4_11,0.034
   Gas Mixer Status,Regulating,00002.047440,B4_13,0.044
   AxIS Version,3.10.3.6,00002.047520,B4_23,0.184
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00002.048240,B4_34,0.147
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00002.048240,B4_43,0.039
,,00002.049360,B4_11,0.089
Spike Detector Settings,,00002.049520,B4_33,0.025
   Method,Adaptive Threshold Crossing,00002.049920,B4_23,0.034
   Threshold,6,00002.051440,B4_34,0.018
   Threshold Status,Variable,00002.052320,B4_11,0.086
   Threshold Crossing Only,True,00002.052400,B4_22,0.038
   Pre-Spike Duration,0.84 ms,00002.053600,B4_23,0.025
   Post-Spike Duration,2.16 ms,00002.053680,B4_34,0.073
   Coincident Event Filter,Default (Well),00002.053760,B4_43,0.057
   Coincidence Occurrence Threshold,4 Electrodes,00002.054640,B4_11,0.36
   Coincidence Event Window,80 µs,00002.056160,B4_13,0.046
   Allow Sample Overlap,false,00002.056400,B4_44,0.041
   Spike Count Interval,1 s,00002.056560,B4_34,0.023
,,00002.056800,B4_23,0.165
,,00002.057680,B4_43,0.108
,,00002.058160,B4_11,0.291
,,00002.058560,B4_31,0.025
,,00002.058640,B4_41,0.01
,,00002.058880,B4_34,0.12
,,00002.058960,B4_22,0.037
,,00002.059040,B4_32,0.046
,,00002.059120,B4_24,0.109
,,00002.059200,B4_44,0.04
,,00002.059360,B4_42,0.021
,,00002.059760,B4_33,0.02
,,00002.059920,B4_23,0.053
,,00002.060720,B4_11,0.129
,,00002.061200,B4_34,0.023
,,00002.061440,B4_44,0.064
,,00002.061760,B4_43,0.317
,,00002.062080,B4_33,0.025
,,00002.062400,B4_42,0.057
,,00002.062640,B4_23,0.027
,,00002.063520,B4_31,0.025
,,00002.063600,B4_11,0.356
,,00002.063840,B4_24,0.07
,,00002.064000,B4_13,0.035
,,00002.064000,B4_34,0.066
,,00002.064000,B4_43,0.283
,,00002.064080,B4_44,0.108
,,00002.064640,B4_42,0.042
,,00002.065200,B4_23,0.03
,,00002.066000,B4_11,0.197
,,00002.066240,B4_32,0.043
,,00002.066480,B4_31,0.096
,,00002.066560,B4_44,0.33
,,00002.066720,B4_13,0.031
,,00002.066800,B4_34,0.013
,,00002.067200,B4_42,0.09
,,00002.067280,B4_33,0.03
,,00002.067440,B4_43,0.212
,,00002.067520,B4_24,0.068
,,00002.068560,B4_23,0.168
,,00002.068880,B4_41,0.021
,,00002.068960,B4_32,0.045
,,00002.069200,B4_13,0.038
,,00002.069200,B4_34,0.023
,,00002.069360,B4_31,0.068
,,00002.069440,B4_11,0.113
,,00002.069680,B4_44,0.258
,,00002.069760,B4_24,0.1
,,00002.069760,B4_42,0.058
,,00002.069920,B4_33,0.04
,,00002.070080,B4_43,0.124
,,00002.070800,B4_23,0.035
,,00002.071200,B4_41,0.023
,,00002.071920,B4_32,0.04
,,00002.072080,B4_11,0.186
,,00002.072560,B4_24,0.027
,,00002.072560,B4_42,0.09
,,00002.072640,B4_33,0.042
,,00002.072800,B4_43,0.042
,,00002.072960,B4_31,0.059
,,00002.073440,B4_41,0.019
,,00002.074160,B4_44,0.203
,,00002.074480,B4_11,0.049
,,00002.074480,B4_23,0.029
,,00002.074720,B4_13,0.034
,,00002.074880,B4_33,0.027
,,00002.074880,B4_42,0.068
,,00002.075200,B4_31,0.044
,,00002.075600,B4_32,0.037
,,00002.075680,B4_41,0.016
,,00002.075680,B4_43,0.052
,,00002.076720,B4_11,0.184
,,00002.076800,B4_24,0.06
,,00002.077280,B4_23,0.112
,,00002.077840,B4_33,0.021
,,00002.078000,B4_41,0.013
,,00002.078160,B4_42,0.079
,,00002.078800,B4_31,0.049
,,00002.078960,B4_44,0.045
,,00002.079280,B4_24,0.056
,,00002.079440,B4_11,0.101
,,00002.079760,B4_23,0.018
,,00002.080080,B4_33,0.024
,,00002.080080,B4_43,0.059
,,00002.080480,B4_42,0.04
,,00002.081360,B4_44,0.082
,,00002.081920,B4_24,0.027
,,00002.082000,B4_23,0.044
,,00002.082320,B4_11,0.07
,,00002.082880,B4_43,0.063
,,00002.083280,B4_42,0.038
,,00002.083760,B4_44,0.056
,,00002.084320,B4_31,0.045
,,00002.084480,B4_24,0.046
,,00002.084720,B4_13,0.025
,,00002.084800,B4_11,0.066
,,00002.085280,B4_43,0.055
,,00002.085840,B4_42,0.031
,,00002.086800,B4_44,0.058
,,00002.087360,B4_11,0.084
,,00002.087440,B4_31,0.021
,,00002.087600,B4_33,0.02
,,00002.087680,B4_24,0.066
,,00002.088000,B4_43,0.074
,,00002.088320,B4_34,0.022
,,00002.088400,B4_23,0.12
,,00002.088560,B4_32,0.025
,,00002.089120,B4_44,0.044
,,00002.089360,B4_42,0.03
,,00002.090240,B4_11,0.051
,,00002.090320,B4_43,0.032
,,00002.091120,B4_23,0.024
,,00002.091120,B4_31,0.028
,,00002.091520,B4_44,0.079
,,00002.091840,B4_42,0.089
,,00002.092400,B4_24,0.047
,,00002.092800,B4_43,0.072
,,00002.093040,B4_11,0.045
,,00002.093120,B4_41,0.012
,,00002.093760,B4_31,0.045
,,00002.093760,B4_32,0.027
,,00002.094000,B4_44,0.061
