Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D24_POSTsiembra_P2_A3_(I),00000.668960,A3_43,0.105
Description,,00000.671600,A3_43,0.015
Maestro Edge (Maestro-091) Settings,,00000.674320,A3_43,0.083
   Original File Time,04/29/2024 11:29:45,00000.733440,A3_31,0.07
   Sampling Frequency,12.5 kHz,00001.376160,A3_31,0.019
   Voltage Scale,-5.484861781483107E-08 V/sample,00001.746480,A3_31,0.075
   Experiment Start Time,04/29/2024 11:02:45,00001.924800,A3_43,0.112
   Referencing Method,Median,00001.940960,A3_23,0.026
   Analog Mode Setting,Neural Spikes,00001.941920,A3_31,0.022
   Plate Type,CytoView MEA 24,00001.945920,A3_41,0.01
   Digital Low Pass Filter,3 kHz Kaiser Window,00001.947440,A3_23,0.022
   Digital High Pass Filter,200 Hz IIR,00001.954640,A3_31,0.02
   Temperature Set Point,37.0 Degrees C,00001.977600,A3_43,0.105
   Current Temperature,37.0 Degrees C,00001.998240,A3_21,0.029
   Heater Power,On,00002.009920,A3_31,0.021
   Legacy Heating Mode,Off,00002.010560,A3_21,0.021
   Barcode Plate Type,TwentyFourWell,00002.028000,A3_21,0.023
   Plate Serial Number,114-3631,00002.032960,A3_42,0.027
   CO2 Conc. Set Point,5.0 %,00002.034240,A3_43,0.02
   Actual CO2 Conc.,4.9 %,00002.053920,A3_21,0.025
   Gas Mixer Status,Regulating,00002.054000,A3_31,0.025
   AxIS Version,3.10.3.6,00002.054400,A3_33,0.018
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00002.055520,A3_43,0.022
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00002.057600,A3_22,0.022
,,00002.058400,A3_23,0.045
Spike Detector Settings,,00002.058800,A3_33,0.042
   Method,Adaptive Threshold Crossing,00002.058800,A3_43,0.113
   Threshold,6,00002.059680,A3_31,0.048
   Threshold Status,Variable,00002.059680,A3_42,0.08
   Threshold Crossing Only,True,00002.061440,A3_21,0.025
   Pre-Spike Duration,0.84 ms,00002.061440,A3_22,0.034
   Post-Spike Duration,2.16 ms,00002.061440,A3_43,0.083
   Coincident Event Filter,Default (Well),00002.061760,A3_23,0.023
   Coincidence Occurrence Threshold,4 Electrodes,00002.062000,A3_33,0.029
   Coincidence Event Window,80 µs,00002.062160,A3_31,0.061
   Allow Sample Overlap,false,00002.062960,A3_42,0.187
   Spike Count Interval,1 s,00002.063760,A3_43,0.06
,,00002.064080,A3_21,0.042
,,00002.064320,A3_23,0.052
,,00002.064960,A3_33,0.029
,,00002.065200,A3_22,0.028
,,00002.065200,A3_31,0.541
,,00002.065280,A3_42,0.22
,,00002.066560,A3_23,0.032
,,00002.066560,A3_43,0.065
,,00002.067120,A3_44,0.026
,,00002.067200,A3_41,0.018
,,00002.067280,A3_33,0.047
,,00002.067360,A3_21,0.054
,,00002.067440,A3_31,0.251
,,00002.067760,A3_22,0.033
,,00002.068080,A3_42,0.313
,,00002.068960,A3_43,0.04
,,00002.069360,A3_44,0.06
,,00002.069600,A3_23,0.057
,,00002.069760,A3_21,0.035
,,00002.069760,A3_33,0.034
,,00002.069840,A3_41,0.024
,,00002.069920,A3_31,0.093
,,00002.070480,A3_42,0.331
,,00002.070720,A3_22,0.068
,,00002.071760,A3_43,0.076
,,00002.071840,A3_44,0.044
,,00002.072160,A3_21,0.025
,,00002.072160,A3_33,0.038
