Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D24_POSTsiembra_P2_D3_(IV),00000.016960,D3_11,0.038
Description,,00000.064720,D3_11,0.04
Maestro Edge (Maestro-091) Settings,,00000.352240,D3_11,0.034
   Original File Time,04/29/2024 15:18:46,00000.672720,D3_11,0.033
   Sampling Frequency,12.5 kHz,00000.852240,D3_11,0.036
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.986560,D3_11,0.044
   Experiment Start Time,04/29/2024 14:38:27,00001.088400,D3_44,0.014
   Referencing Method,Median,00001.253520,D3_11,0.038
   Analog Mode Setting,Neural Spikes,00001.435040,D3_11,0.029
   Plate Type,CytoView MEA 24,00001.741040,D3_11,0.037
   Digital Low Pass Filter,3 kHz Kaiser Window,00001.914080,D3_11,0.032
   Digital High Pass Filter,200 Hz IIR,00002.324880,D3_11,0.037
   Temperature Set Point,37.0 Degrees C,00002.346560,D3_11,0.039
   Current Temperature,37.0 Degrees C,00002.871760,D3_11,0.043
   Heater Power,On,00002.931680,D3_11,0.041
   Legacy Heating Mode,Off,00003.327200,D3_11,0.037
   Barcode Plate Type,TwentyFourWell,00003.532560,D3_11,0.033
   Plate Serial Number,114-3631,00003.782880,D3_11,0.029
   CO2 Conc. Set Point,5.0 %,00003.820800,D3_11,0.033
   Actual CO2 Conc.,5.0 %,00004.196880,D3_11,0.031
   Gas Mixer Status,Regulating,00004.447920,D3_11,0.036
   AxIS Version,3.10.3.6,00004.725360,D3_11,0.035
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00004.806400,D3_11,0.036
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00005.045600,D3_14,0.017
,,00005.049360,D3_13,0.03
Spike Detector Settings,,00005.051040,D3_43,0.175
   Method,Adaptive Threshold Crossing,00005.052400,D3_13,0.014
   Threshold,6,00005.053840,D3_32,0.036
   Threshold Status,Variable,00005.054320,D3_43,0.137
   Threshold Crossing Only,True,00005.054480,D3_21,0.048
   Pre-Spike Duration,0.84 ms,00005.055120,D3_12,0.309
   Post-Spike Duration,2.16 ms,00005.056240,D3_11,0.144
   Coincident Event Filter,Default (Well),00005.056800,D3_21,0.018
   Coincidence Occurrence Threshold,4 Electrodes,00005.056880,D3_13,0.03
   Coincidence Event Window,80 µs,00005.057600,D3_43,0.04
   Allow Sample Overlap,false,00005.059440,D3_11,0.169
   Spike Count Interval,1 s,00005.060160,D3_13,0.03
,,00005.060400,D3_43,0.192
,,00005.061040,D3_42,0.017
,,00005.062000,D3_32,0.052
,,00005.063200,D3_43,0.02
,,00005.063440,D3_11,0.054
,,00005.065200,D3_32,0.074
,,00005.065840,D3_12,0.021
,,00005.066240,D3_11,0.057
,,00005.067840,D3_32,0.017
,,00005.068000,D3_43,0.043
,,00005.069360,D3_11,0.137
,,00005.070320,D3_43,0.23
,,00005.071120,D3_13,0.038
,,00005.072080,D3_11,0.099
,,00005.072080,D3_32,0.039
,,00005.073600,D3_21,0.089
,,00005.074240,D3_43,0.03
,,00005.074320,D3_32,0.061
,,00005.074640,D3_11,0.082
,,00005.076720,D3_43,0.02
,,00005.076960,D3_11,0.051
,,00005.077120,D3_32,0.05
,,00005.079280,D3_11,0.081
,,00005.080000,D3_43,0.025
,,00005.080720,D3_21,0.035
,,00005.080800,D3_31,0.025
,,00005.081040,D3_32,0.019
,,00005.081840,D3_11,0.082
,,00005.082320,D3_43,0.02
,,00005.083120,D3_13,0.016
,,00005.083600,D3_32,0.063
,,00005.083760,D3_21,0.077
,,00005.084240,D3_11,0.059
,,00005.084880,D3_43,0.019
,,00005.085920,D3_32,0.02
,,00005.087120,D3_21,0.085
,,00005.087600,D3_11,0.094
,,00005.090320,D3_43,0.044
,,00005.090480,D3_11,0.051
,,00005.090480,D3_21,0.101
,,00005.090640,D3_44,0.023
,,00005.092000,D3_32,0.059
,,00005.092720,D3_21,0.466
,,00005.092800,D3_11,0.084
,,00005.093040,D3_43,0.036
,,00005.093600,D3_31,0.062
,,00005.094000,D3_44,0.019
,,00005.094560,D3_13,0.016
,,00005.094800,D3_32,0.065
,,00005.095040,D3_11,0.046
,,00005.095360,D3_43,0.017
,,00005.096960,D3_21,0.075
,,00005.097360,D3_11,0.085
,,00005.098000,D3_31,0.029
,,00005.098880,D3_43,0.043
,,00005.099680,D3_32,0.067
,,00005.100080,D3_21,0.022
,,00005.100960,D3_11,0.065
,,00005.103120,D3_21,0.337
,,00005.103520,D3_32,0.025
,,00005.103680,D3_43,0.032
,,00005.104560,D3_11,0.108
,,00005.104800,D3_13,0.019
,,00005.107120,D3_11,0.024
,,00005.107520,D3_43,0.047
,,00005.107760,D3_21,0.022
,,00005.108160,D3_31,0.03
,,00005.109360,D3_11,0.032
,,00005.109840,D3_43,0.018
,,00005.109920,D3_42,0.016
,,00005.112720,D3_43,0.043
,,00005.113040,D3_11,0.067
,,00005.113200,D3_32,0.022
,,00005.114960,D3_43,0.05
,,00005.115600,D3_11,0.05
,,00005.117200,D3_21,0.063
,,00005.117440,D3_43,0.045
,,00005.117920,D3_32,0.06
,,00005.118160,D3_11,0.047
,,00005.119520,D3_13,0.013
,,00005.119680,D3_43,0.072
,,00005.120480,D3_11,0.06
,,00005.121200,D3_32,0.041
,,00005.121280,D3_31,0.027
,,00005.122000,D3_43,0.029
,,00005.122720,D3_33,0.016
,,00005.123200,D3_44,0.017
,,00005.123920,D3_21,0.074
,,00005.124000,D3_13,0.016
,,00005.124720,D3_43,0.032
,,00005.124880,D3_32,0.109
,,00005.125360,D3_11,0.047
,,00005.126400,D3_21,0.022
