Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D24_POSTsiembra_P2_C2_(IV),00000.047040,C2_12,0.02
Description,,00000.149280,C2_23,0.042
Maestro Edge (Maestro-091) Settings,,00000.237280,C2_23,0.041
   Original File Time,04/29/2024 14:59:06,00000.500480,C2_23,0.022
   Sampling Frequency,12.5 kHz,00000.503200,C2_23,0.025
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.511040,C2_23,0.038
   Experiment Start Time,04/29/2024 14:38:27,00001.020880,C2_23,0.041
   Referencing Method,Median,00001.367040,C2_31,0.014
   Analog Mode Setting,Neural Spikes,00001.500000,C2_23,0.046
   Plate Type,CytoView MEA 24,00001.871440,C2_23,0.034
   Digital Low Pass Filter,3 kHz Kaiser Window,00001.882880,C2_23,0.047
   Digital High Pass Filter,200 Hz IIR,00001.923600,C2_23,0.045
   Temperature Set Point,37.0 Degrees C,00001.926480,C2_43,0.107
   Current Temperature,37.1 Degrees C,00001.929200,C2_43,0.088
   Heater Power,On,00001.931120,C2_23,0.034
   Legacy Heating Mode,Off,00001.932320,C2_43,0.084
   Barcode Plate Type,TwentyFourWell,00001.933360,C2_23,0.052
   Plate Serial Number,114-3631,00001.935200,C2_43,0.018
   CO2 Conc. Set Point,5.0 %,00001.935920,C2_23,0.045
   Actual CO2 Conc.,5.0 %,00001.938480,C2_23,0.046
   Gas Mixer Status,Regulating,00001.938480,C2_43,0.03
   AxIS Version,3.10.3.6,00001.942000,C2_23,0.033
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00001.978160,C2_23,0.057
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00002.014400,C2_43,0.121
,,00002.016960,C2_43,0.082
Spike Detector Settings,,00002.017200,C2_23,0.048
   Method,Adaptive Threshold Crossing,00002.019600,C2_23,0.058
   Threshold,6,00002.020400,C2_43,0.011
   Threshold Status,Variable,00002.023040,C2_43,0.056
   Threshold Crossing Only,True,00002.029920,C2_43,0.023
   Pre-Spike Duration,0.84 ms,00002.032240,C2_43,0.008
   Post-Spike Duration,2.16 ms,00002.240720,C2_44,0.092
   Coincident Event Filter,Default (Well),00002.376480,C2_31,0.015
   Coincidence Occurrence Threshold,4 Electrodes,00002.383120,C2_23,0.036
   Coincidence Event Window,80 µs,00002.389360,C2_23,0.036
   Allow Sample Overlap,false,00002.394240,C2_44,0.093
   Spike Count Interval,1 s,00002.396400,C2_23,0.054
,,00002.397200,C2_43,0.039
,,00002.397600,C2_44,0.045
,,00002.399040,C2_23,0.027
,,00002.400880,C2_44,0.08
,,00002.401760,C2_43,0.022
,,00002.404240,C2_23,0.039
,,00002.405360,C2_43,0.024
,,00002.407120,C2_44,0.129
,,00002.407280,C2_23,0.034
,,00002.407760,C2_31,0.017
,,00002.409440,C2_44,0.028
,,00002.410480,C2_23,0.068
,,00002.412640,C2_33,0.021
,,00002.413120,C2_23,0.037
,,00002.413360,C2_43,0.048
,,00002.413840,C2_44,0.077
,,00002.416160,C2_31,0.032
,,00002.416400,C2_23,0.048
,,00002.416800,C2_32,0.057
,,00002.416960,C2_44,0.071
,,00002.417600,C2_11,0.072
,,00002.418160,C2_43,0.042
,,00002.419040,C2_32,0.04
,,00002.419600,C2_12,0.022
,,00002.419840,C2_44,0.107
,,00002.420000,C2_23,0.044
,,00002.420480,C2_43,0.204
,,00002.420800,C2_33,0.029
,,00002.420880,C2_11,0.057
,,00002.421440,C2_31,0.053
,,00002.421520,C2_41,0.01
,,00002.422800,C2_32,0.059
,,00002.422880,C2_43,0.101
,,00002.422960,C2_44,0.054
,,00002.423120,C2_23,0.108
,,00002.424160,C2_22,0.047
,,00002.424480,C2_11,0.056
,,00002.424480,C2_31,0.071
,,00002.424720,C2_21,0.042
,,00002.425360,C2_23,0.161
,,00002.425440,C2_43,0.337
,,00002.425600,C2_44,0.033
,,00002.425680,C2_42,0.027
,,00002.426320,C2_32,0.084
,,00002.426640,C2_33,0.019
,,00002.426640,C2_41,0.014
,,00002.427280,C2_31,0.056
,,00002.427600,C2_11,0.038
,,00002.428240,C2_44,0.09
,,00002.428320,C2_23,0.056
,,00002.429200,C2_32,0.101
,,00002.429280,C2_33,0.026
,,00002.429280,C2_34,0.019
,,00002.429520,C2_21,0.021
,,00002.429680,C2_22,0.038
,,00002.429680,C2_43,0.289
,,00002.430560,C2_11,0.064
,,00002.430560,C2_23,0.496
,,00002.430800,C2_41,0.022
,,00002.430800,C2_42,0.02
,,00002.431120,C2_44,0.123
,,00002.431600,C2_32,0.07
,,00002.432080,C2_31,0.025
,,00002.432240,C2_33,0.036
,,00002.433040,C2_12,0.036
,,00002.433120,C2_43,0.121
,,00002.433200,C2_23,0.226
,,00002.433360,C2_11,0.054
,,00002.433520,C2_34,0.043
,,00002.433680,C2_41,0.016
,,00002.433760,C2_44,0.05
,,00002.434160,C2_22,0.028
,,00002.434400,C2_24,0.025
,,00002.434560,C2_32,0.061
,,00002.434720,C2_31,0.025
,,00002.435440,C2_12,0.017
,,00002.435600,C2_11,0.026
,,00002.435680,C2_42,0.031
,,00002.435920,C2_34,0.018
,,00002.436080,C2_44,0.077
,,00002.436800,C2_32,0.053
,,00002.436960,C2_31,0.021
,,00002.437040,C2_43,0.034
,,00002.437280,C2_24,0.022
,,00002.437600,C2_22,0.042
,,00002.437680,C2_12,0.022
,,00002.437760,C2_23,0.21
,,00002.438400,C2_34,0.053
,,00002.438640,C2_11,0.025
,,00002.438800,C2_44,0.057
,,00002.439200,C2_32,0.031
,,00002.440400,C2_24,0.016
,,00002.440480,C2_23,0.12
,,00002.440880,C2_41,0.009
,,00002.440880,C2_43,0.041
,,00002.441040,C2_44,0.075
,,00002.441680,C2_34,0.04
,,00002.442480,C2_11,0.024
,,00002.442560,C2_31,0.018
,,00002.443040,C2_23,0.05
,,00002.443200,C2_32,0.07
,,00002.443280,C2_42,0.027
,,00002.443360,C2_41,0.011
,,00002.443760,C2_44,0.046
,,00002.444560,C2_43,0.062
,,00002.444720,C2_34,0.018
,,00002.445280,C2_31,0.025
,,00002.445600,C2_23,0.1
,,00002.445920,C2_32,0.056
,,00002.446240,C2_44,0.041
,,00002.446720,C2_11,0.031
,,00002.446880,C2_22,0.025
,,00002.447520,C2_34,0.025
,,00002.447600,C2_24,0.025
,,00002.447680,C2_33,0.012
,,00002.447920,C2_23,0.116
,,00002.447920,C2_41,0.018
,,00002.448080,C2_43,0.019
,,00002.448640,C2_31,0.013
,,00002.448720,C2_44,0.041
,,00002.449040,C2_11,0.02
,,00002.449840,C2_32,0.079
,,00002.450480,C2_43,0.027
,,00002.450800,C2_23,0.08
,,00002.450960,C2_31,0.033
,,00002.451520,C2_11,0.019
,,00002.451520,C2_34,0.021
,,00002.452000,C2_44,0.058
,,00002.452400,C2_33,0.028
,,00002.452480,C2_32,0.049
,,00002.453040,C2_23,0.093
,,00002.453520,C2_31,0.026
,,00002.453520,C2_42,0.019
,,00002.453600,C2_24,0.014
,,00002.454320,C2_11,0.038
,,00002.454800,C2_32,0.028
,,00002.454960,C2_44,0.035
,,00002.455120,C2_43,0.037
,,00002.456080,C2_23,0.059
,,00002.456480,C2_34,0.014
,,00002.456960,C2_11,0.028
,,00002.457280,C2_31,0.026
,,00002.457360,C2_32,0.074
,,00002.457600,C2_44,0.045
,,00002.457920,C2_43,0.034
,,00002.458480,C2_23,0.098
,,00002.459600,C2_32,0.024
,,00002.460240,C2_44,0.064
,,00002.460880,C2_24,0.018
,,00002.461040,C2_23,0.06
,,00002.461520,C2_43,0.039
,,00002.461600,C2_22,0.041
,,00002.461920,C2_11,0.023
,,00002.462400,C2_34,0.017
,,00002.462560,C2_44,0.032
,,00002.463440,C2_32,0.11
,,00002.463520,C2_23,0.132
,,00002.463600,C2_42,0.024
,,00002.463920,C2_43,0.031
,,00002.464320,C2_31,0.033
,,00002.464640,C2_24,0.019
,,00002.464800,C2_11,0.012
,,00002.465600,C2_34,0.025
,,00002.465600,C2_44,0.084
,,00002.466240,C2_23,0.092
,,00002.467120,C2_31,0.016
,,00002.467280,C2_43,0.037
,,00002.467360,C2_11,0.03
,,00002.468160,C2_33,0.028
,,00002.468640,C2_12,0.021
,,00002.468880,C2_23,0.038
,,00002.468880,C2_44,0.037
,,00002.470080,C2_11,0.022
,,00002.470080,C2_42,0.021
,,00002.470080,C2_43,0.029
,,00002.470800,C2_31,0.031
,,00002.471360,C2_23,0.193
,,00002.471920,C2_44,0.024
,,00002.473520,C2_34,0.014
,,00002.473680,C2_11,0.037
,,00002.473680,C2_31,0.027
,,00002.474400,C2_44,0.025
,,00002.475040,C2_23,0.08
,,00002.475200,C2_32,0.084
,,00002.476160,C2_11,0.031
,,00002.476320,C2_43,0.039
,,00002.476800,C2_34,0.014
,,00002.476800,C2_44,0.054
,,00002.476960,C2_24,0.019
,,00002.477200,C2_31,0.024
,,00002.478000,C2_23,0.147
,,00002.478560,C2_32,0.043
,,00002.478880,C2_43,0.014
,,00002.478960,C2_21,0.03
,,00002.479280,C2_11,0.039
,,00002.480560,C2_23,0.099
,,00002.480960,C2_34,0.016
,,00002.481040,C2_31,0.024
,,00002.481040,C2_44,0.038
,,00002.481520,C2_43,0.022
,,00002.482640,C2_11,0.023
,,00002.483440,C2_31,0.024
,,00002.484000,C2_44,0.021
,,00002.484160,C2_23,0.057
,,00002.484160,C2_43,0.024
,,00002.485600,C2_32,0.057
,,00002.485680,C2_31,0.037
,,00002.486000,C2_11,0.043
,,00002.486400,C2_22,0.031
,,00002.486480,C2_23,0.204
,,00002.487200,C2_43,0.018
,,00002.487600,C2_44,0.068
,,00002.488800,C2_23,0.078
,,00002.489600,C2_21,0.033
,,00002.489600,C2_32,0.022
,,00002.490080,C2_44,0.069
,,00002.490320,C2_43,0.029
,,00002.490560,C2_11,0.041
,,00002.491920,C2_31,0.024
,,00002.492480,C2_23,0.066
,,00002.493040,C2_11,0.024
,,00002.493520,C2_43,0.023
,,00002.495040,C2_23,0.057
,,00002.495600,C2_34,0.016
,,00002.495760,C2_31,0.012
,,00002.496160,C2_44,0.027
,,00002.496320,C2_43,0.023
,,00002.496960,C2_32,0.064
,,00002.497120,C2_11,0.032
,,00002.497600,C2_22,0.027
,,00002.497920,C2_23,0.072
,,00002.498640,C2_44,0.044
,,00002.498960,C2_43,0.015
,,00002.499200,C2_32,0.047
,,00002.499680,C2_31,0.043
,,00002.500960,C2_11,0.021
,,00002.501440,C2_43,0.026
,,00002.501600,C2_23,0.049
,,00002.502000,C2_31,0.015
,,00002.503680,C2_44,0.049
,,00002.503840,C2_23,0.047
,,00002.504160,C2_43,0.017
,,00002.504480,C2_34,0.019
,,00002.506000,C2_44,0.037
,,00002.507440,C2_33,0.022
,,00002.507520,C2_23,0.03
,,00002.508400,C2_43,0.02
,,00002.509280,C2_44,0.088
,,00002.509920,C2_11,0.037
,,00002.510000,C2_23,0.072
,,00002.510560,C2_31,0.039
,,00002.511040,C2_22,0.032
,,00002.511760,C2_44,0.039
,,00002.511840,C2_43,0.023
,,00002.512400,C2_32,0.058
,,00002.512800,C2_11,0.026
,,00002.512880,C2_23,0.047
,,00002.512880,C2_34,0.022
,,00002.513360,C2_31,0.012
,,00002.516000,C2_44,0.047
,,00002.516080,C2_43,0.024
,,00002.517840,C2_23,0.051
,,00002.518080,C2_31,0.038
,,00002.518160,C2_11,0.013
,,00002.518800,C2_44,0.068
,,00002.520320,C2_32,0.037
,,00002.520320,C2_43,0.034
,,00002.520480,C2_11,0.032
,,00002.520720,C2_23,0.045
,,00002.520960,C2_31,0.015
,,00002.522480,C2_44,0.051
,,00002.523440,C2_11,0.033
,,00002.523440,C2_23,0.03
,,00002.525600,C2_43,0.063
,,00002.526080,C2_11,0.032
,,00002.526640,C2_23,0.041
,,00002.527680,C2_44,0.068
,,00002.528560,C2_43,0.024
,,00002.529360,C2_32,0.054
,,00002.529680,C2_23,0.048
,,00002.530320,C2_11,0.031
,,00002.530320,C2_31,0.04
,,00002.530880,C2_44,0.009
,,00002.532000,C2_43,0.024
,,00002.532800,C2_23,0.042
,,00002.533120,C2_11,0.024
,,00002.533440,C2_32,0.028
,,00002.535520,C2_43,0.069
,,00002.535600,C2_23,0.055
,,00002.535840,C2_44,0.079
,,00002.535920,C2_32,0.048
,,00002.536320,C2_11,0.023
,,00002.538080,C2_44,0.074
,,00002.539840,C2_11,0.03
,,00002.540160,C2_43,0.016
,,00002.540480,C2_44,0.046
,,00002.540640,C2_23,0.077
,,00002.542720,C2_33,0.023
,,00002.543120,C2_44,0.047
,,00002.543760,C2_23,0.063
,,00002.543760,C2_32,0.027
,,00002.545520,C2_11,0.027
,,00002.545920,C2_44,0.032
,,00002.546240,C2_23,0.047
,,00002.546560,C2_31,0.04
,,00002.547600,C2_32,0.021
,,00002.547680,C2_43,0.025
,,00002.548480,C2_23,0.057
,,00002.548880,C2_44,0.051
,,00002.549200,C2_31,0.024
,,00002.550640,C2_43,0.019
,,00002.551040,C2_11,0.035
,,00002.551440,C2_32,0.089
,,00002.551680,C2_23,0.105
,,00002.552080,C2_44,0.035
,,00002.554160,C2_43,0.06
,,00002.554560,C2_11,0.023
,,00002.554560,C2_23,0.054
,,00002.555200,C2_34,0.052
,,00002.555280,C2_44,0.051
,,00002.556720,C2_43,0.019
,,00002.557360,C2_23,0.044
,,00002.557760,C2_34,0.016
,,00002.558240,C2_31,0.041
,,00002.558240,C2_44,0.079
,,00002.558960,C2_32,0.029
,,00002.559120,C2_43,0.088
,,00002.559840,C2_23,0.352
,,00002.560880,C2_31,0.019
,,00002.560960,C2_44,0.066
,,00002.561440,C2_43,0.054
,,00002.563120,C2_32,0.045
,,00002.563600,C2_23,0.058
,,00002.565840,C2_11,0.021
,,00002.566160,C2_43,0.011
,,00002.566240,C2_32,0.064
,,00002.566240,C2_44,0.156
,,00002.566480,C2_23,0.049
,,00002.568480,C2_32,0.033
,,00002.568800,C2_23,0.048
,,00002.568880,C2_31,0.014
,,00002.568880,C2_44,0.016
,,00002.570080,C2_22,0.037
,,00002.570880,C2_43,0.022
,,00002.571280,C2_44,0.03
,,00002.572560,C2_23,0.023
,,00002.574640,C2_44,0.052
,,00002.574720,C2_32,0.044
,,00002.576240,C2_23,0.069
,,00002.577360,C2_44,0.053
,,00002.577760,C2_11,0.018
,,00002.578560,C2_31,0.041
,,00002.580880,C2_23,0.043
,,00002.580960,C2_31,0.021
,,00002.583280,C2_44,0.056
,,00002.583520,C2_23,0.052
,,00002.583840,C2_33,0.029
,,00002.585200,C2_43,0.022
,,00002.585520,C2_44,0.022
,,00002.587200,C2_23,0.026
,,00002.588480,C2_44,0.028
,,00002.590240,C2_23,0.042
,,00002.590960,C2_21,0.022
,,00002.592560,C2_44,0.059
,,00002.593520,C2_23,0.034
,,00002.595440,C2_11,0.026
,,00002.596080,C2_23,0.042
,,00002.599280,C2_11,0.023
,,00002.600480,C2_23,0.045
,,00002.603040,C2_23,0.062
,,00002.604480,C2_44,0.074
,,00002.604880,C2_11,0.023
,,00002.606000,C2_23,0.048
,,00002.606000,C2_43,0.029
,,00002.607840,C2_44,0.048
,,00002.609440,C2_32,0.037
,,00002.610720,C2_31,0.017
,,00002.610800,C2_44,0.017
,,00002.612000,C2_43,0.082
,,00002.612160,C2_32,0.025
,,00002.612480,C2_23,0.034
,,00002.613280,C2_44,0.048
,,00002.614480,C2_43,0.017
,,00002.614800,C2_32,0.049
,,00002.616240,C2_44,0.022
,,00002.616400,C2_23,0.041
,,00002.618000,C2_33,0.018
,,00002.618640,C2_11,0.024
,,00002.620240,C2_44,0.08
,,00002.621360,C2_23,0.054
,,00002.622240,C2_11,0.016
,,00002.623040,C2_22,0.033
,,00002.623040,C2_44,0.023
,,00002.623280,C2_43,0.037
,,00002.623840,C2_23,0.065
,,00002.626160,C2_11,0.019
,,00002.626160,C2_43,0.022
,,00002.626320,C2_23,0.063
,,00002.626640,C2_44,0.079
,,00002.628720,C2_11,0.053
,,00002.628880,C2_33,0.014
,,00002.628960,C2_23,0.092
,,00002.630240,C2_44,0.063
,,00002.631440,C2_23,0.067
,,00002.632960,C2_43,0.02
,,00002.633440,C2_44,0.062
,,00002.633920,C2_11,0.028
,,00002.634160,C2_23,0.144
,,00002.636160,C2_11,0.029
,,00002.636240,C2_43,0.035
,,00002.636480,C2_31,0.048
,,00002.636480,C2_44,0.076
,,00002.637840,C2_23,0.041
,,00002.638400,C2_32,0.05
,,00002.638560,C2_11,0.03
,,00002.638640,C2_21,0.018
,,00002.639120,C2_44,0.048
,,00002.640080,C2_23,0.301
,,00002.640960,C2_32,0.025
,,00002.641200,C2_22,0.035
,,00002.641440,C2_11,0.036
,,00002.642320,C2_23,0.161
,,00002.642640,C2_31,0.02
,,00002.643600,C2_43,0.024
,,00002.643680,C2_44,0.043
,,00002.643760,C2_11,0.027
,,00002.644960,C2_23,0.205
,,00002.645920,C2_44,0.022
,,00002.646240,C2_11,0.012
,,00002.646240,C2_31,0.019
,,00002.647520,C2_32,0.07
,,00002.649120,C2_11,0.03
,,00002.649360,C2_22,0.028
,,00002.649440,C2_23,0.03
,,00002.649680,C2_43,0.047
,,00002.649760,C2_44,0.083
,,00002.649920,C2_32,0.035
,,00002.650640,C2_31,0.047
,,00002.651600,C2_11,0.03
,,00002.651920,C2_23,0.343
,,00002.652640,C2_44,0.013
,,00002.653040,C2_31,0.019
,,00002.653040,C2_43,0.018
,,00002.653920,C2_11,0.032
,,00002.654720,C2_23,0.059
,,00002.656480,C2_11,0.025
,,00002.656480,C2_44,0.043
,,00002.657200,C2_32,0.033
,,00002.658880,C2_31,0.021
,,00002.659200,C2_23,0.029
,,00002.661360,C2_44,0.089
,,00002.661600,C2_43,0.022
,,00002.663040,C2_23,0.034
,,00002.664240,C2_44,0.037
,,00002.667760,C2_44,0.076
,,00002.669040,C2_43,0.033
,,00002.671280,C2_43,0.019
,,00002.671440,C2_44,0.039
,,00002.673360,C2_23,0.051
,,00002.673760,C2_43,0.063
,,00002.674960,C2_44,0.035
,,00002.676320,C2_23,0.035
,,00002.676560,C2_43,0.011
,,00002.677600,C2_33,0.02
,,00002.677680,C2_44,0.038
,,00002.681920,C2_23,0.043
,,00002.684560,C2_44,0.064
,,00002.685840,C2_23,0.036
,,00002.686080,C2_22,0.018
,,00002.688400,C2_23,0.033
,,00002.688960,C2_44,0.045
,,00002.690640,C2_23,0.052
,,00002.696000,C2_23,0.028
,,00002.700160,C2_23,0.051
,,00002.701920,C2_44,0.08
,,00002.705600,C2_31,0.014
,,00002.710960,C2_43,0.096
,,00002.711600,C2_32,0.03
,,00002.713440,C2_43,0.017
,,00002.724080,C2_23,0.028
,,00003.794560,C2_31,0.012
,,00004.158000,C2_23,0.047
,,00004.384240,C2_23,0.03
,,00004.386720,C2_23,0.036
,,00004.938480,C2_23,0.043
,,00005.548240,C2_31,0.014
,,00005.594800,C2_23,0.044
,,00005.795200,C2_23,0.045
,,00005.809040,C2_23,0.041
,,00005.892160,C2_23,0.029
,,00005.918640,C2_23,0.024
,,00005.921520,C2_23,0.057
,,00005.935040,C2_23,0.042
,,00005.984000,C2_23,0.074
,,00005.992080,C2_43,0.121
,,00005.995120,C2_43,0.033
,,00005.996080,C2_23,0.036
,,00005.997520,C2_43,0.083
,,00006.000240,C2_43,0.01
,,00006.002000,C2_23,0.034
,,00006.004800,C2_43,0.015
,,00006.004960,C2_23,0.05
,,00006.011040,C2_23,0.048
,,00006.016880,C2_23,0.058
,,00006.762240,C2_23,0.027
,,00006.774800,C2_23,0.035
,,00006.784160,C2_43,0.041
,,00006.785680,C2_23,0.047
,,00006.788560,C2_23,0.053
,,00006.789040,C2_31,0.015
,,00006.791280,C2_43,0.039
,,00006.791600,C2_31,0.022
,,00006.792720,C2_44,0.086
,,00006.794560,C2_31,0.034
