Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D24_POSTsiembra_P2_D1_(I),00000.026640,D1_34,0.017
Description,,00000.031360,D1_32,0.017
Maestro Edge (Maestro-091) Settings,,00000.049680,D1_21,0.013
   Original File Time,04/29/2024 12:38:10,00000.318880,D1_34,0.019
   Sampling Frequency,12.5 kHz,00000.452000,D1_34,0.021
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.530800,D1_21,0.013
   Experiment Start Time,04/29/2024 12:18:36,00000.721200,D1_32,0.018
   Referencing Method,Median,00000.842800,D1_32,0.016
   Analog Mode Setting,Neural Spikes,00000.844000,D1_43,0.024
   Plate Type,CytoView MEA 24,00000.898480,D1_34,0.018
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.970560,D1_34,0.02
   Digital High Pass Filter,200 Hz IIR,00000.985280,D1_14,0.015
   Temperature Set Point,37.0 Degrees C,00001.028240,D1_32,0.015
   Current Temperature,37.1 Degrees C,00001.196720,D1_34,0.021
   Heater Power,On,00001.684160,D1_21,0.012
   Legacy Heating Mode,Off,00001.768240,D1_32,0.016
   Barcode Plate Type,TwentyFourWell,00001.849920,D1_34,0.016
   Plate Serial Number,114-3631,00001.986080,D1_34,0.016
   CO2 Conc. Set Point,5.0 %,00002.022880,D1_32,0.014
   Actual CO2 Conc.,4.9 %,00002.092880,D1_21,0.011
   Gas Mixer Status,Regulating,00002.186000,D1_32,0.018
   AxIS Version,3.10.3.6,00002.252880,D1_32,0.017
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00002.260080,D1_41,0.012
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00002.267600,D1_34,0.018
,,00002.466000,D1_34,0.019
Spike Detector Settings,,00002.604320,D1_32,0.014
   Method,Adaptive Threshold Crossing,00002.652640,D1_32,0.017
   Threshold,6,00002.807360,D1_32,0.017
   Threshold Status,Variable,00002.841920,D1_32,0.017
   Threshold Crossing Only,True,00002.984960,D1_32,0.022
   Pre-Spike Duration,0.84 ms,00002.995040,D1_22,0.016
   Post-Spike Duration,2.16 ms,00003.039840,D1_34,0.018
   Coincident Event Filter,Default (Well),00003.072400,D1_32,0.013
   Coincidence Occurrence Threshold,4 Electrodes,00003.141520,D1_22,0.016
   Coincidence Event Window,80 µs,00003.162400,D1_22,0.02
   Allow Sample Overlap,false,00003.246800,D1_32,0.016
   Spike Count Interval,1 s,00003.249280,D1_22,0.034
,,00003.255280,D1_22,0.02
,,00003.273120,D1_22,0.022
,,00003.280880,D1_34,0.017
,,00003.294800,D1_34,0.025
,,00003.296000,D1_33,0.03
,,00003.299280,D1_33,0.023
,,00003.302560,D1_23,0.013
,,00003.303920,D1_33,0.018
,,00003.306480,D1_33,0.03
,,00003.308800,D1_32,0.3
,,00003.308960,D1_11,0.03
,,00003.309920,D1_22,0.024
,,00003.310240,D1_42,0.03
,,00003.311120,D1_14,0.023
,,00003.311520,D1_11,0.036
,,00003.311600,D1_34,0.018
,,00003.312000,D1_21,0.013
,,00003.312640,D1_42,0.025
,,00003.312800,D1_32,0.025
,,00003.312800,D1_33,0.112
