Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D24_POSTsiembra_P2_C2_(I),00002.262160,C2_23,0.035
Description,,00002.273600,C2_23,0.035
Maestro Edge (Maestro-091) Settings,,00002.304320,C2_23,0.042
   Original File Time,04/29/2024 12:28:37,00003.200480,C2_23,0.037
   Sampling Frequency,12.5 kHz,00003.214640,C2_23,0.036
   Voltage Scale,-5.484861781483107E-08 V/sample,00003.256080,C2_23,0.036
   Experiment Start Time,04/29/2024 12:18:36,00003.743440,C2_43,0.041
   Referencing Method,Median,00003.949040,C2_44,0.076
   Analog Mode Setting,Neural Spikes,00003.951920,C2_44,0.069
   Plate Type,CytoView MEA 24,00003.953200,C2_33,0.015
   Digital Low Pass Filter,3 kHz Kaiser Window,00003.954240,C2_44,0.063
   Digital High Pass Filter,200 Hz IIR,00003.954560,C2_43,0.05
   Temperature Set Point,37.0 Degrees C,00003.956400,C2_23,0.053
   Current Temperature,37.1 Degrees C,00003.956640,C2_44,0.064
   Heater Power,On,00003.956800,C2_43,0.043
   Legacy Heating Mode,Off,00003.957280,C2_31,0.024
   Barcode Plate Type,TwentyFourWell,00003.958240,C2_32,0.048
   Plate Serial Number,114-3631,00003.958640,C2_23,0.047
   CO2 Conc. Set Point,5.0 %,00003.958720,C2_41,0.013
   Actual CO2 Conc.,5.0 %,00003.959200,C2_44,0.089
   Gas Mixer Status,Regulating,00003.959360,C2_43,0.256
   AxIS Version,3.10.3.6,00003.959600,C2_31,0.03
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00003.960800,C2_32,0.073
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00003.961120,C2_41,0.009
,,00003.961280,C2_23,0.055
Spike Detector Settings,,00003.961440,C2_44,0.113
   Method,Adaptive Threshold Crossing,00003.961680,C2_34,0.025
   Threshold,6,00003.962560,C2_31,0.041
   Threshold Status,Variable,00003.962640,C2_43,0.065
   Threshold Crossing Only,True,00003.963760,C2_23,0.125
   Pre-Spike Duration,0.84 ms,00003.964080,C2_44,0.095
   Post-Spike Duration,2.16 ms,00003.964400,C2_32,0.143
   Coincident Event Filter,Default (Well),00003.964640,C2_21,0.071
   Coincidence Occurrence Threshold,4 Electrodes,00003.964960,C2_22,0.033
   Coincidence Event Window,80 µs,00003.965120,C2_34,0.017
   Allow Sample Overlap,false,00003.965840,C2_31,0.035
   Spike Count Interval,1 s,00003.966160,C2_23,0.265
,,00003.966320,C2_43,0.049
,,00003.966480,C2_44,0.087
,,00003.966640,C2_41,0.011
,,00003.967040,C2_33,0.036
,,00003.967120,C2_32,0.074
,,00003.967440,C2_34,0.025
,,00003.967680,C2_21,0.036
,,00003.967840,C2_12,0.038
,,00003.968160,C2_11,0.061
,,00003.968720,C2_31,0.037
,,00003.968800,C2_44,0.133
,,00003.969200,C2_22,0.043
,,00003.969280,C2_23,0.37
,,00003.969760,C2_43,0.055
,,00003.969920,C2_24,0.017
,,00003.969920,C2_32,0.088
,,00003.970000,C2_33,0.032
,,00003.970560,C2_34,0.043
,,00003.970960,C2_12,0.025
,,00003.971600,C2_11,0.055
,,00003.972080,C2_43,0.041
,,00003.972160,C2_44,0.052
,,00003.972320,C2_31,0.029
,,00003.972720,C2_23,0.328
,,00003.972800,C2_32,0.032
,,00003.973360,C2_34,0.025
,,00003.974160,C2_12,0.024
,,00003.974560,C2_33,0.028
,,00003.974800,C2_11,0.073
,,00003.974800,C2_21,0.027
,,00003.975200,C2_31,0.023
,,00003.975200,C2_32,0.063
,,00003.975520,C2_43,0.045
,,00003.975760,C2_34,0.047
,,00003.975840,C2_24,0.032
,,00003.976240,C2_23,0.087
,,00003.976640,C2_44,0.042
,,00003.977600,C2_31,0.029
,,00003.977680,C2_12,0.036
,,00003.977680,C2_32,0.048
,,00003.977680,C2_33,0.026
,,00003.977840,C2_22,0.026
,,00003.977840,C2_43,0.035
,,00003.978720,C2_11,0.051
,,00003.979200,C2_44,0.033
,,00003.979360,C2_34,0.035
,,00003.979840,C2_23,0.053
,,00003.979920,C2_31,0.022
,,00003.980240,C2_24,0.017
,,00003.980960,C2_32,0.067
,,00003.981200,C2_12,0.033
,,00003.981360,C2_11,0.026
,,00003.981360,C2_43,0.025
,,00003.981520,C2_42,0.023
,,00003.982080,C2_23,0.116
,,00003.982160,C2_34,0.027
,,00003.982160,C2_44,0.024
,,00003.982400,C2_33,0.019
,,00003.983520,C2_32,0.069
,,00003.983600,C2_43,0.024
,,00003.984240,C2_11,0.018
,,00003.984480,C2_34,0.031
,,00003.984560,C2_31,0.022
,,00003.984800,C2_44,0.033
,,00003.985120,C2_23,0.035
,,00003.986160,C2_43,0.03
,,00003.986640,C2_11,0.025
,,00003.987280,C2_32,0.058
,,00003.987600,C2_23,0.037
,,00003.987920,C2_44,0.068
,,00003.988320,C2_31,0.022
,,00003.988880,C2_43,0.027
,,00003.990160,C2_32,0.029
,,00003.990880,C2_23,0.046
,,00003.991280,C2_31,0.018
,,00003.991600,C2_44,0.025
,,00003.992160,C2_11,0.032
,,00003.992800,C2_43,0.021
,,00003.992880,C2_33,0.022
,,00003.993680,C2_34,0.022
,,00003.993920,C2_31,0.03
,,00003.994080,C2_44,0.055
,,00003.994640,C2_23,0.061
,,00003.995120,C2_11,0.022
,,00003.995200,C2_32,0.052
,,00003.996320,C2_43,0.018
,,00003.996560,C2_33,0.025
,,00003.996720,C2_44,0.048
,,00003.996960,C2_23,0.036
,,00003.997120,C2_34,0.019
,,00003.997680,C2_31,0.026
,,00003.998320,C2_24,0.02
,,00003.998480,C2_32,0.03
,,00003.998960,C2_11,0.016
,,00003.999280,C2_44,0.039
,,00003.999680,C2_23,0.052
,,00004.000000,C2_31,0.029
,,00004.000960,C2_33,0.021
,,00004.001360,C2_11,0.018
,,00004.001680,C2_32,0.028
,,00004.002640,C2_34,0.015
,,00004.003360,C2_23,0.044
,,00004.003600,C2_44,0.04
,,00004.003920,C2_43,0.017
,,00004.005120,C2_32,0.051
,,00004.005440,C2_11,0.029
,,00004.005440,C2_31,0.032
,,00004.005600,C2_23,0.078
,,00004.006480,C2_44,0.02
,,00004.008080,C2_31,0.017
,,00004.008400,C2_23,0.061
,,00004.008720,C2_44,0.055
,,00004.009120,C2_11,0.021
,,00004.010800,C2_23,0.053
,,00004.010960,C2_43,0.022
,,00004.012080,C2_44,0.029
,,00004.012880,C2_31,0.043
,,00004.013360,C2_43,0.024
,,00004.014240,C2_32,0.058
,,00004.014320,C2_23,0.053
,,00004.014480,C2_11,0.019
,,00004.014720,C2_44,0.069
,,00004.015200,C2_31,0.013
,,00004.015920,C2_43,0.027
,,00004.016720,C2_23,0.066
,,00004.017280,C2_44,0.044
,,00004.017600,C2_11,0.025
,,00004.018560,C2_43,0.015
