Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D24_POSTsiembra_P2_B2_(I),00000.035440,B2_22,0.074
Description,,00000.043440,B2_22,0.067
Maestro Edge (Maestro-091) Settings,,00000.052400,B2_22,0.052
   Original File Time,04/29/2024 11:53:22,00000.062640,B2_22,0.056
   Sampling Frequency,12.5 kHz,00000.077360,B2_22,0.063
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.090240,B2_12,0.049
   Experiment Start Time,04/29/2024 11:02:45,00000.097120,B2_22,0.056
   Referencing Method,Median,00000.101520,B2_12,0.047
   Analog Mode Setting,Neural Spikes,00000.118000,B2_12,0.044
   Plate Type,CytoView MEA 24,00000.130960,B2_12,0.05
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.187600,B2_34,0.014
   Digital High Pass Filter,200 Hz IIR,00000.355200,B2_44,0.018
   Temperature Set Point,37.0 Degrees C,00000.359280,B2_12,0.046
   Current Temperature,37.0 Degrees C,00000.368160,B2_44,0.046
   Heater Power,On,00000.371120,B2_44,0.049
   Legacy Heating Mode,Off,00000.378400,B2_12,0.047
   Barcode Plate Type,TwentyFourWell,00000.435040,B2_22,0.072
   Plate Serial Number,114-3631,00000.443200,B2_22,0.062
   CO2 Conc. Set Point,5.0 %,00000.452880,B2_22,0.057
   Actual CO2 Conc.,5.0 %,00000.461520,B2_22,0.053
   Gas Mixer Status,Regulating,00000.463600,B2_12,0.051
   AxIS Version,3.10.3.6,00000.473360,B2_22,0.056
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00000.756800,B2_22,0.07
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.764720,B2_22,0.055
,,00000.774960,B2_22,0.056
Spike Detector Settings,,00000.786240,B2_22,0.06
   Method,Adaptive Threshold Crossing,00000.792640,B2_12,0.056
   Threshold,6,00000.798800,B2_22,0.052
   Threshold Status,Variable,00000.814880,B2_12,0.048
   Threshold Crossing Only,True,00001.075360,B2_12,0.045
   Pre-Spike Duration,0.84 ms,00001.099680,B2_22,0.068
   Post-Spike Duration,2.16 ms,00001.107600,B2_22,0.067
   Coincident Event Filter,Default (Well),00001.117520,B2_22,0.054
   Coincidence Occurrence Threshold,4 Electrodes,00001.128160,B2_22,0.054
   Coincidence Event Window,80 µs,00001.141280,B2_22,0.054
   Allow Sample Overlap,false,00001.166800,B2_12,0.042
   Spike Count Interval,1 s,00001.172240,B2_44,0.033
,,00001.189920,B2_13,0.02
,,00001.194480,B2_44,0.03
,,00001.198880,B2_12,0.048
,,00001.207360,B2_44,0.048
,,00001.210320,B2_44,0.062
,,00001.477520,B2_12,0.044
,,00001.499760,B2_22,0.073
,,00001.507120,B2_22,0.057
,,00001.514640,B2_22,0.054
,,00001.525040,B2_22,0.053
,,00001.540880,B2_22,0.058
,,00001.801520,B2_22,0.072
,,00001.809840,B2_22,0.058
,,00001.818640,B2_22,0.059
,,00001.828960,B2_22,0.054
,,00001.840800,B2_22,0.051
,,00001.856720,B2_12,0.054
,,00002.080640,B2_22,0.069
,,00002.088960,B2_22,0.057
,,00002.091200,B2_12,0.05
,,00002.099040,B2_22,0.058
,,00002.110400,B2_22,0.054
,,00002.111920,B2_12,0.051
,,00002.127040,B2_22,0.056
,,00002.184400,B2_22,0.058
,,00002.186880,B2_44,0.018
,,00002.201680,B2_22,0.057
,,00002.208640,B2_34,0.014
,,00002.209920,B2_22,0.057
,,00002.213120,B2_44,0.045
,,00002.215680,B2_44,0.061
,,00002.217920,B2_22,0.061
,,00002.221680,B2_22,0.021
,,00002.224080,B2_33,0.023
,,00002.224240,B2_22,0.043
,,00002.226480,B2_13,0.023
,,00002.227760,B2_34,0.017
,,00002.229520,B2_22,0.05
,,00002.232560,B2_22,0.057
,,00002.233600,B2_12,0.042
,,00002.240480,B2_22,0.054
,,00002.240800,B2_44,0.039
,,00002.242320,B2_11,0.018
,,00002.242720,B2_31,0.027
,,00002.243920,B2_22,0.064
,,00002.251120,B2_22,0.048
,,00002.251200,B2_12,0.039
,,00002.251920,B2_11,0.018
,,00002.253280,B2_34,0.015
,,00002.253440,B2_22,0.046
,,00002.255280,B2_12,0.033
,,00002.257040,B2_11,0.019
,,00002.257440,B2_44,0.03
,,00002.261440,B2_22,0.02
,,00002.261680,B2_12,0.038
,,00002.264240,B2_11,0.019
,,00002.267360,B2_22,0.064
,,00002.267840,B2_44,0.044
,,00002.270320,B2_12,0.035
,,00002.270720,B2_34,0.016
,,00002.270800,B2_44,0.02
,,00002.271760,B2_31,0.026
,,00002.274080,B2_42,0.023
,,00002.274640,B2_22,0.059
,,00002.276400,B2_11,0.021
,,00002.276800,B2_31,0.051
,,00002.277120,B2_22,0.074
,,00002.279440,B2_31,0.034
,,00002.280160,B2_22,0.03
,,00002.281200,B2_12,0.041
,,00002.281920,B2_31,0.08
,,00002.282960,B2_11,0.02
,,00002.282960,B2_44,0.031
,,00002.283600,B2_22,0.033
,,00002.283680,B2_12,0.044
,,00002.284320,B2_31,0.037
,,00002.286400,B2_33,0.036
,,00002.286560,B2_31,0.055
,,00002.286800,B2_22,0.048
,,00002.288000,B2_13,0.017
,,00002.288320,B2_11,0.019
,,00002.289280,B2_33,0.029
,,00002.289440,B2_22,0.021
,,00002.291200,B2_31,0.048
,,00002.291920,B2_22,0.02
,,00002.293120,B2_12,0.034
,,00002.293280,B2_13,0.034
,,00002.293440,B2_24,0.021
,,00002.293440,B2_44,0.019
,,00002.293600,B2_31,0.095
,,00002.294400,B2_42,0.027
,,00002.294560,B2_11,0.024
,,00002.295280,B2_33,0.041
,,00002.295520,B2_12,0.026
,,00002.295920,B2_31,0.095
,,00002.296240,B2_44,0.03
