Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D25_POSTsiembra_P2_C4_(I),00000.538320,C4_14,0.062
Description,,00001.198880,C4_41,0.012
Maestro Edge (Maestro-091) Settings,,00001.204080,C4_41,0.011
   Original File Time,04/30/2024 11:17:33,00001.212400,C4_41,0.012
   Sampling Frequency,12.5 kHz,00001.214400,C4_23,0.066
   Voltage Scale,-5.484861781483107E-08 V/sample,00001.217600,C4_22,0.118
   Experiment Start Time,04/30/2024 10:43:40,00001.217920,C4_23,0.035
   Referencing Method,Median,00001.220560,C4_22,0.024
   Analog Mode Setting,Neural Spikes,00001.227280,C4_23,0.024
   Plate Type,CytoView MEA 24,00001.229280,C4_31,0.029
   Digital Low Pass Filter,3 kHz Kaiser Window,00001.234560,C4_31,0.027
   Digital High Pass Filter,200 Hz IIR,00001.235040,C4_23,0.059
   Temperature Set Point,37.0 Degrees C,00001.235920,C4_41,0.015
   Current Temperature,37.0 Degrees C,00001.236480,C4_22,0.08
   Heater Power,On,00001.237760,C4_23,0.026
   Legacy Heating Mode,Off,00001.237760,C4_31,0.024
   Barcode Plate Type,TwentyFourWell,00001.240480,C4_22,0.028
   Plate Serial Number,114-3631,00001.240800,C4_41,0.01
   CO2 Conc. Set Point,5.0 %,00001.242080,C4_23,0.057
   Actual CO2 Conc.,5.0 %,00001.243760,C4_21,0.06
   Gas Mixer Status,Regulating,00001.243920,C4_22,0.029
   AxIS Version,3.10.3.6,00001.244480,C4_23,0.036
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00001.246160,C4_22,0.032
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00001.248720,C4_21,0.034
,,00001.250400,C4_31,0.024
Spike Detector Settings,,00001.251440,C4_23,0.032
   Method,Adaptive Threshold Crossing,00001.252960,C4_14,0.038
   Threshold,6,00001.253600,C4_21,0.035
   Threshold Status,Variable,00001.253600,C4_31,0.022
   Threshold Crossing Only,True,00001.255680,C4_22,0.04
   Pre-Spike Duration,0.84 ms,00001.257760,C4_14,0.022
   Post-Spike Duration,2.16 ms,00001.257840,C4_23,0.055
   Coincident Event Filter,Default (Well),00001.260320,C4_14,0.037
   Coincidence Occurrence Threshold,4 Electrodes,00001.261760,C4_23,0.049
   Coincidence Event Window,80 µs,00001.262720,C4_32,0.024
   Allow Sample Overlap,false,00001.262960,C4_42,0.031
   Spike Count Interval,1 s,00001.263040,C4_14,0.035
,,00001.263440,C4_31,0.036
,,00001.264320,C4_23,0.017
,,00001.264320,C4_41,0.012
,,00001.265600,C4_14,0.018
,,00001.266560,C4_22,0.034
,,00001.266640,C4_43,0.029
,,00001.268560,C4_31,0.021
,,00001.269520,C4_14,0.056
,,00001.269680,C4_21,0.061
,,00001.269680,C4_42,0.031
,,00001.272240,C4_23,0.061
,,00001.273120,C4_34,0.101
,,00001.274640,C4_14,0.065
,,00001.274880,C4_43,0.029
,,00001.275680,C4_34,0.037
,,00001.275840,C4_23,0.057
,,00001.276160,C4_31,0.023
,,00001.278320,C4_34,0.039
