Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D25_POSTsiembra_P2_D5_(I),00000.049120,D5_32,0.016
Description,,00000.060160,D5_21,0.067
Maestro Edge (Maestro-091) Settings,,00000.151600,D5_32,0.02
   Original File Time,04/30/2024 11:27:14,00000.194720,D5_21,0.017
   Sampling Frequency,12.5 kHz,00000.197920,D5_21,0.071
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.293360,D5_21,0.065
   Experiment Start Time,04/30/2024 10:43:40,00000.383040,D5_21,0.08
   Referencing Method,Median,00000.440080,D5_21,0.053
   Analog Mode Setting,Neural Spikes,00000.534960,D5_21,0.059
   Plate Type,CytoView MEA 24,00000.606400,D5_32,0.017
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.926480,D5_32,0.016
   Digital High Pass Filter,200 Hz IIR,00001.891200,D5_32,0.019
   Temperature Set Point,37.0 Degrees C,00002.066480,D5_32,0.018
   Current Temperature,37.0 Degrees C,00002.214000,D5_32,0.018
   Heater Power,On,00002.382880,D5_32,0.023
   Legacy Heating Mode,Off,00002.556320,D5_21,0.016
   Barcode Plate Type,TwentyFourWell,00002.999520,D5_32,0.016
   Plate Serial Number,114-3631,00003.537600,D5_11,0.036
   CO2 Conc. Set Point,5.0 %,00003.538240,D5_13,0.024
   Actual CO2 Conc.,5.0 %,00003.538560,D5_21,0.067
   Gas Mixer Status,Regulating,00003.540560,D5_13,0.025
   AxIS Version,3.10.3.6,00003.540800,D5_11,0.028
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00003.542000,D5_32,0.028
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00003.542400,D5_31,0.014
,,00003.542960,D5_33,0.025
Spike Detector Settings,,00003.543680,D5_21,0.057
   Method,Adaptive Threshold Crossing,00003.543760,D5_13,0.038
   Threshold,6,00003.544320,D5_11,0.047
   Threshold Status,Variable,00003.544960,D5_14,0.025
   Threshold Crossing Only,True,00003.545200,D5_32,0.031
   Pre-Spike Duration,0.84 ms,00003.546400,D5_33,0.04
   Post-Spike Duration,2.16 ms,00003.546480,D5_13,0.046
   Coincident Event Filter,Default (Well),00003.546560,D5_21,0.037
   Coincidence Occurrence Threshold,4 Electrodes,00003.546880,D5_11,0.017
   Coincidence Event Window,80 µs,00003.548640,D5_32,0.025
   Allow Sample Overlap,false,00003.548800,D5_21,0.065
   Spike Count Interval,1 s,00003.549200,D5_33,0.045
,,00003.549280,D5_13,0.039
,,00003.549360,D5_11,0.035
,,00003.550320,D5_14,0.021
,,00003.551200,D5_32,0.033
,,00003.551680,D5_13,0.074
,,00003.551760,D5_21,0.07
,,00003.552160,D5_33,0.029
,,00003.552240,D5_12,0.033
,,00003.552560,D5_11,0.034
,,00003.553280,D5_22,0.076
,,00003.553520,D5_32,0.039
,,00003.553840,D5_23,0.019
,,00003.554160,D5_21,0.052
,,00003.554480,D5_14,0.02
,,00003.554560,D5_13,0.085
,,00003.554720,D5_33,0.069
,,00003.554960,D5_11,0.031
,,00003.555520,D5_12,0.035
,,00003.556320,D5_32,0.056
,,00003.556480,D5_21,0.058
,,00003.556800,D5_13,0.119
,,00003.556960,D5_22,0.071
,,00003.557200,D5_33,0.132
,,00003.557920,D5_11,0.027
,,00003.558880,D5_43,0.034
,,00003.558960,D5_12,0.025
,,00003.559120,D5_13,0.12
,,00003.559120,D5_32,0.109
,,00003.559280,D5_21,0.072
,,00003.560320,D5_33,0.353
,,00003.560720,D5_11,0.03
,,00003.560960,D5_22,0.028
,,00003.560960,D5_23,0.026
,,00003.561200,D5_41,0.017
,,00003.561360,D5_32,0.102
,,00003.561680,D5_21,0.142
,,00003.561760,D5_43,0.051
,,00003.561920,D5_13,0.066
,,00003.561920,D5_31,0.023
,,00003.562080,D5_14,0.021
,,00003.562240,D5_42,0.026
,,00003.562640,D5_33,0.1
,,00003.563360,D5_11,0.034
,,00003.563600,D5_41,0.016
,,00003.563920,D5_22,0.025
,,00003.564000,D5_21,0.07
