Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D24_POSTsiembra_P2_B1_(I),00000.043760,B1_31,0.017
Description,,00000.089280,B1_32,0.022
Maestro Edge (Maestro-091) Settings,,00000.428960,B1_32,0.025
   Original File Time,04/29/2024 11:48:26,00000.619120,B1_31,0.019
   Sampling Frequency,12.5 kHz,00000.688560,B1_32,0.021
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.731360,B1_31,0.022
   Experiment Start Time,04/29/2024 11:02:45,00001.085440,B1_32,0.026
   Referencing Method,Median,00002.082640,B1_31,0.029
   Analog Mode Setting,Neural Spikes,00002.227920,B1_32,0.027
   Plate Type,CytoView MEA 24,00002.522400,B1_31,0.014
   Digital Low Pass Filter,3 kHz Kaiser Window,00003.359760,B1_31,0.019
   Digital High Pass Filter,200 Hz IIR,00003.675120,B1_31,0.031
   Temperature Set Point,37.0 Degrees C,00004.275120,B1_44,0.018
   Current Temperature,37.0 Degrees C,00004.425200,B1_31,0.017
   Heater Power,On,00004.904400,B1_44,0.016
   Legacy Heating Mode,Off,00004.944000,B1_32,0.025
   Barcode Plate Type,TwentyFourWell,00004.979680,B1_32,0.024
   Plate Serial Number,114-3631,00004.990560,B1_32,0.026
   CO2 Conc. Set Point,5.0 %,00004.998240,B1_31,0.022
   Actual CO2 Conc.,5.0 %,00004.998800,B1_32,0.037
   Gas Mixer Status,Regulating,00005.000960,B1_41,0.008
   AxIS Version,3.10.3.6,00005.001680,B1_32,0.025
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00005.004320,B1_31,0.022
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00005.004720,B1_32,0.015
,,00005.006640,B1_31,0.105
Spike Detector Settings,,00005.006960,B1_32,0.057
   Method,Adaptive Threshold Crossing,00005.007520,B1_41,0.016
   Threshold,6,00005.008160,B1_24,0.025
   Threshold Status,Variable,00005.009760,B1_43,0.024
   Threshold Crossing Only,True,00005.009840,B1_41,0.01
   Pre-Spike Duration,0.84 ms,00005.009920,B1_31,0.039
   Post-Spike Duration,2.16 ms,00005.009920,B1_32,0.076
   Coincident Event Filter,Default (Well),00005.010880,B1_44,0.015
   Coincidence Occurrence Threshold,4 Electrodes,00005.011120,B1_13,0.031
   Coincidence Event Window,80 µs,00005.011840,B1_24,0.03
   Allow Sample Overlap,false,00005.012160,B1_32,0.344
   Spike Count Interval,1 s,00005.012480,B1_31,0.229
,,00005.013360,B1_13,0.025
,,00005.013520,B1_23,0.018
,,00005.013840,B1_12,0.043
,,00005.014160,B1_11,0.027
,,00005.015040,B1_31,0.077
,,00005.015200,B1_43,0.023
,,00005.015280,B1_24,0.157
,,00005.015440,B1_32,0.122
,,00005.015840,B1_13,0.038
,,00005.015840,B1_42,0.021
,,00005.015920,B1_41,0.022
,,00005.016000,B1_23,0.078
,,00005.016320,B1_34,0.05
,,00005.016880,B1_44,0.017
,,00005.017440,B1_33,0.062
,,00005.018080,B1_31,0.101
,,00005.018240,B1_22,0.014
,,00005.018240,B1_24,0.099
,,00005.018320,B1_23,0.098
,,00005.018640,B1_12,0.038
,,00005.018720,B1_11,0.025
,,00005.018720,B1_32,0.144
,,00005.018800,B1_13,0.083
,,00005.018960,B1_42,0.01
,,00005.019040,B1_34,0.124
,,00005.020320,B1_31,0.133
,,00005.020480,B1_24,0.069
,,00005.020560,B1_23,0.141
,,00005.021120,B1_11,0.019
,,00005.021120,B1_12,0.033
,,00005.021120,B1_32,0.126
,,00005.021200,B1_13,0.274
,,00005.021200,B1_43,0.038
,,00005.021360,B1_42,0.03
,,00005.021520,B1_34,0.036
,,00005.021840,B1_33,0.07
,,00005.022160,B1_41,0.014
,,00005.022480,B1_22,0.02
,,00005.022560,B1_31,0.047
,,00005.022720,B1_24,0.032
,,00005.023440,B1_23,0.237
,,00005.023440,B1_32,0.054
,,00005.023520,B1_11,0.026
,,00005.023520,B1_12,0.052
,,00005.023520,B1_13,0.229
,,00005.024160,B1_43,0.029
,,00005.024240,B1_42,0.03
,,00005.024880,B1_44,0.023
,,00005.025040,B1_34,0.033
,,00005.025360,B1_31,0.067
,,00005.025680,B1_32,0.054
,,00005.025840,B1_12,0.076
,,00005.025840,B1_14,0.02
,,00005.025920,B1_22,0.016
,,00005.026000,B1_23,0.111
,,00005.026240,B1_24,0.091
,,00005.026320,B1_11,0.03
,,00005.026320,B1_33,0.026
,,00005.026560,B1_42,0.021
,,00005.026800,B1_13,0.049
,,00005.027280,B1_43,0.04
,,00005.027600,B1_31,0.026
,,00005.028080,B1_12,0.032
,,00005.028160,B1_14,0.025
,,00005.028560,B1_32,0.067
,,00005.028560,B1_33,0.016
,,00005.028640,B1_23,0.047
,,00005.028640,B1_34,0.02
,,00005.028720,B1_24,0.061
,,00005.028880,B1_42,0.018
,,00005.029280,B1_13,0.115
,,00005.029600,B1_11,0.018
,,00005.030480,B1_12,0.041
,,00005.030640,B1_43,0.026
,,00005.030960,B1_24,0.068
,,00005.031040,B1_33,0.032
,,00005.031040,B1_34,0.025
,,00005.031120,B1_22,0.013
,,00005.031200,B1_31,0.042
,,00005.031360,B1_23,0.035
,,00005.031440,B1_14,0.022
,,00005.031440,B1_32,0.107
,,00005.031840,B1_13,0.046
,,00005.032560,B1_11,0.03
,,00005.033440,B1_24,0.074
,,00005.033520,B1_12,0.027
,,00005.033760,B1_23,0.042
,,00005.033920,B1_43,0.041
,,00005.034080,B1_32,0.043
,,00005.034160,B1_13,0.068
,,00005.034240,B1_34,0.028
,,00005.034560,B1_31,0.021
,,00005.035680,B1_24,0.048
,,00005.035760,B1_33,0.029
,,00005.036320,B1_11,0.025
,,00005.036400,B1_23,0.041
,,00005.036800,B1_34,0.025
,,00005.036960,B1_43,0.03
,,00005.037120,B1_31,0.085
,,00005.037360,B1_12,0.021
,,00005.037600,B1_32,0.049
,,00005.037760,B1_42,0.018
,,00005.037920,B1_13,0.091
,,00005.038640,B1_22,0.014
,,00005.038640,B1_24,0.054
,,00005.039120,B1_23,0.051
,,00005.039200,B1_43,0.033
,,00005.039440,B1_31,0.049
,,00005.039680,B1_41,0.019
,,00005.039920,B1_34,0.013
,,00005.040400,B1_42,0.012
,,00005.040560,B1_12,0.029
,,00005.040560,B1_13,0.064
,,00005.041120,B1_22,0.017
,,00005.041360,B1_24,0.045
,,00005.041520,B1_23,0.091
,,00005.041600,B1_32,0.056
,,00005.042160,B1_31,0.048
,,00005.042640,B1_43,0.029
,,00005.042800,B1_34,0.044
,,00005.043120,B1_13,0.11
,,00005.043760,B1_23,0.059
,,00005.044000,B1_12,0.016
,,00005.044080,B1_32,0.034
,,00005.044560,B1_42,0.017
,,00005.044640,B1_24,0.023
,,00005.044960,B1_31,0.078
,,00005.045040,B1_34,0.015
,,00005.045440,B1_11,0.024
,,00005.045920,B1_41,0.021
,,00005.045920,B1_43,0.033
,,00005.046000,B1_13,0.081
,,00005.046160,B1_23,0.064
,,00005.046240,B1_12,0.036
,,00005.046320,B1_33,0.028
,,00005.046400,B1_32,0.038
,,00005.047280,B1_24,0.091
,,00005.048000,B1_34,0.037
,,00005.048080,B1_14,0.02
,,00005.048240,B1_31,0.075
,,00005.048400,B1_41,0.011
,,00005.048480,B1_23,0.043
,,00005.048560,B1_12,0.025
,,00005.048640,B1_13,0.081
,,00005.048960,B1_11,0.024
,,00005.049200,B1_43,0.044
,,00005.049520,B1_22,0.018
,,00005.050080,B1_33,0.016
,,00005.050240,B1_24,0.043
,,00005.050400,B1_32,0.058
,,00005.051040,B1_13,0.086
,,00005.051200,B1_12,0.045
,,00005.051760,B1_23,0.041
,,00005.052080,B1_34,0.049
,,00005.052240,B1_31,0.061
,,00005.052880,B1_24,0.09
,,00005.052960,B1_32,0.168
,,00005.053280,B1_11,0.03
,,00005.053360,B1_13,0.052
,,00005.053440,B1_12,0.052
,,00005.053520,B1_42,0.024
,,00005.054080,B1_23,0.073
,,00005.054720,B1_33,0.017
,,00005.054800,B1_34,0.024
,,00005.055360,B1_43,0.034
,,00005.055520,B1_41,0.016
,,00005.055920,B1_13,0.058
,,00005.056240,B1_12,0.059
,,00005.056400,B1_31,0.058
,,00005.056640,B1_23,0.041
,,00005.056720,B1_24,0.069
,,00005.057440,B1_32,0.065
,,00005.058000,B1_14,0.016
,,00005.058160,B1_34,0.073
,,00005.058480,B1_12,0.019
,,00005.058960,B1_23,0.051
,,00005.059120,B1_13,0.077
,,00005.059280,B1_24,0.027
,,00005.059520,B1_11,0.021
,,00005.059680,B1_31,0.038
,,00005.059840,B1_32,0.13
,,00005.059840,B1_43,0.043
,,00005.060800,B1_12,0.041
,,00005.061040,B1_34,0.014
,,00005.061760,B1_24,0.047
,,00005.061920,B1_31,0.096
,,00005.062320,B1_13,0.082
,,00005.062400,B1_33,0.026
,,00005.062480,B1_23,0.096
,,00005.063280,B1_22,0.009
,,00005.063440,B1_32,0.129
,,00005.063600,B1_12,0.035
,,00005.064080,B1_24,0.094
,,00005.064320,B1_34,0.054
,,00005.064560,B1_31,0.048
,,00005.065040,B1_13,0.057
,,00005.065360,B1_23,0.121
,,00005.065360,B1_43,0.031
,,00005.065520,B1_41,0.017
,,00005.066080,B1_11,0.025
,,00005.066640,B1_24,0.085
,,00005.066880,B1_32,0.072
,,00005.067440,B1_12,0.023
,,00005.067440,B1_34,0.028
,,00005.067520,B1_14,0.016
,,00005.067920,B1_13,0.037
,,00005.068000,B1_31,0.04
,,00005.068560,B1_23,0.04
,,00005.069040,B1_24,0.031
,,00005.069120,B1_32,0.072
,,00005.070160,B1_13,0.146
,,00005.070320,B1_12,0.028
,,00005.070400,B1_31,0.064
,,00005.070480,B1_34,0.033
,,00005.070560,B1_42,0.03
,,00005.071120,B1_23,0.053
,,00005.071680,B1_32,0.148
,,00005.072240,B1_24,0.056
,,00005.072560,B1_43,0.027
,,00005.072720,B1_13,0.051
,,00005.073040,B1_34,0.027
,,00005.073520,B1_12,0.024
,,00005.073920,B1_23,0.049
,,00005.075040,B1_31,0.075
,,00005.075200,B1_13,0.027
,,00005.075520,B1_34,0.055
,,00005.076080,B1_24,0.016
,,00005.076560,B1_42,0.016
,,00005.076880,B1_32,0.031
,,00005.077120,B1_12,0.027
,,00005.077280,B1_31,0.088
,,00005.077520,B1_23,0.031
,,00005.078640,B1_13,0.163
,,00005.078640,B1_24,0.04
,,00005.079520,B1_32,0.047
,,00005.079600,B1_31,0.049
,,00005.079680,B1_43,0.027
,,00005.080000,B1_23,0.036
,,00005.080960,B1_34,0.018
,,00005.081280,B1_13,0.056
,,00005.081440,B1_12,0.026
,,00005.082080,B1_31,0.052
,,00005.082480,B1_24,0.032
,,00005.082480,B1_41,0.01
,,00005.082560,B1_23,0.022
,,00005.083280,B1_32,0.028
,,00005.083760,B1_34,0.05
,,00005.084320,B1_13,0.053
,,00005.084800,B1_11,0.026
,,00005.085120,B1_31,0.019
,,00005.085520,B1_23,0.02
,,00005.085600,B1_24,0.026
,,00005.085920,B1_12,0.032
,,00005.086080,B1_34,0.018
,,00005.087040,B1_13,0.043
,,00005.087840,B1_24,0.084
,,00005.088240,B1_32,0.018
,,00005.088400,B1_23,0.028
,,00005.088480,B1_12,0.018
,,00005.088720,B1_34,0.02
,,00005.089360,B1_13,0.03
,,00005.090480,B1_24,0.041
,,00005.090880,B1_32,0.053
,,00005.091200,B1_34,0.085
,,00005.092000,B1_12,0.032
,,00005.092400,B1_13,0.028
,,00005.092640,B1_23,0.03
,,00005.092720,B1_24,0.019
,,00005.093440,B1_31,0.063
,,00005.093600,B1_34,0.036
,,00005.095280,B1_23,0.034
,,00005.095360,B1_13,0.018
,,00005.095440,B1_32,0.024
,,00005.096800,B1_31,0.035
,,00005.097760,B1_11,0.019
,,00005.098160,B1_13,0.05
,,00005.098880,B1_12,0.031
,,00005.099120,B1_23,0.028
,,00005.099440,B1_31,0.144
,,00005.099680,B1_32,0.023
,,00005.100160,B1_24,0.067
,,00005.100800,B1_13,0.059
,,00005.100800,B1_34,0.07
,,00005.101440,B1_23,0.031
,,00005.102640,B1_32,0.025
,,00005.102720,B1_33,0.02
,,00005.103120,B1_24,0.011
,,00005.103280,B1_34,0.013
,,00005.103920,B1_23,0.024
,,00005.105360,B1_13,0.034
,,00005.105920,B1_12,0.022
,,00005.106000,B1_24,0.02
,,00005.106320,B1_31,0.066
,,00005.106800,B1_23,0.024
,,00005.108320,B1_13,0.125
,,00005.108560,B1_24,0.018
,,00005.109200,B1_31,0.01
,,00005.109360,B1_23,0.027
,,00005.110480,B1_11,0.018
