Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D52_POSTsiembra_P2_B4_200,00000.370080,B4_14,0.034
Description,,00000.375520,B4_14,0.018
Maestro Edge (Maestro-091) Settings,,00000.384560,B4_14,0.018
   Original File Time,06/07/2024 14:15:19,00000.388080,B4_14,0.023
   Sampling Frequency,12.5 kHz,00000.392080,B4_14,0.024
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.394160,B4_44,0.02
   Experiment Start Time,06/07/2024 13:54:49,00000.396080,B4_14,0.027
   Referencing Method,Median,00000.396640,B4_34,0.033
   Analog Mode Setting,Neural Spikes,00000.399840,B4_14,0.024
   Plate Type,CytoView MEA 24,00000.400160,B4_23,0.023
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.401280,B4_34,0.028
   Digital High Pass Filter,200 Hz IIR,00000.402080,B4_14,0.021
   Temperature Set Point,37.0 Degrees C,00000.404400,B4_44,0.025
   Current Temperature,37.1 Degrees C,00000.405040,B4_34,0.027
   Heater Power,On,00000.405200,B4_14,0.031
   Legacy Heating Mode,Off,00000.405200,B4_33,0.023
   Barcode Plate Type,TwentyFourWell,00000.407840,B4_32,0.02
   Plate Serial Number,114-0325,00000.408880,B4_34,0.032
   CO2 Conc. Set Point,5.0 %,00000.409920,B4_23,0.027
   Actual CO2 Conc.,5.0 %,00000.410960,B4_32,0.02
   Gas Mixer Status,Regulating,00000.411120,B4_14,0.046
   AxIS Version,3.10.3.6,00000.412080,B4_34,0.034
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00000.412400,B4_23,0.033
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.413760,B4_14,0.028
,,00000.414400,B4_33,0.015
Spike Detector Settings,,00000.415280,B4_23,0.031
   Method,Adaptive Threshold Crossing,00000.416400,B4_34,0.035
   Threshold,6,00000.417120,B4_14,0.027
   Threshold Status,Variable,00000.417360,B4_22,0.019
   Threshold Crossing Only,True,00000.418240,B4_33,0.037
   Pre-Spike Duration,0.84 ms,00000.419040,B4_23,0.028
   Post-Spike Duration,2.16 ms,00000.419280,B4_44,0.022
   Coincident Event Filter,Default (Well),00000.419440,B4_34,0.036
   Coincidence Occurrence Threshold,4 Electrodes,00000.420160,B4_14,0.038
   Coincidence Event Window,80 µs,00000.420560,B4_22,0.032
   Allow Sample Overlap,false,00000.421440,B4_32,0.027
   Spike Count Interval,1 s,00000.421600,B4_33,0.034
,,00000.422560,B4_14,0.041
,,00000.422640,B4_34,0.064
,,00000.422880,B4_44,0.018
,,00000.423280,B4_31,0.025
,,00000.423920,B4_21,0.019
,,00000.424080,B4_33,0.018
,,00000.424720,B4_32,0.027
,,00000.425200,B4_14,0.036
,,00000.425440,B4_34,0.033
,,00000.425680,B4_23,0.046
,,00000.426080,B4_31,0.035
,,00000.426160,B4_44,0.029
,,00000.426480,B4_33,0.021
,,00000.426560,B4_21,0.031
,,00000.427280,B4_22,0.018
,,00000.427360,B4_32,0.025
,,00000.427360,B4_41,0.012
,,00000.427520,B4_14,0.036
,,00000.428400,B4_31,0.029
,,00000.428560,B4_34,0.035
,,00000.429200,B4_33,0.021
,,00000.429360,B4_23,0.037
,,00000.429760,B4_14,0.038
,,00000.429920,B4_21,0.036
,,00000.430000,B4_32,0.031
,,00000.430480,B4_44,0.022
,,00000.430960,B4_34,0.038
,,00000.431840,B4_22,0.025
,,00000.431840,B4_23,0.052
,,00000.432240,B4_33,0.028
,,00000.432560,B4_43,0.029
,,00000.432720,B4_21,0.031
,,00000.432800,B4_32,0.032
,,00000.433120,B4_14,0.058
,,00000.433120,B4_31,0.025
,,00000.433200,B4_34,0.036
,,00000.434480,B4_22,0.027
,,00000.434960,B4_23,0.049
,,00000.435360,B4_31,0.03
,,00000.435520,B4_14,0.03
,,00000.435600,B4_44,0.03
,,00000.435920,B4_11,0.022
,,00000.436000,B4_34,0.052
,,00000.436160,B4_21,0.032
,,00000.436320,B4_32,0.052
,,00000.436560,B4_43,0.038
,,00000.436800,B4_33,0.035
,,00000.437040,B4_22,0.027
,,00000.437440,B4_23,0.057
,,00000.437920,B4_14,0.03
,,00000.438240,B4_31,0.033
,,00000.438560,B4_21,0.031
,,00000.438720,B4_34,0.033
,,00000.439040,B4_44,0.026
,,00000.439120,B4_32,0.03
,,00000.439680,B4_33,0.031
,,00000.440080,B4_22,0.022
,,00000.440720,B4_43,0.042
,,00000.441040,B4_31,0.039
,,00000.441360,B4_32,0.046
,,00000.441440,B4_23,0.033
,,00000.442000,B4_33,0.016
,,00000.442160,B4_34,0.052
,,00000.442480,B4_14,0.033
,,00000.443520,B4_31,0.038
,,00000.443760,B4_32,0.026
,,00000.443840,B4_22,0.024
,,00000.444000,B4_23,0.041
,,00000.444560,B4_33,0.019
,,00000.444640,B4_34,0.036
,,00000.444880,B4_14,0.041
,,00000.445040,B4_44,0.03
,,00000.445840,B4_31,0.019
,,00000.445920,B4_41,0.008
,,00000.446160,B4_32,0.035
,,00000.446480,B4_43,0.021
,,00000.447600,B4_22,0.035
,,00000.447600,B4_34,0.031
,,00000.447760,B4_21,0.023
,,00000.448000,B4_14,0.025
,,00000.448080,B4_44,0.023
,,00000.448400,B4_32,0.029
,,00000.448560,B4_23,0.033
,,00000.448880,B4_31,0.024
,,00000.449760,B4_33,0.03
,,00000.450320,B4_34,0.049
,,00000.450800,B4_14,0.02
,,00000.450800,B4_43,0.02
,,00000.451600,B4_23,0.056
,,00000.451680,B4_32,0.031
,,00000.452160,B4_22,0.023
,,00000.452480,B4_31,0.026
,,00000.452800,B4_34,0.038
,,00000.453120,B4_33,0.017
,,00000.453280,B4_14,0.027
,,00000.454000,B4_32,0.031
,,00000.454320,B4_23,0.034
,,00000.454640,B4_11,0.059
,,00000.454720,B4_31,0.026
,,00000.455280,B4_22,0.042
,,00000.455680,B4_33,0.025
,,00000.456000,B4_14,0.047
,,00000.456160,B4_44,0.022
,,00000.456640,B4_34,0.041
,,00000.456720,B4_32,0.023
,,00000.457760,B4_22,0.019
,,00000.457920,B4_33,0.026
,,00000.458720,B4_31,0.029
,,00000.458880,B4_34,0.032
,,00000.458880,B4_44,0.027
,,00000.459680,B4_11,0.028
,,00000.459840,B4_14,0.03
,,00000.460080,B4_23,0.024
,,00000.460400,B4_21,0.023
,,00000.460720,B4_32,0.018
,,00000.461200,B4_31,0.049
,,00000.461360,B4_34,0.03
,,00000.461440,B4_22,0.02
,,00000.462560,B4_11,0.016
,,00000.462720,B4_33,0.025
,,00000.463280,B4_32,0.039
,,00000.463440,B4_14,0.022
,,00000.463600,B4_34,0.025
,,00000.463680,B4_21,0.016
,,00000.463680,B4_22,0.019
,,00000.464000,B4_31,0.033
,,00000.464720,B4_23,0.028
,,00000.465360,B4_41,0.011
,,00000.466240,B4_34,0.041
,,00000.466480,B4_31,0.033
,,00000.466480,B4_32,0.023
,,00000.466560,B4_33,0.03
,,00000.466960,B4_44,0.02
,,00000.468320,B4_23,0.034
,,00000.468960,B4_31,0.057
,,00000.469040,B4_34,0.049
,,00000.469120,B4_14,0.028
,,00000.469280,B4_44,0.025
,,00000.469360,B4_33,0.023
,,00000.469360,B4_41,0.008
,,00000.469680,B4_22,0.015
,,00000.470400,B4_21,0.017
,,00000.470880,B4_23,0.029
,,00000.470960,B4_32,0.031
,,00000.471520,B4_44,0.018
,,00000.471680,B4_31,0.024
,,00000.472080,B4_33,0.018
,,00000.472640,B4_14,0.024
,,00000.472960,B4_34,0.051
,,00000.473360,B4_21,0.021
,,00000.473920,B4_44,0.024
,,00000.474480,B4_22,0.018
,,00000.474720,B4_31,0.023
,,00000.474880,B4_32,0.036
,,00000.475200,B4_23,0.055
,,00000.475200,B4_33,0.025
,,00000.475600,B4_34,0.033
,,00000.475760,B4_14,0.036
,,00000.477600,B4_22,0.024
,,00000.477760,B4_31,0.017
,,00000.478080,B4_34,0.018
,,00000.478240,B4_23,0.031
,,00000.478720,B4_21,0.023
,,00000.479200,B4_44,0.018
,,00000.479360,B4_14,0.029
,,00000.479840,B4_32,0.018
,,00000.480080,B4_22,0.016
,,00000.480320,B4_34,0.04
,,00000.481040,B4_23,0.025
,,00000.481280,B4_33,0.025
,,00000.481600,B4_14,0.039
,,00000.482560,B4_21,0.021
,,00000.482560,B4_22,0.012
,,00000.483920,B4_34,0.037
,,00000.484160,B4_33,0.033
,,00000.484720,B4_41,0.014
,,00000.484880,B4_22,0.018
,,00000.485360,B4_31,0.029
,,00000.485680,B4_21,0.023
,,00000.486160,B4_23,0.03
,,00000.486160,B4_32,0.031
,,00000.486320,B4_34,0.032
,,00000.486880,B4_33,0.024
,,00000.487040,B4_14,0.035
,,00000.487200,B4_44,0.022
,,00000.488320,B4_31,0.026
,,00000.488480,B4_32,0.029
,,00000.488880,B4_34,0.03
,,00000.489200,B4_23,0.025
,,00000.489920,B4_44,0.022
,,00000.490400,B4_14,0.034
,,00000.490960,B4_33,0.021
,,00000.491360,B4_41,0.011
,,00000.491440,B4_34,0.017
,,00000.491760,B4_32,0.023
,,00000.492160,B4_31,0.022
,,00000.493280,B4_33,0.025
,,00000.493760,B4_23,0.052
,,00000.494080,B4_43,0.026
,,00000.494240,B4_21,0.022
,,00000.494560,B4_34,0.035
,,00000.494800,B4_22,0.026
,,00000.494880,B4_14,0.028
,,00000.495120,B4_32,0.031
,,00000.495200,B4_31,0.047
,,00000.496720,B4_21,0.027
,,00000.496800,B4_34,0.035
,,00000.497200,B4_33,0.027
,,00000.497520,B4_23,0.036
,,00000.497600,B4_31,0.026
,,00000.497760,B4_14,0.016
,,00000.498160,B4_32,0.029
