Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D52_POSTsiembra_P2_C3_100,00001.930400,C3_32,0.013
Description,,00007.389840,C3_11,0.034
Maestro Edge (Maestro-091) Settings,,00007.391200,C3_22,0.023
   Original File Time,06/07/2024 14:28:51,00007.393360,C3_11,0.014
   Sampling Frequency,12.5 kHz,00007.395840,C3_11,0.022
   Voltage Scale,-5.484861781483107E-08 V/sample,00007.399200,C3_11,0.044
   Experiment Start Time,06/07/2024 13:54:49,00007.402480,C3_11,0.016
   Referencing Method,Median,00007.402880,C3_12,0.025
   Analog Mode Setting,Neural Spikes,00007.402880,C3_22,0.026
   Plate Type,CytoView MEA 24,00007.405360,C3_33,0.031
   Digital Low Pass Filter,3 kHz Kaiser Window,00007.407040,C3_11,0.045
   Digital High Pass Filter,200 Hz IIR,00007.407840,C3_12,0.021
   Temperature Set Point,37.0 Degrees C,00007.409360,C3_33,0.022
   Current Temperature,37.0 Degrees C,00007.409920,C3_11,0.028
   Heater Power,On,00007.410640,C3_23,0.026
   Legacy Heating Mode,Off,00007.412400,C3_22,0.021
   Barcode Plate Type,TwentyFourWell,00007.412640,C3_11,0.05
   Plate Serial Number,114-0325,00007.412960,C3_31,0.029
   CO2 Conc. Set Point,5.0 %,00007.413520,C3_23,0.074
   Actual CO2 Conc.,5.1 %,00007.414000,C3_32,0.028
   Gas Mixer Status,Regulating,00007.414800,C3_22,0.024
   AxIS Version,3.10.3.6,00007.415040,C3_11,0.029
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00007.415280,C3_13,0.014
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00007.415840,C3_33,0.016
,,00007.416080,C3_31,0.018
Spike Detector Settings,,00007.416960,C3_12,0.096
   Method,Adaptive Threshold Crossing,00007.417040,C3_32,0.065
   Threshold,6,00007.418320,C3_23,0.034
   Threshold Status,Variable,00007.418640,C3_33,0.025
   Threshold Crossing Only,True,00007.418720,C3_22,0.024
   Pre-Spike Duration,0.84 ms,00007.418880,C3_11,0.13
   Post-Spike Duration,2.16 ms,00007.419040,C3_31,0.024
   Coincident Event Filter,Default (Well),00007.419120,C3_13,0.02
   Coincidence Occurrence Threshold,4 Electrodes,00007.419360,C3_43,0.03
   Coincidence Event Window,80 µs,00007.420320,C3_12,0.016
   Allow Sample Overlap,false,00007.420560,C3_32,0.038
   Spike Count Interval,1 s,00007.421360,C3_11,0.034
,,00007.421360,C3_21,0.018
,,00007.421840,C3_23,0.048
,,00007.421840,C3_33,0.041
,,00007.421920,C3_22,0.02
,,00007.422720,C3_43,0.028
,,00007.422960,C3_12,0.119
,,00007.423600,C3_32,0.035
,,00007.423840,C3_13,0.027
,,00007.424240,C3_11,0.051
,,00007.424240,C3_33,0.022
,,00007.424960,C3_23,0.019
,,00007.425040,C3_34,0.011
,,00007.425200,C3_31,0.031
,,00007.425360,C3_22,0.043
,,00007.425440,C3_21,0.018
,,00007.425680,C3_12,0.028
,,00007.425920,C3_32,0.036
,,00007.426320,C3_43,0.027
,,00007.426640,C3_42,0.026
,,00007.427280,C3_33,0.031
,,00007.427360,C3_14,0.015
,,00007.427760,C3_13,0.018
,,00007.427760,C3_22,0.025
,,00007.427840,C3_23,0.03
,,00007.427920,C3_11,0.047
,,00007.428080,C3_12,0.048
,,00007.428560,C3_32,0.029
,,00007.429360,C3_43,0.017
,,00007.430320,C3_14,0.024
,,00007.430560,C3_12,0.026
,,00007.430640,C3_11,0.036
