Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D52_POSTsiembra_P2_C1_500,00001.881920,C1_13,0.091
Description,,00001.884240,C1_13,0.015
Maestro Edge (Maestro-091) Settings,,00002.440880,C1_11,0.017
   Original File Time,06/07/2024 14:24:19,00002.476000,C1_13,0.089
   Sampling Frequency,12.5 kHz,00002.478320,C1_13,0.009
   Voltage Scale,-5.484861781483107E-08 V/sample,00002.640800,C1_11,0.018
   Experiment Start Time,06/07/2024 13:54:49,00002.834240,C1_13,0.086
   Referencing Method,Median,00002.992880,C1_23,0.016
   Analog Mode Setting,Neural Spikes,00003.083280,C1_11,0.018
   Plate Type,CytoView MEA 24,00003.293920,C1_13,0.086
   Digital Low Pass Filter,3 kHz Kaiser Window,00003.462480,C1_13,0.066
   Digital High Pass Filter,200 Hz IIR,00003.469040,C1_13,0.081
   Temperature Set Point,37.0 Degrees C,00003.471280,C1_13,0.01
   Current Temperature,37.0 Degrees C,00003.480080,C1_13,0.052
   Heater Power,On,00003.485600,C1_13,0.037
   Legacy Heating Mode,Off,00003.488080,C1_13,0.019
   Barcode Plate Type,TwentyFourWell,00003.490960,C1_11,0.049
   Plate Serial Number,114-0325,00003.491040,C1_13,0.034
   CO2 Conc. Set Point,5.0 %,00003.491680,C1_22,0.099
   Actual CO2 Conc.,5.0 %,00003.492240,C1_43,0.011
   Gas Mixer Status,Regulating,00003.494240,C1_12,0.063
   AxIS Version,3.10.3.6,00003.495040,C1_11,0.053
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00003.496880,C1_13,0.087
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00003.497120,C1_12,0.018
,,00003.497920,C1_11,0.027
Spike Detector Settings,,00003.498640,C1_22,0.074
   Method,Adaptive Threshold Crossing,00003.499680,C1_13,0.259
   Threshold,6,00003.500160,C1_12,0.061
   Threshold Status,Variable,00003.500640,C1_11,0.034
   Threshold Crossing Only,True,00003.501600,C1_22,0.029
   Pre-Spike Duration,0.84 ms,00003.502640,C1_13,0.08
   Post-Spike Duration,2.16 ms,00003.502880,C1_12,0.099
   Coincident Event Filter,Default (Well),00003.504000,C1_11,0.048
   Coincidence Occurrence Threshold,4 Electrodes,00003.504000,C1_23,0.021
   Coincidence Event Window,80 µs,00003.504720,C1_43,0.1
   Allow Sample Overlap,false,00003.505200,C1_22,0.077
   Spike Count Interval,1 s,00003.505280,C1_13,0.154
,,00003.505520,C1_12,0.036
,,00003.506400,C1_33,0.017
,,00003.506960,C1_32,0.021
,,00003.507280,C1_11,0.064
,,00003.507520,C1_13,0.035
,,00003.507920,C1_22,0.068
,,00003.507920,C1_43,0.075
,,00003.508320,C1_12,0.053
,,00003.508400,C1_31,0.019
,,00003.510000,C1_11,0.031
,,00003.510320,C1_32,0.017
,,00003.510320,C1_43,0.017
,,00003.510400,C1_22,0.092
,,00003.510560,C1_13,0.091
,,00003.510880,C1_12,0.075
,,00003.510960,C1_23,0.026
,,00003.511360,C1_31,0.024
,,00003.511920,C1_24,0.02
,,00003.512480,C1_11,0.04
,,00003.512560,C1_34,0.019
,,00003.512640,C1_32,0.026
,,00003.512800,C1_22,0.029
,,00003.513200,C1_12,0.056
,,00003.513200,C1_23,0.021
,,00003.513600,C1_33,0.019
,,00003.513760,C1_13,0.041
,,00003.513840,C1_31,0.018
,,00003.514400,C1_43,0.039
,,00003.514720,C1_24,0.014
,,00003.515440,C1_11,0.033
,,00003.515520,C1_12,0.048
,,00003.515520,C1_32,0.022
,,00003.516000,C1_13,0.042
,,00003.516080,C1_23,0.027
,,00003.516080,C1_34,0.018
,,00003.516240,C1_33,0.021
,,00003.516400,C1_22,0.062
,,00003.518240,C1_12,0.043
,,00003.518320,C1_31,0.021
,,00003.518480,C1_13,0.107
,,00003.518480,C1_32,0.025
,,00003.518640,C1_33,0.034
,,00003.518960,C1_11,0.032
,,00003.519280,C1_23,0.017
,,00003.519440,C1_22,0.024
,,00003.520000,C1_42,0.014
,,00003.520240,C1_24,0.025
,,00003.520480,C1_12,0.056
,,00003.520640,C1_43,0.022
,,00003.520800,C1_31,0.029
,,00003.521200,C1_32,0.018
,,00003.521200,C1_34,0.016
,,00003.521520,C1_13,0.026
,,00003.521760,C1_11,0.039
,,00003.521760,C1_22,0.059
,,00003.522000,C1_33,0.025
,,00003.522160,C1_23,0.022
,,00003.522880,C1_43,0.012
,,00003.523120,C1_24,0.027
,,00003.523200,C1_12,0.032
,,00003.524400,C1_11,0.06
,,00003.524480,C1_22,0.048
,,00003.524480,C1_34,0.029
,,00003.524720,C1_13,0.039
,,00003.525200,C1_43,0.015
,,00003.525360,C1_32,0.017
,,00003.525680,C1_24,0.024
,,00003.525680,C1_33,0.031
,,00003.526080,C1_23,0.024
,,00003.526240,C1_31,0.024
,,00003.526720,C1_11,0.03
,,00003.526720,C1_12,0.061
,,00003.527120,C1_42,0.013
,,00003.527280,C1_13,0.018
,,00003.527920,C1_32,0.018
,,00003.528000,C1_22,0.034
,,00003.528240,C1_33,0.023
,,00003.528240,C1_34,0.018
,,00003.528400,C1_43,0.023
,,00003.528640,C1_23,0.03
,,00003.529120,C1_11,0.075
,,00003.529200,C1_12,0.035
,,00003.529760,C1_31,0.023
,,00003.529840,C1_13,0.037
,,00003.530240,C1_32,0.021
,,00003.530400,C1_22,0.037
,,00003.530720,C1_41,0.009
,,00003.531120,C1_33,0.017
,,00003.531200,C1_34,0.034
,,00003.531200,C1_43,0.016
,,00003.532000,C1_11,0.034
,,00003.532160,C1_12,0.019
,,00003.532560,C1_32,0.022
,,00003.532720,C1_31,0.019
,,00003.533040,C1_22,0.038
,,00003.533120,C1_23,0.02
,,00003.533680,C1_13,0.046
,,00003.534000,C1_43,0.018
,,00003.534560,C1_12,0.044
