Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D52_POSTsiembra_P1_B3_200msec,00003.758080,B3_11,0.057
Description,,00003.762480,B3_11,0.023
Maestro Edge (Maestro-091) Settings,,00003.765760,B3_11,0.044
   Original File Time,06/07/2024 11:11:35,00003.768320,B3_11,0.022
   Sampling Frequency,12.5 kHz,00003.769840,B3_23,0.022
   Voltage Scale,-5.484861781483107E-08 V/sample,00003.770640,B3_11,0.028
   Experiment Start Time,06/07/2024 10:30:31,00003.773120,B3_11,0.036
   Referencing Method,Median,00003.775360,B3_23,0.02
   Analog Mode Setting,Neural Spikes,00003.777520,B3_11,0.044
   Plate Type,CytoView MEA 24,00003.779760,B3_23,0.023
   Digital Low Pass Filter,3 kHz Kaiser Window,00003.779840,B3_11,0.044
   Digital High Pass Filter,200 Hz IIR,00003.780320,B3_12,0.02
   Temperature Set Point,37.0 Degrees C,00003.780960,B3_32,0.039
   Current Temperature,37.0 Degrees C,00003.782240,B3_13,0.045
   Heater Power,On,00003.782640,B3_11,0.071
   Legacy Heating Mode,Off,00003.783040,B3_23,0.022
   Barcode Plate Type,TwentyFourWell,00003.785600,B3_13,0.063
   Plate Serial Number,114-0350,00003.785680,B3_11,0.032
   CO2 Conc. Set Point,5.0 %,00003.785760,B3_32,0.032
   Actual CO2 Conc.,5.0 %,00003.785840,B3_21,0.037
   Gas Mixer Status,Regulating,00003.786160,B3_23,0.022
   AxIS Version,3.10.3.6,00003.788240,B3_11,0.034
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00003.788400,B3_13,0.04
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00003.790320,B3_23,0.032
,,00003.790720,B3_13,0.117
Spike Detector Settings,,00003.791360,B3_11,0.036
   Method,Adaptive Threshold Crossing,00003.792000,B3_21,0.046
   Threshold,6,00003.792400,B3_32,0.034
   Threshold Status,Variable,00003.793360,B3_31,0.023
   Threshold Crossing Only,True,00003.793520,B3_23,0.03
   Pre-Spike Duration,0.84 ms,00003.793600,B3_11,0.057
   Post-Spike Duration,2.16 ms,00003.795600,B3_13,0.065
   Coincident Event Filter,Default (Well),00003.795760,B3_32,0.029
   Coincidence Occurrence Threshold,4 Electrodes,00003.797600,B3_21,0.018
   Coincidence Event Window,80 µs,00003.798160,B3_13,0.054
   Allow Sample Overlap,false,00003.798480,B3_23,0.025
   Spike Count Interval,1 s,00003.798800,B3_11,0.042
,,00003.798880,B3_32,0.03
,,00003.799520,B3_31,0.03
,,00003.800720,B3_23,0.028
,,00003.801120,B3_11,0.049
,,00003.801760,B3_13,0.101
,,00003.801760,B3_32,0.039
,,00003.802560,B3_31,0.021
,,00003.804640,B3_11,0.03
,,00003.804640,B3_23,0.021
,,00003.804800,B3_13,0.016
,,00003.805040,B3_31,0.024
,,00003.806560,B3_34,0.029
,,00003.807280,B3_11,0.03
,,00003.808400,B3_31,0.017
,,00003.809360,B3_21,0.026
,,00003.809760,B3_11,0.043
,,00003.809920,B3_23,0.022
,,00003.810080,B3_32,0.028
,,00003.810400,B3_13,0.096
,,00003.811680,B3_22,0.02
,,00003.812240,B3_21,0.025
,,00003.812240,B3_23,0.033
,,00003.812320,B3_11,0.035
,,00003.814160,B3_32,0.059
,,00003.814720,B3_33,0.032
,,00003.815600,B3_23,0.029
,,00003.816000,B3_11,0.059
,,00003.816000,B3_21,0.036
,,00003.816640,B3_43,0.016
,,00003.816880,B3_32,0.028
,,00003.817120,B3_13,0.101
,,00003.818320,B3_11,0.057
,,00003.818480,B3_21,0.026
,,00003.819600,B3_42,0.027
,,00003.819680,B3_34,0.024
,,00003.820400,B3_13,0.038
,,00003.821200,B3_11,0.035
,,00003.821520,B3_33,0.027
,,00003.822720,B3_32,0.021
,,00003.822960,B3_23,0.037
,,00003.822960,B3_34,0.019
,,00003.823280,B3_13,0.021
,,00003.824240,B3_42,0.026
,,00003.824960,B3_11,0.045
,,00003.825040,B3_21,0.026
,,00003.825200,B3_23,0.019
,,00003.825600,B3_32,0.069
,,00003.825760,B3_34,0.025
,,00003.826480,B3_31,0.019
,,00003.827360,B3_11,0.049
,,00003.827360,B3_13,0.111
,,00003.827760,B3_33,0.027
,,00003.828800,B3_23,0.027
,,00003.829200,B3_43,0.028
,,00003.829600,B3_21,0.025
,,00003.829840,B3_13,0.025
,,00003.830240,B3_42,0.028
,,00003.831040,B3_23,0.039
,,00003.831120,B3_11,0.028
,,00003.831520,B3_32,0.037
,,00003.832080,B3_41,0.014
,,00003.832480,B3_31,0.026
,,00003.832720,B3_34,0.025
,,00003.832720,B3_44,0.025
,,00003.832960,B3_13,0.041
,,00003.833040,B3_42,0.032
,,00003.833200,B3_43,0.039
,,00003.833520,B3_23,0.025
,,00003.834160,B3_11,0.067
,,00003.835040,B3_32,0.064
,,00003.835280,B3_41,0.021
,,00003.835760,B3_13,0.052
,,00003.836560,B3_11,0.039
,,00003.837200,B3_34,0.032
,,00003.837440,B3_32,0.056
,,00003.837600,B3_23,0.026
,,00003.837760,B3_44,0.036
,,00003.837920,B3_31,0.05
,,00003.838080,B3_42,0.037
,,00003.838240,B3_13,0.093
,,00003.838240,B3_43,0.031
,,00003.838400,B3_33,0.043
,,00003.838800,B3_21,0.052
,,00003.839120,B3_11,0.05
,,00003.839200,B3_41,0.016
,,00003.839680,B3_34,0.033
,,00003.839840,B3_23,0.031
,,00003.840480,B3_31,0.027
,,00003.840560,B3_43,0.028
,,00003.840720,B3_32,0.047
,,00003.840800,B3_33,0.046
,,00003.840800,B3_42,0.029
,,00003.841920,B3_11,0.053
,,00003.842320,B3_34,0.024
,,00003.842560,B3_23,0.036
,,00003.842960,B3_32,0.043
,,00003.843120,B3_13,0.05
,,00003.843680,B3_41,0.017
,,00003.843680,B3_42,0.029
,,00003.843680,B3_44,0.027
,,00003.843760,B3_33,0.046
,,00003.844080,B3_31,0.018
,,00003.844640,B3_34,0.08
,,00003.844800,B3_21,0.033
,,00003.844960,B3_11,0.066
,,00003.845040,B3_12,0.019
,,00003.845120,B3_43,0.021
,,00003.845280,B3_23,0.047
,,00003.845920,B3_32,0.029
,,00003.846240,B3_13,0.023
,,00003.846480,B3_33,0.071
,,00003.847120,B3_31,0.034
,,00003.847360,B3_42,0.046
,,00003.847520,B3_11,0.034
,,00003.847520,B3_34,0.046
,,00003.848000,B3_21,0.023
,,00003.848000,B3_24,0.033
,,00003.848320,B3_23,0.053
,,00003.848720,B3_44,0.04
