Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D52_POSTsiembra_P1_B4_200msec,00000.474560,B4_21,0.022
Description,,00000.493520,B4_42,0.02
Maestro Edge (Maestro-091) Settings,,00001.252800,B4_21,0.02
   Original File Time,06/07/2024 10:47:51,00001.368800,B4_42,0.025
   Sampling Frequency,12.5 kHz,00001.733920,B4_42,0.021
   Voltage Scale,-5.484861781483107E-08 V/sample,00002.013680,B4_11,0.019
   Experiment Start Time,06/07/2024 10:30:31,00002.391760,B4_42,0.021
   Referencing Method,Median,00002.407280,B4_21,0.021
   Analog Mode Setting,Neural Spikes,00002.464560,B4_42,0.017
   Plate Type,CytoView MEA 24,00002.544640,B4_21,0.02
   Digital Low Pass Filter,3 kHz Kaiser Window,00003.202240,B4_11,0.02
   Digital High Pass Filter,200 Hz IIR,00004.114560,B4_42,0.02
   Temperature Set Point,37.0 Degrees C,00004.291680,B4_21,0.018
   Current Temperature,37.1 Degrees C,00004.559120,B4_21,0.021
   Heater Power,On,00004.755840,B4_21,0.02
   Legacy Heating Mode,Off,00005.084320,B4_42,0.02
   Barcode Plate Type,TwentyFourWell,00005.600080,B4_11,0.016
   Plate Serial Number,114-0350,00005.609680,B4_11,0.021
   CO2 Conc. Set Point,5.0 %,00005.661680,B4_11,0.019
   Actual CO2 Conc.,5.0 %,00005.787520,B4_42,0.023
   Gas Mixer Status,Regulating,00005.852160,B4_21,0.022
   AxIS Version,3.10.3.6,00007.646320,B4_11,0.027
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00007.674720,B4_21,0.019
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00008.135200,B4_21,0.021
,,00008.787040,B4_21,0.022
Spike Detector Settings,,00009.762400,B4_21,0.021
   Method,Adaptive Threshold Crossing,00009.959680,B4_11,0.018
   Threshold,6,00011.088240,B4_42,0.021
   Threshold Status,Variable,00011.252720,B4_21,0.022
   Threshold Crossing Only,True,00011.366160,B4_21,0.02
   Pre-Spike Duration,0.84 ms,00011.697120,B4_11,0.02
   Post-Spike Duration,2.16 ms,00011.701040,B4_11,0.019
   Coincident Event Filter,Default (Well),00011.709200,B4_11,0.02
   Coincidence Occurrence Threshold,4 Electrodes,00012.005520,B4_21,0.019
   Coincidence Event Window,80 µs,00012.225440,B4_42,0.021
   Allow Sample Overlap,false,00012.643440,B4_11,0.063
   Spike Count Interval,1 s,00012.662400,B4_21,0.021
,,00012.707680,B4_11,0.02
,,00012.737200,B4_11,0.028
,,00012.764160,B4_21,0.019
,,00012.794240,B4_11,0.058
,,00012.846240,B4_42,0.017
,,00012.866560,B4_32,0.05
,,00012.875200,B4_44,0.019
,,00012.879600,B4_44,0.023
,,00012.881840,B4_44,0.025
,,00012.882800,B4_24,0.023
,,00012.883600,B4_32,0.044
,,00012.883840,B4_22,0.022
,,00012.885840,B4_32,0.008
,,00012.886080,B4_41,0.019
,,00012.887440,B4_44,0.029
,,00012.888080,B4_32,0.019
,,00012.889840,B4_41,0.011
,,00012.890080,B4_44,0.023
,,00012.891040,B4_32,0.036
,,00012.892640,B4_43,0.018
,,00012.892800,B4_44,0.034
,,00012.893200,B4_23,0.025
,,00012.893200,B4_31,0.025
,,00012.893440,B4_32,0.077
,,00012.893680,B4_24,0.034
,,00012.893760,B4_42,0.034
,,00012.894480,B4_41,0.02
,,00012.895040,B4_43,0.015
,,00012.895120,B4_22,0.02
,,00012.895920,B4_32,0.036
,,00012.896080,B4_44,0.019
,,00012.896160,B4_42,0.052
,,00012.896720,B4_41,0.015
,,00012.897440,B4_24,0.039
,,00012.897600,B4_34,0.02
,,00012.897760,B4_11,0.062
,,00012.898000,B4_21,0.038
,,00012.898320,B4_22,0.035
,,00012.898320,B4_32,0.052
,,00012.898480,B4_44,0.034
,,00012.898640,B4_43,0.018
,,00012.899520,B4_31,0.028
,,00012.900800,B4_34,0.033
,,00012.900800,B4_41,0.023
,,00012.901120,B4_22,0.035
,,00012.901280,B4_42,0.041
,,00012.901280,B4_43,0.026
,,00012.901600,B4_24,0.027
,,00012.901600,B4_32,0.033
,,00012.901840,B4_44,0.024
,,00012.902560,B4_31,0.028
,,00012.902800,B4_23,0.039
,,00012.903040,B4_11,0.058
,,00012.903520,B4_41,0.014
,,00012.903520,B4_42,0.042
,,00012.903680,B4_34,0.025
,,00012.904080,B4_24,0.033
,,00012.904240,B4_44,0.031
,,00012.904400,B4_32,0.026
,,00012.904480,B4_14,0.091
,,00012.904480,B4_22,0.044
,,00012.904560,B4_43,0.016
,,00012.904720,B4_12,0.028
,,00012.905040,B4_21,0.031
,,00012.905840,B4_11,0.023
,,00012.906080,B4_23,0.025
,,00012.906080,B4_31,0.055
,,00012.906080,B4_42,0.023
,,00012.906480,B4_34,0.038
,,00012.906880,B4_41,0.016
,,00012.906960,B4_12,0.063
,,00012.907040,B4_22,0.029
,,00012.907040,B4_32,0.039
,,00012.907360,B4_24,0.041
,,00012.907840,B4_44,0.028
,,00012.908320,B4_21,0.028
,,00012.908320,B4_23,0.034
,,00012.908400,B4_11,0.066
,,00012.908560,B4_42,0.064
,,00012.909040,B4_14,0.061
,,00012.909280,B4_34,0.035
,,00012.909520,B4_22,0.078
,,00012.909760,B4_24,0.055
,,00012.909760,B4_43,0.028
,,00012.910000,B4_32,0.056
,,00012.910240,B4_41,0.018
,,00012.910800,B4_11,0.018
,,00012.910800,B4_21,0.025
,,00012.911040,B4_31,0.026
,,00012.911120,B4_12,0.034
,,00012.911200,B4_42,0.032
,,00012.911280,B4_23,0.021
,,00012.911360,B4_14,0.018
,,00012.911600,B4_34,0.026
,,00012.911920,B4_44,0.026
,,00012.912000,B4_24,0.047
,,00012.912160,B4_22,0.077
,,00012.912240,B4_13,0.022
,,00012.912400,B4_32,0.04
,,00012.913120,B4_43,0.017
,,00012.913200,B4_11,0.035
,,00012.913600,B4_14,0.071
,,00012.913600,B4_21,0.017
,,00012.913600,B4_31,0.028
,,00012.914000,B4_23,0.032
,,00012.914000,B4_42,0.085
,,00012.914080,B4_41,0.014
,,00012.914160,B4_44,0.044
,,00012.914320,B4_12,0.048
,,00012.914400,B4_24,0.029
,,00012.914880,B4_32,0.053
,,00012.915200,B4_22,0.042
,,00012.915440,B4_11,0.033
,,00012.915440,B4_43,0.019
,,00012.915840,B4_34,0.031
,,00012.916240,B4_21,0.097
,,00012.916320,B4_42,0.029
,,00012.916400,B4_23,0.037
,,00012.916560,B4_31,0.02
,,00012.916640,B4_44,0.061
,,00012.917440,B4_13,0.02
,,00012.917760,B4_22,0.127
,,00012.918000,B4_43,0.025
,,00012.918880,B4_23,0.027
,,00012.918960,B4_44,0.045
,,00012.919120,B4_11,0.03
,,00012.919360,B4_21,0.066
,,00012.919360,B4_42,0.05
,,00012.919600,B4_14,0.026
,,00012.919760,B4_32,0.05
,,00012.920160,B4_34,0.035
,,00012.920320,B4_22,0.087
,,00012.920480,B4_24,0.045
,,00012.920800,B4_43,0.024
,,00012.921040,B4_13,0.022
,,00012.921120,B4_23,0.033
,,00012.921360,B4_44,0.05
,,00012.921600,B4_11,0.022
,,00012.921920,B4_12,0.03
,,00012.922320,B4_41,0.013
,,00012.922320,B4_42,0.022
,,00012.922880,B4_14,0.021
,,00012.922960,B4_22,0.082
,,00012.923120,B4_24,0.049
,,00012.923440,B4_43,0.025
,,00012.923520,B4_34,0.028
,,00012.923760,B4_44,0.039
,,00012.923840,B4_21,0.095
,,00012.923920,B4_32,0.045
,,00012.924720,B4_41,0.018
,,00012.924800,B4_11,0.092
,,00012.925200,B4_23,0.023
,,00012.925200,B4_42,0.036
,,00012.925280,B4_14,0.045
,,00012.925840,B4_34,0.023
,,00012.926080,B4_24,0.032
,,00012.926080,B4_44,0.027
,,00012.926400,B4_22,0.036
,,00012.926880,B4_32,0.03
,,00012.926960,B4_21,0.021
,,00012.927120,B4_11,0.023
,,00012.927280,B4_41,0.019
,,00012.928480,B4_42,0.054
,,00012.928640,B4_23,0.025
,,00012.928640,B4_31,0.041
,,00012.928720,B4_22,0.063
,,00012.928720,B4_44,0.033
,,00012.928800,B4_24,0.042
,,00012.929120,B4_14,0.036
,,00012.929360,B4_21,0.036
,,00012.929520,B4_32,0.042
,,00012.929520,B4_43,0.017
,,00012.929600,B4_11,0.048
,,00012.930080,B4_34,0.028
,,00012.931280,B4_22,0.052
,,00012.931360,B4_44,0.036
,,00012.931440,B4_23,0.038
,,00012.931520,B4_14,0.018
,,00012.932000,B4_31,0.025
,,00012.932080,B4_32,0.03
,,00012.932160,B4_24,0.029
,,00012.932160,B4_33,0.015
,,00012.932240,B4_12,0.05
,,00012.933280,B4_41,0.014
,,00012.933360,B4_43,0.03
,,00012.933520,B4_42,0.036
,,00012.933840,B4_22,0.028
,,00012.934080,B4_11,0.088
,,00012.934160,B4_34,0.016
,,00012.934240,B4_44,0.044
,,00012.934480,B4_23,0.03
,,00012.934560,B4_32,0.059
,,00012.934960,B4_14,0.047
,,00012.934960,B4_21,0.025
,,00012.935200,B4_24,0.048
,,00012.935840,B4_41,0.014
,,00012.936000,B4_31,0.02
,,00012.936080,B4_33,0.017
,,00012.936400,B4_34,0.021
,,00012.936480,B4_11,0.05
,,00012.936800,B4_22,0.054
,,00012.936960,B4_42,0.023
,,00012.937200,B4_44,0.038
,,00012.937440,B4_14,0.037
,,00012.937600,B4_24,0.045
,,00012.937760,B4_23,0.026
,,00012.938160,B4_41,0.017
,,00012.938320,B4_43,0.021
,,00012.938960,B4_11,0.029
,,00012.939200,B4_22,0.063
,,00012.939760,B4_14,0.034
