Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D52_POSTsiembra_P1_B1_100msec,00000.020080,B1_21,0.076
Description,,00000.057360,B1_21,0.072
Maestro Edge (Maestro-091) Settings,,00000.101280,B1_21,0.08
   Original File Time,06/07/2024 10:31:43,00000.129520,B1_21,0.072
   Sampling Frequency,12.5 kHz,00000.182080,B1_21,0.076
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.211040,B1_21,0.073
   Experiment Start Time,06/07/2024 10:30:31,00000.238080,B1_32,0.041
   Referencing Method,Median,00000.257840,B1_21,0.083
   Analog Mode Setting,Neural Spikes,00000.260160,B1_21,0.027
   Plate Type,CytoView MEA 24,00000.288080,B1_21,0.077
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.338560,B1_21,0.079
   Digital High Pass Filter,200 Hz IIR,00000.372880,B1_21,0.083
   Temperature Set Point,37.0 Degrees C,00000.420480,B1_21,0.075
   Current Temperature,36.4 Degrees C,00000.459440,B1_21,0.071
   Heater Power,On,00000.459840,B1_41,0.01
   Legacy Heating Mode,Off,00000.460160,B1_42,0.028
   Barcode Plate Type,TwentyFourWell,00000.462640,B1_42,0.017
   Plate Serial Number,114-0350,00000.464880,B1_32,0.035
   CO2 Conc. Set Point,5.0 %,00000.465040,B1_31,0.033
   Actual CO2 Conc.,4.9 %,00000.466960,B1_41,0.025
   Gas Mixer Status,Regulating,00000.467120,B1_42,0.025
   AxIS Version,3.10.3.6,00000.467440,B1_12,0.032
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00000.468160,B1_31,0.033
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.469440,B1_44,0.019
,,00000.469600,B1_41,0.014
Spike Detector Settings,,00000.470480,B1_31,0.038
   Method,Adaptive Threshold Crossing,00000.470800,B1_43,0.028
   Threshold,6,00000.470880,B1_32,0.047
   Threshold Status,Variable,00000.471040,B1_42,0.032
   Threshold Crossing Only,True,00000.471280,B1_11,0.021
   Pre-Spike Duration,0.84 ms,00000.472320,B1_41,0.014
   Post-Spike Duration,2.16 ms,00000.472880,B1_44,0.017
   Coincident Event Filter,Default (Well),00000.473360,B1_42,0.063
   Coincidence Occurrence Threshold,4 Electrodes,00000.473600,B1_31,0.138
