Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D52_POSTsiembra_P1_A2_100msec,00001.964400,A2_24,0.02
Description,,00001.965520,A2_33,0.044
Maestro Edge (Maestro-091) Settings,,00001.966080,A2_43,0.021
   Original File Time,06/07/2024 11:37:30,00001.968400,A2_34,0.03
   Sampling Frequency,12.5 kHz,00001.968480,A2_43,0.022
   Voltage Scale,-5.484861781483107E-08 V/sample,00001.968880,A2_33,0.026
   Experiment Start Time,06/07/2024 10:30:31,00001.969120,A2_13,0.013
   Referencing Method,Median,00001.969120,A2_23,0.036
   Analog Mode Setting,Neural Spikes,00001.969760,A2_42,0.024
   Plate Type,CytoView MEA 24,00001.971120,A2_43,0.026
   Digital Low Pass Filter,3 kHz Kaiser Window,00001.971360,A2_24,0.031
   Digital High Pass Filter,200 Hz IIR,00001.971440,A2_31,0.024
   Temperature Set Point,37.0 Degrees C,00001.971600,A2_23,0.041
   Current Temperature,37.0 Degrees C,00001.972000,A2_42,0.02
   Heater Power,On,00001.972560,A2_12,0.035
   Legacy Heating Mode,Off,00001.972560,A2_34,0.014
   Barcode Plate Type,TwentyFourWell,00001.973520,A2_33,0.023
   Plate Serial Number,114-0350,00001.974080,A2_31,0.022
   CO2 Conc. Set Point,5.0 %,00001.974160,A2_24,0.028
   Actual CO2 Conc.,5.0 %,00001.974560,A2_23,0.022
   Gas Mixer Status,Regulating,00001.975040,A2_42,0.061
   AxIS Version,3.10.3.6,00001.975120,A2_43,0.085
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00001.975200,A2_11,0.029
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00001.975920,A2_12,0.033
,,00001.976240,A2_34,0.02
Spike Detector Settings,,00001.976560,A2_33,0.079
   Method,Adaptive Threshold Crossing,00001.976880,A2_31,0.045
   Threshold,6,00001.977520,A2_23,0.057
   Threshold Status,Variable,00001.977600,A2_42,0.051
   Threshold Crossing Only,True,00001.977760,A2_43,0.052
   Pre-Spike Duration,0.84 ms,00001.978160,A2_24,0.021
   Post-Spike Duration,2.16 ms,00001.978640,A2_11,0.042
   Coincident Event Filter,Default (Well),00001.978800,A2_21,0.02
   Coincidence Occurrence Threshold,4 Electrodes,00001.979040,A2_34,0.021
   Coincidence Event Window,80 µs,00001.979280,A2_12,0.038
