Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D52_POSTsiembra_P1_C1_500msec,00000.477120,C1_44,0.013
Description,,00000.488400,C1_41,0.013
Maestro Edge (Maestro-091) Settings,,00000.490480,C1_23,0.016
   Original File Time,06/07/2024 10:53:13,00000.492800,C1_24,0.013
   Sampling Frequency,12.5 kHz,00000.494400,C1_33,0.013
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.497440,C1_42,0.089
   Experiment Start Time,06/07/2024 10:30:31,00000.497840,C1_14,0.029
   Referencing Method,Median,00000.498960,C1_23,0.021
   Analog Mode Setting,Neural Spikes,00000.499200,C1_33,0.013
   Plate Type,CytoView MEA 24,00000.499360,C1_41,0.017
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.500720,C1_24,0.022
   Digital High Pass Filter,200 Hz IIR,00000.500720,C1_42,0.017
   Temperature Set Point,37.0 Degrees C,00000.501040,C1_44,0.014
   Current Temperature,37.1 Degrees C,00000.501360,C1_11,0.016
   Heater Power,On,00000.503600,C1_11,0.021
   Legacy Heating Mode,Off,00000.503760,C1_21,0.02
   Barcode Plate Type,TwentyFourWell,00000.503920,C1_23,0.019
   Plate Serial Number,114-0350,00000.504320,C1_41,0.009
   CO2 Conc. Set Point,5.0 %,00000.505760,C1_24,0.022
   Actual CO2 Conc.,5.0 %,00000.505840,C1_14,0.059
   Gas Mixer Status,Regulating,00000.506160,C1_11,0.017
   AxIS Version,3.10.3.6,00000.506640,C1_21,0.016
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00000.506800,C1_33,0.017
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.506960,C1_42,0.092
,,00000.507520,C1_41,0.022
Spike Detector Settings,,00000.508080,C1_24,0.041
   Method,Adaptive Threshold Crossing,00000.508080,C1_31,0.015
   Threshold,6,00000.508480,C1_11,0.026
   Threshold Status,Variable,00000.508640,C1_13,0.026
   Threshold Crossing Only,True,00000.508640,C1_14,0.028
   Pre-Spike Duration,0.84 ms,00000.509600,C1_42,0.014
   Post-Spike Duration,2.16 ms,00000.510720,C1_24,0.039
   Coincident Event Filter,Default (Well),00000.510960,C1_13,0.037
   Coincidence Occurrence Threshold,4 Electrodes,00000.510960,C1_41,0.013
   Coincidence Event Window,80 µs,00000.511040,C1_14,0.039
   Allow Sample Overlap,false,00000.511360,C1_33,0.031
   Spike Count Interval,1 s,00000.511520,C1_31,0.018
,,00000.511680,C1_21,0.02
,,00000.511840,C1_12,0.025
,,00000.512080,C1_11,0.046
,,00000.512240,C1_42,0.089
,,00000.513280,C1_14,0.079
,,00000.513280,C1_24,0.045
,,00000.513360,C1_13,0.037
,,00000.513680,C1_33,0.033
,,00000.513760,C1_44,0.018
,,00000.513840,C1_41,0.012
,,00000.514080,C1_23,0.03
,,00000.514080,C1_31,0.023
,,00000.514160,C1_21,0.066
,,00000.514320,C1_11,0.025
,,00000.514320,C1_12,0.02
,,00000.515600,C1_14,0.032
,,00000.515680,C1_24,0.024
,,00000.516240,C1_42,0.079
,,00000.516400,C1_43,0.018
,,00000.516800,C1_44,0.023
,,00000.516880,C1_31,0.022
,,00000.517040,C1_33,0.022
,,00000.517120,C1_11,0.033
,,00000.517200,C1_12,0.041
,,00000.517280,C1_21,0.023
,,00000.517760,C1_13,0.028
,,00000.517840,C1_14,0.105
,,00000.518080,C1_23,0.02
,,00000.518400,C1_41,0.022
,,00000.519200,C1_24,0.039
,,00000.519280,C1_31,0.019
,,00000.519440,C1_11,0.049
,,00000.519840,C1_33,0.033
,,00000.520000,C1_42,0.08
,,00000.520240,C1_13,0.042
,,00000.520400,C1_14,0.061
,,00000.520640,C1_12,0.034
,,00000.520880,C1_44,0.019
,,00000.521440,C1_21,0.016
,,00000.521440,C1_24,0.022
,,00000.521520,C1_31,0.019
,,00000.521840,C1_23,0.029
,,00000.522560,C1_11,0.056
,,00000.522640,C1_33,0.026
,,00000.522640,C1_41,0.018
,,00000.522800,C1_43,0.021
,,00000.522960,C1_14,0.053
,,00000.523200,C1_12,0.031
,,00000.523760,C1_24,0.02
,,00000.524080,C1_21,0.015
,,00000.524240,C1_31,0.014
,,00000.524640,C1_44,0.019
,,00000.524960,C1_33,0.025
,,00000.525040,C1_11,0.035
,,00000.525120,C1_42,0.071
,,00000.525760,C1_12,0.022
,,00000.526160,C1_14,0.076
,,00000.526240,C1_24,0.033
,,00000.526400,C1_21,0.013
,,00000.527680,C1_31,0.022
,,00000.527840,C1_33,0.029
,,00000.527920,C1_44,0.015
,,00000.528160,C1_11,0.025
,,00000.528160,C1_13,0.038
,,00000.528480,C1_24,0.041
,,00000.528640,C1_42,0.013
,,00000.528960,C1_14,0.049
,,00000.529440,C1_41,0.016
,,00000.529920,C1_21,0.025
,,00000.530880,C1_11,0.028
,,00000.531200,C1_14,0.073
,,00000.531200,C1_24,0.037
,,00000.531920,C1_12,0.041
,,00000.531920,C1_44,0.016
,,00000.532400,C1_41,0.016
,,00000.532720,C1_42,0.087
,,00000.532960,C1_21,0.024
,,00000.533040,C1_33,0.041
,,00000.533280,C1_11,0.026
,,00000.533520,C1_24,0.019
,,00000.533840,C1_31,0.024
,,00000.534240,C1_14,0.031
,,00000.534800,C1_13,0.033
,,00000.534960,C1_23,0.03
,,00000.535280,C1_21,0.019
,,00000.535360,C1_12,0.036
,,00000.535680,C1_42,0.021
,,00000.535760,C1_41,0.017
,,00000.536880,C1_24,0.027
,,00000.537280,C1_11,0.047
,,00000.537440,C1_13,0.032
,,00000.538080,C1_14,0.042
,,00000.538240,C1_12,0.034
,,00000.538480,C1_23,0.027
,,00000.539440,C1_33,0.027
,,00000.539520,C1_21,0.019
,,00000.539680,C1_41,0.022
,,00000.540640,C1_24,0.027
,,00000.540800,C1_14,0.058
,,00000.540880,C1_42,0.019
,,00000.541040,C1_23,0.018
,,00000.541440,C1_11,0.023
,,00000.541680,C1_12,0.024
,,00000.542880,C1_24,0.036
,,00000.543680,C1_11,0.035
,,00000.543840,C1_14,0.052
,,00000.544240,C1_33,0.022
,,00000.544400,C1_12,0.017
,,00000.545360,C1_44,0.012
,,00000.545600,C1_31,0.014
,,00000.545680,C1_21,0.015
,,00000.545760,C1_41,0.013
,,00000.545840,C1_24,0.029
,,00000.545920,C1_42,0.084
,,00000.546160,C1_11,0.03
,,00000.546240,C1_14,0.037
,,00000.547280,C1_13,0.031
,,00000.547760,C1_12,0.033
,,00000.548080,C1_41,0.017
,,00000.548480,C1_23,0.017
,,00000.548640,C1_24,0.049
,,00000.548880,C1_11,0.046
,,00000.548880,C1_14,0.052
,,00000.549600,C1_33,0.028
,,00000.550320,C1_41,0.008
,,00000.550800,C1_12,0.028
,,00000.550800,C1_13,0.032
,,00000.551040,C1_24,0.027
,,00000.552240,C1_14,0.067
,,00000.552640,C1_11,0.045
,,00000.552720,C1_41,0.015
,,00000.552800,C1_42,0.08
,,00000.553200,C1_33,0.029
,,00000.553360,C1_12,0.016
,,00000.553440,C1_13,0.028
,,00000.553600,C1_24,0.034
,,00000.554400,C1_21,0.017
,,00000.555040,C1_14,0.035
,,00000.555040,C1_44,0.026
,,00000.555600,C1_11,0.023
,,00000.555680,C1_33,0.016
,,00000.555840,C1_42,0.007
,,00000.555920,C1_12,0.026
,,00000.556000,C1_13,0.029
,,00000.556080,C1_24,0.037
,,00000.557360,C1_41,0.02
,,00000.557440,C1_14,0.039
,,00000.558320,C1_11,0.028
,,00000.558320,C1_24,0.026
,,00000.559120,C1_33,0.038
,,00000.559440,C1_12,0.025
,,00000.559440,C1_21,0.02
,,00000.559680,C1_14,0.021
,,00000.560640,C1_13,0.04
,,00000.560800,C1_42,0.071
,,00000.560960,C1_41,0.017
,,00000.561040,C1_31,0.017
,,00000.561520,C1_11,0.036
,,00000.561840,C1_24,0.031
,,00000.562000,C1_33,0.026
,,00000.562400,C1_12,0.022
,,00000.562800,C1_14,0.032
,,00000.563280,C1_23,0.026
,,00000.563360,C1_21,0.021
,,00000.564400,C1_41,0.012
,,00000.564560,C1_11,0.02
,,00000.565040,C1_12,0.031
,,00000.565040,C1_24,0.04
,,00000.565520,C1_13,0.025
,,00000.565680,C1_14,0.054
,,00000.566240,C1_42,0.083
,,00000.566880,C1_44,0.016
,,00000.567200,C1_11,0.043
,,00000.567760,C1_12,0.017
,,00000.567920,C1_14,0.018
,,00000.568000,C1_24,0.022
,,00000.568480,C1_31,0.017
,,00000.568720,C1_23,0.02
,,00000.569760,C1_11,0.025
,,00000.570400,C1_24,0.029
,,00000.570640,C1_12,0.027
,,00000.571280,C1_42,0.012
,,00000.571520,C1_14,0.023
,,00000.571520,C1_21,0.016
,,00000.572080,C1_13,0.029
,,00000.572320,C1_11,0.02
,,00000.572880,C1_12,0.02
,,00000.573200,C1_24,0.029
,,00000.573920,C1_43,0.018
,,00000.574080,C1_14,0.072
,,00000.574080,C1_33,0.035
,,00000.574400,C1_23,0.03
,,00000.574720,C1_21,0.051
,,00000.575040,C1_13,0.028
,,00000.575440,C1_11,0.031
,,00000.575840,C1_24,0.05
,,00000.576240,C1_42,0.077
,,00000.576400,C1_12,0.022
,,00000.576560,C1_14,0.066
,,00000.576960,C1_33,0.027
,,00000.577040,C1_21,0.028
,,00000.577280,C1_13,0.034
,,00000.578480,C1_11,0.04
,,00000.578480,C1_31,0.025
,,00000.578720,C1_24,0.041
,,00000.579840,C1_14,0.036
,,00000.580240,C1_12,0.018
,,00000.580720,C1_11,0.027
,,00000.580720,C1_42,0.073
,,00000.581200,C1_24,0.032
,,00000.582400,C1_21,0.016
,,00000.582640,C1_13,0.029
,,00000.583360,C1_14,0.032
,,00000.583600,C1_23,0.019
,,00000.583920,C1_11,0.026
,,00000.584000,C1_33,0.029
,,00000.584160,C1_24,0.041
,,00000.585200,C1_21,0.015
,,00000.585600,C1_41,0.011
,,00000.585600,C1_42,0.075
,,00000.585760,C1_14,0.042
,,00000.586080,C1_13,0.041
,,00000.586160,C1_12,0.026
,,00000.586400,C1_11,0.029
,,00000.586880,C1_24,0.02
,,00000.587200,C1_23,0.026
,,00000.588160,C1_42,0.016
,,00000.588400,C1_13,0.031
,,00000.588400,C1_21,0.022
,,00000.588640,C1_14,0.03
,,00000.589120,C1_41,0.02
,,00000.589280,C1_24,0.038
,,00000.589760,C1_11,0.022
,,00000.589760,C1_44,0.013
,,00000.590560,C1_42,0.015
,,00000.591040,C1_13,0.026
,,00000.591040,C1_14,0.061
,,00000.591200,C1_12,0.015
,,00000.591600,C1_24,0.023
,,00000.592000,C1_31,0.023
,,00000.592000,C1_33,0.021
,,00000.592640,C1_11,0.027
,,00000.592720,C1_43,0.018
,,00000.593040,C1_42,0.054
,,00000.593360,C1_14,0.03
,,00000.593520,C1_13,0.034
,,00000.594080,C1_24,0.022
,,00000.594480,C1_44,0.018
,,00000.596240,C1_11,0.038
,,00000.596240,C1_33,0.021
,,00000.596800,C1_42,0.069
,,00000.596880,C1_14,0.038
,,00000.597120,C1_12,0.027
,,00000.597200,C1_13,0.032
,,00000.597280,C1_24,0.037
,,00000.598320,C1_23,0.017
,,00000.599440,C1_41,0.016
,,00000.599600,C1_24,0.021
,,00000.599760,C1_11,0.034
,,00000.599840,C1_14,0.034
,,00000.600240,C1_44,0.015
,,00000.600400,C1_21,0.018
,,00000.600640,C1_12,0.022
,,00000.601920,C1_42,0.07
,,00000.602800,C1_33,0.02
,,00000.602880,C1_11,0.024
,,00000.603120,C1_24,0.038
,,00000.603200,C1_23,0.017
,,00000.603440,C1_14,0.036
,,00000.603840,C1_21,0.015
,,00000.605440,C1_13,0.022
,,00000.605840,C1_11,0.033
,,00000.606160,C1_31,0.02
,,00000.607600,C1_12,0.018
,,00000.607680,C1_23,0.021
,,00000.608320,C1_11,0.032
,,00000.608880,C1_41,0.019
,,00000.609040,C1_24,0.033
,,00000.609120,C1_14,0.051
,,00000.609120,C1_21,0.022
,,00000.609200,C1_33,0.028
,,00000.610240,C1_13,0.025
,,00000.610720,C1_12,0.02
,,00000.611040,C1_42,0.068
,,00000.611360,C1_44,0.016
,,00000.611600,C1_24,0.032
,,00000.611840,C1_14,0.034
,,00000.612000,C1_43,0.022
,,00000.612160,C1_11,0.041
,,00000.612400,C1_41,0.011
,,00000.612960,C1_33,0.023
,,00000.613600,C1_12,0.029
,,00000.614080,C1_14,0.041
,,00000.614080,C1_24,0.038
,,00000.615520,C1_11,0.035
,,00000.615680,C1_41,0.011
,,00000.615760,C1_21,0.016
,,00000.616560,C1_24,0.05
,,00000.616640,C1_13,0.028
,,00000.616640,C1_14,0.04
,,00000.616960,C1_12,0.03
,,00000.617360,C1_42,0.076
,,00000.617760,C1_33,0.016
,,00000.618800,C1_11,0.028
,,00000.619360,C1_24,0.04
,,00000.619520,C1_43,0.021
,,00000.619920,C1_14,0.056
,,00000.621360,C1_23,0.024
,,00000.621440,C1_41,0.014
,,00000.621600,C1_11,0.029
,,00000.621680,C1_24,0.025
,,00000.622160,C1_12,0.018
,,00000.623280,C1_14,0.036
,,00000.624560,C1_12,0.044
,,00000.624640,C1_33,0.022
,,00000.624640,C1_42,0.077
,,00000.625040,C1_13,0.025
,,00000.625040,C1_24,0.024
,,00000.625520,C1_11,0.035
,,00000.625680,C1_43,0.02
,,00000.626160,C1_14,0.025
,,00000.626160,C1_41,0.015
,,00000.627840,C1_24,0.02
,,00000.628000,C1_11,0.015
,,00000.628400,C1_44,0.013
,,00000.629200,C1_12,0.026
,,00000.629200,C1_14,0.048
,,00000.629440,C1_42,0.07
,,00000.630320,C1_11,0.023
,,00000.630400,C1_33,0.017
,,00000.631120,C1_24,0.026
,,00000.631920,C1_12,0.033
,,00000.632400,C1_42,0.07
,,00000.632720,C1_14,0.034
,,00000.633200,C1_11,0.027
,,00000.633440,C1_24,0.029
,,00000.634080,C1_33,0.023
,,00000.634640,C1_12,0.029
,,00000.635280,C1_14,0.036
,,00000.635520,C1_42,0.018
,,00000.636000,C1_11,0.026
,,00000.636400,C1_33,0.024
,,00000.636400,C1_44,0.016
,,00000.636560,C1_24,0.014
,,00000.636560,C1_41,0.015
,,00000.638560,C1_13,0.034
,,00000.639040,C1_14,0.033
,,00000.639120,C1_11,0.028
,,00000.639120,C1_24,0.026
,,00000.639120,C1_44,0.017
,,00000.639520,C1_42,0.059
,,00000.640960,C1_13,0.019
,,00000.641200,C1_41,0.012
,,00000.641360,C1_11,0.021
,,00000.641520,C1_14,0.033
,,00000.641760,C1_21,0.018
,,00000.641760,C1_24,0.033
,,00000.642240,C1_12,0.02
,,00000.643520,C1_41,0.013
,,00000.643680,C1_13,0.022
,,00000.643840,C1_14,0.018
,,00000.644240,C1_11,0.033
,,00000.644480,C1_21,0.022
,,00000.644640,C1_24,0.046
,,00000.644640,C1_33,0.021
,,00000.646480,C1_14,0.022
,,00000.647280,C1_12,0.016
,,00000.647360,C1_41,0.019
,,00000.647520,C1_11,0.022
,,00000.648560,C1_21,0.015
,,00000.648960,C1_42,0.062
,,00000.649760,C1_11,0.023
,,00000.650000,C1_14,0.042
,,00000.650160,C1_12,0.02
,,00000.650320,C1_24,0.027
,,00000.651120,C1_13,0.018
,,00000.652720,C1_11,0.026
,,00000.653440,C1_13,0.028
,,00000.653520,C1_24,0.018
,,00000.653600,C1_21,0.061
,,00000.654640,C1_12,0.016
,,00000.654640,C1_14,0.017
,,00000.654640,C1_23,0.018
,,00000.655680,C1_13,0.027
,,00000.655920,C1_24,0.025
,,00000.656480,C1_21,0.018
,,00000.657520,C1_14,0.055
,,00000.658240,C1_31,0.016
,,00000.658480,C1_24,0.02
,,00000.658640,C1_42,0.077
,,00000.658800,C1_11,0.024
,,00000.659040,C1_33,0.02
,,00000.659680,C1_43,0.018
,,00000.660080,C1_14,0.039
,,00000.660640,C1_13,0.028
,,00000.660800,C1_41,0.008
,,00000.660960,C1_24,0.042
,,00000.661120,C1_11,0.027
,,00000.661440,C1_23,0.019
,,00000.662160,C1_33,0.025
,,00000.662560,C1_21,0.022
,,00000.662960,C1_12,0.022
,,00000.663120,C1_14,0.056
,,00000.663680,C1_24,0.036
,,00000.663840,C1_42,0.067
,,00000.663920,C1_11,0.036
,,00000.664240,C1_43,0.017
,,00000.665520,C1_41,0.013
,,00000.666400,C1_12,0.018
,,00000.666640,C1_14,0.035
,,00000.666800,C1_24,0.034
,,00000.667040,C1_11,0.028
,,00000.667280,C1_33,0.022
,,00000.669760,C1_24,0.024
,,00000.669920,C1_11,0.029
,,00000.670480,C1_14,0.035
,,00000.670880,C1_33,0.02
,,00000.672320,C1_24,0.031
,,00000.672880,C1_14,0.041
,,00000.673040,C1_42,0.068
,,00000.673200,C1_33,0.018
,,00000.673520,C1_11,0.037
,,00000.673920,C1_31,0.019
,,00000.675040,C1_24,0.026
,,00000.676240,C1_11,0.025
,,00000.676480,C1_14,0.043
,,00000.677680,C1_41,0.01
,,00000.678000,C1_13,0.03
,,00000.678160,C1_24,0.037
,,00000.678800,C1_11,0.015
,,00000.679120,C1_14,0.026
,,00000.680000,C1_33,0.024
,,00000.681040,C1_11,0.041
,,00000.681120,C1_44,0.014
,,00000.682160,C1_24,0.016
,,00000.682480,C1_33,0.021
,,00000.682640,C1_42,0.067
,,00000.683040,C1_41,0.015
,,00000.684000,C1_11,0.023
,,00000.684000,C1_14,0.051
,,00000.684480,C1_12,0.018
,,00000.684480,C1_24,0.031
,,00000.686800,C1_24,0.022
,,00000.687520,C1_42,0.073
,,00000.688960,C1_11,0.024
,,00000.689040,C1_14,0.019
,,00000.690000,C1_12,0.025
,,00000.690240,C1_24,0.023
,,00000.691040,C1_33,0.015
,,00000.691680,C1_11,0.015
,,00000.692400,C1_12,0.019
,,00000.692560,C1_24,0.023
,,00000.694160,C1_14,0.021
,,00000.694320,C1_11,0.02
,,00000.695280,C1_24,0.016
,,00000.695680,C1_12,0.019
,,00000.697120,C1_13,0.021
,,00000.697280,C1_14,0.038
,,00000.697360,C1_43,0.017
,,00000.697360,C1_44,0.016
,,00000.697680,C1_41,0.015
,,00000.697760,C1_24,0.053
,,00000.698160,C1_11,0.032
,,00000.698560,C1_42,0.071
,,00000.698960,C1_12,0.024
,,00000.700080,C1_24,0.02
,,00000.700720,C1_14,0.02
,,00000.701200,C1_33,0.021
,,00000.701440,C1_12,0.032
,,00000.703520,C1_21,0.016
