,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,12:26:04.862451,12:26:05.067042,0 days 00:00:00.204591
1,2,200,0,12:26:08.100102,12:26:08.300406,0 days 00:00:00.200304
2,3,200,0,12:26:11.330075,12:26:11.530807,0 days 00:00:00.200732
3,4,200,0,12:26:14.553346,12:26:14.754740,0 days 00:00:00.201394
4,5,200,0,12:26:17.796308,12:26:18.009703,0 days 00:00:00.213395
5,6,200,0,12:26:21.046004,12:26:21.254780,0 days 00:00:00.208776
6,7,200,0,12:26:24.294649,12:26:24.509431,0 days 00:00:00.214782
7,8,200,0,12:26:27.537896,12:26:27.737971,0 days 00:00:00.200075
8,9,200,0,12:26:30.778146,12:26:30.989988,0 days 00:00:00.211842
9,10,200,0,12:26:34.027698,12:26:34.237752,0 days 00:00:00.210054
10,1,200,20,12:26:37.287414,12:26:37.494088,0 days 00:00:00.206674
11,2,200,20,12:26:40.529504,12:26:40.743905,0 days 00:00:00.214401
12,3,200,20,12:26:43.777373,12:26:43.994150,0 days 00:00:00.216777
13,4,200,20,12:26:47.027142,12:26:47.243460,0 days 00:00:00.216318
14,5,200,20,12:26:50.293311,12:26:50.503649,0 days 00:00:00.210338
15,6,200,20,12:26:53.543348,12:26:53.744501,0 days 00:00:00.201153
16,7,200,20,12:26:56.776835,12:26:56.986529,0 days 00:00:00.209694
17,8,200,20,12:27:00.016022,12:27:00.226487,0 days 00:00:00.210465
18,9,200,20,12:27:03.263770,12:27:03.472363,0 days 00:00:00.208593
19,10,200,20,12:27:06.510230,12:27:06.712431,0 days 00:00:00.202201
20,1,200,40,12:27:09.744901,12:27:09.955689,0 days 00:00:00.210788
21,2,200,40,12:27:12.984836,12:27:13.185366,0 days 00:00:00.200530
22,3,200,40,12:27:16.218184,12:27:16.418644,0 days 00:00:00.200460
23,4,200,40,12:27:19.458875,12:27:19.683233,0 days 00:00:00.224358
24,5,200,40,12:27:22.711283,12:27:22.923773,0 days 00:00:00.212490
25,6,200,40,12:27:25.958123,12:27:26.167467,0 days 00:00:00.209344
26,7,200,40,12:27:29.208408,12:27:29.417904,0 days 00:00:00.209496
27,8,200,40,12:27:32.461657,12:27:32.674369,0 days 00:00:00.212712
28,9,200,40,12:27:35.708425,12:27:35.917651,0 days 00:00:00.209226
29,10,200,40,12:27:38.951804,12:27:39.173853,0 days 00:00:00.222049
30,1,200,60,12:27:42.207935,12:27:42.408232,0 days 00:00:00.200297
31,2,200,60,12:27:45.442923,12:27:45.651816,0 days 00:00:00.208893
32,3,200,60,12:27:48.691726,12:27:48.899140,0 days 00:00:00.207414
33,4,200,60,12:27:51.949740,12:27:52.158329,0 days 00:00:00.208589
34,5,200,60,12:27:55.193007,12:27:55.405399,0 days 00:00:00.212392
35,6,200,60,12:27:58.441200,12:27:58.652201,0 days 00:00:00.211001
36,7,200,60,12:28:01.689596,12:28:01.899003,0 days 00:00:00.209407
37,8,200,60,12:28:04.945898,12:28:05.148035,0 days 00:00:00.202137
38,9,200,60,12:28:08.184846,12:28:08.399200,0 days 00:00:00.214354
39,10,200,60,12:28:11.433216,12:28:11.641182,0 days 00:00:00.207966
40,1,200,80,12:28:14.680853,12:28:14.883061,0 days 00:00:00.202208
41,2,200,80,12:28:17.915595,12:28:19.514056,0 days 00:00:01.598461
42,3,200,80,12:28:22.549444,12:28:22.758895,0 days 00:00:00.209451
43,4,200,80,12:28:25.784456,12:28:25.992251,0 days 00:00:00.207795
44,5,200,80,12:28:29.018255,12:28:29.227075,0 days 00:00:00.208820
45,6,200,80,12:28:32.253771,12:28:32.466726,0 days 00:00:00.212955
46,7,200,80,12:28:35.513383,12:28:35.716289,0 days 00:00:00.202906
47,8,200,80,12:28:38.745336,12:28:38.958504,0 days 00:00:00.213168
48,9,200,80,12:28:42.009942,12:28:42.211153,0 days 00:00:00.201211
49,10,200,80,12:28:45.246340,12:28:45.454375,0 days 00:00:00.208035
50,1,200,100,12:28:48.500226,12:28:48.705712,0 days 00:00:00.205486
51,2,200,100,12:28:51.727652,12:28:51.928140,0 days 00:00:00.200488
52,3,200,100,12:28:54.965753,12:28:55.177047,0 days 00:00:00.211294
53,4,200,100,12:28:58.220708,12:28:58.425255,0 days 00:00:00.204547
54,5,200,100,12:29:01.449294,12:29:01.657097,0 days 00:00:00.207803
55,6,200,100,12:29:04.702789,12:29:04.916350,0 days 00:00:00.213561
56,7,200,100,12:29:07.942687,12:29:08.158956,0 days 00:00:00.216269
57,8,200,100,12:29:11.193041,12:29:11.401984,0 days 00:00:00.208943
58,9,200,100,12:29:14.435626,12:29:14.655323,0 days 00:00:00.219697
59,10,200,100,12:29:17.685497,12:29:17.896133,0 days 00:00:00.210636
