,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,15:30:39.321790,15:30:39.533696,0 days 00:00:00.211906
1,2,200,0,15:30:42.555799,15:30:42.762363,0 days 00:00:00.206564
2,3,200,0,15:30:45.791502,15:30:46.004652,0 days 00:00:00.213150
3,4,200,0,15:30:49.033858,15:30:49.241386,0 days 00:00:00.207528
4,5,200,0,15:30:52.271285,15:30:52.481011,0 days 00:00:00.209726
5,6,200,0,15:30:55.521198,15:30:55.734262,0 days 00:00:00.213064
6,7,200,0,15:30:58.770855,15:30:58.980462,0 days 00:00:00.209607
7,8,200,0,15:31:02.021107,15:31:02.228070,0 days 00:00:00.206963
8,9,200,0,15:31:05.253980,15:31:05.470494,0 days 00:00:00.216514
9,10,200,0,15:31:08.514641,15:31:08.720913,0 days 00:00:00.206272
10,1,200,20,15:31:11.753611,15:31:11.963241,0 days 00:00:00.209630
11,2,200,20,15:31:14.996676,15:31:15.204465,0 days 00:00:00.207789
12,3,200,20,15:31:18.236596,15:31:18.447166,0 days 00:00:00.210570
13,4,200,20,15:31:21.479397,15:31:21.686665,0 days 00:00:00.207268
14,5,200,20,15:31:24.728893,15:31:24.929081,0 days 00:00:00.200188
15,6,200,20,15:31:27.952579,15:31:28.167045,0 days 00:00:00.214466
16,7,200,20,15:31:31.212250,15:31:31.419215,0 days 00:00:00.206965
17,8,200,20,15:31:34.452462,15:31:34.660929,0 days 00:00:00.208467
18,9,200,20,15:31:37.685672,15:31:37.903655,0 days 00:00:00.217983
19,10,200,20,15:31:40.936192,15:31:41.145276,0 days 00:00:00.209084
20,1,200,40,15:31:44.185397,15:31:44.398498,0 days 00:00:00.213101
21,2,200,40,15:31:47.427791,15:31:47.648237,0 days 00:00:00.220446
22,3,200,40,15:31:50.685961,15:31:50.898493,0 days 00:00:00.212532
23,4,200,40,15:31:53.935375,15:31:54.148511,0 days 00:00:00.213136
24,5,200,40,15:31:57.184735,15:31:57.387316,0 days 00:00:00.202581
25,6,200,40,15:32:00.417799,15:32:00.627724,0 days 00:00:00.209925
26,7,200,40,15:32:03.667438,15:32:03.884005,0 days 00:00:00.216567
27,8,200,40,15:32:06.918046,15:32:07.130489,0 days 00:00:00.212443
28,9,200,40,15:32:10.167227,15:32:10.376692,0 days 00:00:00.209465
29,10,200,40,15:32:13.419343,15:32:13.628956,0 days 00:00:00.209613
30,1,200,60,15:32:16.650053,15:32:16.859954,0 days 00:00:00.209901
31,2,200,60,15:32:19.892843,15:32:20.093146,0 days 00:00:00.200303
32,3,200,60,15:32:23.133292,15:32:23.343074,0 days 00:00:00.209782
33,4,200,60,15:32:26.385790,15:32:26.592754,0 days 00:00:00.206964
34,5,200,60,15:32:29.632775,15:32:29.842926,0 days 00:00:00.210151
35,6,200,60,15:32:32.866192,15:32:33.075785,0 days 00:00:00.209593
36,7,200,60,15:32:36.115852,15:32:36.325440,0 days 00:00:00.209588
37,8,200,60,15:32:39.365442,15:32:39.570033,0 days 00:00:00.204591
38,9,200,60,15:32:42.598607,15:32:42.808251,0 days 00:00:00.209644
39,10,200,60,15:32:45.831958,15:32:46.041517,0 days 00:00:00.209559
40,1,200,80,15:32:49.081789,15:32:49.295306,0 days 00:00:00.213517
41,2,200,80,15:32:52.331564,15:32:52.534471,0 days 00:00:00.202907
42,3,200,80,15:32:55.564690,15:32:55.777965,0 days 00:00:00.213275
43,4,200,80,15:32:58.814400,15:32:59.029035,0 days 00:00:00.214635
44,5,200,80,15:33:02.066857,15:33:02.267531,0 days 00:00:00.200674
45,6,200,80,15:33:05.301173,15:33:05.511602,0 days 00:00:00.210429
46,7,200,80,15:33:08.547766,15:33:08.766774,0 days 00:00:00.219008
47,8,200,80,15:33:11.798142,15:33:12.006580,0 days 00:00:00.208438
48,9,200,80,15:33:15.027998,15:33:15.237586,0 days 00:00:00.209588
49,10,200,80,15:33:18.262463,15:33:18.470288,0 days 00:00:00.207825
50,1,200,100,15:33:21.492591,15:33:21.696623,0 days 00:00:00.204032
51,2,200,100,15:33:24.729702,15:33:24.939312,0 days 00:00:00.209610
52,3,200,100,15:33:27.966598,15:33:28.172380,0 days 00:00:00.205782
53,4,200,100,15:33:31.209700,15:33:31.412468,0 days 00:00:00.202768
54,5,200,100,15:33:34.436670,15:33:34.646402,0 days 00:00:00.209732
55,6,200,100,15:33:37.679080,15:33:37.887693,0 days 00:00:00.208613
56,7,200,100,15:33:40.925166,15:33:41.135180,0 days 00:00:00.210014
57,8,200,100,15:33:44.162163,15:33:44.371838,0 days 00:00:00.209675
58,9,200,100,15:33:47.398732,15:33:47.604778,0 days 00:00:00.206046
59,10,200,100,15:33:50.628452,15:33:50.838119,0 days 00:00:00.209667
