,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,15:03:18.591383,15:03:18.809867,0 days 00:00:00.218484
1,2,200,0,15:03:21.838761,15:03:22.052374,0 days 00:00:00.213613
2,3,200,0,15:03:25.091986,15:03:25.306345,0 days 00:00:00.214359
3,4,200,0,15:03:28.351660,15:03:28.555057,0 days 00:00:00.203397
4,5,200,0,15:03:31.575816,15:03:31.784754,0 days 00:00:00.208938
5,6,200,0,15:03:34.825177,15:03:35.039330,0 days 00:00:00.214153
6,7,200,0,15:03:38.072801,15:03:38.275687,0 days 00:00:00.202886
7,8,200,0,15:03:41.308229,15:03:41.518045,0 days 00:00:00.209816
8,9,200,0,15:03:44.566484,15:03:44.770867,0 days 00:00:00.204383
9,10,200,0,15:03:47.810316,15:03:48.022439,0 days 00:00:00.212123
10,1,200,20,15:03:51.065421,15:03:51.286206,0 days 00:00:00.220785
11,2,200,20,15:03:54.324184,15:03:54.528521,0 days 00:00:00.204337
12,3,200,20,15:03:57.567149,15:03:57.774149,0 days 00:00:00.207000
13,4,200,20,15:04:00.807252,15:04:01.008838,0 days 00:00:00.201586
14,5,200,20,15:04:04.040741,15:04:04.249764,0 days 00:00:00.209023
15,6,200,20,15:04:07.273555,15:04:07.482558,0 days 00:00:00.209003
16,7,200,20,15:04:10.506682,15:04:10.716264,0 days 00:00:00.209582
17,8,200,20,15:04:13.760495,15:04:13.968380,0 days 00:00:00.207885
18,9,200,20,15:04:17.006088,15:04:17.216109,0 days 00:00:00.210021
19,10,200,20,15:04:20.258839,15:04:20.468457,0 days 00:00:00.209618
20,1,200,40,15:04:23.506164,15:04:23.715499,0 days 00:00:00.209335
21,2,200,40,15:04:26.749392,15:04:26.955905,0 days 00:00:00.206513
22,3,200,40,15:04:29.988885,15:04:30.198400,0 days 00:00:00.209515
23,4,200,40,15:04:33.222211,15:04:33.431927,0 days 00:00:00.209716
24,5,200,40,15:04:36.465792,15:04:36.671876,0 days 00:00:00.206084
25,6,200,40,15:04:39.705257,15:04:39.920114,0 days 00:00:00.214857
26,7,200,40,15:04:42.964426,15:04:43.164488,0 days 00:00:00.200062
27,8,200,40,15:04:46.188309,15:04:46.402033,0 days 00:00:00.213724
28,9,200,40,15:04:49.438285,15:04:49.655101,0 days 00:00:00.216816
29,10,200,40,15:04:52.687685,15:04:52.900761,0 days 00:00:00.213076
30,1,200,60,15:04:55.941240,15:04:56.151482,0 days 00:00:00.210242
31,2,200,60,15:04:59.180500,15:04:59.386973,0 days 00:00:00.206473
32,3,200,60,15:05:02.420409,15:05:02.634630,0 days 00:00:00.214221
33,4,200,60,15:05:05.673536,15:05:05.874222,0 days 00:00:00.200686
34,5,200,60,15:05:08.903284,15:05:09.112949,0 days 00:00:00.209665
35,6,200,60,15:05:12.136406,15:05:12.346234,0 days 00:00:00.209828
36,7,200,60,15:05:15.369924,15:05:15.570585,0 days 00:00:00.200661
37,8,200,60,15:05:18.602888,15:05:18.812492,0 days 00:00:00.209604
38,9,200,60,15:05:21.838994,15:05:22.045845,0 days 00:00:00.206851
39,10,200,60,15:05:25.085963,15:05:25.295527,0 days 00:00:00.209564
40,1,200,80,15:05:28.336269,15:05:28.547446,0 days 00:00:00.211177
41,2,200,80,15:05:31.585678,15:05:31.795540,0 days 00:00:00.209862
42,3,200,80,15:05:34.830083,15:05:35.035440,0 days 00:00:00.205357
43,4,200,80,15:05:38.069171,15:05:38.278235,0 days 00:00:00.209064
44,5,200,80,15:05:41.305047,15:05:41.517857,0 days 00:00:00.212810
45,6,200,80,15:05:44.551424,15:05:44.767779,0 days 00:00:00.216355
46,7,200,80,15:05:47.804849,15:05:48.018517,0 days 00:00:00.213668
47,8,200,80,15:05:51.051462,15:05:51.276970,0 days 00:00:00.225508
48,9,200,80,15:05:54.300925,15:05:54.512083,0 days 00:00:00.211158
49,10,200,80,15:05:57.551121,15:05:57.764476,0 days 00:00:00.213355
50,1,200,100,15:06:00.801688,15:06:01.011022,0 days 00:00:00.209334
51,2,200,100,15:06:04.051994,15:06:04.267389,0 days 00:00:00.215395
52,3,200,100,15:06:07.300366,15:06:07.510009,0 days 00:00:00.209643
53,4,200,100,15:06:10.533659,15:06:10.742995,0 days 00:00:00.209336
54,5,200,100,15:06:13.766694,15:06:13.976246,0 days 00:00:00.209552
55,6,200,100,15:06:17.020271,15:06:17.229307,0 days 00:00:00.209036
56,7,200,100,15:06:20.259529,15:06:20.475811,0 days 00:00:00.216282
57,8,200,100,15:06:23.518902,15:06:23.732980,0 days 00:00:00.214078
58,9,200,100,15:06:26.766118,15:06:26.975469,0 days 00:00:00.209351
59,10,200,100,15:06:30.015683,15:06:30.215836,0 days 00:00:00.200153
