,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,200,0,12:03:37.368368,12:03:37.583194,0 days 00:00:00.214826
1,2,200,0,12:03:40.612401,12:03:40.820804,0 days 00:00:00.208403
2,3,200,0,12:03:43.845401,12:03:44.050098,0 days 00:00:00.204697
3,4,200,0,12:03:47.073781,12:03:47.282588,0 days 00:00:00.208807
4,5,200,0,12:03:50.323708,12:03:50.532335,0 days 00:00:00.208627
5,6,200,0,12:03:53.557246,12:03:53.765638,0 days 00:00:00.208392
6,7,200,0,12:03:56.789015,12:03:56.998518,0 days 00:00:00.209503
7,8,200,0,12:04:00.048113,12:04:00.255277,0 days 00:00:00.207164
8,9,200,0,12:04:03.288522,12:04:03.497008,0 days 00:00:00.208486
9,10,200,0,12:04:06.527847,12:04:06.740261,0 days 00:00:00.212414
10,1,200,20,12:04:09.772008,12:04:09.975984,0 days 00:00:00.203976
11,2,200,20,12:04:13.004966,12:04:13.214614,0 days 00:00:00.209648
12,3,200,20,12:04:16.250567,12:04:16.457225,0 days 00:00:00.206658
13,4,200,20,12:04:19.488119,12:04:19.697649,0 days 00:00:00.209530
14,5,200,20,12:04:22.750002,12:04:22.969151,0 days 00:00:00.219149
15,6,200,20,12:04:26.003977,12:04:26.219458,0 days 00:00:00.215481
16,7,200,20,12:04:29.245737,12:04:29.453437,0 days 00:00:00.207700
17,8,200,20,12:04:32.487046,12:04:32.701098,0 days 00:00:00.214052
18,9,200,20,12:04:35.753112,12:04:35.967114,0 days 00:00:00.214002
19,10,200,20,12:04:39.003454,12:04:39.216970,0 days 00:00:00.213516
20,1,200,40,12:04:42.253397,12:04:42.466910,0 days 00:00:00.213513
21,2,200,40,12:04:45.503536,12:04:45.712911,0 days 00:00:00.209375
22,3,200,40,12:04:48.747250,12:04:48.962530,0 days 00:00:00.215280
23,4,200,40,12:04:52.006137,12:04:52.216300,0 days 00:00:00.210163
24,5,200,40,12:04:55.252666,12:04:55.463228,0 days 00:00:00.210562
25,6,200,40,12:04:58.487409,12:04:58.702683,0 days 00:00:00.215274
26,7,200,40,12:05:01.730170,12:05:01.945630,0 days 00:00:00.215460
27,8,200,40,12:05:04.986306,12:05:05.186674,0 days 00:00:00.200368
28,9,200,40,12:05:08.221038,12:05:08.433186,0 days 00:00:00.212148
29,10,200,40,12:05:11.468876,12:05:11.682567,0 days 00:00:00.213691
30,1,200,60,12:05:14.713546,12:05:14.932136,0 days 00:00:00.218590
31,2,200,60,12:05:17.968132,12:05:18.182373,0 days 00:00:00.214241
32,3,200,60,12:05:21.208681,12:05:21.418799,0 days 00:00:00.210118
33,4,200,60,12:05:24.451513,12:05:24.664706,0 days 00:00:00.213193
34,5,200,60,12:05:27.693859,12:05:27.901267,0 days 00:00:00.207408
35,6,200,60,12:05:30.950449,12:05:31.158268,0 days 00:00:00.207819
36,7,200,60,12:05:34.184327,12:05:34.394395,0 days 00:00:00.210068
37,8,200,60,12:05:37.426940,12:05:37.647591,0 days 00:00:00.220651
38,9,200,60,12:05:40.667192,12:05:40.876753,0 days 00:00:00.209561
39,10,200,60,12:05:43.919132,12:05:44.133973,0 days 00:00:00.214841
40,1,200,80,12:05:47.166424,12:05:47.376519,0 days 00:00:00.210095
41,2,200,80,12:05:50.418733,12:05:50.628846,0 days 00:00:00.210113
42,3,200,80,12:05:53.658850,12:05:53.863431,0 days 00:00:00.204581
43,4,200,80,12:05:56.902472,12:05:57.112477,0 days 00:00:00.210005
44,5,200,80,12:06:00.142387,12:06:00.343172,0 days 00:00:00.200785
45,6,200,80,12:06:03.384756,12:06:03.593355,0 days 00:00:00.208599
46,7,200,80,12:06:06.626244,12:06:06.846104,0 days 00:00:00.219860
47,8,200,80,12:06:09.882866,12:06:10.091653,0 days 00:00:00.208787
48,9,200,80,12:06:13.131748,12:06:13.346027,0 days 00:00:00.214279
49,10,200,80,12:06:16.381602,12:06:16.582286,0 days 00:00:00.200684
50,1,200,100,12:06:19.615005,12:06:19.824581,0 days 00:00:00.209576
51,2,200,100,12:06:22.864856,12:06:23.075131,0 days 00:00:00.210275
52,3,200,100,12:06:26.114764,12:06:26.318174,0 days 00:00:00.203410
53,4,200,100,12:06:29.347468,12:06:29.561604,0 days 00:00:00.214136
54,5,200,100,12:06:32.601054,12:06:32.809503,0 days 00:00:00.208449
55,6,200,100,12:06:35.835524,12:06:36.040451,0 days 00:00:00.204927
56,7,200,100,12:06:39.063611,12:06:39.273640,0 days 00:00:00.210029
57,8,200,100,12:06:42.316031,12:06:42.518003,0 days 00:00:00.201972
58,9,200,100,12:06:45.546706,12:06:45.756278,0 days 00:00:00.209572
59,10,200,100,12:06:48.780444,12:06:48.993142,0 days 00:00:00.212698
