,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,100,0,14:25:34.456874,14:25:34.567361,0 days 00:00:00.110487
1,2,100,0,14:25:37.601271,14:25:37.711213,0 days 00:00:00.109942
2,3,100,0,14:25:40.739836,14:25:40.849780,0 days 00:00:00.109944
3,4,100,0,14:25:43.876275,14:25:43.996211,0 days 00:00:00.119936
4,5,100,0,14:25:47.016308,14:25:47.126251,0 days 00:00:00.109943
5,6,100,0,14:25:50.155517,14:25:50.265469,0 days 00:00:00.109952
6,7,100,0,14:25:53.305049,14:25:53.415029,0 days 00:00:00.109980
7,8,100,0,14:25:56.443542,14:25:56.553483,0 days 00:00:00.109941
8,9,100,0,14:25:59.579359,14:25:59.689309,0 days 00:00:00.109950
9,10,100,0,14:26:02.718119,14:26:02.828068,0 days 00:00:00.109949
10,1,100,20,14:26:05.848876,14:26:05.958818,0 days 00:00:00.109942
11,2,100,20,14:26:08.998692,14:26:09.108634,0 days 00:00:00.109942
12,3,100,20,14:26:12.132310,14:26:12.242250,0 days 00:00:00.109940
13,4,100,20,14:26:15.262425,14:26:15.372367,0 days 00:00:00.109942
14,5,100,20,14:26:18.407585,14:26:18.517538,0 days 00:00:00.109953
15,6,100,20,14:26:21.544368,14:26:21.654309,0 days 00:00:00.109941
16,7,100,20,14:26:24.689140,14:26:24.795474,0 days 00:00:00.106334
17,8,100,20,14:26:27.821632,14:26:27.923662,0 days 00:00:00.102030
18,9,100,20,14:26:30.949641,14:26:31.059582,0 days 00:00:00.109941
19,10,100,20,14:26:34.093705,14:26:34.203647,0 days 00:00:00.109942
20,1,100,40,14:26:37.230763,14:26:37.340704,0 days 00:00:00.109941
21,2,100,40,14:26:40.366561,14:26:40.476488,0 days 00:00:00.109927
22,3,100,40,14:26:43.506467,14:26:43.616409,0 days 00:00:00.109942
23,4,100,40,14:26:46.640724,14:26:46.750666,0 days 00:00:00.109942
24,5,100,40,14:26:49.777020,14:26:49.887041,0 days 00:00:00.110021
25,6,100,40,14:26:52.915803,14:26:53.025746,0 days 00:00:00.109943
26,7,100,40,14:26:56.055940,14:26:56.173460,0 days 00:00:00.117520
27,8,100,40,14:26:59.212449,14:26:59.322382,0 days 00:00:00.109933
28,9,100,40,14:27:02.349874,14:27:02.459815,0 days 00:00:00.109941
29,10,100,40,14:27:05.485249,14:27:05.595219,0 days 00:00:00.109970
30,1,100,60,14:27:08.623457,14:27:08.733386,0 days 00:00:00.109929
31,2,100,60,14:27:11.757706,14:27:11.857865,0 days 00:00:00.100159
32,3,100,60,14:27:14.892834,14:27:15.002726,0 days 00:00:00.109892
33,4,100,60,14:27:18.028412,14:27:18.138351,0 days 00:00:00.109939
34,5,100,60,14:27:21.167018,14:27:21.277529,0 days 00:00:00.110511
35,6,100,60,14:27:24.303958,14:27:24.413900,0 days 00:00:00.109942
36,7,100,60,14:27:27.437625,14:27:27.537669,0 days 00:00:00.100044
37,8,100,60,14:27:30.563825,14:27:30.673777,0 days 00:00:00.109952
38,9,100,60,14:27:33.697220,14:27:33.807164,0 days 00:00:00.109944
39,10,100,60,14:27:36.834322,14:27:36.944271,0 days 00:00:00.109949
40,1,100,80,14:27:39.973242,14:27:40.083186,0 days 00:00:00.109944
41,2,100,80,14:27:43.106703,14:27:43.216635,0 days 00:00:00.109932
42,3,100,80,14:27:46.244987,14:27:46.350809,0 days 00:00:00.105822
43,4,100,80,14:27:49.373406,14:27:49.483299,0 days 00:00:00.109893
44,5,100,80,14:27:52.507647,14:27:52.617600,0 days 00:00:00.109953
45,6,100,80,14:27:55.642761,14:27:55.752702,0 days 00:00:00.109941
46,7,100,80,14:27:58.788704,14:27:58.888860,0 days 00:00:00.100156
47,8,100,80,14:28:01.917719,14:28:02.027609,0 days 00:00:00.109890
48,9,100,80,14:28:05.055574,14:28:05.165514,0 days 00:00:00.109940
49,10,100,80,14:28:08.195591,14:28:08.305533,0 days 00:00:00.109942
50,1,100,100,14:28:11.335372,14:28:11.445312,0 days 00:00:00.109940
51,2,100,100,14:28:14.469306,14:28:14.589242,0 days 00:00:00.119936
52,3,100,100,14:28:17.614804,14:28:17.724745,0 days 00:00:00.109941
53,4,100,100,14:28:20.754080,14:28:20.864023,0 days 00:00:00.109943
54,5,100,100,14:28:23.894184,14:28:24.004115,0 days 00:00:00.109931
55,6,100,100,14:28:27.031440,14:28:27.131491,0 days 00:00:00.100051
56,7,100,100,14:28:30.160345,14:28:30.270355,0 days 00:00:00.110010
57,8,100,100,14:28:33.299474,14:28:33.409418,0 days 00:00:00.109944
58,9,100,100,14:28:36.437318,14:28:36.547269,0 days 00:00:00.109951
59,10,100,100,14:28:39.569235,14:28:39.679178,0 days 00:00:00.109943
