,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,100,0,14:04:18.514106,14:04:18.618202,0 days 00:00:00.104096
1,2,100,0,14:04:21.638411,14:04:21.748382,0 days 00:00:00.109971
2,3,100,0,14:04:24.771410,14:04:24.881334,0 days 00:00:00.109924
3,4,100,0,14:04:27.910645,14:04:28.020686,0 days 00:00:00.110041
4,5,100,0,14:04:31.052152,14:04:31.162144,0 days 00:00:00.109992
5,6,100,0,14:04:34.188674,14:04:34.298640,0 days 00:00:00.109966
6,7,100,0,14:04:37.325468,14:04:37.425865,0 days 00:00:00.100397
7,8,100,0,14:04:40.448910,14:04:40.549028,0 days 00:00:00.100118
8,9,100,0,14:04:43.574444,14:04:43.684430,0 days 00:00:00.109986
9,10,100,0,14:04:46.723484,14:04:46.833456,0 days 00:00:00.109972
10,1,100,20,14:04:49.860984,14:04:49.960995,0 days 00:00:00.100011
11,2,100,20,14:04:52.990309,14:04:53.090404,0 days 00:00:00.100095
12,3,100,20,14:04:56.113237,14:04:56.213239,0 days 00:00:00.100002
13,4,100,20,14:04:59.238924,14:04:59.338943,0 days 00:00:00.100019
14,5,100,20,14:05:02.359778,14:05:02.469761,0 days 00:00:00.109983
15,6,100,20,14:05:05.489759,14:05:05.599747,0 days 00:00:00.109988
16,7,100,20,14:05:08.636361,14:05:08.746334,0 days 00:00:00.109973
17,8,100,20,14:05:11.772225,14:05:11.872921,0 days 00:00:00.100696
18,9,100,20,14:05:14.898231,14:05:14.998240,0 days 00:00:00.100009
19,10,100,20,14:05:18.034040,14:05:18.141597,0 days 00:00:00.107557
20,1,100,40,14:05:21.170938,14:05:21.280869,0 days 00:00:00.109931
21,2,100,40,14:05:24.304440,14:05:24.404656,0 days 00:00:00.100216
22,3,100,40,14:05:27.437163,14:05:27.537346,0 days 00:00:00.100183
23,4,100,40,14:05:30.564578,14:05:30.674559,0 days 00:00:00.109981
24,5,100,40,14:05:33.698060,14:05:33.808027,0 days 00:00:00.109967
25,6,100,40,14:05:36.841537,14:05:36.941572,0 days 00:00:00.100035
26,7,100,40,14:05:39.970336,14:05:40.070499,0 days 00:00:00.100163
27,8,100,40,14:05:43.096047,14:05:43.196090,0 days 00:00:00.100043
28,9,100,40,14:05:46.227981,14:05:46.328182,0 days 00:00:00.100201
29,10,100,40,14:05:49.357833,14:05:49.457862,0 days 00:00:00.100029
30,1,100,60,14:05:52.478281,14:05:52.578328,0 days 00:00:00.100047
31,2,100,60,14:05:55.603870,14:05:55.713846,0 days 00:00:00.109976
32,3,100,60,14:05:58.736852,14:05:58.846862,0 days 00:00:00.110010
33,4,100,60,14:06:01.871410,14:06:01.972690,0 days 00:00:00.101280
34,5,100,60,14:06:05.001532,14:06:05.111487,0 days 00:00:00.109955
35,6,100,60,14:06:08.141293,14:06:08.251294,0 days 00:00:00.110001
36,7,100,60,14:06:11.275741,14:06:11.385692,0 days 00:00:00.109951
37,8,100,60,14:06:14.421667,14:06:14.531641,0 days 00:00:00.109974
38,9,100,60,14:06:17.559411,14:06:17.659503,0 days 00:00:00.100092
39,10,100,60,14:06:20.684681,14:06:20.794522,0 days 00:00:00.109841
40,1,100,80,14:06:23.825300,14:06:23.925329,0 days 00:00:00.100029
41,2,100,80,14:06:26.953164,14:06:27.056144,0 days 00:00:00.102980
42,3,100,80,14:06:30.085704,14:06:30.195671,0 days 00:00:00.109967
43,4,100,80,14:06:33.232197,14:06:33.333359,0 days 00:00:00.101162
44,5,100,80,14:06:36.353706,14:06:36.463681,0 days 00:00:00.109975
45,6,100,80,14:06:39.484496,14:06:39.594458,0 days 00:00:00.109962
46,7,100,80,14:06:42.626872,14:06:42.736796,0 days 00:00:00.109924
47,8,100,80,14:06:45.766811,14:06:45.876847,0 days 00:00:00.110036
48,9,100,80,14:06:48.906504,14:06:49.016470,0 days 00:00:00.109966
49,10,100,80,14:06:52.045305,14:06:52.155311,0 days 00:00:00.110006
50,1,100,100,14:06:55.176282,14:06:55.286225,0 days 00:00:00.109943
51,2,100,100,14:06:58.314884,14:06:58.424875,0 days 00:00:00.109991
52,3,100,100,14:07:01.451874,14:07:01.560375,0 days 00:00:00.108501
53,4,100,100,14:07:04.583082,14:07:04.683118,0 days 00:00:00.100036
54,5,100,100,14:07:07.706945,14:07:07.816925,0 days 00:00:00.109980
55,6,100,100,14:07:10.842076,14:07:10.952039,0 days 00:00:00.109963
56,7,100,100,14:07:13.980936,14:07:14.080948,0 days 00:00:00.100012
57,8,100,100,14:07:17.101255,14:07:17.211242,0 days 00:00:00.109987
58,9,100,100,14:07:20.241114,14:07:20.353115,0 days 00:00:00.112001
59,10,100,100,14:07:23.375878,14:07:23.476550,0 days 00:00:00.100672
