,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,100,0,10:33:22.937739,10:33:23.044905,0 days 00:00:00.107166
1,2,100,0,10:33:26.071407,10:33:26.181076,0 days 00:00:00.109669
2,3,100,0,10:33:29.206312,10:33:29.307529,0 days 00:00:00.101217
3,4,100,0,10:33:32.342542,10:33:32.457010,0 days 00:00:00.114468
4,5,100,0,10:33:35.481766,10:33:35.589267,0 days 00:00:00.107501
5,6,100,0,10:33:38.616649,10:33:38.717205,0 days 00:00:00.100556
6,7,100,0,10:33:41.752762,10:33:41.852800,0 days 00:00:00.100038
7,8,100,0,10:33:44.876835,10:33:44.986788,0 days 00:00:00.109953
8,9,100,0,10:33:48.007554,10:33:48.117544,0 days 00:00:00.109990
9,10,100,0,10:33:51.155651,10:33:51.256846,0 days 00:00:00.101195
10,1,100,20,10:33:54.280219,10:33:54.390198,0 days 00:00:00.109979
11,2,100,20,10:33:57.413365,10:33:57.513381,0 days 00:00:00.100016
12,3,100,20,10:34:00.533549,10:34:00.633620,0 days 00:00:00.100071
13,4,100,20,10:34:03.655992,10:34:03.756038,0 days 00:00:00.100046
14,5,100,20,10:34:06.783605,10:34:06.885305,0 days 00:00:00.101700
15,6,100,20,10:34:09.906972,10:34:10.016990,0 days 00:00:00.110018
16,7,100,20,10:34:13.042967,10:34:13.152845,0 days 00:00:00.109878
17,8,100,20,10:34:16.175624,10:34:16.285587,0 days 00:00:00.109963
18,9,100,20,10:34:19.315212,10:34:19.425169,0 days 00:00:00.109957
19,10,100,20,10:34:22.458404,10:34:22.558484,0 days 00:00:00.100080
20,1,100,40,10:34:25.581946,10:34:25.691910,0 days 00:00:00.109964
21,2,100,40,10:34:28.717419,10:34:28.827386,0 days 00:00:00.109967
22,3,100,40,10:34:31.847937,10:34:31.947939,0 days 00:00:00.100002
23,4,100,40,10:34:34.970155,10:34:35.080118,0 days 00:00:00.109963
24,5,100,40,10:34:38.106633,10:34:38.216596,0 days 00:00:00.109963
25,6,100,40,10:34:41.237033,10:34:41.338066,0 days 00:00:00.101033
26,7,100,40,10:34:44.370398,10:34:44.480394,0 days 00:00:00.109996
27,8,100,40,10:34:47.509696,10:34:47.619681,0 days 00:00:00.109985
28,9,100,40,10:34:50.657810,10:34:50.766837,0 days 00:00:00.109027
29,10,100,40,10:34:53.795626,10:34:53.895636,0 days 00:00:00.100010
30,1,100,60,10:34:56.918701,10:34:57.028687,0 days 00:00:00.109986
31,2,100,60,10:35:00.052466,10:35:00.162443,0 days 00:00:00.109977
32,3,100,60,10:35:03.189250,10:35:03.299237,0 days 00:00:00.109987
33,4,100,60,10:35:06.320153,10:35:06.432178,0 days 00:00:00.112025
34,5,100,60,10:35:09.452651,10:35:09.562636,0 days 00:00:00.109985
35,6,100,60,10:35:12.586463,10:35:12.696440,0 days 00:00:00.109977
36,7,100,60,10:35:15.731907,10:35:15.832554,0 days 00:00:00.100647
37,8,100,60,10:35:18.865690,10:35:18.975154,0 days 00:00:00.109464
38,9,100,60,10:35:22.001822,10:35:22.111828,0 days 00:00:00.110006
39,10,100,60,10:35:25.151460,10:35:25.259936,0 days 00:00:00.108476
40,1,100,80,10:35:28.280669,10:35:28.381529,0 days 00:00:00.100860
41,2,100,80,10:35:31.409252,10:35:31.509309,0 days 00:00:00.100057
42,3,100,80,10:35:34.533757,10:35:34.643728,0 days 00:00:00.109971
43,4,100,80,10:35:37.668402,10:35:37.768456,0 days 00:00:00.100054
44,5,100,80,10:35:40.811319,10:35:40.920675,0 days 00:00:00.109356
45,6,100,80,10:35:43.952398,10:35:44.056504,0 days 00:00:00.104106
46,7,100,80,10:35:47.090278,10:35:47.196627,0 days 00:00:00.106349
47,8,100,80,10:35:50.218396,10:35:50.318446,0 days 00:00:00.100050
48,9,100,80,10:35:53.361870,10:35:53.464004,0 days 00:00:00.102134
49,10,100,80,10:35:56.493192,10:35:56.593249,0 days 00:00:00.100057
50,1,100,100,10:35:59.623215,10:35:59.723475,0 days 00:00:00.100260
51,2,100,100,10:36:02.766940,10:36:02.872622,0 days 00:00:00.105682
52,3,100,100,10:36:05.894809,10:36:05.995805,0 days 00:00:00.100996
53,4,100,100,10:36:09.018647,10:36:09.128610,0 days 00:00:00.109963
54,5,100,100,10:36:12.159138,10:36:12.269123,0 days 00:00:00.109985
55,6,100,100,10:36:15.298398,10:36:15.400278,0 days 00:00:00.101880
56,7,100,100,10:36:18.425494,10:36:18.535526,0 days 00:00:00.110032
57,8,100,100,10:36:21.571075,10:36:21.680131,0 days 00:00:00.109056
58,9,100,100,10:36:24.703487,10:36:24.803664,0 days 00:00:00.100177
59,10,100,100,10:36:27.826688,10:36:27.926921,0 days 00:00:00.100233
