Investigator;;Time (s);Electrode;Amplitude (mV)
Recording Name;D19_POSTsiembra_C4_(IV);0.11448;C4_23;0.035
Description;;0.116;C4_44;0.03
Maestro Edge (Maestro-091) Settings;;0.11648;C4_32;0.032
   Original File Time;02/20/2024 14:21:26;0.1176;C4_23;0.033
   Sampling Frequency;12.5 kHz;0.12248;C4_24;0.023
   Voltage Scale;-5.484861781483107E-08 V/sample;0.13288;C4_24;0.062
   Experiment Start Time;02/20/2024 13:19:42;0.13584;C4_24;0.015
   Referencing Method;Median;0.15912;C4_23;0.191
   Analog Mode Setting;Neural Spikes;0.16296;C4_43;0.017
   Plate Type;CytoView MEA 24;0.18024;C4_23;0.188
   Digital Low Pass Filter;3 kHz Kaiser Window;0.18456;C4_23;0.108
   Digital High Pass Filter;200 Hz IIR;0.18832;C4_23;0.013
   Temperature Set Point;37.0 Degrees C;0.2044;C4_23;0.018
   Current Temperature;37.0 Degrees C;0.31704;C4_44;0.024
   Heater Power;On;0.32144;C4_44;0.023
   Legacy Heating Mode;Off;0.34608;C4_11;0.042
   Barcode Plate Type;TwentyFourWell;0.37032;C4_11;0.039
   Plate Serial Number;114-0345;0.3892;C4_12;0.046
   CO2 Conc. Set Point;5.00%;0.38928;C4_23;0.39
   Actual CO2 Conc.;5.00%;0.38944;C4_24;0.045
   Gas Mixer Status;Regulating;0.39048;C4_11;0.041
   AxIS Version;3.10.3.6;0.39072;C4_21;0.025
   Maestro Edge (Maestro-091) Firmware;3.10.3.6;0.3924;C4_24;0.028
   Maestro Edge (Maestro-091) BioCore Version;BioCore 4B;0.39256;C4_23;0.059
;;0.39336;C4_44;0.033
Spike Detector Settings;;0.39376;C4_43;0.017
   Method;Adaptive Threshold Crossing;0.39568;C4_23;0.05
   Threshold;6;0.39768;C4_44;0.03
   Threshold Status;Variable;0.39784;C4_43;0.022
   Threshold Crossing Only;TRUE;0.398;C4_23;0.019
   Pre-Spike Duration;0.84 ms;0.39904;C4_11;0.029
   Post-Spike Duration;2.16 ms;0.40032;C4_22;0.018
   Coincident Event Filter;Default (Well);0.40184;C4_23;0.036
   Coincidence Occurrence Threshold;4 Electrodes;0.40368;C4_24;0.049
   Coincidence Event Window;80 µs;0.40376;C4_32;0.033
   Allow Sample Overlap;FALSE;0.40432;C4_23;0.051
   Spike Count Interval;1 s;0.40552;C4_44;0.034
;;0.406;C4_24;0.011
;;0.40792;C4_33;0.015
;;0.40816;C4_23;0.054
;;0.4084;C4_43;0.021
;;0.40864;C4_44;0.027
;;0.40976;C4_22;0.027
;;0.41024;C4_32;0.028
;;0.41088;C4_24;0.08
;;0.41104;C4_44;0.022
;;0.41168;C4_12;0.02
;;0.41192;C4_11;0.028
;;0.4124;C4_23;0.026
;;0.4136;C4_24;0.01
;;0.41464;C4_12;0.033
;;0.41592;C4_23;0.073
;;0.41632;C4_33;0.018
;;0.4176;C4_11;0.05
;;0.41776;C4_32;0.033
;;0.41832;C4_22;0.029
;;0.41856;C4_23;0.038
;;0.41888;C4_12;0.021
;;0.41944;C4_43;0.025
;;0.42208;C4_32;0.031
;;0.42296;C4_23;0.059
;;0.42376;C4_44;0.033
;;0.4264;C4_23;0.025
;;0.42696;C4_33;0.019
;;0.42832;C4_22;0.026
;;0.42864;C4_14;0.015
;;0.42904;C4_23;0.03
;;0.42912;C4_24;0.054
;;0.43016;C4_32;0.034
;;0.43144;C4_23;0.063
;;0.4336;C4_22;0.043
;;0.434;C4_23;0.034
;;0.43568;C4_32;0.03
;;0.43616;C4_11;0.042
;;0.43712;C4_23;0.019
;;0.4396;C4_23;0.023
;;0.44184;C4_23;0.444
;;0.44336;C4_32;0.026
;;0.44696;C4_23;0.017
;;0.44824;C4_12;0.017
;;0.45016;C4_11;0.018
;;0.45264;C4_32;0.029
;;0.4568;C4_23;0.062
;;0.46608;C4_32;0.032
;;0.4748;C4_23;0.017
;;0.49768;C4_23;0.053
;;0.50624;C4_11;0.041
;;0.51248;C4_32;0.032
;;0.51808;C4_23;0.021
;;0.52648;C4_23;0.017
;;0.52912;C4_23;0.059
;;0.53272;C4_23;0.02
;;0.54064;C4_42;0.016
;;0.54232;C4_23;0.016
;;0.54504;C4_24;0.02
;;0.548;C4_23;0.058
;;0.85792;C4_24;0.073
;;0.86056;C4_24;0.014
;;0.87128;C4_23;0.028
;;0.87336;C4_32;0.029
;;0.87456;C4_23;0.033
;;0.87856;C4_24;0.033
;;1.03632;C4_12;0.039
;;1.03648;C4_23;0.362
;;1.03656;C4_24;0.05
;;1.03792;C4_21;0.021
;;1.0388;C4_24;0.025
;;1.04;C4_23;0.032
;;1.0408;C4_43;0.016
;;1.04216;C4_44;0.028
;;1.0424;C4_23;0.135
;;1.04432;C4_24;0.049
;;1.04608;C4_12;0.035
;;1.04616;C4_23;0.134
;;1.04616;C4_43;0.016
;;1.0468;C4_44;0.031
;;1.04808;C4_24;0.053
;;1.04896;C4_23;0.032
;;1.04928;C4_22;0.036
;;1.05048;C4_11;0.028
;;1.05056;C4_24;0.023
;;1.05072;C4_43;0.015
;;1.05184;C4_23;0.023
;;1.05184;C4_44;0.021
;;1.0548;C4_44;0.018
;;1.05536;C4_23;0.033
;;1.05552;C4_32;0.036
;;1.05696;C4_43;0.023
;;1.05768;C4_23;0.046
;;1.05808;C4_42;0.015
;;1.05984;C4_21;0.017
;;1.05984;C4_44;0.034
;;1.06016;C4_22;0.032
;;1.06048;C4_11;0.03
;;1.06072;C4_23;0.032
;;1.06144;C4_24;0.102
;;1.06264;C4_12;0.029
;;1.06336;C4_32;0.028
;;1.06408;C4_11;0.026
;;1.0652;C4_23;0.028
;;1.0656;C4_24;0.022
;;1.06632;C4_22;0.04
;;1.06728;C4_11;0.049
;;1.06792;C4_21;0.02
;;1.06808;C4_23;0.047
;;1.07008;C4_22;0.022
;;1.07032;C4_32;0.035
;;1.0704;C4_44;0.03
;;1.0712;C4_23;0.04
;;1.07336;C4_21;0.017
;;1.07344;C4_24;0.051
;;1.0736;C4_23;0.054
;;1.07504;C4_32;0.035
;;1.07536;C4_22;0.02
;;1.07952;C4_23;0.031
;;1.08208;C4_42;0.012
;;1.0832;C4_23;0.031
;;1.09696;C4_23;0.055
;;1.29496;C4_44;0.016
;;1.40352;C4_24;0.086
;;1.40608;C4_24;0.01
;;1.4164;C4_12;0.046
;;1.41656;C4_23;0.207
;;1.41672;C4_24;0.047
;;1.41784;C4_21;0.031
;;1.4192;C4_24;0.022
;;1.42032;C4_23;0.029
;;1.4208;C4_44;0.029
;;1.42104;C4_43;0.015
;;1.42328;C4_23;0.164
;;1.42432;C4_24;0.058
;;1.42736;C4_23;0.017
;;1.4308;C4_44;0.029
;;1.43376;C4_44;0.015
;;1.43448;C4_23;0.037
;;1.43656;C4_32;0.03
;;1.43792;C4_23;0.03
;;1.44136;C4_23;0.026
;;1.44152;C4_24;0.049
;;1.44416;C4_43;0.022
;;1.44448;C4_24;0.02
;;1.44496;C4_23;0.055
;;1.44688;C4_32;0.033
;;1.44744;C4_44;0.024
;;1.4508;C4_12;0.02
;;1.45432;C4_33;0.021
;;1.4544;C4_11;0.02
;;1.45456;C4_23;0.02
;;1.4556;C4_22;0.043
;;1.45736;C4_32;0.031
;;1.45944;C4_31;0.016
;;1.45992;C4_23;0.157
;;1.4656;C4_32;0.033
;;1.46576;C4_22;0.033
;;1.46624;C4_21;0.022
;;1.46632;C4_23;0.065
;;1.46656;C4_43;0.021
;;1.4668;C4_24;0.049
;;1.46736;C4_42;0.023
;;1.46744;C4_33;0.016
;;1.46944;C4_32;0.024
;;1.47008;C4_12;0.04
;;1.47032;C4_23;0.254
;;1.4704;C4_11;0.044
;;1.47048;C4_24;0.037
;;1.47264;C4_12;0.024
;;1.47272;C4_21;0.014
;;1.4732;C4_23;0.038
;;1.47328;C4_24;0.036
;;1.4736;C4_42;0.017
;;1.47448;C4_32;0.028
;;1.47472;C4_44;0.05
;;1.47632;C4_23;0.053
;;1.47872;C4_44;0.022
;;1.48088;C4_23;0.018
;;1.4828;C4_44;0.024
;;1.48544;C4_23;0.045
;;1.49144;C4_44;0.024
;;1.492;C4_23;0.039
;;1.49368;C4_44;0.03
;;1.49376;C4_32;0.035
;;1.49496;C4_23;0.036
;;1.49808;C4_23;0.05
;;1.5024;C4_21;0.017
;;1.50288;C4_23;0.032
;;1.50288;C4_32;0.032
;;1.50576;C4_23;0.038
;;1.50592;C4_11;0.039
;;1.50936;C4_32;0.028
;;1.5152;C4_23;0.017
;;1.522;C4_24;0.045
;;1.58936;C4_23;0.449
;;1.59448;C4_23;0.006
;;1.87648;C4_24;0.079
;;1.8792;C4_24;0.013
;;1.9996;C4_11;0.043
;;2.0116;C4_44;0.023
;;2.01408;C4_31;0.018
;;2.01896;C4_12;0.048
;;2.01912;C4_23;0.36
;;2.01928;C4_24;0.043
;;2.0228;C4_23;0.028
;;2.0232;C4_44;0.034
;;2.02544;C4_23;0.18
;;2.02672;C4_24;0.045
;;2.02912;C4_24;0.024
;;2.0292;C4_43;0.015
;;2.02928;C4_44;0.053
