Investigator		Time (s)	Electrode	Amplitude (mV)
Recording Name	D19_POSTsiembra_A2_(IV)	0.00688	A2_11	0.023
Description		0.02848	A2_23	0.053
Maestro Edge (Maestro-091) Settings		0.07848	A2_31	0.034
   Original File Time	02/20/2024 13:38:56	0.0824	A2_31	0.075
   Sampling Frequency	12.5 kHz	0.09064	A2_42	0.014
   Voltage Scale	-5.484861781483107E-08 V/sample	0.09232	A2_23	0.019
   Experiment Start Time	02/20/2024 13:19:42	0.09456	A2_31	0.031
   Referencing Method	Median	0.1004	A2_31	0.08
   Analog Mode Setting	Neural Spikes	0.10416	A2_14	0.027
   Plate Type	CytoView MEA 24	0.10544	A2_23	0.053
   Digital Low Pass Filter	3 kHz Kaiser Window	0.10592	A2_13	0.028
   Digital High Pass Filter	200 Hz IIR	0.11152	A2_23	0.031
   Temperature Set Point	37.0 Degrees C	0.14024	A2_23	0.022
   Current Temperature	37.0 Degrees C	0.22712	A2_23	0.027
   Heater Power	On	0.258	A2_33	0.023
   Legacy Heating Mode	Off	0.26184	A2_14	0.023
   Barcode Plate Type	TwentyFourWell	0.31352	A2_31	0.019
   Plate Serial Number	114-0345	0.31712	A2_31	0.032
   CO2 Conc. Set Point	5.00%	0.32152	A2_31	0.098
   Actual CO2 Conc.	4.90%	0.32688	A2_42	0.016
   Gas Mixer Status	Regulating	0.33264	A2_14	0.108
   AxIS Version	3.10.3.6	0.33496	A2_14	0.257
   Maestro Edge (Maestro-091) Firmware	3.10.3.6	0.33832	A2_14	0.266
   Maestro Edge (Maestro-091) BioCore Version	BioCore 4B	0.34024	A2_11	0.219
		0.34128	A2_14	0.135
Spike Detector Settings		0.3428	A2_31	0.024
   Method	Adaptive Threshold Crossing	0.34512	A2_14	0.025
   Threshold	6	0.3464	A2_23	0.053
   Threshold Status	Variable	0.34752	A2_31	0.071
   Threshold Crossing Only	TRUE	0.34792	A2_13	0.017
   Pre-Spike Duration	0.84 ms	0.35312	A2_14	0.02
   Post-Spike Duration	2.16 ms	0.35328	A2_23	0.017
   Coincident Event Filter	Default (Well)	0.35536	A2_32	0.02
   Coincidence Occurrence Threshold	4 Electrodes	0.3568	A2_44	0.017
   Coincidence Event Window	80 µs	0.35736	A2_42	0.017
   Allow Sample Overlap	FALSE	0.35824	A2_32	0.507
