Investigator;;Time (s);Electrode;Amplitude (mV)
Recording Name;D19_POSTsiembra_C1_(I);0.03736;C1_23;0.03
Description;;0.24712;C1_23;0.022
Maestro Edge (Maestro-091) Settings;;0.42616;C1_23;0.024
   Original File Time;02/20/2024 10:59:30;0.616;C1_23;0.029
   Sampling Frequency;12.5 kHz;0.9716;C1_23;0.025
   Voltage Scale;-5.484861781483107E-08 V/sample;1.02672;C1_14;0.027
   Experiment Start Time;02/20/2024 10:06:50;1.03504;C1_14;0.022
   Referencing Method;Median;1.04392;C1_14;0.025
   Analog Mode Setting;Neural Spikes;1.04704;C1_23;0.016
   Plate Type;CytoView MEA 24;1.09152;C1_14;0.025
   Digital Low Pass Filter;3 kHz Kaiser Window;1.10104;C1_14;0.026
   Digital High Pass Filter;200 Hz IIR;1.10904;C1_22;0.025
   Temperature Set Point;37.0 Degrees C;1.174;C1_14;0.02
   Current Temperature;37.0 Degrees C;1.17496;C1_23;0.018
   Heater Power;On;1.18432;C1_14;0.023
   Legacy Heating Mode;Off;1.22664;C1_14;0.025
   Barcode Plate Type;TwentyFourWell;1.23512;C1_14;0.022
   Plate Serial Number;114-0345;1.23536;C1_23;0.024
   CO2 Conc. Set Point;5.00%;1.24096;C1_14;0.025
   Actual CO2 Conc.;4.90%;1.24408;C1_13;0.062
   Gas Mixer Status;Regulating;1.2528;C1_13;0.058
   AxIS Version;3.10.3.6;1.25632;C1_13;0.036
   Maestro Edge (Maestro-091) Firmware;3.10.3.6;1.28816;C1_14;0.025
   Maestro Edge (Maestro-091) BioCore Version;BioCore 4B;1.29384;C1_22;0.017
;;1.31064;C1_22;0.05
Spike Detector Settings;;1.33408;C1_23;0.019
   Method;Adaptive Threshold Crossing;1.34864;C1_14;0.022
   Threshold;6;1.37504;C1_14;0.026
   Threshold Status;Variable;1.65888;C1_23;0.02
   Threshold Crossing Only;TRUE;1.90688;C1_23;0.024
   Pre-Spike Duration;0.84 ms;2.12248;C1_23;0.019
   Post-Spike Duration;2.16 ms;2.3128;C1_23;0.026
   Coincident Event Filter;Default (Well);2.33248;C1_11;0.014
   Coincidence Occurrence Threshold;4 Electrodes;2.55008;C1_23;0.023
   Coincidence Event Window;80 µs;2.66584;C1_14;0.021
