Investigator;;Time (s);Electrode;Amplitude (mV)
Recording Name;D19_POSTsiembra_D6_(IV);0.20416;D6_22;0.068
Description;;0.37472;D6_22;0.066
Maestro Edge (Maestro-091) Settings;;0.5168;D6_22;0.064
   Original File Time;02/20/2024 14:33:35;0.66712;D6_22;0.067
   Sampling Frequency;12.5 kHz;0.81736;D6_22;0.058
   Voltage Scale;-5.484861781483107E-08 V/sample;0.84928;D6_43;0.068
   Experiment Start Time;02/20/2024 13:19:42;0.87928;D6_12;0.127
   Referencing Method;Median;0.88608;D6_12;0.149
   Analog Mode Setting;Neural Spikes;0.88936;D6_12;0.097
   Plate Type;CytoView MEA 24;0.88992;D6_11;0.021
   Digital Low Pass Filter;3 kHz Kaiser Window;0.8912;D6_22;0.061
   Digital High Pass Filter;200 Hz IIR;0.89232;D6_13;0.018
   Temperature Set Point;37.0 Degrees C;0.89312;D6_12;0.048
   Current Temperature;37.0 Degrees C;0.8964;D6_12;0.047
   Heater Power;On;0.89696;D6_23;0.018
   Legacy Heating Mode;Off;0.8972;D6_43;0.067
   Barcode Plate Type;TwentyFourWell;0.89912;D6_12;0.118
   Plate Serial Number;114-0345;0.8992;D6_24;0.044
   CO2 Conc. Set Point;5.00%;0.89992;D6_22;0.043
   Actual CO2 Conc.;5.00%;0.90064;D6_11;0.021
   Gas Mixer Status;Regulating;0.90064;D6_43;0.022
   AxIS Version;3.10.3.6;0.90088;D6_23;0.029
   Maestro Edge (Maestro-091) Firmware;3.10.3.6;0.90224;D6_22;0.02
   Maestro Edge (Maestro-091) BioCore Version;BioCore 4B;0.90232;D6_12;0.145
;;0.90376;D6_24;0.031
Spike Detector Settings;;0.904;D6_32;0.036
   Method;Adaptive Threshold Crossing;0.90416;D6_43;0.062
   Threshold;6;0.90464;D6_12;0.178
   Threshold Status;Variable;0.90464;D6_23;0.031
   Threshold Crossing Only;TRUE;0.90496;D6_11;0.033
   Pre-Spike Duration;0.84 ms;0.906;D6_14;0.022
   Post-Spike Duration;2.16 ms;0.90648;D6_32;0.041
   Coincident Event Filter;Default (Well);0.90664;D6_43;0.098
   Coincidence Occurrence Threshold;4 Electrodes;0.90776;D6_12;0.069
   Coincidence Event Window;80 µs;0.908;D6_22;0.029
   Allow Sample Overlap;FALSE;0.90824;D6_23;0.025
   Spike Count Interval;1 s;0.9088;D6_11;0.022
;;0.90896;D6_21;0.035
;;0.90976;D6_43;0.027
;;0.91024;D6_32;0.031
;;0.91064;D6_14;0.021
;;0.91112;D6_12;0.045
;;0.9112;D6_13;0.024
;;0.91152;D6_22;0.023
;;0.91176;D6_11;0.019
;;0.912;D6_23;0.209
;;0.91208;D6_43;0.047
;;0.91224;D6_24;0.022
;;0.91288;D6_32;0.059
;;0.91352;D6_12;0.042
;;0.91448;D6_11;0.023
;;0.91464;D6_43;0.077
;;0.91496;D6_33;0.115
;;0.91504;D6_23;0.031
;;0.91544;D6_22;0.036
;;0.91592;D6_32;0.023
;;0.91608;D6_12;0.109
;;0.91696;D6_43;0.044
;;0.91704;D6_14;0.021
;;0.91704;D6_21;0.035
;;0.91744;D6_23;0.072
;;0.918;D6_24;0.023
;;0.91816;D6_22;0.019
;;0.9184;D6_12;0.065
;;0.91952;D6_43;0.059
;;0.91968;D6_11;0.025
;;0.91968;D6_14;0.013
;;0.92;D6_32;0.028
;;0.92032;D6_23;0.033
;;0.92248;D6_12;0.26
;;0.92272;D6_43;0.031
;;0.92304;D6_24;0.026
;;0.92312;D6_32;0.051
;;0.9236;D6_22;0.017
;;0.92392;D6_23;0.198
;;0.92416;D6_21;0.019
;;0.92464;D6_11;0.036
;;0.92504;D6_43;0.061
;;0.92568;D6_12;0.025
;;0.92648;D6_23;0.073
;;0.9268;D6_32;0.024
;;0.92824;D6_43;0.075
;;0.92864;D6_12;0.01
;;0.92896;D6_11;0.031
;;0.92984;D6_23;0.046
;;0.93072;D6_22;0.028
;;0.9316;D6_12;0.046
;;0.93192;D6_24;0.03
;;0.93312;D6_23;0.047
;;0.93488;D6_43;0.06
;;0.93504;D6_11;0.029
;;0.93536;D6_12;0.07
;;0.93536;D6_23;0.05
;;0.93536;D6_33;0.102
;;0.93656;D6_32;0.047
;;0.93768;D6_22;0.021
;;0.93792;D6_12;0.372
;;0.93808;D6_11;0.011
;;0.93816;D6_23;0.049
;;0.94088;D6_43;0.029
;;0.94136;D6_23;0.019
;;0.94224;D6_12;0.217
;;0.94256;D6_11;0.037
;;0.94264;D6_22;0.026
;;0.9432;D6_32;0.028
;;0.94344;D6_43;0.032
;;0.94512;D6_12;0.046
;;0.94544;D6_23;0.115
;;0.94656;D6_32;0.033
;;0.94728;D6_43;0.049
;;0.94768;D6_23;0.015
;;0.94896;D6_14;0.023
;;0.95;D6_23;0.027
;;0.95016;D6_12;0.1
;;0.95088;D6_43;0.037
;;0.95184;D6_11;0.028
;;0.95304;D6_23;0.118
;;0.95312;D6_12;0.324
;;0.95376;D6_14;0.021
;;0.95416;D6_32;0.041
;;0.9548;D6_43;0.018
;;0.95528;D6_22;0.016
;;0.95584;D6_12;0.018
;;0.9564;D6_23;0.032
;;0.95728;D6_32;0.028
;;0.95832;D6_43;0.068
;;0.9584;D6_11;0.022
;;0.95904;D6_23;0.066
;;0.9596;D6_24;0.03
;;0.95984;D6_12;0.039
;;0.9608;D6_32;0.028
;;0.96112;D6_22;0.038
;;0.96112;D6_43;0.035
;;0.96152;D6_23;0.038
;;0.96232;D6_12;0.044
;;0.96352;D6_32;0.053
;;0.96432;D6_23;0.032
;;0.96496;D6_11;0.03
;;0.966;D6_43;0.025
;;0.96632;D6_14;0.022
;;0.96696;D6_23;0.019
;;0.9672;D6_32;0.035
;;0.96736;D6_22;0.023
;;0.96768;D6_12;0.028
;;0.96808;D6_24;0.016
;;0.96848;D6_43;0.041
;;0.96864;D6_33;0.099
;;0.97024;D6_21;0.015
;;0.97112;D6_43;0.054
;;0.97128;D6_12;0.029
;;0.97184;D6_33;0.024
;;0.9724;D6_24;0.024
;;0.97256;D6_13;0.025
;;0.97328;D6_22;0.023
;;0.9736;D6_23;0.019
;;0.97416;D6_32;0.02
