Investigator;;Time (s);Electrode;Amplitude (mV)
Recording Name;D19_POSTsiembra_B4_(IV);0.3772;B4_42;0.043
Description;;0.56536;B4_42;0.027
Maestro Edge (Maestro-091) Settings;;0.5936;B4_42;0.032
   Original File Time;02/20/2024 14:00:19;0.6492;B4_14;0.017
   Sampling Frequency;12.5 kHz;0.70616;B4_42;0.012
   Voltage Scale;-5.484861781483107E-08 V/sample;0.70888;B4_42;0.034
   Experiment Start Time;02/20/2024 13:19:42;0.7592;B4_21;0.176
   Referencing Method;Median;0.76168;B4_21;0.021
   Analog Mode Setting;Neural Spikes;0.76984;B4_34;0.018
   Plate Type;CytoView MEA 24;0.79512;B4_21;0.178
   Digital Low Pass Filter;3 kHz Kaiser Window;0.79752;B4_21;0.022
   Digital High Pass Filter;200 Hz IIR;0.82288;B4_42;0.03
   Temperature Set Point;37.0 Degrees C;0.83744;B4_21;0.024
   Current Temperature;37.0 Degrees C;0.86968;B4_21;0.173
   Heater Power;On;0.8724;B4_21;0.021
   Legacy Heating Mode;Off;1.00504;B4_42;0.03
   Barcode Plate Type;TwentyFourWell;1.03352;B4_32;0.018
   Plate Serial Number;114-0345;1.10608;B4_21;0.176
   CO2 Conc. Set Point;5.00%;1.10864;B4_21;0.019
   Actual CO2 Conc.;4.90%;1.112;B4_42;0.029
   Gas Mixer Status;Regulating;1.12056;B4_14;0.018
   AxIS Version;3.10.3.6;1.136;B4_42;0.029
   Maestro Edge (Maestro-091) Firmware;3.10.3.6;1.15952;B4_21;0.176
   Maestro Edge (Maestro-091) BioCore Version;BioCore 4B;1.16208;B4_21;0.016
;;1.26312;B4_42;0.02
Spike Detector Settings;;1.32576;B4_21;0.171
   Method;Adaptive Threshold Crossing;1.32824;B4_21;0.017
   Threshold;6;1.38096;B4_21;0.171
   Threshold Status;Variable;1.38424;B4_21;0.018
   Threshold Crossing Only;TRUE;1.38496;B4_42;0.027
   Pre-Spike Duration;0.84 ms;1.4448;B4_21;0.182
   Post-Spike Duration;2.16 ms;1.44592;B4_42;0.025
   Coincident Event Filter;Default (Well);1.44896;B4_21;0.029
   Coincidence Occurrence Threshold;4 Electrodes;1.44976;B4_42;0.098
   Coincidence Event Window;80 µs;1.4516;B4_21;0.183
   Allow Sample Overlap;FALSE;1.4524;B4_42;0.014
   Spike Count Interval;1 s;1.45408;B4_21;0.041
;;1.45576;B4_42;0.092
;;1.45672;B4_21;0.625
;;1.45832;B4_42;0.017
;;1.45904;B4_21;0.031
;;1.46064;B4_42;0.016
;;1.4616;B4_21;0.578
;;1.46416;B4_21;0.014
;;1.46752;B4_42;0.026
;;1.4684;B4_21;0.032
;;1.4708;B4_42;0.045
;;1.47408;B4_42;0.013
;;1.4764;B4_21;0.482
;;1.47704;B4_42;0.022
;;1.48024;B4_21;0.026
;;1.48432;B4_21;0.556
;;1.48784;B4_21;0.018
;;1.4904;B4_34;0.02
;;1.5056;B4_21;0.176
;;1.508;B4_21;0.02
;;1.52856;B4_21;0.034
;;1.54584;B4_42;0.022
;;1.55792;B4_21;0.024
;;1.56392;B4_21;0.033
;;1.63776;B4_21;0.47
;;1.64144;B4_21;0.04
;;1.64448;B4_21;0.022
;;1.64592;B4_42;0.096
;;1.64808;B4_21;0.564
;;1.64872;B4_42;0.016
;;1.6504;B4_21;0.031
;;1.65072;B4_34;0.105
;;1.65328;B4_42;0.09
;;1.65576;B4_21;0.042
;;1.65984;B4_14;0.058
;;1.66128;B4_21;0.587
;;1.66208;B4_42;0.087
;;1.66232;B4_22;0.031
;;1.66352;B4_21;0.029
;;1.66448;B4_14;0.087
;;1.66528;B4_42;0.015
;;1.66632;B4_34;0.119
;;1.6668;B4_21;0.195
;;1.6672;B4_22;0.034
