,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,100,0,14:00:22.000492,14:00:22.111563,0 days 00:00:00.111071
1,2,100,0,14:00:25.147934,14:00:25.257902,0 days 00:00:00.109968
2,3,100,0,14:00:28.284511,14:00:28.384990,0 days 00:00:00.100479
3,4,100,0,14:00:31.410915,14:00:31.520886,0 days 00:00:00.109971
4,5,100,0,14:00:34.548858,14:00:34.649372,0 days 00:00:00.100514
5,6,100,0,14:00:37.675673,14:00:37.785617,0 days 00:00:00.109944
6,7,100,0,14:00:40.814350,14:00:40.924321,0 days 00:00:00.109971
7,8,100,0,14:00:43.948946,14:00:44.058907,0 days 00:00:00.109961
8,9,100,0,14:00:47.086908,14:00:47.186929,0 days 00:00:00.100021
9,10,100,0,14:00:50.213593,14:00:50.323562,0 days 00:00:00.109969
10,1,100,20,14:00:53.349389,14:00:53.459348,0 days 00:00:00.109959
11,2,100,20,14:00:56.486274,14:00:56.586313,0 days 00:00:00.100039
12,3,100,20,14:00:59.609328,14:00:59.719297,0 days 00:00:00.109969
13,4,100,20,14:01:02.746535,14:01:02.846554,0 days 00:00:00.100019
14,5,100,20,14:01:05.872826,14:01:05.972857,0 days 00:00:00.100031
15,6,100,20,14:01:08.993019,14:01:09.105000,0 days 00:00:00.111981
16,7,100,20,14:01:12.129422,14:01:12.229427,0 days 00:00:00.100005
17,8,100,20,14:01:15.255384,14:01:15.365369,0 days 00:00:00.109985
18,9,100,20,14:01:18.393362,14:01:18.507611,0 days 00:00:00.114249
19,10,100,20,14:01:21.540717,14:01:21.650640,0 days 00:00:00.109923
20,1,100,40,14:01:24.674273,14:01:24.784240,0 days 00:00:00.109967
21,2,100,40,14:01:27.810213,14:01:27.920227,0 days 00:00:00.110014
22,3,100,40,14:01:30.944148,14:01:31.054105,0 days 00:00:00.109957
23,4,100,40,14:01:34.077426,14:01:34.177511,0 days 00:00:00.100085
24,5,100,40,14:01:37.207094,14:01:37.313082,0 days 00:00:00.105988
25,6,100,40,14:01:40.334246,14:01:40.434303,0 days 00:00:00.100057
26,7,100,40,14:01:43.460755,14:01:43.570725,0 days 00:00:00.109970
27,8,100,40,14:01:46.605772,14:01:46.709249,0 days 00:00:00.103477
28,9,100,40,14:01:49.744136,14:01:49.854122,0 days 00:00:00.109986
29,10,100,40,14:01:52.883172,14:01:52.993140,0 days 00:00:00.109968
30,1,100,60,14:01:56.027254,14:01:56.137219,0 days 00:00:00.109965
31,2,100,60,14:01:59.162666,14:01:59.272647,0 days 00:00:00.109981
32,3,100,60,14:02:02.305930,14:02:02.410440,0 days 00:00:00.104510
33,4,100,60,14:02:05.443320,14:02:05.543330,0 days 00:00:00.100010
34,5,100,60,14:02:08.564760,14:02:08.665017,0 days 00:00:00.100257
35,6,100,60,14:02:11.687907,14:02:11.797900,0 days 00:00:00.109993
36,7,100,60,14:02:14.828296,14:02:14.938191,0 days 00:00:00.109895
37,8,100,60,14:02:17.960888,14:02:18.070873,0 days 00:00:00.109985
38,9,100,60,14:02:21.095866,14:02:21.207346,0 days 00:00:00.111480
39,10,100,60,14:02:24.238073,14:02:24.348034,0 days 00:00:00.109961
40,1,100,80,14:02:27.373865,14:02:27.474081,0 days 00:00:00.100216
41,2,100,80,14:02:30.507228,14:02:30.612738,0 days 00:00:00.105510
42,3,100,80,14:02:33.647092,14:02:33.747878,0 days 00:00:00.100786
43,4,100,80,14:02:36.776685,14:02:36.886641,0 days 00:00:00.109956
44,5,100,80,14:02:39.914482,14:02:40.024560,0 days 00:00:00.110078
45,6,100,80,14:02:43.052015,14:02:43.160726,0 days 00:00:00.108711
46,7,100,80,14:02:46.185137,14:02:46.295023,0 days 00:00:00.109886
47,8,100,80,14:02:49.317813,14:02:49.427880,0 days 00:00:00.110067
48,9,100,80,14:02:52.455995,14:02:52.565962,0 days 00:00:00.109967
49,10,100,80,14:02:55.589504,14:02:55.689511,0 days 00:00:00.100007
50,1,100,100,14:02:58.713282,14:02:58.823363,0 days 00:00:00.110081
51,2,100,100,14:03:01.852118,14:03:01.952120,0 days 00:00:00.100002
52,3,100,100,14:03:04.975648,14:03:05.085615,0 days 00:00:00.109967
53,4,100,100,14:03:08.109473,14:03:08.209492,0 days 00:00:00.100019
54,5,100,100,14:03:11.245335,14:03:11.355353,0 days 00:00:00.110018
55,6,100,100,14:03:14.376205,14:03:14.486174,0 days 00:00:00.109969
56,7,100,100,14:03:17.514845,14:03:17.624920,0 days 00:00:00.110075
57,8,100,100,14:03:20.653241,14:03:20.763199,0 days 00:00:00.109958
58,9,100,100,14:03:23.788569,14:03:23.898551,0 days 00:00:00.109982
59,10,100,100,14:03:26.932805,14:03:27.042767,0 days 00:00:00.109962
