,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,100,0,10:25:09.482706,10:25:09.585986,0 days 00:00:00.103280
1,2,100,0,10:25:12.607963,10:25:12.720310,0 days 00:00:00.112347
2,3,100,0,10:25:15.749355,10:25:15.859343,0 days 00:00:00.109988
3,4,100,0,10:25:18.879931,10:25:18.981448,0 days 00:00:00.101517
4,5,100,0,10:25:22.006421,10:25:22.108088,0 days 00:00:00.101667
5,6,100,0,10:25:25.136332,10:25:25.246293,0 days 00:00:00.109961
6,7,100,0,10:25:28.275583,10:25:28.375597,0 days 00:00:00.100014
7,8,100,0,10:25:31.402493,10:25:31.503706,0 days 00:00:00.101213
8,9,100,0,10:25:34.529647,10:25:34.638006,0 days 00:00:00.108359
9,10,100,0,10:25:37.663592,10:25:37.773557,0 days 00:00:00.109965
10,1,100,20,10:25:40.794101,10:25:40.904074,0 days 00:00:00.109973
11,2,100,20,10:25:43.927094,10:25:44.038042,0 days 00:00:00.110948
12,3,100,20,10:25:47.070774,10:25:47.170999,0 days 00:00:00.100225
13,4,100,20,10:25:50.200879,10:25:50.301753,0 days 00:00:00.100874
14,5,100,20,10:25:53.322472,10:25:53.432436,0 days 00:00:00.109964
15,6,100,20,10:25:56.459241,10:25:56.560345,0 days 00:00:00.101104
16,7,100,20,10:25:59.587292,10:25:59.706579,0 days 00:00:00.119287
17,8,100,20,10:26:02.731100,10:26:02.841045,0 days 00:00:00.109945
18,9,100,20,10:26:05.862492,10:26:05.972469,0 days 00:00:00.109977
19,10,100,20,10:26:08.994204,10:26:09.094282,0 days 00:00:00.100078
20,1,100,40,10:26:12.118689,10:26:12.220050,0 days 00:00:00.101361
21,2,100,40,10:26:15.249324,10:26:15.350074,0 days 00:00:00.100750
22,3,100,40,10:26:18.386161,10:26:18.487983,0 days 00:00:00.101822
23,4,100,40,10:26:21.516524,10:26:21.617402,0 days 00:00:00.100878
24,5,100,40,10:26:24.646714,10:26:24.762234,0 days 00:00:00.115520
25,6,100,40,10:26:27.794725,10:26:27.910495,0 days 00:00:00.115770
26,7,100,40,10:26:30.944207,10:26:31.054008,0 days 00:00:00.109801
27,8,100,40,10:26:34.094005,10:26:34.203974,0 days 00:00:00.109969
28,9,100,40,10:26:37.229139,10:26:37.330138,0 days 00:00:00.100999
29,10,100,40,10:26:40.369988,10:26:40.470998,0 days 00:00:00.101010
30,1,100,60,10:26:43.497606,10:26:43.598584,0 days 00:00:00.100978
31,2,100,60,10:26:46.620258,10:26:46.720941,0 days 00:00:00.100683
32,3,100,60,10:26:49.744102,10:26:49.846474,0 days 00:00:00.102372
33,4,100,60,10:26:52.867429,10:26:52.986890,0 days 00:00:00.119461
34,5,100,60,10:26:56.008752,10:26:56.111138,0 days 00:00:00.102386
35,6,100,60,10:26:59.137996,10:26:59.247957,0 days 00:00:00.109961
36,7,100,60,10:27:02.270101,10:27:02.370767,0 days 00:00:00.100666
37,8,100,60,10:27:05.392165,10:27:05.493095,0 days 00:00:00.100930
38,9,100,60,10:27:08.516327,10:27:08.626280,0 days 00:00:00.109953
39,10,100,60,10:27:11.657837,10:27:11.768804,0 days 00:00:00.110967
40,1,100,80,10:27:14.793326,10:27:14.903305,0 days 00:00:00.109979
41,2,100,80,10:27:17.935060,10:27:18.040862,0 days 00:00:00.105802
42,3,100,80,10:27:21.065602,10:27:21.167182,0 days 00:00:00.101580
43,4,100,80,10:27:24.195905,10:27:24.305873,0 days 00:00:00.109968
44,5,100,80,10:27:27.333017,10:27:27.435085,0 days 00:00:00.102068
45,6,100,80,10:27:30.459969,10:27:30.567419,0 days 00:00:00.107450
46,7,100,80,10:27:33.587958,10:27:33.688246,0 days 00:00:00.100288
47,8,100,80,10:27:36.715095,10:27:36.815790,0 days 00:00:00.100695
48,9,100,80,10:27:39.836092,10:27:39.946047,0 days 00:00:00.109955
49,10,100,80,10:27:42.982106,10:27:43.092073,0 days 00:00:00.109967
50,1,100,100,10:27:46.120474,10:27:46.220726,0 days 00:00:00.100252
51,2,100,100,10:27:49.258809,10:27:49.368365,0 days 00:00:00.109556
52,3,100,100,10:27:52.391032,10:27:52.500986,0 days 00:00:00.109954
53,4,100,100,10:27:55.525331,10:27:55.626927,0 days 00:00:00.101596
54,5,100,100,10:27:58.653281,10:27:58.764395,0 days 00:00:00.111114
55,6,100,100,10:28:01.786681,10:28:01.886862,0 days 00:00:00.100181
56,7,100,100,10:28:04.907895,10:28:05.008120,0 days 00:00:00.100225
57,8,100,100,10:28:08.038840,10:28:08.148819,0 days 00:00:00.109979
58,9,100,100,10:28:11.179708,10:28:11.289656,0 days 00:00:00.109948
59,10,100,100,10:28:14.312876,10:28:14.422838,0 days 00:00:00.109962
