,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,100,0,11:11:47.383626,11:11:47.490388,0 days 00:00:00.106762
1,2,100,0,11:11:50.520483,11:11:50.627469,0 days 00:00:00.106986
2,3,100,0,11:11:53.654010,11:11:53.763978,0 days 00:00:00.109968
3,4,100,0,11:11:56.790822,11:11:56.904235,0 days 00:00:00.113413
4,5,100,0,11:11:59.932866,11:12:00.042846,0 days 00:00:00.109980
5,6,100,0,11:12:03.067798,11:12:03.167938,0 days 00:00:00.100140
6,7,100,0,11:12:06.205122,11:12:06.305122,0 days 00:00:00.100000
7,8,100,0,11:12:09.329810,11:12:09.439771,0 days 00:00:00.109961
8,9,100,0,11:12:12.469253,11:12:12.579224,0 days 00:00:00.109971
9,10,100,0,11:12:15.607959,11:12:15.708850,0 days 00:00:00.100891
10,1,100,20,11:12:18.741854,11:12:18.851208,0 days 00:00:00.109354
11,2,100,20,11:12:21.872091,11:12:21.982010,0 days 00:00:00.109919
12,3,100,20,11:12:25.004337,11:12:25.104341,0 days 00:00:00.100004
13,4,100,20,11:12:28.127010,11:12:28.236999,0 days 00:00:00.109989
14,5,100,20,11:12:31.265640,11:12:31.375660,0 days 00:00:00.110020
15,6,100,20,11:12:34.406092,11:12:34.516046,0 days 00:00:00.109954
16,7,100,20,11:12:37.547542,11:12:37.651587,0 days 00:00:00.104045
17,8,100,20,11:12:40.681405,11:12:40.781659,0 days 00:00:00.100254
18,9,100,20,11:12:43.802294,11:12:43.902322,0 days 00:00:00.100028
19,10,100,20,11:12:46.927985,11:12:47.027994,0 days 00:00:00.100009
20,1,100,40,11:12:50.050354,11:12:50.150378,0 days 00:00:00.100024
21,2,100,40,11:12:53.176814,11:12:53.276853,0 days 00:00:00.100039
22,3,100,40,11:12:56.314341,11:12:56.424305,0 days 00:00:00.109964
23,4,100,40,11:12:59.453728,11:12:59.553730,0 days 00:00:00.100002
24,5,100,40,11:13:02.579226,11:13:02.679236,0 days 00:00:00.100010
25,6,100,40,11:13:05.715236,11:13:05.825211,0 days 00:00:00.109975
26,7,100,40,11:13:08.850465,11:13:08.960328,0 days 00:00:00.109863
27,8,100,40,11:13:11.987284,11:13:12.088412,0 days 00:00:00.101128
28,9,100,40,11:13:15.115893,11:13:15.225859,0 days 00:00:00.109966
29,10,100,40,11:13:18.253017,11:13:18.363006,0 days 00:00:00.109989
30,1,100,60,11:13:21.392392,11:13:21.502366,0 days 00:00:00.109974
31,2,100,60,11:13:24.529011,11:13:24.638983,0 days 00:00:00.109972
32,3,100,60,11:13:27.661158,11:13:27.761162,0 days 00:00:00.100004
33,4,100,60,11:13:30.797179,11:13:30.907152,0 days 00:00:00.109973
34,5,100,60,11:13:33.935278,11:13:34.045254,0 days 00:00:00.109976
35,6,100,60,11:13:37.068686,11:13:37.178637,0 days 00:00:00.109951
36,7,100,60,11:13:40.205051,11:13:40.305055,0 days 00:00:00.100004
37,8,100,60,11:13:43.327670,11:13:43.437629,0 days 00:00:00.109959
38,9,100,60,11:13:46.467608,11:13:46.577562,0 days 00:00:00.109954
39,10,100,60,11:13:49.605619,11:13:49.705636,0 days 00:00:00.100017
40,1,100,80,11:13:52.727467,11:13:52.837430,0 days 00:00:00.109963
41,2,100,80,11:13:55.867047,11:13:55.976983,0 days 00:00:00.109936
42,3,100,80,11:13:59.010043,11:13:59.120011,0 days 00:00:00.109968
43,4,100,80,11:14:02.143081,11:14:02.253067,0 days 00:00:00.109986
44,5,100,80,11:14:05.276868,11:14:05.376927,0 days 00:00:00.100059
45,6,100,80,11:14:08.398253,11:14:08.508223,0 days 00:00:00.109970
46,7,100,80,11:14:11.537904,11:14:11.638384,0 days 00:00:00.100480
47,8,100,80,11:14:14.659335,11:14:14.759857,0 days 00:00:00.100522
48,9,100,80,11:14:17.787704,11:14:17.897701,0 days 00:00:00.109997
49,10,100,80,11:14:20.928467,11:14:21.034504,0 days 00:00:00.106037
50,1,100,100,11:14:24.063477,11:14:24.173454,0 days 00:00:00.109977
51,2,100,100,11:14:27.210124,11:14:27.310140,0 days 00:00:00.100016
52,3,100,100,11:14:30.332504,11:14:30.442469,0 days 00:00:00.109965
53,4,100,100,11:14:33.469408,11:14:33.579347,0 days 00:00:00.109939
54,5,100,100,11:14:36.607710,11:14:36.717702,0 days 00:00:00.109992
55,6,100,100,11:14:39.740327,11:14:39.840457,0 days 00:00:00.100130
56,7,100,100,11:14:42.864642,11:14:42.974563,0 days 00:00:00.109921
57,8,100,100,11:14:46.000245,11:14:46.100511,0 days 00:00:00.100266
58,9,100,100,11:14:49.132541,11:14:49.237455,0 days 00:00:00.104914
59,10,100,100,11:14:52.267016,11:14:52.367137,0 days 00:00:00.100121
