,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,100,0,13:52:21.270581,13:52:21.370926,0 days 00:00:00.100345
1,2,100,0,13:52:24.397307,13:52:24.504351,0 days 00:00:00.107044
2,3,100,0,13:52:27.527217,13:52:27.637206,0 days 00:00:00.109989
3,4,100,0,13:52:30.664317,13:52:30.774268,0 days 00:00:00.109951
4,5,100,0,13:52:33.804191,13:52:33.907127,0 days 00:00:00.102936
5,6,100,0,13:52:36.934099,13:52:37.034103,0 days 00:00:00.100004
6,7,100,0,13:52:40.055425,13:52:40.165396,0 days 00:00:00.109971
7,8,100,0,13:52:43.190848,13:52:43.300792,0 days 00:00:00.109944
8,9,100,0,13:52:46.326101,13:52:46.443090,0 days 00:00:00.116989
9,10,100,0,13:52:49.464682,13:52:49.574678,0 days 00:00:00.109996
10,1,100,20,13:52:52.600113,13:52:52.710413,0 days 00:00:00.110300
11,2,100,20,13:52:55.749781,13:52:55.859743,0 days 00:00:00.109962
12,3,100,20,13:52:58.882923,13:52:58.982943,0 days 00:00:00.100020
13,4,100,20,13:53:02.007922,13:53:02.108041,0 days 00:00:00.100119
14,5,100,20,13:53:05.136825,13:53:05.246798,0 days 00:00:00.109973
15,6,100,20,13:53:08.275665,13:53:08.375666,0 days 00:00:00.100001
16,7,100,20,13:53:11.396526,13:53:11.496543,0 days 00:00:00.100017
17,8,100,20,13:53:14.525601,13:53:14.645601,0 days 00:00:00.120000
18,9,100,20,13:53:17.666077,13:53:17.776048,0 days 00:00:00.109971
19,10,100,20,13:53:20.802599,13:53:20.912578,0 days 00:00:00.109979
20,1,100,40,13:53:23.943606,13:53:24.053565,0 days 00:00:00.109959
21,2,100,40,13:53:27.078441,13:53:27.178594,0 days 00:00:00.100153
22,3,100,40,13:53:30.201274,13:53:30.311254,0 days 00:00:00.109980
23,4,100,40,13:53:33.340266,13:53:33.440293,0 days 00:00:00.100027
24,5,100,40,13:53:36.460320,13:53:36.570288,0 days 00:00:00.109968
25,6,100,40,13:53:39.595122,13:53:39.695128,0 days 00:00:00.100006
26,7,100,40,13:53:42.723692,13:53:42.826740,0 days 00:00:00.103048
27,8,100,40,13:53:45.856854,13:53:45.956855,0 days 00:00:00.100001
28,9,100,40,13:53:48.978045,13:53:49.088000,0 days 00:00:00.109955
29,10,100,40,13:53:52.110925,13:53:52.220920,0 days 00:00:00.109995
30,1,100,60,13:53:55.257503,13:53:55.367473,0 days 00:00:00.109970
31,2,100,60,13:53:58.392248,13:53:58.502187,0 days 00:00:00.109939
32,3,100,60,13:54:01.533234,13:54:01.633578,0 days 00:00:00.100344
33,4,100,60,13:54:04.659347,13:54:04.769322,0 days 00:00:00.109975
34,5,100,60,13:54:07.791783,13:54:07.901737,0 days 00:00:00.109954
35,6,100,60,13:54:10.930437,13:54:11.042424,0 days 00:00:00.111987
36,7,100,60,13:54:14.065556,13:54:14.165591,0 days 00:00:00.100035
37,8,100,60,13:54:17.192671,13:54:17.302638,0 days 00:00:00.109967
38,9,100,60,13:54:20.324798,13:54:20.434753,0 days 00:00:00.109955
39,10,100,60,13:54:23.460939,13:54:23.560970,0 days 00:00:00.100031
40,1,100,80,13:54:26.584599,13:54:26.694558,0 days 00:00:00.109959
41,2,100,80,13:54:29.721540,13:54:29.831507,0 days 00:00:00.109967
42,3,100,80,13:54:32.853174,13:54:32.963142,0 days 00:00:00.109968
43,4,100,80,13:54:35.992096,13:54:36.092182,0 days 00:00:00.100086
44,5,100,80,13:54:39.118069,13:54:39.237979,0 days 00:00:00.119910
45,6,100,80,13:54:42.260012,13:54:42.360108,0 days 00:00:00.100096
46,7,100,80,13:54:45.386926,13:54:45.496880,0 days 00:00:00.109954
47,8,100,80,13:54:48.523846,13:54:48.633882,0 days 00:00:00.110036
48,9,100,80,13:54:51.657287,13:54:51.767253,0 days 00:00:00.109966
49,10,100,80,13:54:54.792640,13:54:54.902629,0 days 00:00:00.109989
50,1,100,100,13:54:57.925832,13:54:58.035796,0 days 00:00:00.109964
51,2,100,100,13:55:01.056687,13:55:01.156707,0 days 00:00:00.100020
52,3,100,100,13:55:04.179034,13:55:04.289079,0 days 00:00:00.110045
53,4,100,100,13:55:07.315539,13:55:07.425497,0 days 00:00:00.109958
54,5,100,100,13:55:10.455974,13:55:10.565954,0 days 00:00:00.109980
55,6,100,100,13:55:13.588369,13:55:13.688409,0 days 00:00:00.100040
56,7,100,100,13:55:16.709344,13:55:16.819323,0 days 00:00:00.109979
57,8,100,100,13:55:19.858528,13:55:19.968500,0 days 00:00:00.109972
58,9,100,100,13:55:22.991718,13:55:23.100933,0 days 00:00:00.109215
59,10,100,100,13:55:26.121417,13:55:26.221433,0 days 00:00:00.100016
