,Repetition,ON duration (ms),Laser Power (mW),Turn ON Laser Time,Turn OFF Laser Time,Turn ON Laser Time (ms)
0,1,100,0,14:45:29.410897,14:45:29.511925,0 days 00:00:00.101028
1,2,100,0,14:45:32.537893,14:45:32.637944,0 days 00:00:00.100051
2,3,100,0,14:45:35.663698,14:45:35.784432,0 days 00:00:00.120734
3,4,100,0,14:45:38.821935,14:45:38.929124,0 days 00:00:00.107189
4,5,100,0,14:45:41.968184,14:45:42.070360,0 days 00:00:00.102176
5,6,100,0,14:45:45.096509,14:45:45.206451,0 days 00:00:00.109942
6,7,100,0,14:45:48.233606,14:45:48.337725,0 days 00:00:00.104119
7,8,100,0,14:45:51.369547,14:45:51.479487,0 days 00:00:00.109940
8,9,100,0,14:45:54.514499,14:45:54.616472,0 days 00:00:00.101973
9,10,100,0,14:45:57.639031,14:45:57.748954,0 days 00:00:00.109923
10,1,100,20,14:46:00.785403,14:46:00.895344,0 days 00:00:00.109941
11,2,100,20,14:46:03.919393,14:46:04.029343,0 days 00:00:00.109950
12,3,100,20,14:46:07.068326,14:46:07.178254,0 days 00:00:00.109928
13,4,100,20,14:46:10.207272,14:46:10.317213,0 days 00:00:00.109941
14,5,100,20,14:46:13.345526,14:46:13.455465,0 days 00:00:00.109939
15,6,100,20,14:46:16.484085,14:46:16.594038,0 days 00:00:00.109953
16,7,100,20,14:46:19.623365,14:46:19.728785,0 days 00:00:00.105420
17,8,100,20,14:46:22.767672,14:46:22.877619,0 days 00:00:00.109947
18,9,100,20,14:46:25.905477,14:46:26.015418,0 days 00:00:00.109941
19,10,100,20,14:46:29.044199,14:46:29.154140,0 days 00:00:00.109941
20,1,100,40,14:46:32.179996,14:46:32.289940,0 days 00:00:00.109944
21,2,100,40,14:46:35.325272,14:46:35.435212,0 days 00:00:00.109940
22,3,100,40,14:46:38.460491,14:46:38.570437,0 days 00:00:00.109946
23,4,100,40,14:46:41.597978,14:46:41.707920,0 days 00:00:00.109942
24,5,100,40,14:46:44.733096,14:46:44.833339,0 days 00:00:00.100243
25,6,100,40,14:46:47.865689,14:46:47.966266,0 days 00:00:00.100577
26,7,100,40,14:46:50.993186,14:46:51.103128,0 days 00:00:00.109942
27,8,100,40,14:46:54.125633,14:46:54.235567,0 days 00:00:00.109934
28,9,100,40,14:46:57.265503,14:46:57.375447,0 days 00:00:00.109944
29,10,100,40,14:47:00.397221,14:47:00.507162,0 days 00:00:00.109941
30,1,100,60,14:47:03.530872,14:47:03.640820,0 days 00:00:00.109948
31,2,100,60,14:47:06.669143,14:47:06.779095,0 days 00:00:00.109952
32,3,100,60,14:47:09.801148,14:47:09.901728,0 days 00:00:00.100580
33,4,100,60,14:47:12.925057,14:47:13.034986,0 days 00:00:00.109929
34,5,100,60,14:47:16.066450,14:47:16.167582,0 days 00:00:00.101132
35,6,100,60,14:47:19.188193,14:47:19.298097,0 days 00:00:00.109904
36,7,100,60,14:47:22.323674,14:47:22.433609,0 days 00:00:00.109935
37,8,100,60,14:47:25.457895,14:47:25.557951,0 days 00:00:00.100056
38,9,100,60,14:47:28.587242,14:47:28.697187,0 days 00:00:00.109945
39,10,100,60,14:47:31.723952,14:47:31.824868,0 days 00:00:00.100916
40,1,100,80,14:47:34.851715,14:47:34.961655,0 days 00:00:00.109940
41,2,100,80,14:47:37.985472,14:47:38.095414,0 days 00:00:00.109942
42,3,100,80,14:47:41.123478,14:47:41.233408,0 days 00:00:00.109930
43,4,100,80,14:47:44.265807,14:47:44.375749,0 days 00:00:00.109942
44,5,100,80,14:47:47.402911,14:47:47.512852,0 days 00:00:00.109941
45,6,100,80,14:47:50.533424,14:47:50.643344,0 days 00:00:00.109920
46,7,100,80,14:47:53.672598,14:47:53.782524,0 days 00:00:00.109926
47,8,100,80,14:47:56.805384,14:47:56.915326,0 days 00:00:00.109942
48,9,100,80,14:47:59.944718,14:48:00.054660,0 days 00:00:00.109942
49,10,100,80,14:48:03.079295,14:48:03.189250,0 days 00:00:00.109955
50,1,100,100,14:48:06.210448,14:48:06.311577,0 days 00:00:00.101129
51,2,100,100,14:48:09.331819,14:48:09.441749,0 days 00:00:00.109930
52,3,100,100,14:48:12.472556,14:48:12.582499,0 days 00:00:00.109943
53,4,100,100,14:48:15.611793,14:48:15.721722,0 days 00:00:00.109929
54,5,100,100,14:48:18.758408,14:48:18.868361,0 days 00:00:00.109953
55,6,100,100,14:48:21.896064,14:48:22.006005,0 days 00:00:00.109941
56,7,100,100,14:48:25.028645,14:48:25.138571,0 days 00:00:00.109926
57,8,100,100,14:48:28.177652,14:48:28.287592,0 days 00:00:00.109940
58,9,100,100,14:48:31.317362,14:48:31.427303,0 days 00:00:00.109941
59,10,100,100,14:48:34.453951,14:48:34.555288,0 days 00:00:00.101337
