Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D38_postSIEMBRA_C6,00000.009360,C6_23,0.019
Description,,00000.014000,C6_14,0.032
Maestro Edge (Maestro-091) Settings,,00000.044400,C6_14,0.015
   Original File Time,07/08/2024 11:59:34,00000.073280,C6_23,0.019
   Sampling Frequency,12.5 kHz,00000.088400,C6_14,0.034
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.133200,C6_23,0.027
   Experiment Start Time,07/08/2024 11:41:49,00000.164320,C6_14,0.034
   Referencing Method,Median,00000.192240,C6_23,0.027
   Analog Mode Setting,Neural Spikes,00000.239600,C6_14,0.037
   Plate Type,CytoView MEA 24,00000.252160,C6_23,0.026
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.304160,C6_23,0.022
   Digital High Pass Filter,200 Hz IIR,00000.315840,C6_14,0.031
   Temperature Set Point,37.0 Degrees C,00000.368240,C6_23,0.022
   Current Temperature,37.0 Degrees C,00000.381280,C6_14,0.034
   Heater Power,On,00000.419200,C6_23,0.024
   Legacy Heating Mode,Off,00000.444400,C6_14,0.032
   Barcode Plate Type,TwentyFourWell,00000.465280,C6_43,0.042
   Plate Serial Number,111-1422,00000.481280,C6_23,0.016
   CO2 Conc. Set Point,5.0 %,00000.485920,C6_32,0.021
   Actual CO2 Conc.,5.0 %,00000.501360,C6_14,0.031
   Gas Mixer Status,Regulating,00000.544080,C6_23,0.028
   AxIS Version,3.10.3.6,00000.576240,C6_14,0.031
   Maestro Edge (Maestro-091) Firmware,3.12.1.10,00000.606560,C6_43,0.039
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.606880,C6_23,0.024
,,00000.625600,C6_32,0.026
Spike Detector Settings,,00000.658720,C6_14,0.027
   Method,Adaptive Threshold Crossing,00000.671360,C6_23,0.025
   Threshold,6,00000.719200,C6_23,0.02
   Threshold Status,Variable,00000.730160,C6_14,0.033
   Threshold Crossing Only,True,00000.775440,C6_23,0.022
   Pre-Spike Duration,0.84 ms,00000.808080,C6_14,0.028
   Post-Spike Duration,2.16 ms,00000.840240,C6_23,0.027
   Coincident Event Filter,Default (Well),00000.886400,C6_14,0.034
   Coincidence Occurrence Threshold,4 Electrodes,00000.919600,C6_23,0.028
   Coincidence Event Window,80 µs,00000.954720,C6_13,0.015
   Allow Sample Overlap,false,00000.955120,C6_14,0.012
   Spike Count Interval,1 s,00000.959040,C6_14,0.032
,,00000.969120,C6_23,0.022
,,00000.979600,C6_43,0.034
,,00001.031920,C6_23,0.022
,,00001.043680,C6_14,0.032
,,00001.073120,C6_44,0.018
,,00001.080000,C6_23,0.029
,,00001.082480,C6_14,0.015
,,00001.090800,C6_43,0.032
,,00001.100800,C6_32,0.026
,,00001.102320,C6_14,0.031
,,00001.104320,C6_34,0.028
