Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D38_postSIEMBRA_A5,00000.010240,A5_43,0.029
Description,,00000.015120,A5_11,0.02
Maestro Edge (Maestro-091) Settings,,00000.019440,A5_11,0.04
   Original File Time,07/08/2024 10:47:58,00000.038080,A5_31,0.024
   Sampling Frequency,12.5 kHz,00000.039520,A5_34,0.032
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.056560,A5_43,0.031
   Experiment Start Time,07/08/2024 10:22:17,00000.067200,A5_11,0.041
   Referencing Method,Median,00000.083600,A5_43,0.031
   Analog Mode Setting,Neural Spikes,00000.106480,A5_11,0.039
   Plate Type,CytoView MEA 24,00000.109280,A5_12,0.021
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.115840,A5_14,0.014
   Digital High Pass Filter,200 Hz IIR,00000.121360,A5_14,0.012
   Temperature Set Point,37.0 Degrees C,00000.127360,A5_43,0.028
   Current Temperature,37.0 Degrees C,00000.136080,A5_11,0.041
   Heater Power,On,00000.140640,A5_34,0.037
   Legacy Heating Mode,Off,00000.151680,A5_14,0.013
   Barcode Plate Type,TwentyFourWell,00000.158080,A5_14,0.012
   Plate Serial Number,111-1422,00000.158560,A5_43,0.03
   CO2 Conc. Set Point,5.0 %,00000.180960,A5_14,0.012
   Actual CO2 Conc.,5.0 %,00000.182800,A5_11,0.04
   Gas Mixer Status,Regulating,00000.203600,A5_43,0.028
   AxIS Version,3.10.3.6,00000.223200,A5_42,0.068
   Maestro Edge (Maestro-091) Firmware,3.12.1.10,00000.225680,A5_42,0.014
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.229280,A5_11,0.039
,,00000.246720,A5_43,0.025
Spike Detector Settings,,00000.253120,A5_14,0.01
   Method,Adaptive Threshold Crossing,00000.255360,A5_34,0.029
   Threshold,6,00000.264640,A5_11,0.041
   Threshold Status,Variable,00000.283280,A5_43,0.026
   Threshold Crossing Only,True,00000.290160,A5_11,0.043
   Pre-Spike Duration,0.84 ms,00000.292240,A5_44,0.019
   Post-Spike Duration,2.16 ms,00000.320320,A5_11,0.021
   Coincident Event Filter,Default (Well),00000.322160,A5_31,0.03
   Coincidence Occurrence Threshold,4 Electrodes,00000.323520,A5_43,0.028
   Coincidence Event Window,80 µs,00000.330320,A5_11,0.04
   Allow Sample Overlap,false,00000.351120,A5_32,0.013
   Spike Count Interval,1 s,00000.354000,A5_34,0.023
,,00000.358400,A5_43,0.027
,,00000.365200,A5_11,0.041
,,00000.371120,A5_42,0.052
,,00000.372640,A5_43,0.031
,,00000.375200,A5_34,0.015
,,00000.376960,A5_44,0.019
,,00000.396240,A5_43,0.03
,,00000.400160,A5_34,0.019
,,00000.405920,A5_11,0.039
,,00000.406880,A5_42,0.064
,,00000.421360,A5_11,0.022
,,00000.435760,A5_43,0.03
,,00000.446000,A5_11,0.036
,,00000.456800,A5_14,0.01
,,00000.471280,A5_43,0.026
,,00000.478560,A5_14,0.012
,,00000.487120,A5_11,0.044
,,00000.496880,A5_14,0.014
,,00000.504000,A5_43,0.025
,,00000.517120,A5_14,0.012
,,00000.522640,A5_11,0.038
,,00000.542800,A5_43,0.028
,,00000.546400,A5_32,0.018
,,00000.561680,A5_34,0.021
,,00000.568960,A5_11,0.04
,,00000.578000,A5_11,0.016
,,00000.592800,A5_14,0.012
,,00000.593040,A5_43,0.02
,,00000.596480,A5_31,0.04
,,00000.599040,A5_31,0.034
,,00000.607200,A5_11,0.039
,,00000.626240,A5_34,0.041
,,00000.627520,A5_42,0.072
,,00000.630320,A5_43,0.029
,,00000.653200,A5_11,0.031
,,00000.661440,A5_43,0.027
,,00000.662800,A5_11,0.04
,,00000.671760,A5_44,0.022
,,00000.673360,A5_34,0.034
,,00000.689760,A5_43,0.029
,,00000.703200,A5_11,0.038
,,00000.703760,A5_34,0.037
,,00000.704000,A5_14,0.012
,,00000.706400,A5_14,0.017
,,00000.707280,A5_34,0.022
,,00000.710960,A5_11,0.029
,,00000.719040,A5_23,0.021
,,00000.731680,A5_43,0.031
,,00000.735920,A5_11,0.042
,,00000.742400,A5_11,0.018
,,00000.744720,A5_11,0.022
,,00000.763840,A5_43,0.031
,,00000.768560,A5_34,0.032
,,00000.775360,A5_24,0.022
,,00000.781280,A5_42,0.052
,,00000.782720,A5_43,0.036
,,00000.785280,A5_34,0.026
,,00000.785600,A5_21,0.015
,,00000.786160,A5_31,0.04
,,00000.788720,A5_31,0.036
,,00000.789360,A5_43,0.021
,,00000.793280,A5_23,0.015
,,00000.795440,A5_44,0.017
,,00000.797920,A5_11,0.039
,,00000.798160,A5_42,0.042
,,00000.799840,A5_43,0.045
,,00000.802160,A5_34,0.022
,,00000.819600,A5_14,0.012
,,00000.829680,A5_11,0.06
,,00000.838640,A5_43,0.027
,,00000.843600,A5_14,0.011
,,00000.877200,A5_43,0.028
,,00000.877360,A5_42,0.073
,,00000.878880,A5_11,0.04
,,00000.879680,A5_42,0.014
,,00000.918880,A5_11,0.037
,,00000.921680,A5_43,0.039
,,00000.936560,A5_34,0.038
,,00000.947280,A5_34,0.017
,,00000.955360,A5_43,0.03
,,00000.956320,A5_42,0.052
,,00000.957760,A5_43,0.032
,,00000.960400,A5_34,0.022
,,00000.960640,A5_43,0.016
,,00000.962560,A5_11,0.036
,,00000.968000,A5_34,0.033
,,00000.984160,A5_14,0.017
,,00000.987440,A5_31,0.025
,,00000.987840,A5_43,0.027
,,00001.007200,A5_14,0.014
,,00001.022240,A5_11,0.041
,,00001.024240,A5_44,0.021
,,00001.028080,A5_43,0.024
,,00001.052080,A5_11,0.04
,,00001.058240,A5_43,0.027
,,00001.058480,A5_23,0.016
,,00001.061360,A5_23,0.036
,,00001.062640,A5_33,0.036
,,00001.065520,A5_23,0.034
,,00001.066080,A5_34,0.033
,,00001.079120,A5_11,0.037
,,00001.084320,A5_42,0.016
,,00001.092960,A5_24,0.018
,,00001.096720,A5_43,0.03
,,00001.099920,A5_34,0.022
,,00001.100000,A5_12,0.015
,,00001.100320,A5_42,0.069
,,00001.102640,A5_42,0.013
,,00001.109840,A5_24,0.018
,,00001.113040,A5_22,0.035
,,00001.114400,A5_12,0.044
,,00001.117040,A5_12,0.039
,,00001.122880,A5_11,0.042
,,00001.138080,A5_43,0.03
,,00001.145760,A5_11,0.022
,,00001.155520,A5_31,0.043
,,00001.157680,A5_14,0.013
,,00001.158000,A5_31,0.043
,,00001.163520,A5_41,0.011
,,00001.168320,A5_11,0.041
,,00001.174800,A5_23,0.021
,,00001.185040,A5_42,0.05
,,00001.186480,A5_43,0.033
,,00001.189120,A5_34,0.018
,,00001.197760,A5_43,0.032
,,00001.204720,A5_11,0.042
,,00001.221360,A5_22,0.036
,,00001.230240,A5_43,0.025
,,00001.237200,A5_11,0.041
,,00001.242800,A5_23,0.018
,,00001.254080,A5_42,0.048
,,00001.255520,A5_43,0.033
,,00001.258160,A5_34,0.019
,,00001.262880,A5_43,0.033
,,00001.277920,A5_11,0.041
,,00001.286160,A5_11,0.024
,,00001.291520,A5_14,0.014
,,00001.298800,A5_42,0.068
,,00001.309200,A5_34,0.015
,,00001.313440,A5_43,0.024
,,00001.319520,A5_32,0.014
,,00001.339040,A5_11,0.041
,,00001.341760,A5_43,0.027
,,00001.377440,A5_11,0.041
,,00001.386240,A5_43,0.025
,,00001.390960,A5_44,0.021
,,00001.403280,A5_11,0.034
,,00001.415600,A5_43,0.029
,,00001.418400,A5_34,0.031
,,00001.432960,A5_11,0.038
,,00001.442560,A5_43,0.03
,,00001.465680,A5_24,0.018
,,00001.476000,A5_11,0.041
,,00001.492800,A5_43,0.025
,,00001.499680,A5_42,0.074
,,00001.501920,A5_42,0.015
,,00001.504080,A5_14,0.013
,,00001.519520,A5_11,0.039
,,00001.539920,A5_11,0.022
,,00001.549120,A5_43,0.031
,,00001.551600,A5_14,0.013
,,00001.555600,A5_11,0.04
,,00001.564480,A5_34,0.023
,,00001.570960,A5_14,0.012
,,00001.572240,A5_23,0.02
,,00001.592960,A5_43,0.025
,,00001.593280,A5_11,0.04
,,00001.606960,A5_12,0.023
,,00001.611600,A5_34,0.042
,,00001.623040,A5_11,0.04
,,00001.629280,A5_34,0.033
,,00001.630880,A5_43,0.037
,,00001.636880,A5_14,0.013
,,00001.650800,A5_14,0.015
,,00001.653600,A5_44,0.018
,,00001.664800,A5_44,0.02
,,00001.666320,A5_43,0.031
,,00001.674640,A5_11,0.039
,,00001.678000,A5_42,0.021
,,00001.689680,A5_34,0.035
,,00001.691280,A5_43,0.027
,,00001.699760,A5_42,0.049
,,00001.700720,A5_34,0.077
,,00001.701280,A5_43,0.035
,,00001.703280,A5_42,0.053
,,00001.703360,A5_34,0.035
,,00001.704160,A5_23,0.046
,,00001.704960,A5_43,0.028
,,00001.705200,A5_33,0.023
,,00001.706080,A5_34,0.018
,,00001.708880,A5_34,0.022
,,00001.709520,A5_41,0.021
,,00001.709600,A5_11,0.04
,,00001.709600,A5_43,0.027
,,00001.712400,A5_11,0.022
,,00001.713200,A5_24,0.02
,,00001.714800,A5_23,0.03
,,00001.715280,A5_34,0.019
,,00001.715360,A5_12,0.024
,,00001.716160,A5_13,0.07
,,00001.717040,A5_23,0.016
,,00001.718880,A5_13,0.013
,,00001.720240,A5_34,0.015
,,00001.720720,A5_14,0.019
,,00001.720720,A5_23,0.104
,,00001.721520,A5_31,0.042
,,00001.722480,A5_12,0.043
,,00001.722720,A5_22,0.037
,,00001.723360,A5_14,0.014
,,00001.723360,A5_32,0.015
,,00001.723840,A5_23,0.021
,,00001.724080,A5_34,0.027
,,00001.724080,A5_41,0.013
,,00001.724320,A5_11,0.017
,,00001.727040,A5_12,0.02
,,00001.727360,A5_13,0.022
,,00001.727520,A5_42,0.032
,,00001.727680,A5_14,0.014
,,00001.728400,A5_23,0.02
,,00001.728800,A5_43,0.033
,,00001.729200,A5_11,0.037
,,00001.732480,A5_14,0.012
,,00001.733120,A5_23,0.09
,,00001.733120,A5_31,0.041
,,00001.734240,A5_34,0.046
,,00001.734560,A5_42,0.013
,,00001.735520,A5_43,0.027
,,00001.736160,A5_23,0.047
,,00001.736240,A5_33,0.023
,,00001.736640,A5_32,0.024
,,00001.736800,A5_12,0.024
,,00001.736880,A5_13,0.023
,,00001.737600,A5_34,0.025
,,00001.738000,A5_42,0.013
,,00001.738320,A5_11,0.02
,,00001.739520,A5_23,0.025
,,00001.740160,A5_34,0.038
,,00001.742480,A5_42,0.019
,,00001.743280,A5_12,0.027
,,00001.743840,A5_23,0.093
,,00001.744160,A5_11,0.018
,,00001.744640,A5_14,0.026
,,00001.744640,A5_21,0.019
,,00001.745120,A5_24,0.019
,,00001.745280,A5_34,0.022
,,00001.745760,A5_42,0.02
,,00001.746400,A5_31,0.033
,,00001.746560,A5_12,0.037
,,00001.747040,A5_23,0.017
,,00001.747360,A5_11,0.031
,,00001.748000,A5_13,0.015
,,00001.750240,A5_31,0.055
,,00001.750320,A5_13,0.074
,,00001.750640,A5_23,0.014
,,00001.750800,A5_11,0.03
