Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D38_postSIEMBRA_B2,00000.004320,B2_44,0.027
Description,,00000.009600,B2_22,0.013
Maestro Edge (Maestro-091) Settings,,00000.011920,B2_44,0.013
   Original File Time,07/08/2024 10:39:29,00000.012960,B2_14,0.035
   Sampling Frequency,12.5 kHz,00000.017680,B2_44,0.031
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.019840,B2_12,0.019
   Experiment Start Time,07/08/2024 10:22:17,00000.024800,B2_31,0.013
   Referencing Method,Median,00000.031840,B2_42,0.034
   Analog Mode Setting,Neural Spikes,00000.037840,B2_24,0.037
   Plate Type,CytoView MEA 24,00000.051360,B2_33,0.017
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.051440,B2_14,0.015
   Digital High Pass Filter,200 Hz IIR,00000.074560,B2_22,0.017
   Temperature Set Point,37.0 Degrees C,00000.075040,B2_32,0.023
   Current Temperature,37.1 Degrees C,00000.084640,B2_14,0.022
   Heater Power,On,00000.118000,B2_24,0.04
   Legacy Heating Mode,Off,00000.120960,B2_42,0.04
   Barcode Plate Type,TwentyFourWell,00000.124400,B2_22,0.013
   Plate Serial Number,111-1422,00000.129520,B2_24,0.042
   CO2 Conc. Set Point,5.0 %,00000.139280,B2_14,0.014
   Actual CO2 Conc.,4.9 %,00000.234800,B2_24,0.024
   Gas Mixer Status,Regulating,00000.246720,B2_42,0.036
   AxIS Version,3.10.3.6,00000.250320,B2_14,0.018
   Maestro Edge (Maestro-091) Firmware,3.12.1.10,00000.252080,B2_32,0.011
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.253760,B2_24,0.042
,,00000.280640,B2_14,0.016
Spike Detector Settings,,00000.285120,B2_22,0.014
   Method,Adaptive Threshold Crossing,00000.305120,B2_44,0.025
   Threshold,6,00000.305520,B2_22,0.012
   Threshold Status,Variable,00000.306720,B2_14,0.015
   Threshold Crossing Only,True,00000.324800,B2_14,0.04
   Pre-Spike Duration,0.84 ms,00000.343280,B2_14,0.013
   Post-Spike Duration,2.16 ms,00000.361120,B2_24,0.045
   Coincident Event Filter,Default (Well),00000.374240,B2_14,0.013
   Coincidence Occurrence Threshold,4 Electrodes,00000.423200,B2_14,0.013
   Coincidence Event Window,80 µs,00000.459840,B2_14,0.013
   Allow Sample Overlap,false,00000.465680,B2_42,0.041
   Spike Count Interval,1 s,00000.493600,B2_22,0.012
,,00000.496560,B2_14,0.016
,,00000.529760,B2_44,0.028
,,00000.533600,B2_14,0.01
,,00000.551840,B2_14,0.012
,,00000.601440,B2_44,0.027
,,00000.602080,B2_14,0.017
,,00000.604880,B2_44,0.012
,,00000.610640,B2_24,0.042
,,00000.632640,B2_24,0.013
,,00000.633120,B2_14,0.018
,,00000.638000,B2_42,0.046
,,00000.656080,B2_22,0.013
,,00000.685360,B2_44,0.026
,,00000.686880,B2_14,0.028
,,00000.732400,B2_14,0.017
,,00000.732960,B2_24,0.036
,,00000.751840,B2_33,0.014
,,00000.813280,B2_14,0.013
,,00000.861920,B2_42,0.046
,,00000.874720,B2_14,0.039
,,00000.879120,B2_14,0.012
,,00000.879280,B2_24,0.04
,,00000.905760,B2_22,0.016
,,00000.913920,B2_44,0.013
,,00000.915840,B2_14,0.013
,,00000.956960,B2_14,0.013
,,00000.959440,B2_24,0.025
,,00000.990560,B2_14,0.012
,,00000.998800,B2_24,0.043
,,00001.024160,B2_14,0.013
,,00001.050320,B2_44,0.03
,,00001.059600,B2_42,0.037
,,00001.061360,B2_44,0.032
,,00001.063680,B2_44,0.025
,,00001.070160,B2_12,0.022
,,00001.073520,B2_42,0.024
,,00001.075840,B2_44,0.015
,,00001.078160,B2_44,0.013
,,00001.082960,B2_12,0.019
,,00001.083360,B2_22,0.018
,,00001.083600,B2_32,0.015
,,00001.085360,B2_24,0.025
,,00001.101840,B2_14,0.024
,,00001.102960,B2_24,0.017
,,00001.110000,B2_14,0.014
,,00001.115200,B2_33,0.015
,,00001.120480,B2_22,0.018
,,00001.186800,B2_24,0.04
,,00001.235840,B2_14,0.012
,,00001.273200,B2_14,0.016
,,00001.283680,B2_44,0.03
,,00001.293760,B2_31,0.013
,,00001.311360,B2_14,0.012
,,00001.311840,B2_24,0.043
,,00001.332000,B2_14,0.037
,,00001.395680,B2_42,0.043
,,00001.401360,B2_12,0.019
,,00001.414480,B2_14,0.011
,,00001.478720,B2_44,0.027
,,00001.480160,B2_24,0.04
,,00001.490080,B2_22,0.021
,,00001.493520,B2_14,0.015
,,00001.506160,B2_24,0.014
,,00001.548480,B2_22,0.014
,,00001.560960,B2_14,0.035
,,00001.597520,B2_12,0.019
,,00001.620960,B2_24,0.043
,,00001.686560,B2_24,0.022
,,00001.696800,B2_42,0.036
,,00001.699440,B2_14,0.019
,,00001.751440,B2_14,0.012
,,00001.771680,B2_24,0.038
,,00001.843040,B2_44,0.014
,,00001.877760,B2_44,0.029
,,00001.886160,B2_14,0.018
,,00001.888560,B2_42,0.038
,,00001.918480,B2_12,0.017
,,00001.928720,B2_44,0.026
,,00001.934160,B2_24,0.047
,,00001.950640,B2_14,0.018
,,00002.001040,B2_22,0.013
,,00002.001200,B2_24,0.018
,,00002.012320,B2_12,0.014
,,00002.012960,B2_42,0.049
,,00002.034480,B2_33,0.017
,,00002.080480,B2_14,0.017
,,00002.195520,B2_14,0.015
,,00002.206560,B2_24,0.039
,,00002.225520,B2_14,0.016
,,00002.243120,B2_22,0.012
,,00002.256320,B2_14,0.016
,,00002.262320,B2_44,0.026
,,00002.285520,B2_42,0.041
,,00002.344640,B2_22,0.014
,,00002.350240,B2_24,0.037
,,00002.380560,B2_14,0.011
,,00002.399840,B2_44,0.027
,,00002.405120,B2_14,0.015
,,00002.417280,B2_42,0.041
,,00002.452480,B2_14,0.017
,,00002.482400,B2_33,0.015
,,00002.512000,B2_24,0.043
,,00002.544880,B2_42,0.026
,,00002.552800,B2_14,0.021
,,00002.573120,B2_44,0.028
,,00002.620160,B2_42,0.042
,,00002.649680,B2_24,0.04
,,00002.652480,B2_44,0.028
,,00002.699120,B2_14,0.013
,,00002.716080,B2_14,0.024
