Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D38_postSIEMBRA_B6,00000.001840,B6_32,0.03
Description,,00000.012960,B6_13,0.044
Maestro Edge (Maestro-091) Settings,,00000.017920,B6_23,0.025
   Original File Time,07/08/2024 11:47:00,00000.028960,B6_13,0.026
   Sampling Frequency,12.5 kHz,00000.040080,B6_33,0.079
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.048400,B6_33,0.029
   Experiment Start Time,07/08/2024 11:41:49,00000.048640,B6_32,0.037
   Referencing Method,Median,00000.054880,B6_41,0.011
   Analog Mode Setting,Neural Spikes,00000.058560,B6_32,0.032
   Plate Type,CytoView MEA 24,00000.068160,B6_22,0.031
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.077760,B6_44,0.025
   Digital High Pass Filter,200 Hz IIR,00000.083920,B6_23,0.047
   Temperature Set Point,37.0 Degrees C,00000.093280,B6_41,0.012
   Current Temperature,37.1 Degrees C,00000.100320,B6_32,0.027
   Heater Power,On,00000.104080,B6_13,0.055
   Legacy Heating Mode,Off,00000.104560,B6_33,0.079
   Barcode Plate Type,TwentyFourWell,00000.107040,B6_24,0.019
   Plate Serial Number,111-1422,00000.109840,B6_13,0.067
   CO2 Conc. Set Point,5.0 %,00000.113120,B6_32,0.037
   Actual CO2 Conc.,4.9 %,00000.114640,B6_22,0.035
   Gas Mixer Status,Regulating,00000.119360,B6_44,0.021
   AxIS Version,3.10.3.6,00000.119760,B6_41,0.013
   Maestro Edge (Maestro-091) Firmware,3.12.1.10,00000.120080,B6_33,0.029
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.120720,B6_13,0.073
,,00000.129600,B6_32,0.04
Spike Detector Settings,,00000.129680,B6_33,0.027
   Method,Adaptive Threshold Crossing,00000.133440,B6_41,0.013
   Threshold,6,00000.136720,B6_32,0.033
   Threshold Status,Variable,00000.138640,B6_33,0.036
   Threshold Crossing Only,True,00000.139200,B6_13,0.061
   Pre-Spike Duration,0.84 ms,00000.147040,B6_32,0.035
   Post-Spike Duration,2.16 ms,00000.147680,B6_33,0.039
   Coincident Event Filter,Default (Well),00000.160880,B6_33,0.072
   Coincidence Occurrence Threshold,4 Electrodes,00000.167200,B6_32,0.032
   Coincidence Event Window,80 µs,00000.224720,B6_32,0.034
   Allow Sample Overlap,false,00000.226560,B6_42,0.025
   Spike Count Interval,1 s,00000.229360,B6_33,0.029
,,00000.252880,B6_13,0.071
,,00000.268320,B6_42,0.025
,,00000.284480,B6_32,0.041
,,00000.303120,B6_44,0.018
,,00000.305600,B6_41,0.011
,,00000.305600,B6_44,0.017
,,00000.305760,B6_22,0.23
,,00000.319440,B6_32,0.039
,,00000.321360,B6_41,0.012
,,00000.329280,B6_33,0.03
,,00000.334640,B6_32,0.047
,,00000.335600,B6_33,0.026
,,00000.340400,B6_23,0.052
,,00000.343680,B6_44,0.023
,,00000.351920,B6_13,0.039
,,00000.356320,B6_41,0.017
,,00000.382320,B6_44,0.022
,,00000.390000,B6_32,0.04
,,00000.423520,B6_13,0.045
,,00000.424160,B6_32,0.042
,,00000.425120,B6_33,0.032
,,00000.444240,B6_32,0.036
,,00000.481200,B6_44,0.022
,,00000.497600,B6_32,0.047
,,00000.524000,B6_41,0.01
,,00000.527040,B6_32,0.041
,,00000.529200,B6_23,0.045
,,00000.539280,B6_13,0.041
,,00000.548880,B6_32,0.032
,,00000.549440,B6_13,0.066
,,00000.568480,B6_24,0.011
,,00000.596880,B6_32,0.04
,,00000.606160,B6_44,0.022
,,00000.662080,B6_32,0.04
,,00000.666720,B6_41,0.011
,,00000.668560,B6_32,0.04
,,00000.695760,B6_13,0.042
,,00000.698240,B6_44,0.018
,,00000.701360,B6_13,0.074
,,00000.701920,B6_33,0.026
,,00000.708560,B6_32,0.035
,,00000.709200,B6_41,0.019
,,00000.710800,B6_32,0.033
,,00000.720400,B6_33,0.046
,,00000.722480,B6_13,0.034
,,00000.725680,B6_23,0.045
,,00000.726000,B6_41,0.014
,,00000.726080,B6_13,0.108
,,00000.726160,B6_32,0.041
,,00000.730240,B6_32,0.04
,,00000.731280,B6_41,0.015
,,00000.731840,B6_44,0.021
,,00000.732640,B6_32,0.023
,,00000.733360,B6_13,0.051
,,00000.735840,B6_13,0.047
,,00000.739360,B6_13,0.027
,,00000.739440,B6_22,0.035
,,00000.740080,B6_23,0.056
,,00000.743280,B6_32,0.047
,,00000.743840,B6_13,0.058
,,00000.744000,B6_33,0.043
,,00000.747520,B6_13,0.097
,,00000.747840,B6_33,0.07
,,00000.748800,B6_32,0.037
,,00000.749840,B6_13,0.051
,,00000.750160,B6_24,0.016
,,00000.751680,B6_31,0.018
,,00000.751920,B6_41,0.015
,,00000.753920,B6_44,0.033
,,00000.754160,B6_33,0.03
,,00000.754480,B6_22,0.236
,,00000.754880,B6_24,0.016
,,00000.755360,B6_23,0.047
,,00000.756160,B6_32,0.032
,,00000.759520,B6_32,0.023
,,00000.760560,B6_34,0.076
,,00000.764240,B6_41,0.01
,,00000.764480,B6_33,0.031
,,00000.766800,B6_44,0.019
,,00000.769280,B6_44,0.019
,,00000.770560,B6_23,0.095
,,00000.773280,B6_23,0.023
,,00000.777520,B6_33,0.037
,,00000.779200,B6_34,0.072
,,00000.779920,B6_44,0.02
,,00000.780400,B6_32,0.033
,,00000.784160,B6_41,0.009
,,00000.784320,B6_33,0.031
,,00000.787920,B6_23,0.024
,,00000.796640,B6_34,0.072
,,00000.797360,B6_33,0.081
,,00000.799200,B6_13,0.081
,,00000.799200,B6_23,0.048
,,00000.799440,B6_44,0.03
,,00000.800400,B6_34,0.07
,,00000.802960,B6_33,0.055
,,00000.807040,B6_23,0.045
,,00000.807200,B6_44,0.021
,,00000.808960,B6_13,0.064
,,00000.814320,B6_23,0.046
,,00000.824400,B6_42,0.016
,,00000.917520,B6_32,0.032
,,00000.919600,B6_31,0.023
