Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D38_postSIEMBRA_A3,00000.018160,A3_33,0.034
Description,,00000.025440,A3_11,0.033
Maestro Edge (Maestro-091) Settings,,00000.060480,A3_11,0.032
   Original File Time,07/08/2024 10:30:52,00000.069280,A3_11,0.025
   Sampling Frequency,12.5 kHz,00000.084560,A3_44,0.045
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.091120,A3_11,0.029
   Experiment Start Time,07/08/2024 10:22:17,00000.102640,A3_13,0.016
   Referencing Method,Median,00000.112320,A3_44,0.044
   Analog Mode Setting,Neural Spikes,00000.127840,A3_11,0.03
   Plate Type,CytoView MEA 24,00000.134080,A3_11,0.022
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.138800,A3_21,0.013
   Digital High Pass Filter,200 Hz IIR,00000.145280,A3_11,0.035
   Temperature Set Point,37.0 Degrees C,00000.151520,A3_31,0.017
   Current Temperature,37.1 Degrees C,00000.153760,A3_22,0.113
   Heater Power,On,00000.155200,A3_31,0.056
   Legacy Heating Mode,Off,00000.155280,A3_11,0.02
   Barcode Plate Type,TwentyFourWell,00000.156880,A3_33,0.031
   Plate Serial Number,111-1422,00000.157600,A3_31,0.02
   CO2 Conc. Set Point,5.0 %,00000.157680,A3_21,0.024
   Actual CO2 Conc.,4.9 %,00000.157760,A3_41,0.018
   Gas Mixer Status,Regulating,00000.159040,A3_22,0.029
   AxIS Version,3.10.3.6,00000.160640,A3_31,0.018
   Maestro Edge (Maestro-091) Firmware,3.12.1.10,00000.160880,A3_11,0.062
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.161120,A3_21,0.035
,,00000.161360,A3_23,0.032
Spike Detector Settings,,00000.161920,A3_22,0.04
   Method,Adaptive Threshold Crossing,00000.162000,A3_14,0.026
   Threshold,6,00000.163040,A3_13,0.018
   Threshold Status,Variable,00000.163040,A3_33,0.015
   Threshold Crossing Only,True,00000.164000,A3_34,0.013
   Pre-Spike Duration,0.84 ms,00000.164240,A3_41,0.008
   Post-Spike Duration,2.16 ms,00000.164640,A3_44,0.045
   Coincident Event Filter,Default (Well),00000.164720,A3_21,0.017
   Coincidence Occurrence Threshold,4 Electrodes,00000.165600,A3_33,0.019
   Coincidence Event Window,80 µs,00000.166800,A3_22,0.081
