Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D38_postSIEMBRA_D3,00000.023200,D3_41,0.013
Description,,00000.028960,D3_21,0.044
Maestro Edge (Maestro-091) Settings,,00000.028960,D3_41,0.01
   Original File Time,07/08/2024 12:17:02,00000.033120,D3_11,0.037
   Sampling Frequency,12.5 kHz,00000.039120,D3_23,0.026
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.057360,D3_23,0.013
   Experiment Start Time,07/08/2024 11:41:49,00000.060720,D3_44,0.019
   Referencing Method,Median,00000.071760,D3_11,0.031
   Analog Mode Setting,Neural Spikes,00000.095680,D3_23,0.013
   Plate Type,CytoView MEA 24,00000.103360,D3_23,0.016
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.198080,D3_41,0.01
   Digital High Pass Filter,200 Hz IIR,00000.207120,D3_21,0.028
   Temperature Set Point,37.0 Degrees C,00000.217600,D3_41,0.016
   Current Temperature,37.0 Degrees C,00000.224960,D3_11,0.026
   Heater Power,On,00000.232960,D3_23,0.027
   Legacy Heating Mode,Off,00000.233840,D3_11,0.034
   Barcode Plate Type,TwentyFourWell,00000.303680,D3_41,0.015
   Plate Serial Number,111-1422,00000.311360,D3_23,0.014
   CO2 Conc. Set Point,5.0 %,00000.313680,D3_21,0.022
   Actual CO2 Conc.,5.0 %,00000.382880,D3_23,0.017
   Gas Mixer Status,Regulating,00000.387120,D3_41,0.013
   AxIS Version,3.10.3.6,00000.388560,D3_21,0.024
   Maestro Edge (Maestro-091) Firmware,3.12.1.10,00000.403200,D3_41,0.017
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.427120,D3_23,0.014
,,00000.428560,D3_11,0.025
Spike Detector Settings,,00000.430720,D3_23,0.031
   Method,Adaptive Threshold Crossing,00000.437680,D3_41,0.015
   Threshold,6,00000.444000,D3_21,0.038
   Threshold Status,Variable,00000.444240,D3_41,0.016
   Threshold Crossing Only,True,00000.445600,D3_32,0.013
   Pre-Spike Duration,0.84 ms,00000.447120,D3_41,0.015
   Post-Spike Duration,2.16 ms,00000.449680,D3_41,0.024
   Coincident Event Filter,Default (Well),00000.454400,D3_21,0.037
   Coincidence Occurrence Threshold,4 Electrodes,00000.456960,D3_41,0.017
   Coincidence Event Window,80 µs,00000.459680,D3_21,0.09
   Allow Sample Overlap,false,00000.460000,D3_43,0.033
   Spike Count Interval,1 s,00000.468080,D3_22,0.126
,,00000.470720,D3_22,0.099
,,00000.472000,D3_21,0.037
,,00000.472320,D3_32,0.021
,,00000.474720,D3_21,0.028
,,00000.475920,D3_32,0.018
,,00000.477040,D3_21,0.018
,,00000.477680,D3_23,0.014
,,00000.480000,D3_23,0.135
