Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D38_postSIEMBRA_B4,00000.000800,B4_44,0.018
Description,,00000.003840,B4_11,0.058
Maestro Edge (Maestro-091) Settings,,00000.007920,B4_23,0.142
   Original File Time,07/08/2024 10:43:33,00000.014080,B4_23,0.033
   Sampling Frequency,12.5 kHz,00000.015600,B4_33,0.028
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.027840,B4_11,0.052
   Experiment Start Time,07/08/2024 10:22:17,00000.039440,B4_23,0.138
   Referencing Method,Median,00000.046400,B4_11,0.063
   Analog Mode Setting,Neural Spikes,00000.056000,B4_11,0.047
   Plate Type,CytoView MEA 24,00000.079120,B4_44,0.025
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.087760,B4_41,0.008
   Digital High Pass Filter,200 Hz IIR,00000.087840,B4_43,0.031
   Temperature Set Point,37.0 Degrees C,00000.089600,B4_11,0.066
   Current Temperature,37.1 Degrees C,00000.090080,B4_43,0.052
   Heater Power,On,00000.092960,B4_44,0.03
   Legacy Heating Mode,Off,00000.095600,B4_34,0.243
   Barcode Plate Type,TwentyFourWell,00000.096080,B4_43,0.052
   Plate Serial Number,111-1422,00000.098640,B4_44,0.014
   CO2 Conc. Set Point,5.0 %,00000.099120,B4_34,0.021
   Actual CO2 Conc.,4.9 %,00000.099360,B4_11,0.05
   Gas Mixer Status,Regulating,00000.100880,B4_44,0.029
   AxIS Version,3.10.3.6,00000.101840,B4_34,0.067
   Maestro Edge (Maestro-091) Firmware,3.12.1.10,00000.102800,B4_43,0.036
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.102880,B4_23,0.068
,,00000.103200,B4_44,0.027
Spike Detector Settings,,00000.104880,B4_34,0.032
   Method,Adaptive Threshold Crossing,00000.105280,B4_22,0.034
   Threshold,6,00000.105280,B4_23,0.149
   Threshold Status,Variable,00000.105440,B4_33,0.038
   Threshold Crossing Only,True,00000.106240,B4_43,0.041
   Pre-Spike Duration,0.84 ms,00000.106480,B4_11,0.043
   Post-Spike Duration,2.16 ms,00000.107200,B4_44,0.037
   Coincident Event Filter,Default (Well),00000.107680,B4_13,0.07
   Coincidence Occurrence Threshold,4 Electrodes,00000.108000,B4_23,0.098
   Coincidence Event Window,80 µs,00000.108720,B4_22,0.041
   Allow Sample Overlap,false,00000.110240,B4_34,0.046
   Spike Count Interval,1 s,00000.110960,B4_13,0.097
,,00000.111760,B4_44,0.03
,,00000.112000,B4_41,0.01
,,00000.112640,B4_23,0.041
,,00000.112720,B4_11,0.074
,,00000.113360,B4_32,0.14
,,00000.113680,B4_13,0.052
,,00000.114480,B4_33,0.081
,,00000.114560,B4_21,0.02
,,00000.114720,B4_22,0.036
,,00000.115120,B4_44,0.028
,,00000.115520,B4_43,0.026
,,00000.115600,B4_32,0.027
,,00000.115920,B4_34,0.043
,,00000.116000,B4_11,0.069
,,00000.116000,B4_13,0.04
,,00000.116640,B4_14,0.025
,,00000.117120,B4_22,0.069
,,00000.117360,B4_23,0.133
,,00000.118080,B4_43,0.045
,,00000.118560,B4_34,0.258
,,00000.118880,B4_33,0.054
,,00000.119200,B4_13,0.066
,,00000.119680,B4_44,0.058
,,00000.119920,B4_11,0.068
,,00000.120240,B4_32,0.136
,,00000.120480,B4_23,0.079
,,00000.120800,B4_34,0.063
,,00000.121280,B4_33,0.078
,,00000.122000,B4_44,0.03
,,00000.122400,B4_22,0.045
,,00000.122960,B4_32,0.029
,,00000.123120,B4_34,0.072
,,00000.123120,B4_43,0.064
,,00000.123280,B4_11,0.061
,,00000.123520,B4_21,0.022
,,00000.123760,B4_23,0.155
,,00000.123760,B4_41,0.014
,,00000.124480,B4_44,0.028
,,00000.125520,B4_11,0.109
,,00000.125760,B4_13,0.039
,,00000.125760,B4_32,0.124
,,00000.125840,B4_34,0.055
,,00000.125920,B4_22,0.193
,,00000.126400,B4_23,0.04
,,00000.126560,B4_33,0.067
,,00000.126960,B4_44,0.043
,,00000.128080,B4_11,0.089
,,00000.128640,B4_34,0.058
,,00000.128960,B4_22,0.087
,,00000.129040,B4_23,0.137
,,00000.129200,B4_33,0.082
,,00000.129440,B4_44,0.056
,,00000.130240,B4_13,0.064
,,00000.130480,B4_43,0.042
,,00000.130720,B4_11,0.097
,,00000.130720,B4_12,0.021
,,00000.130720,B4_41,0.016
,,00000.130960,B4_34,0.215
,,00000.131200,B4_22,0.038
,,00000.131440,B4_23,0.064
,,00000.131760,B4_33,0.036
,,00000.132160,B4_44,0.064
,,00000.132560,B4_32,0.122
,,00000.132960,B4_11,0.143
,,00000.133280,B4_34,0.246
,,00000.133680,B4_21,0.014
,,00000.133840,B4_22,0.127
,,00000.133920,B4_43,0.056
,,00000.134000,B4_33,0.032
,,00000.134160,B4_23,0.154
,,00000.134480,B4_13,0.027
,,00000.134640,B4_44,0.024
,,00000.135520,B4_11,0.066
,,00000.135920,B4_34,0.091
,,00000.136400,B4_23,0.109
,,00000.136400,B4_32,0.077
,,00000.136640,B4_22,0.068
,,00000.136720,B4_13,0.075
,,00000.136880,B4_44,0.053
,,00000.137360,B4_43,0.034
,,00000.137600,B4_33,0.026
,,00000.137760,B4_11,0.029
,,00000.139360,B4_44,0.026
,,00000.139440,B4_22,0.104
,,00000.140000,B4_33,0.082
,,00000.140080,B4_23,0.146
,,00000.140080,B4_34,0.2
,,00000.140240,B4_32,0.045
,,00000.140320,B4_43,0.033
,,00000.140720,B4_13,0.017
,,00000.141520,B4_21,0.015
,,00000.141680,B4_44,0.053
,,00000.141840,B4_11,0.236
,,00000.142720,B4_23,0.118
,,00000.143120,B4_33,0.076
