Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D38_postSIEMBRA_D4,00000.007840,D4_23,0.017
Description,,00000.013120,D4_32,0.022
Maestro Edge (Maestro-091) Settings,,00000.020480,D4_11,0.019
   Original File Time,07/08/2024 12:12:36,00000.037280,D4_44,0.024
   Sampling Frequency,12.5 kHz,00000.041280,D4_32,0.023
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.044720,D4_23,0.014
   Experiment Start Time,07/08/2024 11:41:49,00000.061120,D4_33,0.016
   Referencing Method,Median,00000.074160,D4_32,0.021
   Analog Mode Setting,Neural Spikes,00000.080320,D4_11,0.026
   Plate Type,CytoView MEA 24,00000.085840,D4_11,0.044
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.098240,D4_32,0.047
   Digital High Pass Filter,200 Hz IIR,00000.105760,D4_23,0.012
   Temperature Set Point,37.0 Degrees C,00000.127520,D4_43,0.014
   Current Temperature,37.0 Degrees C,00000.128240,D4_32,0.027
   Heater Power,On,00000.139680,D4_44,0.02
   Legacy Heating Mode,Off,00000.143600,D4_11,0.041
   Barcode Plate Type,TwentyFourWell,00000.163280,D4_11,0.016
   Plate Serial Number,111-1422,00000.168320,D4_32,0.023
   CO2 Conc. Set Point,5.0 %,00000.173360,D4_23,0.013
   Actual CO2 Conc.,5.0 %,00000.197280,D4_32,0.025
   Gas Mixer Status,Regulating,00000.199120,D4_11,0.019
   AxIS Version,3.10.3.6,00000.206160,D4_22,0.045
   Maestro Edge (Maestro-091) Firmware,3.12.1.10,00000.221680,D4_32,0.022
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.222320,D4_23,0.015
,,00000.231280,D4_33,0.047
Spike Detector Settings,,00000.240000,D4_11,0.044
   Method,Adaptive Threshold Crossing,00000.244080,D4_11,0.017
   Threshold,6,00000.244720,D4_32,0.022
   Threshold Status,Variable,00000.278160,D4_23,0.013
   Threshold Crossing Only,True,00000.283120,D4_32,0.027
   Pre-Spike Duration,0.84 ms,00000.303440,D4_11,0.023
   Post-Spike Duration,2.16 ms,00000.307360,D4_11,0.042
   Coincident Event Filter,Default (Well),00000.307920,D4_32,0.025
   Coincidence Occurrence Threshold,4 Electrodes,00000.320000,D4_23,0.019
   Coincidence Event Window,80 µs,00000.332720,D4_32,0.027
   Allow Sample Overlap,false,00000.356800,D4_43,0.016
   Spike Count Interval,1 s,00000.373200,D4_32,0.024
,,00000.374400,D4_23,0.012
,,00000.380560,D4_22,0.014
,,00000.385440,D4_33,0.016
,,00000.395280,D4_32,0.025
,,00000.402400,D4_11,0.016
,,00000.407680,D4_11,0.042
,,00000.426960,D4_32,0.027
,,00000.432160,D4_43,0.015
,,00000.438640,D4_22,0.049
,,00000.447200,D4_32,0.024
,,00000.458000,D4_23,0.015
,,00000.463200,D4_11,0.018
,,00000.473120,D4_32,0.026
,,00000.473280,D4_11,0.044
,,00000.478000,D4_24,0.015
,,00000.489600,D4_23,0.016
,,00000.508880,D4_32,0.021
,,00000.530080,D4_11,0.023
,,00000.538880,D4_11,0.045
,,00000.542000,D4_32,0.024
,,00000.555280,D4_23,0.015
,,00000.564560,D4_32,0.025
,,00000.573200,D4_22,0.043
,,00000.585600,D4_11,0.013
,,00000.596240,D4_32,0.025
,,00000.602240,D4_23,0.015
,,00000.631120,D4_32,0.024
,,00000.636640,D4_11,0.019
,,00000.650320,D4_33,0.019
,,00000.661200,D4_32,0.025
,,00000.665040,D4_23,0.016
,,00000.666000,D4_43,0.015
,,00000.680240,D4_32,0.026
,,00000.689920,D4_11,0.015
,,00000.710080,D4_23,0.012
,,00000.710960,D4_32,0.023
,,00000.738000,D4_32,0.024
,,00000.738880,D4_11,0.043
,,00000.758560,D4_11,0.017
,,00000.770480,D4_32,0.027
,,00000.773600,D4_23,0.015
,,00000.774640,D4_33,0.046
,,00000.794720,D4_32,0.024
,,00000.806640,D4_32,0.045
,,00000.806800,D4_11,0.021
,,00000.816640,D4_11,0.018
,,00000.833360,D4_32,0.024
,,00000.835440,D4_43,0.016
,,00000.847280,D4_23,0.013
,,00000.859760,D4_32,0.023
,,00000.866400,D4_11,0.02
,,00000.869840,D4_33,0.017
,,00000.874720,D4_33,0.039
,,00000.886240,D4_32,0.023
,,00000.888560,D4_11,0.017
,,00000.900240,D4_23,0.012
,,00000.908880,D4_32,0.025
,,00000.916000,D4_33,0.017
,,00000.945920,D4_32,0.021
,,00000.947680,D4_33,0.017
,,00000.958560,D4_23,0.013
,,00000.972640,D4_32,0.026
,,00000.977680,D4_11,0.022
,,00000.998080,D4_32,0.026
,,00001.030720,D4_23,0.013
,,00001.034640,D4_32,0.025
,,00001.050640,D4_11,0.018
,,00001.053760,D4_11,0.02
,,00001.059680,D4_32,0.025
,,00001.076400,D4_23,0.016
,,00001.088560,D4_32,0.023
,,00001.114640,D4_11,0.025
,,00001.117840,D4_11,0.044
,,00001.127440,D4_32,0.023
,,00001.137200,D4_23,0.016
,,00001.149280,D4_32,0.024
,,00001.152480,D4_33,0.019
,,00001.165680,D4_11,0.022
,,00001.170880,D4_11,0.047
,,00001.181360,D4_32,0.027
,,00001.187760,D4_23,0.012
,,00001.212320,D4_22,0.042
,,00001.218720,D4_32,0.024
,,00001.240080,D4_33,0.018
,,00001.240400,D4_11,0.023
,,00001.245520,D4_11,0.023
,,00001.247600,D4_32,0.022
,,00001.247840,D4_11,0.043
,,00001.248880,D4_33,0.015
,,00001.251120,D4_23,0.015
,,00001.252320,D4_33,0.017
,,00001.267680,D4_32,0.026
,,00001.271840,D4_33,0.016
,,00001.275520,D4_44,0.02
,,00001.297040,D4_23,0.013
,,00001.298640,D4_33,0.024
,,00001.299280,D4_11,0.027
,,00001.302800,D4_33,0.042
,,00001.303520,D4_32,0.027
,,00001.304160,D4_11,0.042
,,00001.334000,D4_33,0.017
,,00001.337440,D4_32,0.02
,,00001.358480,D4_23,0.014
,,00001.366480,D4_32,0.025
,,00001.371840,D4_11,0.044
,,00001.392240,D4_32,0.024
,,00001.410880,D4_23,0.018
,,00001.414640,D4_33,0.015
,,00001.418560,D4_32,0.024
,,00001.425600,D4_33,0.018
,,00001.435600,D4_11,0.025
,,00001.441200,D4_33,0.019
,,00001.451520,D4_33,0.022
,,00001.456400,D4_32,0.022
,,00001.463360,D4_23,0.012
,,00001.484080,D4_32,0.025
,,00001.487680,D4_11,0.035
,,00001.493200,D4_33,0.017
,,00001.517040,D4_32,0.025
,,00001.524240,D4_23,0.015
,,00001.538480,D4_32,0.014
,,00001.543840,D4_11,0.023
,,00001.561760,D4_32,0.023
,,00001.568960,D4_23,0.016
,,00001.590720,D4_32,0.025
,,00001.599360,D4_11,0.025
,,00001.601680,D4_11,0.04
,,00001.613040,D4_33,0.019
,,00001.624240,D4_23,0.017
,,00001.624480,D4_32,0.025
,,00001.648240,D4_32,0.021
,,00001.666160,D4_11,0.021
,,00001.669280,D4_11,0.043
,,00001.676000,D4_11,0.018
,,00001.678800,D4_32,0.024
