Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D18_POSTsiembre_P1_D2_(IV),00000.010080,D2_13,0.023
Description,,00000.060960,D2_34,0.021
Maestro Edge (Maestro-091) Settings,,00000.065120,D2_34,0.072
   Original File Time,04/23/2024 15:36:06,00000.132160,D2_13,0.02
   Sampling Frequency,12.5 kHz,00000.266800,D2_13,0.025
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.355600,D2_34,0.068
   Experiment Start Time,04/23/2024 15:21:24,00000.361120,D2_44,0.015
   Referencing Method,Median,00000.393600,D2_14,0.084
   Analog Mode Setting,Neural Spikes,00000.404160,D2_34,0.018
   Plate Type,CytoView MEA 24,00000.639280,D2_44,0.018
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.673200,D2_14,0.028
   Digital High Pass Filter,200 Hz IIR,00000.709680,D2_34,0.068
   Temperature Set Point,37.0 Degrees C,00000.712320,D2_34,0.009
   Current Temperature,37.0 Degrees C,00000.786960,D2_13,0.025
   Heater Power,On,00000.879840,D2_44,0.016
   Legacy Heating Mode,Off,00000.905360,D2_34,0.018
   Barcode Plate Type,TwentyFourWell,00000.909920,D2_13,0.026
   Plate Serial Number,114-3632,00000.946880,D2_14,0.028
   CO2 Conc. Set Point,5.0 %,00001.051680,D2_34,0.069
   Actual CO2 Conc.,5.0 %,00001.054560,D2_34,0.01
   Gas Mixer Status,Regulating,00001.071360,D2_13,0.023
   AxIS Version,3.10.3.6,00001.162480,D2_44,0.014
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00001.208320,D2_13,0.023
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00001.230800,D2_14,0.031
,,00001.267440,D2_34,0.024
Spike Detector Settings,,00001.394480,D2_44,0.023
   Method,Adaptive Threshold Crossing,00001.418720,D2_34,0.071
   Threshold,6,00001.421280,D2_34,0.01
   Threshold Status,Variable,00001.478080,D2_34,0.021
   Threshold Crossing Only,True,00001.488960,D2_13,0.022
   Pre-Spike Duration,0.84 ms,00001.497920,D2_14,0.029
   Post-Spike Duration,2.16 ms,00001.626560,D2_13,0.026
   Coincident Event Filter,Default (Well),00001.683920,D2_34,0.069
   Coincidence Occurrence Threshold,4 Electrodes,00001.760640,D2_14,0.028
   Coincidence Event Window,80 µs,00001.764320,D2_13,0.023
   Allow Sample Overlap,false,00001.826480,D2_34,0.019
   Spike Count Interval,1 s,00001.913440,D2_13,0.025
,,00001.933520,D2_44,0.022
,,00001.955760,D2_34,0.071
,,00001.958480,D2_34,0.01
,,00002.020800,D2_13,0.023
,,00002.118560,D2_14,0.025
,,00002.185360,D2_13,0.024
,,00002.188320,D2_34,0.022
,,00002.284880,D2_13,0.018
,,00002.315200,D2_34,0.073
,,00002.317680,D2_34,0.009
,,00002.330880,D2_14,0.028
,,00002.449200,D2_13,0.022
,,00002.543920,D2_34,0.021
,,00002.575520,D2_13,0.023
,,00002.666480,D2_34,0.072
,,00002.725840,D2_13,0.021
,,00002.785440,D2_44,0.015
,,00002.872720,D2_13,0.023
,,00002.938880,D2_34,0.067
,,00003.022240,D2_34,0.021
,,00003.027280,D2_13,0.023
,,00003.211920,D2_34,0.068
,,00003.321680,D2_13,0.022
,,00003.420480,D2_14,0.031
,,00003.432960,D2_13,0.026
,,00003.497200,D2_34,0.069
,,00003.514800,D2_34,0.016
,,00003.578160,D2_13,0.024
,,00003.687760,D2_14,0.027
,,00003.706320,D2_13,0.021
,,00003.854880,D2_34,0.069
,,00003.923840,D2_34,0.022
,,00003.981120,D2_14,0.028
,,00004.148480,D2_34,0.066
,,00004.151680,D2_13,0.027
,,00004.216160,D2_34,0.022
,,00004.236400,D2_14,0.03
,,00004.298720,D2_13,0.026
,,00004.417360,D2_44,0.019
,,00004.435520,D2_44,0.014
,,00004.443040,D2_13,0.023
,,00004.447120,D2_34,0.069
,,00004.522800,D2_14,0.029
,,00004.596480,D2_13,0.023
,,00004.608240,D2_34,0.021
,,00004.738400,D2_13,0.019
,,00004.748400,D2_34,0.07
,,00004.750960,D2_34,0.008
,,00004.767520,D2_14,0.027
,,00004.936480,D2_13,0.02
,,00004.964720,D2_44,0.017
,,00004.973920,D2_34,0.02
,,00005.056880,D2_34,0.067
,,00005.084320,D2_13,0.024
,,00005.199920,D2_44,0.019
,,00005.208800,D2_44,0.021
,,00005.387840,D2_34,0.066
,,00005.402640,D2_13,0.022
,,00005.479440,D2_44,0.019
,,00005.540800,D2_14,0.034
,,00005.545760,D2_13,0.024
,,00005.700800,D2_34,0.069
,,00005.718960,D2_13,0.022
,,00005.852240,D2_14,0.03
,,00005.978800,D2_13,0.025
,,00005.985920,D2_34,0.019
,,00006.029760,D2_34,0.065
,,00006.085200,D2_14,0.031
,,00006.124160,D2_13,0.016
,,00006.282880,D2_13,0.023
,,00006.302000,D2_34,0.068
,,00006.370560,D2_34,0.02
,,00006.552880,D2_13,0.026
,,00006.646400,D2_34,0.072
,,00006.653200,D2_14,0.027
,,00006.712480,D2_34,0.02
,,00006.840880,D2_13,0.022
,,00006.930400,D2_14,0.029
,,00006.962800,D2_34,0.063
,,00006.966720,D2_13,0.023
,,00007.070480,D2_34,0.018
,,00007.115120,D2_13,0.025
,,00007.220080,D2_13,0.026
,,00007.297840,D2_34,0.069
,,00007.355600,D2_13,0.027
,,00007.439840,D2_44,0.018
,,00007.478480,D2_13,0.024
,,00007.491360,D2_14,0.027
,,00007.575920,D2_34,0.067
,,00007.578560,D2_34,0.011
,,00007.590560,D2_34,0.022
,,00007.682880,D2_13,0.023
,,00007.843600,D2_13,0.024
,,00007.859920,D2_34,0.068
,,00007.906720,D2_34,0.021
,,00007.978400,D2_13,0.025
,,00008.133280,D2_13,0.028
,,00008.194560,D2_34,0.069
,,00008.214960,D2_44,0.02
,,00008.243120,D2_14,0.032
,,00008.247760,D2_34,0.019
,,00008.416080,D2_13,0.023
,,00008.484880,D2_44,0.018
,,00008.504000,D2_14,0.033
,,00008.569520,D2_34,0.07
,,00008.705600,D2_13,0.022
,,00008.761120,D2_34,0.018
,,00008.775600,D2_14,0.034
,,00008.822560,D2_34,0.068
,,00008.872320,D2_13,0.025
,,00009.024640,D2_44,0.019
,,00009.064400,D2_14,0.025
,,00009.102160,D2_34,0.018
,,00009.149120,D2_34,0.014
,,00009.155040,D2_34,0.068
,,00009.157680,D2_34,0.01
,,00009.163920,D2_13,0.023
,,00009.300800,D2_13,0.027
,,00009.301200,D2_14,0.028
,,00009.443520,D2_34,0.022
,,00009.487520,D2_34,0.069
,,00009.490000,D2_34,0.009
