Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D17_POSTsiembra_P1_A6_(I),00000.138000,A6_12,0.053
Description,,00000.185600,A6_12,0.047
Maestro Edge (Maestro-091) Settings,,00000.324000,A6_12,0.049
   Original File Time,04/22/2024 11:45:23,00000.384160,A6_12,0.045
   Sampling Frequency,12.5 kHz,00000.445120,A6_12,0.047
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.930960,A6_14,0.033
   Experiment Start Time,04/22/2024 11:35:39,00000.940320,A6_44,0.028
   Referencing Method,Median,00000.970320,A6_31,0.043
   Analog Mode Setting,Neural Spikes,00000.972080,A6_44,0.045
   Plate Type,CytoView MEA 24,00000.980720,A6_41,0.012
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.982000,A6_44,0.035
   Digital High Pass Filter,200 Hz IIR,00000.984400,A6_31,0.024
   Temperature Set Point,37.0 Degrees C,00000.984720,A6_41,0.025
   Current Temperature,37.0 Degrees C,00000.988080,A6_41,0.008
   Heater Power,On,00000.988240,A6_31,0.026
   Legacy Heating Mode,Off,00000.988800,A6_44,0.08
   Barcode Plate Type,TwentyFourWell,00000.989360,A6_32,0.036
   Plate Serial Number,114-3632,00000.990320,A6_42,0.029
   CO2 Conc. Set Point,5.0 %,00000.992080,A6_33,0.025
   Actual CO2 Conc.,5.0 %,00000.992240,A6_32,0.021
   Gas Mixer Status,Regulating,00000.992480,A6_31,0.034
   AxIS Version,3.10.3.6,00000.993680,A6_44,0.033
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00000.995520,A6_31,0.034
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.995920,A6_32,0.05
,,00000.997520,A6_33,0.034
Spike Detector Settings,,00000.997760,A6_44,0.076
   Method,Adaptive Threshold Crossing,00000.998720,A6_32,0.042
   Threshold,6,00000.998960,A6_31,0.04
   Threshold Status,Variable,00000.999600,A6_23,0.035
   Threshold Crossing Only,True,00001.000160,A6_12,0.057
   Pre-Spike Duration,0.84 ms,00001.000240,A6_33,0.03
   Post-Spike Duration,2.16 ms,00001.001040,A6_11,0.06
   Coincident Event Filter,Default (Well),00001.001120,A6_32,0.031
   Coincidence Occurrence Threshold,4 Electrodes,00001.001520,A6_44,0.025
   Coincidence Event Window,80 µs,00001.001600,A6_42,0.026
   Allow Sample Overlap,false,00001.001840,A6_34,0.021
   Spike Count Interval,1 s,00001.001920,A6_31,0.081
,,00001.002720,A6_33,0.04
,,00001.003760,A6_41,0.012
,,00001.003840,A6_32,0.034
,,00001.004080,A6_44,0.073
,,00001.004320,A6_31,0.045
,,00001.004400,A6_42,0.026
,,00001.004720,A6_21,0.026
,,00001.005040,A6_23,0.018
,,00001.005120,A6_11,0.049
,,00001.005920,A6_33,0.044
,,00001.006080,A6_41,0.016
,,00001.006320,A6_34,0.041
,,00001.006400,A6_32,0.049
,,00001.006400,A6_44,0.058
,,00001.006800,A6_42,0.031
,,00001.006960,A6_12,0.039
,,00001.006960,A6_31,0.077
,,00001.007840,A6_43,0.022
,,00001.008000,A6_14,0.037
,,00001.008720,A6_33,0.119
,,00001.009040,A6_34,0.023
,,00001.009200,A6_44,0.034
,,00001.009360,A6_11,0.074
,,00001.009360,A6_23,0.033
,,00001.009840,A6_32,0.029
,,00001.009920,A6_12,0.057
,,00001.009920,A6_24,0.029
,,00001.010000,A6_31,0.083
,,00001.010400,A6_14,0.055
,,00001.011200,A6_42,0.029
,,00001.011440,A6_34,0.036
,,00001.011920,A6_44,0.04
,,00001.012000,A6_33,0.232
,,00001.012000,A6_43,0.035
,,00001.012080,A6_32,0.063
,,00001.012160,A6_11,0.069
,,00001.012560,A6_31,0.104
,,00001.012800,A6_14,0.047
,,00001.013680,A6_23,0.039
,,00001.013840,A6_34,0.03
,,00001.014320,A6_32,0.078
,,00001.014400,A6_44,0.126
,,00001.014640,A6_33,0.258
,,00001.014960,A6_11,0.038
,,00001.015040,A6_31,0.131
,,00001.015360,A6_42,0.029
,,00001.015680,A6_24,0.096
,,00001.015920,A6_43,0.055
,,00001.016160,A6_14,0.043
,,00001.016480,A6_34,0.099
