Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D18_POSTsiembre_P1_B1_(IV),00000.036800,B1_14,0.14
Description,,00000.040080,B1_14,0.013
Maestro Edge (Maestro-091) Settings,,00000.399280,B1_13,0.021
   Original File Time,04/23/2024 14:54:54,00000.597280,B1_13,0.025
   Sampling Frequency,12.5 kHz,00000.625440,B1_14,0.153
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.808320,B1_14,0.159
   Experiment Start Time,04/23/2024 14:48:19,00000.814080,B1_31,0.013
   Referencing Method,Median,00001.203680,B1_13,0.018
   Analog Mode Setting,Neural Spikes,00001.267920,B1_14,0.102
   Plate Type,CytoView MEA 24,00001.271280,B1_14,0.007
   Digital Low Pass Filter,3 kHz Kaiser Window,00001.556240,B1_14,0.153
   Digital High Pass Filter,200 Hz IIR,00001.628800,B1_13,0.026
   Temperature Set Point,37.0 Degrees C,00001.680720,B1_14,0.148
   Current Temperature,37.1 Degrees C,00001.682960,B1_14,0.02
   Heater Power,On,00001.956320,B1_14,0.156
   Legacy Heating Mode,Off,00002.122960,B1_41,0.014
   Barcode Plate Type,TwentyFourWell,00002.125360,B1_22,0.057
   Plate Serial Number,114-3632,00002.125600,B1_14,0.153
   CO2 Conc. Set Point,5.0 %,00002.126720,B1_42,0.032
   Actual CO2 Conc.,5.0 %,00002.126960,B1_31,0.023
   Gas Mixer Status,Regulating,00002.127280,B1_34,0.05
   AxIS Version,3.10.3.6,00002.127920,B1_14,0.009
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00002.128080,B1_22,0.035
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00002.128160,B1_41,0.011
,,00002.130080,B1_13,0.023
Spike Detector Settings,,00002.130240,B1_34,0.056
   Method,Adaptive Threshold Crossing,00002.130560,B1_24,0.039
   Threshold,6,00002.130560,B1_31,0.022
   Threshold Status,Variable,00002.130640,B1_41,0.021
   Threshold Crossing Only,True,00002.130720,B1_44,0.043
   Pre-Spike Duration,0.84 ms,00002.130880,B1_11,0.037
   Post-Spike Duration,2.16 ms,00002.131360,B1_12,0.029
   Coincident Event Filter,Default (Well),00002.131520,B1_22,0.083
   Coincidence Occurrence Threshold,4 Electrodes,00002.132160,B1_14,0.102
   Coincidence Event Window,80 µs,00002.132320,B1_13,0.04
   Allow Sample Overlap,false,00002.132720,B1_34,0.111
   Spike Count Interval,1 s,00002.132880,B1_31,0.024
,,00002.132960,B1_24,0.093
,,00002.133040,B1_33,0.025
,,00002.133440,B1_44,0.042
,,00002.133680,B1_42,0.029
,,00002.133920,B1_12,0.043
,,00002.134000,B1_11,0.079
,,00002.134640,B1_22,0.15
,,00002.134800,B1_21,0.045
,,00002.135040,B1_34,0.093
,,00002.135040,B1_41,0.021
,,00002.135280,B1_24,0.071
,,00002.135360,B1_13,0.069
,,00002.135760,B1_31,0.038
,,00002.135840,B1_14,0.06
,,00002.136240,B1_44,0.024
,,00002.136320,B1_11,0.034
,,00002.136560,B1_12,0.024
,,00002.137040,B1_21,0.043
,,00002.137280,B1_22,0.135
,,00002.137280,B1_42,0.032
,,00002.137680,B1_13,0.183
,,00002.137760,B1_34,0.095
,,00002.137840,B1_24,0.06
,,00002.138320,B1_31,0.021
,,00002.138480,B1_44,0.062
,,00002.138560,B1_11,0.064
,,00002.139360,B1_14,0.051
,,00002.139440,B1_23,0.019
,,00002.139600,B1_12,0.025
,,00002.139600,B1_22,0.092
,,00002.140000,B1_41,0.023
,,00002.140080,B1_42,0.02
